機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
アイムジャグラーEX-TP,457,"1,649",5,2,1/235.6,1/329.8,1/824.5
アイムジャグラーEX-TP,458,"2,983",5,6,1/271.2,1/596.6,1/497.2
アイムジャグラーEX-TP,459,"4,399",16,15,1/141.9,1/274.9,1/293.3
アイムジャグラーEX-TP,460,"4,676",13,6,1/246.1,1/359.7,1/779.3
アイムジャグラーEX-TP,461,"5,899",21,18,1/151.3,1/280.9,1/327.7
アイムジャグラーEX-TP,462,"3,343",15,9,1/139.3,1/222.9,1/371.4
アイムジャグラーEX-TP,463,"2,993",10,5,1/199.5,1/299.3,1/598.6
アイムジャグラーEX-TP,464,"3,093",11,4,1/206.2,1/281.2,1/773.2
アイムジャグラーEX-TP,478,"3,586",9,8,1/210.9,1/398.4,1/448.2
アイムジャグラーEX-TP,479,"3,390",13,8,1/161.4,1/260.8,1/423.8
アイムジャグラーEX-TP,480,585,0,1,1/585.0,1/0.0,1/585.0
アイムジャグラーEX-TP,481,"7,665",31,18,1/156.4,1/247.3,1/425.8
アイムジャグラーEX-TP,482,"1,448",6,4,1/144.8,1/241.3,1/362.0
アイムジャグラーEX-TP,483,"5,216",20,15,1/149.0,1/260.8,1/347.7
アイムジャグラーEX-TP,484,"1,132",3,1,1/283.0,1/377.3,1/1132.0
アイムジャグラーEX-TP,485,"2,880",9,6,1/192.0,1/320.0,1/480.0
アイムジャグラーEX-TP,486,"2,413",8,5,1/185.6,1/301.6,1/482.6
アイムジャグラーEX-TP,487,"2,404",6,8,1/171.7,1/400.7,1/300.5
アイムジャグラーEX-TP,488,"1,639",4,4,1/204.9,1/409.8,1/409.8
アイムジャグラーEX-TP,489,"2,116",6,4,1/211.6,1/352.7,1/529.0
アイムジャグラーEX-TP,490,852,1,2,1/284.0,1/852.0,1/426.0
アイムジャグラーEX-TP,491,"6,499",30,13,1/151.1,1/216.6,1/499.9
アイムジャグラーEX-TP,492,"1,406",7,1,1/175.8,1/200.9,1/1406.0
アイムジャグラーEX-TP,493,"1,032",1,1,1/516.0,1/1032.0,1/1032.0
アイムジャグラーEX-TP,494,"6,788",32,18,1/135.8,1/212.1,1/377.1
アイムジャグラーEX-TP,512,"2,149",5,4,1/238.8,1/429.8,1/537.2
アイムジャグラーEX-TP,513,"1,817",9,3,1/151.4,1/201.9,1/605.7
マイジャグラーV,444,"2,567",4,6,1/256.7,1/641.8,1/427.8
マイジャグラーV,445,"4,854",17,8,1/194.2,1/285.5,1/606.8
マイジャグラーV,446,"4,389",13,14,1/162.6,1/337.6,1/313.5
マイジャグラーV,447,"2,225",4,5,1/247.2,1/556.2,1/445.0
マイジャグラーV,448,"4,380",10,14,1/182.5,1/438.0,1/312.9
マイジャグラーV,449,"5,678",21,12,1/172.1,1/270.4,1/473.2
マイジャグラーV,450,"5,379",11,21,1/168.1,1/489.0,1/256.1
マイジャグラーV,451,"1,261",2,1,1/420.3,1/630.5,1/1261.0
マイジャグラーV,452,"3,886",14,4,1/215.9,1/277.6,1/971.5
マイジャグラーV,453,"3,793",13,10,1/164.9,1/291.8,1/379.3
マイジャグラーV,454,"4,152",14,7,1/197.7,1/296.6,1/593.1
マイジャグラーV,455,"5,102",21,12,1/154.6,1/243.0,1/425.2
マイジャグラーV,456,"6,435",24,19,1/149.7,1/268.1,1/338.7
マイジャグラーV,465,"3,652",15,5,1/182.6,1/243.5,1/730.4
マイジャグラーV,466,"3,152",8,2,1/315.2,1/394.0,1/1576.0
マイジャグラーV,467,"5,194",29,15,1/118.0,1/179.1,1/346.3
マイジャグラーV,468,"3,634",9,9,1/201.9,1/403.8,1/403.8
マイジャグラーV,469,"5,849",25,14,1/150.0,1/234.0,1/417.8
マイジャグラーV,470,"3,559",11,8,1/187.3,1/323.5,1/444.9
マイジャグラーV,471,"7,771",34,18,1/149.4,1/228.6,1/431.7
マイジャグラーV,472,"1,973",5,6,1/179.4,1/394.6,1/328.8
マイジャグラーV,473,"3,972",14,13,1/147.1,1/283.7,1/305.5
マイジャグラーV,474,"5,557",21,10,1/179.3,1/264.6,1/555.7
マイジャグラーV,475,"5,982",20,21,1/145.9,1/299.1,1/284.9
マイジャグラーV,476,"5,306",23,13,1/147.4,1/230.7,1/408.2
マイジャグラーV,477,"3,725",15,4,1/196.1,1/248.3,1/931.2
ゴーゴージャグラー3,543,"1,841",4,6,1/184.1,1/460.2,1/306.8
ゴーゴージャグラー3,544,"1,873",7,5,1/156.1,1/267.6,1/374.6
ゴーゴージャグラー3,545,"2,769",8,8,1/173.1,1/346.1,1/346.1
ゴーゴージャグラー3,546,"6,040",29,15,1/137.3,1/208.3,1/402.7
ゴーゴージャグラー3,547,"2,156",6,7,1/165.8,1/359.3,1/308.0
ゴーゴージャグラー3,548,"6,425",34,29,1/102.0,1/189.0,1/221.6
ゴーゴージャグラー3,549,652,0,1,1/652.0,1/0.0,1/652.0
ゴーゴージャグラー3,550,"1,159",2,1,1/386.3,1/579.5,1/1159.0
ゴーゴージャグラー3,551,"3,458",12,13,1/138.3,1/288.2,1/266.0
ゴーゴージャグラー3,552,"2,615",6,6,1/217.9,1/435.8,1/435.8
ゴーゴージャグラー3,553,878,2,0,1/439.0,1/439.0,1/0.0
ゴーゴージャグラー3,554,"3,000",10,5,1/200.0,1/300.0,1/600.0
ゴーゴージャグラー3,555,"4,807",23,13,1/133.5,1/209.0,1/369.8
ゴーゴージャグラー3,556,"4,716",15,12,1/174.7,1/314.4,1/393.0
スマスロ北斗の拳,648,"4,149",39,9,1/86.4,1/106.4,1/461.0
スマスロ北斗の拳,649,"2,608",50,10,1/43.5,1/52.2,1/260.8
スマスロ北斗の拳,650,"5,885",74,21,1/61.9,1/79.5,1/280.2
スマスロ北斗の拳,651,"4,050",96,4,1/40.5,1/42.2,1/1012.5
スマスロ北斗の拳,652,"3,267",32,10,1/77.8,1/102.1,1/326.7
スマスロ北斗の拳,653,"3,574",40,9,1/72.9,1/89.3,1/397.1
スマスロ北斗の拳,654,"4,186",37,7,1/95.1,1/113.1,1/598.0
スマスロ北斗の拳,655,"3,698",20,7,1/137.0,1/184.9,1/528.3
スマスロ北斗の拳,656,"1,359",56,3,1/23.0,1/24.3,1/453.0
スマスロ北斗の拳,657,"3,646",40,8,1/76.0,1/91.2,1/455.8
スマスロ北斗の拳,658,"3,488",24,8,1/109.0,1/145.3,1/436.0
スマスロ北斗の拳,659,"4,625",28,10,1/121.7,1/165.2,1/462.5
スマスロ北斗の拳,660,"3,070",36,7,1/71.4,1/85.3,1/438.6
スマスロ北斗の拳,661,"5,119",34,15,1/104.5,1/150.6,1/341.3
沖ドキ!GOLD‐30,526,"2,379",11,3,1/169.9,1/216.3,1/793.0
沖ドキ!GOLD‐30,527,"3,235",7,8,1/215.7,1/462.1,1/404.4
沖ドキ!GOLD‐30,528,"1,348",16,2,1/74.9,1/84.2,1/674.0
沖ドキ!GOLD‐30,529,"2,194",11,3,1/156.7,1/199.5,1/731.3
沖ドキ!GOLD‐30,530,"2,605",22,7,1/89.8,1/118.4,1/372.1
沖ドキ!GOLD‐30,531,"1,666",27,8,1/47.6,1/61.7,1/208.2
沖ドキ!GOLD‐30,532,"4,211",46,19,1/64.8,1/91.5,1/221.6
沖ドキ!GOLD‐30,533,381,3,1,1/95.2,1/127.0,1/381.0
沖ドキ!GOLD‐30,534,"3,610",17,6,1/157.0,1/212.4,1/601.7
沖ドキ!GOLD‐30,535,"4,148",8,7,1/276.5,1/518.5,1/592.6
沖ドキ!GOLD‐30,536,"3,929",25,13,1/103.4,1/157.2,1/302.2
沖ドキ!GOLD‐30,537,"4,237",22,11,1/128.4,1/192.6,1/385.2
沖ドキ!GOLD‐30,538,"1,754",5,5,1/175.4,1/350.8,1/350.8
沖ドキ!GOLD‐30,539,"4,995",28,15,1/116.2,1/178.4,1/333.0
からくりサーカス,741,"2,947",5,7,1/245.6,1/589.4,1/421.0
からくりサーカス,742,"2,523",17,7,1/105.1,1/148.4,1/360.4
からくりサーカス,743,495,0,1,1/495.0,1/0.0,1/495.0
からくりサーカス,744,"3,685",57,14,1/51.9,1/64.6,1/263.2
