機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"5,276",19,10,1/181.9,1/277.7,1/527.6
マイジャグラーV,445,"1,180",2,3,1/236.0,1/590.0,1/393.3
マイジャグラーV,446,"2,877",10,4,1/205.5,1/287.7,1/719.2
マイジャグラーV,447,"5,068",20,9,1/174.8,1/253.4,1/563.1
マイジャグラーV,448,"4,082",11,8,1/214.8,1/371.1,1/510.2
マイジャグラーV,449,"4,143",14,6,1/207.2,1/295.9,1/690.5
マイジャグラーV,450,"6,126",24,20,1/139.2,1/255.2,1/306.3
マイジャグラーV,451,"5,338",31,11,1/127.1,1/172.2,1/485.3
マイジャグラーV,452,"4,925",15,12,1/182.4,1/328.3,1/410.4
マイジャグラーV,453,"1,572",3,4,1/224.6,1/524.0,1/393.0
マイジャグラーV,454,"4,281",15,11,1/164.7,1/285.4,1/389.2
マイジャグラーV,455,"1,307",2,4,1/217.8,1/653.5,1/326.8
マイジャグラーV,456,"7,431",37,21,1/128.1,1/200.8,1/353.9
マイジャグラーV,465,"1,691",6,2,1/211.4,1/281.8,1/845.5
マイジャグラーV,466,"6,503",34,24,1/112.1,1/191.3,1/271.0
マイジャグラーV,467,"1,396",7,1,1/174.5,1/199.4,1/1396.0
マイジャグラーV,468,"3,321",9,9,1/184.5,1/369.0,1/369.0
マイジャグラーV,469,"5,135",14,18,1/160.5,1/366.8,1/285.3
マイジャグラーV,470,"2,284",6,5,1/207.6,1/380.7,1/456.8
マイジャグラーV,471,"4,465",25,10,1/127.6,1/178.6,1/446.5
マイジャグラーV,472,"5,973",22,23,1/132.7,1/271.5,1/259.7
マイジャグラーV,473,"5,441",23,15,1/143.2,1/236.6,1/362.7
マイジャグラーV,474,"2,337",10,2,1/194.8,1/233.7,1/1168.5
マイジャグラーV,475,"3,184",11,8,1/167.6,1/289.5,1/398.0
マイジャグラーV,476,"6,846",26,20,1/148.8,1/263.3,1/342.3
マイジャグラーV,477,"1,727",6,4,1/172.7,1/287.8,1/431.8
アイムジャグラーEX-TP,457,"3,339",10,5,1/222.6,1/333.9,1/667.8
アイムジャグラーEX-TP,458,147,0,0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,459,"1,335",5,4,1/148.3,1/267.0,1/333.8
アイムジャグラーEX-TP,460,"3,251",12,6,1/180.6,1/270.9,1/541.8
アイムジャグラーEX-TP,461,"3,339",11,3,1/238.5,1/303.5,1/1113.0
アイムジャグラーEX-TP,462,"2,157",8,4,1/179.8,1/269.6,1/539.2
アイムジャグラーEX-TP,463,"1,786",10,6,1/111.6,1/178.6,1/297.7
アイムジャグラーEX-TP,464,528,0,0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,478,"1,005",4,3,1/143.6,1/251.2,1/335.0
アイムジャグラーEX-TP,479,"3,801",20,12,1/118.8,1/190.1,1/316.8
アイムジャグラーEX-TP,480,572,2,0,1/286.0,1/286.0,1/0.0
アイムジャグラーEX-TP,481,"1,166",4,2,1/194.3,1/291.5,1/583.0
アイムジャグラーEX-TP,482,"1,390",8,3,1/126.4,1/173.8,1/463.3
アイムジャグラーEX-TP,483,471,0,1,1/471.0,1/0.0,1/471.0
アイムジャグラーEX-TP,484,"1,678",4,5,1/186.4,1/419.5,1/335.6
