台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"4,191","+1,053",19,11,1/139.7,1/220.6,1/381.0
1002,"3,545","-1,100",8,12,1/177.2,1/443.1,1/295.4
1003,"6,464","+2,647",32,25,1/113.4,1/202.0,1/258.6
1004,"4,313",-615,12,13,1/172.5,1/359.4,1/331.8
1005,"4,726","-1,018",15,12,1/175.0,1/315.1,1/393.8
1006,"7,699","+1,418",33,24,1/135.1,1/233.3,1/320.8
1007,"7,086",-100,23,28,1/138.9,1/308.1,1/253.1
1008,"7,071",-374,27,16,1/164.4,1/261.9,1/441.9
1009,"3,901","-1,524",11,5,1/243.8,1/354.6,1/780.2
1010,"7,688",-300,25,30,1/139.8,1/307.5,1/256.3
1011,"7,244",+853,33,16,1/147.8,1/219.5,1/452.8
1012,"5,685",+382,22,16,1/149.6,1/258.4,1/355.3
1013,"3,994","-1,488",10,7,1/234.9,1/399.4,1/570.6
1014,"4,105",-456,15,9,1/171.0,1/273.7,1/456.1
1015,"5,212",-938,16,17,1/157.9,1/325.8,1/306.6
1016,"7,614",+385,28,24,1/146.4,1/271.9,1/317.2
1017,"3,198",-888,11,3,1/228.4,1/290.7,1/1066.0
1018,"2,793","-1,253",7,4,1/253.9,1/399.0,1/698.2
1019,"7,655","+2,162",36,26,1/123.5,1/212.6,1/294.4
1020,"5,781",+559,26,9,1/165.2,1/222.3,1/642.3
1021,"7,070","+1,218",29,24,1/133.4,1/243.8,1/294.6
1022,"3,503",-503,14,5,1/184.4,1/250.2,1/700.6
1023,"6,714",-709,20,23,1/156.1,1/335.7,1/291.9
1024,"5,384",+109,20,15,1/153.8,1/269.2,1/358.9
1025,"7,243","+2,850",34,30,1/113.2,1/213.0,1/241.4
1026,"3,661","-1,629",8,9,1/215.4,1/457.6,1/406.8
1027,"6,188",+171,24,18,1/147.3,1/257.8,1/343.8
1028,"6,297",-382,26,8,1/185.2,1/242.2,1/787.1
1029,"5,700",-676,19,13,1/178.1,1/300.0,1/438.5
1030,"8,067","+1,653",40,21,1/132.2,1/201.7,1/384.1
1031,"7,428",-338,24,27,1/145.6,1/309.5,1/275.1
1032,"8,065","+1,685",37,24,1/132.2,1/218.0,1/336.0
1033,"8,740","+2,109",36,38,1/118.1,1/242.8,1/230.0
1034,"5,331",+315,20,16,1/148.1,1/266.6,1/333.2
1035,"5,398","-1,476",14,17,1/174.1,1/385.6,1/317.5
1036,"8,019","+1,747",38,23,1/131.5,1/211.0,1/348.7
1037,"8,893",+374,32,28,1/148.2,1/277.9,1/317.6
1038,"5,937",+41,22,17,1/152.2,1/269.9,1/349.2
1039,"5,080","-1,112",17,11,1/181.4,1/298.8,1/461.8
1040,"5,242",+29,21,15,1/145.6,1/249.6,1/349.5
1041,"6,194","-1,171",22,13,1/177.0,1/281.5,1/476.5
1042,"6,663",+74,28,15,1/155.0,1/238.0,1/444.2
1043,"6,038",-26,23,15,1/158.9,1/262.5,1/402.5
1044,"5,286",-668,18,17,1/151.0,1/293.7,1/310.9
1045,"7,771","+1,006",38,17,1/141.3,1/204.5,1/457.1
1046,"5,911",-959,15,24,1/151.6,1/394.1,1/246.3
1047,"4,344","-1,288",12,7,1/228.6,1/362.0,1/620.6
1048,"3,135","-1,500",7,9,1/195.9,1/447.9,1/348.3
1049,"4,232","-1,700",9,13,1/192.4,1/470.2,1/325.5
1050,"5,346","-1,618",15,14,1/184.3,1/356.4,1/381.9
1069,"4,695",-571,16,13,1/161.9,1/293.4,1/361.2
1070,"6,683",+679,29,17,1/145.3,1/230.4,1/393.1
1071,"6,132","+1,315",27,20,1/130.5,1/227.1,1/306.6
1072,"5,410","-1,159",16,16,1/169.1,1/338.1,1/338.1
1073,"5,954","+1,615",27,20,1/126.7,1/220.5,1/297.7
1074,"4,721",-476,16,14,1/157.4,1/295.1,1/337.2
1075,"3,796","-1,959",9,4,1/292.0,1/421.8,1/949.0
1076,"6,303",-571,24,10,1/185.4,1/262.6,1/630.3
1077,"7,286",-406,30,13,1/169.4,1/242.9,1/560.5
1078,"6,900",+335,25,25,1/138.0,1/276.0,1/276.0
1079,"8,375","+1,756",31,44,1/111.7,1/270.2,1/190.3
1080,"7,014","+1,262",30,25,1/127.5,1/233.8,1/280.6
1081,"4,063",-194,16,10,1/156.3,1/253.9,1/406.3
1082,"7,226",-300,27,21,1/150.5,1/267.6,1/344.1
1083,"6,890",-21,24,22,1/149.8,1/287.1,1/313.2
1084,"4,623","-1,959",11,10,1/220.1,1/420.3,1/462.3
1085,"7,990","+1,703",38,23,1/131.0,1/210.3,1/347.4
1086,"2,760","-1,088",7,6,1/212.3,1/394.3,1/460.0
1087,"7,874",+362,30,28,1/135.8,1/262.5,1/281.2
1088,"6,283","-2,179",13,20,1/190.4,1/483.3,1/314.1
1089,"5,761",+44,21,19,1/144.0,1/274.3,1/303.2
1090,"4,071","-1,241",11,9,1/203.6,1/370.1,1/452.3
1091,"5,346",-121,19,16,1/152.7,1/281.4,1/334.1
1092,"4,925","-1,982",12,14,1/189.4,1/410.4,1/351.8
1093,"6,931","+2,709",35,22,1/121.6,1/198.0,1/315.0
1094,"4,834",-135,16,16,1/151.1,1/302.1,1/302.1
1095,"6,484","-1,594",21,13,1/190.7,1/308.8,1/498.8
1096,"4,262","-1,312",12,10,1/193.7,1/355.2,1/426.2
1097,"3,842",+156,17,6,1/167.0,1/226.0,1/640.3
1098,"7,658","+1,826",34,25,1/129.8,1/225.2,1/306.3
1099,"5,279","-1,876",12,13,1/211.2,1/439.9,1/406.1
