機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"3,761",14,8,1/171.0,1/268.6,1/470.1
マイジャグラーV,445,"6,173",29,17,1/134.2,1/212.9,1/363.1
マイジャグラーV,446,"2,940",11,6,1/172.9,1/267.3,1/490.0
マイジャグラーV,447,"4,374",16,9,1/175.0,1/273.4,1/486.0
マイジャグラーV,448,"3,023",9,10,1/159.1,1/335.9,1/302.3
マイジャグラーV,449,"6,889",36,17,1/130.0,1/191.4,1/405.2
マイジャグラーV,450,"4,357",13,14,1/161.4,1/335.2,1/311.2
マイジャグラーV,451,"6,351",24,15,1/162.8,1/264.6,1/423.4
マイジャグラーV,452,"4,624",16,9,1/185.0,1/289.0,1/513.8
マイジャグラーV,453,"5,542",19,12,1/178.8,1/291.7,1/461.8
マイジャグラーV,454,"2,345",3,2,1/469.0,1/781.7,1/1172.5
マイジャグラーV,455,"3,737",11,6,1/219.8,1/339.7,1/622.8
マイジャグラーV,456,"3,824",13,8,1/182.1,1/294.2,1/478.0
マイジャグラーV,465,"4,071",14,7,1/193.9,1/290.8,1/581.6
マイジャグラーV,466,"5,272",17,12,1/181.8,1/310.1,1/439.3
マイジャグラーV,467,"4,000",12,11,1/173.9,1/333.3,1/363.6
マイジャグラーV,468,"3,784",13,10,1/164.5,1/291.1,1/378.4
マイジャグラーV,469,"5,816",23,18,1/141.9,1/252.9,1/323.1
マイジャグラーV,470,"2,582",11,3,1/184.4,1/234.7,1/860.7
マイジャグラーV,471,"5,898",31,17,1/122.9,1/190.3,1/346.9
マイジャグラーV,472,"4,662",19,10,1/160.8,1/245.4,1/466.2
マイジャグラーV,473,"6,049",24,17,1/147.5,1/252.0,1/355.8
マイジャグラーV,474,"6,231",25,23,1/129.8,1/249.2,1/270.9
マイジャグラーV,475,"2,756",7,6,1/212.0,1/393.7,1/459.3
マイジャグラーV,476,"5,639",27,15,1/134.3,1/208.9,1/375.9
マイジャグラーV,477,"5,172",19,13,1/161.6,1/272.2,1/397.8
アイムジャグラーEX-TP,457,"1,833",4,3,1/261.9,1/458.2,1/611.0
アイムジャグラーEX-TP,458,"5,215",19,20,1/133.7,1/274.5,1/260.8
アイムジャグラーEX-TP,459,"3,818",12,10,1/173.5,1/318.2,1/381.8
アイムジャグラーEX-TP,460,"3,036",6,8,1/216.9,1/506.0,1/379.5
アイムジャグラーEX-TP,461,"3,461",16,7,1/150.5,1/216.3,1/494.4
アイムジャグラーEX-TP,462,"2,289",8,7,1/152.6,1/286.1,1/327.0
アイムジャグラーEX-TP,463,"2,299",8,6,1/164.2,1/287.4,1/383.2
アイムジャグラーEX-TP,464,"4,166",12,14,1/160.2,1/347.2,1/297.6
アイムジャグラーEX-TP,478,"2,411",8,3,1/219.2,1/301.4,1/803.7
アイムジャグラーEX-TP,479,"3,571",15,3,1/198.4,1/238.1,1/1190.3
アイムジャグラーEX-TP,480,"3,674",15,9,1/153.1,1/244.9,1/408.2
アイムジャグラーEX-TP,481,"2,922",11,6,1/171.9,1/265.6,1/487.0
アイムジャグラーEX-TP,482,"3,284",11,8,1/172.8,1/298.5,1/410.5
アイムジャグラーEX-TP,483,"2,459",9,5,1/175.6,1/273.2,1/491.8
アイムジャグラーEX-TP,484,"3,531",15,6,1/168.1,1/235.4,1/588.5
アイムジャグラーEX-TP,485,"2,331",6,8,1/166.5,1/388.5,1/291.4
アイムジャグラーEX-TP,486,"5,436",20,13,1/164.7,1/271.8,1/418.2
アイムジャグラーEX-TP,487,"2,378",5,8,1/182.9,1/475.6,1/297.2
アイムジャグラーEX-TP,488,"2,176",13,4,1/128.0,1/167.4,1/544.0
アイムジャグラーEX-TP,489,"6,509",26,24,1/130.2,1/250.3,1/271.2
アイムジャグラーEX-TP,490,"5,479",14,15,1/188.9,1/391.4,1/365.3
アイムジャグラーEX-TP,491,"1,477",5,0,1/295.4,1/295.4,1/0.0
アイムジャグラーEX-TP,492,"5,338",31,13,1/121.3,1/172.2,1/410.6
アイムジャグラーEX-TP,493,"1,961",1,5,1/326.8,1/1961.0,1/392.2
アイムジャグラーEX-TP,494,"2,962",8,9,1/174.2,1/370.2,1/329.1
ゴーゴージャグラー3,543,"4,970",22,14,1/138.1,1/225.9,1/355.0
ゴーゴージャグラー3,544,"4,280",9,7,1/267.5,1/475.6,1/611.4
ゴーゴージャグラー3,545,"2,277",8,7,1/151.8,1/284.6,1/325.3
ゴーゴージャグラー3,546,"1,792",7,4,1/162.9,1/256.0,1/448.0
ゴーゴージャグラー3,547,880,3,1,1/220.0,1/293.3,1/880.0
ゴーゴージャグラー3,548,"4,708",19,15,1/138.5,1/247.8,1/313.9
ゴーゴージャグラー3,549,"1,733",5,3,1/216.6,1/346.6,1/577.7
ゴーゴージャグラー3,550,"3,229",5,13,1/179.4,1/645.8,1/248.4
ゴーゴージャグラー3,551,"5,633",23,16,1/144.4,1/244.9,1/352.1
ゴーゴージャグラー3,552,"3,584",15,7,1/162.9,1/238.9,1/512.0
ゴーゴージャグラー3,553,"3,659",12,11,1/159.1,1/304.9,1/332.6
ゴーゴージャグラー3,554,"1,282",11,1,1/106.8,1/116.5,1/1282.0
ゴーゴージャグラー3,555,"3,438",18,12,1/114.6,1/191.0,1/286.5
ゴーゴージャグラー3,556,"2,065",6,4,1/206.5,1/344.2,1/516.2
スマスロ北斗の拳,648,"4,883",87,11,1/49.8,1/56.1,1/443.9
スマスロ北斗の拳,649,"3,688",38,7,1/82.0,1/97.1,1/526.9
スマスロ北斗の拳,650,787,18,2,1/39.4,1/43.7,1/393.5
スマスロ北斗の拳,651,"4,612",51,12,1/73.2,1/90.4,1/384.3
スマスロ北斗の拳,652,"3,958",32,12,1/90.0,1/123.7,1/329.8
スマスロ北斗の拳,653,"4,406",43,6,1/89.9,1/102.5,1/734.3
スマスロ北斗の拳,654,"6,722",65,14,1/85.1,1/103.4,1/480.1
スマスロ北斗の拳,655,"1,146",33,5,1/30.2,1/34.7,1/229.2
スマスロ北斗の拳,656,"3,821",42,9,1/74.9,1/91.0,1/424.6
スマスロ北斗の拳,657,"2,188",31,6,1/59.1,1/70.6,1/364.7
スマスロ北斗の拳,658,"3,978",29,9,1/104.7,1/137.2,1/442.0
スマスロ北斗の拳,659,"3,178",18,8,1/122.2,1/176.6,1/397.2
スマスロ北斗の拳,660,"1,322",13,4,1/77.8,1/101.7,1/330.5
スマスロ北斗の拳,661,"5,258",37,9,1/114.3,1/142.1,1/584.2
沖ドキ!GOLD‐30,526,"2,627",21,16,1/71.0,1/125.1,1/164.2
沖ドキ!GOLD‐30,527,"1,405",4,2,1/234.2,1/351.2,1/702.5
沖ドキ!GOLD‐30,528,"1,091",3,4,1/155.9,1/363.7,1/272.8
沖ドキ!GOLD‐30,529,"2,150",10,5,1/143.3,1/215.0,1/430.0
沖ドキ!GOLD‐30,530,"1,571",5,5,1/157.1,1/314.2,1/314.2
沖ドキ!GOLD‐30,531,"1,065",19,9,1/38.0,1/56.1,1/118.3
沖ドキ!GOLD‐30,532,940,5,4,1/104.4,1/188.0,1/235.0
沖ドキ!GOLD‐30,533,464,0,0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,534,"3,718",17,14,1/119.9,1/218.7,1/265.6
沖ドキ!GOLD‐30,535,122,2,2,1/30.5,1/61.0,1/61.0
沖ドキ!GOLD‐30,536,"3,994",16,10,1/153.6,1/249.6,1/399.4
沖ドキ!GOLD‐30,537,469,1,0,1/469.0,1/469.0,1/0.0
沖ドキ!GOLD‐30,538,"4,530",12,11,1/197.0,1/377.5,1/411.8
沖ドキ!GOLD‐30,539,"2,400",21,12,1/72.7,1/114.3,1/200.0
からくりサーカス,741,"3,616",32,10,1/86.1,1/113.0,1/361.6
からくりサーカス,742,"1,686",28,7,1/48.2,1/60.2,1/240.9
からくりサーカス,743,"5,117",26,12,1/134.7,1/196.8,1/426.4
からくりサーカス,744,"2,634",17,6,1/114.5,1/154.9,1/439.0
からくりサーカス,745,"4,085",34,14,1/85.1,1/120.1,1/291.8
からくりサーカス,746,"4,996",32,10,1/119.0,1/156.1,1/499.6
からくりサーカス,747,"1,930",16,4,1/96.5,1/120.6,1/482.5
からくりサーカス,748,"5,728",68,17,1/67.4,1/84.2,1/336.9
からくりサーカス,749,"4,691",58,17,1/62.5,1/80.9,1/275.9
からくりサーカス,750,"1,645",9,4,1/126.5,1/182.8,1/411.2
からくりサーカス,751,"6,139",60,18,1/78.7,1/102.3,1/341.1
モンキーターンV,684,"4,833",64,21,1/56.9,1/75.5,1/230.1
モンキーターンV,685,"4,096",27,10,1/110.7,1/151.7,1/409.6
モンキーターンV,686,"4,115",49,15,1/64.3,1/84.0,1/274.3
モンキーターンV,687,"3,226",43,12,1/58.7,1/75.0,1/268.8
モンキーターンV,688,"4,952",40,21,1/81.2,1/123.8,1/235.8
モンキーターンV,689,"3,492",25,11,1/97.0,1/139.7,1/317.5
モンキーターンV,690,"5,738",69,28,1/59.2,1/83.2,1/204.9
モンキーターンV,691,"3,369",41,10,1/66.1,1/82.2,1/336.9
モンキーターンV,692,"3,699",71,14,1/43.5,1/52.1,1/264.2
モンキーターンV,693,"4,983",57,18,1/66.4,1/87.4,1/276.8
Re:ゼロから始める異世界生活 season2,626,"4,340",54,3,1/76.1,1/80.4,1/1446.7
Re:ゼロから始める異世界生活 season2,627,"1,747",6,0,1/291.2,1/291.2,1/0.0
Re:ゼロから始める異世界生活 season2,628,"2,442",24,0,1/101.8,1/101.8,1/0.0
Re:ゼロから始める異世界生活 season2,629,"4,658",23,0,1/202.5,1/202.5,1/0.0
Re:ゼロから始める異世界生活 season2,630,"3,622",47,0,1/77.1,1/77.1,1/0.0
Re:ゼロから始める異世界生活 season2,631,451,2,0,1/225.5,1/225.5,1/0.0
Re:ゼロから始める異世界生活 season2,632,"3,001",20,0,1/150.1,1/150.1,1/0.0
Re:ゼロから始める異世界生活 season2,633,"2,006",79,5,1/23.9,1/25.4,1/401.2
戦国乙女4 戦乱に閃く炯眼の軍師,779,"5,108",18,13,1/164.8,1/283.8,1/392.9
戦国乙女4 戦乱に閃く炯眼の軍師,780,"6,252",29,20,1/127.6,1/215.6,1/312.6
戦国乙女4 戦乱に閃く炯眼の軍師,781,"3,378",18,7,1/135.1,1/187.7,1/482.6
戦国乙女4 戦乱に閃く炯眼の軍師,782,"6,171",33,34,1/92.1,1/187.0,1/181.5
戦国乙女4 戦乱に閃く炯眼の軍師,783,"4,239",15,8,1/184.3,1/282.6,1/529.9
戦国乙女4 戦乱に閃く炯眼の軍師,784,"7,849",40,35,1/104.7,1/196.2,1/224.3
戦国乙女4 戦乱に閃く炯眼の軍師,785,"4,977",26,18,1/113.1,1/191.4,1/276.5
戦国乙女4 戦乱に閃く炯眼の軍師,786,"5,546",27,19,1/120.6,1/205.4,1/291.9
甲鉄城のカバネリ,592,"2,333",31,10,1/56.9,1/75.3,1/233.3
甲鉄城のカバネリ,593,"2,676",13,9,1/121.6,1/205.8,1/297.3
甲鉄城のカバネリ,594,"1,217",6,5,1/110.6,1/202.8,1/243.4
甲鉄城のカバネリ,595,"1,873",16,10,1/72.0,1/117.1,1/187.3
甲鉄城のカバネリ,596,"1,891",12,7,1/99.5,1/157.6,1/270.1
甲鉄城のカバネリ,597,"3,179",37,14,1/62.3,1/85.9,1/227.1
甲鉄城のカバネリ,599,0,0,0,1/0.0,1/0.0,1/0.0
甲鉄城のカバネリ,600,0,0,0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,720,"1,744",2,0,1/872.0,1/872.0,1/0.0
革命機ヴァルヴレイヴ,721,"3,129",9,3,1/260.8,1/347.7,1/1043.0
革命機ヴァルヴレイヴ,722,"2,509",3,5,1/313.6,1/836.3,1/501.8
革命機ヴァルヴレイヴ,723,"4,715",16,4,1/235.8,1/294.7,1/1178.8
革命機ヴァルヴレイヴ,724,"1,320",8,3,1/120.0,1/165.0,1/440.0
革命機ヴァルヴレイヴ,725,"2,918",10,8,1/162.1,1/291.8,1/364.8
革命機ヴァルヴレイヴ,726,"1,228",1,1,1/614.0,1/1228.0,1/1228.0
革命機ヴァルヴレイヴ,727,"1,646",4,2,1/274.3,1/411.5,1/823.0
ゴッドイーター リザレクション,662,"3,109",71,14,1/36.6,1/43.8,1/222.1
ゴッドイーター リザレクション,663,"4,230",98,12,1/38.5,1/43.2,1/352.5
ゴッドイーター リザレクション,664,"3,823",55,15,1/54.6,1/69.5,1/254.9
ゴッドイーター リザレクション,665,"3,108",70,11,1/38.4,1/44.4,1/282.5
ゴッドイーター リザレクション,666,"3,071",16,5,1/146.2,1/191.9,1/614.2
ゴッドイーター リザレクション,667,"4,361",41,14,1/79.3,1/106.4,1/311.5
ゴッドイーター リザレクション,668,"3,203",76,13,1/36.0,1/42.1,1/246.4
ファンキージャグラー2,500,"2,627",7,7,1/187.6,1/375.3,1/375.3
ファンキージャグラー2,501,"4,230",18,11,1/145.9,1/235.0,1/384.5
ファンキージャグラー2,502,"1,267",0,2,1/633.5,1/0.0,1/633.5
ファンキージャグラー2,503,"2,641",10,6,1/165.1,1/264.1,1/440.2
ファンキージャグラー2,504,"6,755",21,23,1/153.5,1/321.7,1/293.7
ファンキージャグラー2,505,"1,359",4,3,1/194.1,1/339.8,1/453.0
ファンキージャグラー2,506,"1,980",10,0,1/198.0,1/198.0,1/0.0
押忍！番長4,642,"1,415",13,1,1/101.1,1/108.8,1/1415.0
押忍！番長4,643,"3,499",35,13,1/72.9,1/100.0,1/269.2
押忍！番長4,644,579,3,1,1/144.8,1/193.0,1/579.0
押忍！番長4,645,"1,313",22,4,1/50.5,1/59.7,1/328.2
押忍！番長4,646,"1,797",12,3,1/119.8,1/149.8,1/599.0
押忍！番長4,647,"2,361",16,3,1/124.3,1/147.6,1/787.0
ToLOVEるダークネス,799,"2,354",12,5,1/138.5,1/196.2,1/470.8
ToLOVEるダークネス,800,"4,080",50,19,1/59.1,1/81.6,1/214.7
ToLOVEるダークネス,801,"6,605",53,20,1/90.5,1/124.6,1/330.2
ToLOVEるダークネス,802,"3,173",25,10,1/90.7,1/126.9,1/317.3
ToLOVEるダークネス,803,"5,463",27,16,1/127.0,1/202.3,1/341.4
ジャグラーガールズ,507,"3,340",15,7,1/151.8,1/222.7,1/477.1
ジャグラーガールズ,508,"1,662",4,4,1/207.8,1/415.5,1/415.5
ジャグラーガールズ,509,"2,590",7,6,1/199.2,1/370.0,1/431.7
ジャグラーガールズ,510,"2,306",5,6,1/209.6,1/461.2,1/384.3
ジャグラーガールズ,511,"3,694",15,7,1/167.9,1/246.3,1/527.7
ハッピージャグラーVIII,495,"4,323",23,9,1/135.1,1/188.0,1/480.3
ハッピージャグラーVIII,496,"3,006",11,8,1/158.2,1/273.3,1/375.8
ハッピージャグラーVIII,497,"2,505",7,8,1/167.0,1/357.9,1/313.1
ハッピージャグラーVIII,498,"3,718",13,10,1/161.7,1/286.0,1/371.8
ハッピージャグラーVIII,499,"2,742",7,9,1/171.4,1/391.7,1/304.7
モンスターハンターライズ,694,"5,596",68,17,1/65.8,1/82.3,1/329.2
モンスターハンターライズ,695,"5,129",43,15,1/88.4,1/119.3,1/341.9
モンスターハンターライズ,696,"5,299",34,10,1/120.4,1/155.9,1/529.9
モンスターハンターライズ,697,"5,215",50,14,1/81.5,1/104.3,1/372.5
モンスターハンターライズ,698,"4,937",68,18,1/57.4,1/72.6,1/274.3
戦姫絶唱シンフォギア 正義の歌,617,853,6,3,1/94.8,1/142.2,1/284.3
戦姫絶唱シンフォギア 正義の歌,618,"1,944",31,7,1/51.2,1/62.7,1/277.7
戦姫絶唱シンフォギア 正義の歌,619,"2,315",56,12,1/34.0,1/41.3,1/192.9
戦姫絶唱シンフォギア 正義の歌,620,939,8,2,1/93.9,1/117.4,1/469.5
戦姫絶唱シンフォギア 正義の歌,621,"2,533",14,6,1/126.7,1/180.9,1/422.2
ゴジラ対エヴァンゲリオン,728,"1,816",10,7,1/106.8,1/181.6,1/259.4
ゴジラ対エヴァンゲリオン,729,"3,884",18,8,1/149.4,1/215.8,1/485.5
ゴジラ対エヴァンゲリオン,730,"3,053",21,28,1/62.3,1/145.4,1/109.0
ゴジラ対エヴァンゲリオン,731,"4,859",29,21,1/97.2,1/167.6,1/231.4
スマスロ炎炎ノ消防隊,606,"1,775",5,3,1/221.9,1/355.0,1/591.7
