機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,801,+134,9,3,0,1/66.8,1/89.0,1/267.0,1/0.0
スマスロ北斗の拳,343,"2,882","-1,884",17,5,0,1/131.0,1/169.5,1/576.4,1/0.0
スマスロ北斗の拳,344,"1,277",-680,9,3,0,1/106.4,1/141.9,1/425.7,1/0.0
スマスロ北斗の拳,345,524,-483,2,1,0,1/174.7,1/262.0,1/524.0,1/0.0
スマスロ北斗の拳,346,"1,367","+1,128",26,5,0,1/44.1,1/52.6,1/273.4,1/0.0
スマスロ北斗の拳,347,"2,918",-965,24,7,0,1/94.1,1/121.6,1/416.9,1/0.0
スマスロ北斗の拳,348,"1,287",+413,17,4,0,1/61.3,1/75.7,1/321.8,1/0.0
スマスロ北斗の拳,349,945,-413,5,2,0,1/135.0,1/189.0,1/472.5,1/0.0
アイムジャグラーEX-TP,319,"2,195","-1,105",6,4,0,1/219.5,1/365.8,1/548.8,1/0.0
アイムジャグラーEX-TP,320,"7,059","+1,058",31,18,0,1/144.1,1/227.7,1/392.2,1/0.0
アイムジャグラーEX-TP,321,"4,409",+552,18,13,0,1/142.2,1/244.9,1/339.2,1/0.0
アイムジャグラーEX-TP,322,"1,175",-797,2,1,0,1/391.7,1/587.5,1/1175.0,1/0.0
アイムジャグラーEX-TP,323,"4,295",-366,16,8,0,1/179.0,1/268.4,1/536.9,1/0.0
アイムジャグラーEX-TP,324,"3,158",-773,10,9,0,1/166.2,1/315.8,1/350.9,1/0.0
アイムジャグラーEX-TP,325,"2,363","-1,407",4,5,0,1/262.6,1/590.8,1/472.6,1/0.0
マイジャグラーV,313,"2,137","-1,430",5,2,0,1/305.3,1/427.4,1/1068.5,1/0.0
マイジャグラーV,314,"6,460",-773,23,17,0,1/161.5,1/280.9,1/380.0,1/0.0
マイジャグラーV,315,"2,838",+616,11,12,0,1/123.4,1/258.0,1/236.5,1/0.0
マイジャグラーV,316,"5,432",-35,19,16,0,1/155.2,1/285.9,1/339.5,1/0.0
マイジャグラーV,317,"7,981","+2,163",41,18,0,1/135.3,1/194.7,1/443.4,1/0.0
マイジャグラーV,318,"2,762",-331,11,5,0,1/172.6,1/251.1,1/552.4,1/0.0
ハッピージャグラーVIII,330,"4,279",-105,16,11,0,1/158.5,1/267.4,1/389.0,1/0.0
