機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,804,-901,1,1,0,1/402.0,1/804.0,1/804.0,1/0.0
スマスロ北斗の拳,343,"2,070","-1,849",9,3,0,1/172.5,1/230.0,1/690.0,1/0.0
スマスロ北斗の拳,344,"1,899",-105,18,6,0,1/79.1,1/105.5,1/316.5,1/0.0
スマスロ北斗の拳,345,815,+593,14,3,0,1/47.9,1/58.2,1/271.7,1/0.0
スマスロ北斗の拳,346,"1,218","-1,267",4,2,0,1/203.0,1/304.5,1/609.0,1/0.0
スマスロ北斗の拳,347,"3,256",-855,29,8,0,1/88.0,1/112.3,1/407.0,1/0.0
スマスロ北斗の拳,348,"2,404","-1,872",12,5,0,1/141.4,1/200.3,1/480.8,1/0.0
スマスロ北斗の拳,349,797,-727,2,1,0,1/265.7,1/398.5,1/797.0,1/0.0
アイムジャグラーEX-TP,319,596,-285,1,2,0,1/198.7,1/596.0,1/298.0,1/0.0
アイムジャグラーEX-TP,320,"3,678","+1,058",20,6,0,1/141.5,1/183.9,1/613.0,1/0.0
アイムジャグラーEX-TP,321,488,+17,2,1,0,1/162.7,1/244.0,1/488.0,1/0.0
アイムジャグラーEX-TP,322,"1,698",-797,3,4,0,1/242.6,1/566.0,1/424.5,1/0.0
アイムジャグラーEX-TP,323,635,-145,3,0,0,1/211.7,1/211.7,1/0.0,1/0.0
アイムジャグラーEX-TP,324,"1,537",-436,4,4,0,1/192.1,1/384.2,1/384.2,1/0.0
アイムジャグラーEX-TP,325,"3,756","+1,791",22,6,0,1/134.1,1/170.7,1/626.0,1/0.0
マイジャグラーV,313,"5,331",+971,25,14,0,1/136.7,1/213.2,1/380.8,1/0.0
マイジャグラーV,314,879,-657,1,2,0,1/293.0,1/879.0,1/439.5,1/0.0
マイジャグラーV,315,"4,220",-29,15,15,0,1/140.7,1/281.3,1/281.3,1/0.0
マイジャグラーV,316,"4,528",-826,17,10,0,1/167.7,1/266.4,1/452.8,1/0.0
マイジャグラーV,317,"5,001",+570,22,15,0,1/135.2,1/227.3,1/333.4,1/0.0
マイジャグラーV,318,"3,941","-1,244",11,10,0,1/187.7,1/358.3,1/394.1,1/0.0
ハッピージャグラーVIII,330,"6,718","+1,221",32,19,0,1/131.7,1/209.9,1/353.6,1/0.0
ハッピージャグラーVIII,331,"1,727",-355,6,4,0,1/172.7,1/287.8,1/431.8,1/0.0
ハッピージャグラーVIII,332,587,-157,2,1,0,1/195.7,1/293.5,1/587.0,1/0.0
ハッピージャグラーVIII,333,"1,234",-384,4,1,0,1/246.8,1/308.5,1/1234.0,1/0.0
ハナハナホウオウ～天翔～,425,160,-227,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,426,196,-92,0,1,0,1/196.0,1/0.0,1/196.0,1/0.0
ハナハナホウオウ～天翔～,427,37,-46,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,428,13,-28,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
甲鉄城のカバネリ,397,"3,848","-1,512",17,4,17,1/101.3,1/226.4,1/962.0,1/226.4
甲鉄城のカバネリ,398,"3,781","+3,326",10,1,23,1/111.2,1/378.1,1/3781.0,1/164.4
甲鉄城のカバネリ,399,"5,186",+390,0,16,37,1/97.8,1/0.0,1/324.1,1/140.2
甲鉄城のカバネリ,400,"2,124",+895,0,6,20,1/81.7,1/0.0,1/354.0,1/106.2
Re:ゼロから始める異世界生活 season2,371,"6,340","-2,163",0,1,51,1/121.9,1/0.0,1/6340.0,1/124.3
Re:ゼロから始める異世界生活 season2,372,"6,355",+35,0,3,64,1/94.9,1/0.0,1/2118.3,1/99.3
Re:ゼロから始める異世界生活 season2,373,"5,744","-3,791",0,0,31,1/185.3,1/0.0,1/0.0,1/185.3
ゴーゴージャグラー3,336,"2,314",-413,8,4,0,1/192.8,1/289.2,1/578.5,1/0.0
ゴーゴージャグラー3,337,982,-517,2,2,0,1/245.5,1/491.0,1/491.0,1/0.0
ゴーゴージャグラー3,338,"3,282",-552,11,11,0,1/149.2,1/298.4,1/298.4,1/0.0
ゴールデンカムイ,352,"1,210","-1,314",0,4,0,1/302.5,1/0.0,1/302.5,1/0.0
ゴールデンカムイ,353,255,-378,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴールデンカムイ,388,905,+285,0,1,9,1/90.5,1/0.0,1/905.0,1/100.6
ゴッドイーター リザレクション,366,"2,362","-1,105",0,5,15,1/118.1,1/0.0,1/472.4,1/157.5
ゴッドイーター リザレクション,367,"2,072","-2,023",0,2,5,1/296.0,1/0.0,1/1036.0,1/414.4
ゴッドイーター リザレクション,368,871,"-1,081",0,1,2,1/290.3,1/0.0,1/871.0,1/435.5
ファンキージャグラー2,339,"1,373",-308,5,1,0,1/228.8,1/274.6,1/1373.0,1/0.0
