台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"6,187","+1,932",33,17,1/123.7,1/187.5,1/363.9
1002,"7,132",+91,26,25,1/139.8,1/274.3,1/285.3
1003,"2,163",-268,8,3,1/196.6,1/270.4,1/721.0
1004,"1,276",-262,5,0,1/255.2,1/255.2,1/0.0
1005,"3,434",-185,13,8,1/163.5,1/264.2,1/429.2
1006,"3,553",-285,14,5,1/187.0,1/253.8,1/710.6
1007,"6,559","+1,518",30,20,1/131.2,1/218.6,1/327.9
1008,"7,540",+626,32,21,1/142.3,1/235.6,1/359.0
1009,"6,649",+288,27,18,1/147.8,1/246.3,1/369.4
1010,"8,509",+312,32,24,1/151.9,1/265.9,1/354.5
1011,"4,781",-197,19,11,1/159.4,1/251.6,1/434.6
1012,"9,029","+2,726",40,36,1/118.8,1/225.7,1/250.8
1013,"8,257","+3,094",34,44,1/105.9,1/242.9,1/187.7
1014,"6,677",-174,25,18,1/155.3,1/267.1,1/370.9
1015,"2,083",-132,7,4,1/189.4,1/297.6,1/520.8
1016,"5,024",-597,15,14,1/173.2,1/334.9,1/358.9
1017,"6,815","+1,579",34,19,1/128.6,1/200.4,1/358.7
1018,"1,773",-591,5,4,1/197.0,1/354.6,1/443.2
1019,"6,573",+297,23,22,1/146.1,1/285.8,1/298.8
1020,"7,035",+444,26,27,1/132.7,1/270.6,1/260.6
1021,"3,887",-691,12,11,1/169.0,1/323.9,1/353.4
1022,"7,407","+1,279",32,25,1/129.9,1/231.5,1/296.3
1023,"1,403",-868,3,1,1/350.8,1/467.7,1/1403.0
1024,"7,680",-662,24,23,1/163.4,1/320.0,1/333.9
1025,"5,122",+209,23,10,1/155.2,1/222.7,1/512.2
1026,"6,498",+88,21,29,1/130.0,1/309.4,1/224.1
1027,"7,744","+1,359",31,30,1/127.0,1/249.8,1/258.1
1028,"5,015",-350,17,13,1/167.2,1/295.0,1/385.8
1029,"2,771",-703,8,7,1/184.7,1/346.4,1/395.9
1030,"8,048","+1,171",35,22,1/141.2,1/229.9,1/365.8
1031,"7,737","+2,303",35,27,1/124.8,1/221.1,1/286.6
1032,"6,775",+147,24,24,1/141.1,1/282.3,1/282.3
1033,"6,161",+159,24,18,1/146.7,1/256.7,1/342.3
1034,"4,377",-856,15,9,1/182.4,1/291.8,1/486.3
1035,"1,682",-638,5,1,1/280.3,1/336.4,1/1682.0
1036,"6,084",+191,22,20,1/144.9,1/276.5,1/304.2
1037,"2,093","-1,006",6,1,1/299.0,1/348.8,1/2093.0
1038,"7,538","+1,547",33,23,1/134.6,1/228.4,1/327.7
1039,"4,052",-291,15,9,1/168.8,1/270.1,1/450.2
1040,"6,177","+1,065",26,19,1/137.3,1/237.6,1/325.1
1041,"7,619",+488,31,20,1/149.4,1/245.8,1/380.9
1042,"5,082",+406,21,13,1/149.5,1/242.0,1/390.9
1043,"7,244","+2,338",31,34,1/111.4,1/233.7,1/213.1
1044,"4,579",+385,18,15,1/138.8,1/254.4,1/305.3
1045,"7,038","-1,641",19,24,1/163.7,1/370.4,1/293.2
1046,"7,681","+1,968",38,20,1/132.4,1/202.1,1/384.1
1047,"2,804",+132,13,5,1/155.8,1/215.7,1/560.8
1048,"4,898",+21,20,11,1/158.0,1/244.9,1/445.3
1049,"8,899","+2,021",38,30,1/130.9,1/234.2,1/296.6
1050,"2,910",-432,11,5,1/181.9,1/264.5,1/582.0
1069,"9,480","+2,126",38,31,1/137.4,1/249.5,1/305.8
1070,"2,035",-274,7,3,1/203.5,1/290.7,1/678.3
1071,"9,438","+1,112",39,30,1/136.8,1/242.0,1/314.6
1072,"6,604","+2,812",35,19,1/122.3,1/188.7,1/347.6
1073,"3,737","-2,356",5,8,1/287.5,1/747.4,1/467.1
1074,"5,182",-900,19,8,1/191.9,1/272.7,1/647.8
1075,"4,268","-2,391",7,10,1/251.1,1/609.7,1/426.8
1076,"6,359",+491,28,17,1/141.3,1/227.1,1/374.1
1077,"6,842",-438,23,21,1/155.5,1/297.5,1/325.8
1078,"3,403","-1,182",8,8,1/212.7,1/425.4,1/425.4
1079,"8,274","+1,606",34,31,1/127.3,1/243.4,1/266.9
1080,"3,774","-1,559",8,9,1/222.0,1/471.8,1/419.3
1081,"4,347","-1,676",13,6,1/228.8,1/334.4,1/724.5
1082,"6,199","+2,003",29,18,1/131.9,1/213.8,1/344.4
1083,"6,259","+1,182",28,20,1/130.4,1/223.5,1/312.9
1084,"7,220",+806,28,22,1/144.4,1/257.9,1/328.2
1085,"7,371",+909,34,17,1/144.5,1/216.8,1/433.6
1086,"4,499",+426,19,11,1/150.0,1/236.8,1/409.0
1087,"5,711",-421,19,16,1/163.2,1/300.6,1/356.9
1088,"8,575","+3,494",39,40,1/108.5,1/219.9,1/214.4
1089,"4,795",-203,16,14,1/159.8,1/299.7,1/342.5
1090,"2,238",-885,7,2,1/248.7,1/319.7,1/1119.0
1091,"4,951",-253,20,10,1/165.0,1/247.6,1/495.1
1092,"5,841",+309,25,15,1/146.0,1/233.6,1/389.4
1093,"4,783",+291,18,16,1/140.7,1/265.7,1/298.9
1094,"5,818",+379,25,13,1/153.1,1/232.7,1/447.5
1095,"7,818",-503,27,27,1/144.8,1/289.6,1/289.6
1096,"3,429",+468,16,7,1/149.1,1/214.3,1/489.9
1097,"8,184","+2,515",28,50,1/104.9,1/292.3,1/163.7
1098,"5,356",-115,18,15,1/162.3,1/297.6,1/357.1
1099,"6,123","-1,206",17,17,1/180.1,1/360.2,1/360.2
