機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"2,906",10,5,1/193.7,1/290.6,1/581.2
マイジャグラーV,445,"5,089",20,12,1/159.0,1/254.4,1/424.1
マイジャグラーV,446,"2,402",10,6,1/150.1,1/240.2,1/400.3
マイジャグラーV,447,"2,862",9,5,1/204.4,1/318.0,1/572.4
マイジャグラーV,448,"3,828",14,7,1/182.3,1/273.4,1/546.9
マイジャグラーV,449,"3,273",10,7,1/192.5,1/327.3,1/467.6
マイジャグラーV,450,"1,387",5,1,1/231.2,1/277.4,1/1387.0
マイジャグラーV,451,"5,547",27,13,1/138.7,1/205.4,1/426.7
マイジャグラーV,452,732,2,1,1/244.0,1/366.0,1/732.0
マイジャグラーV,453,"4,326",23,11,1/127.2,1/188.1,1/393.3
マイジャグラーV,454,"2,010",8,5,1/154.6,1/251.2,1/402.0
マイジャグラーV,455,"4,977",26,10,1/138.2,1/191.4,1/497.7
マイジャグラーV,456,"5,967",23,21,1/135.6,1/259.4,1/284.1
マイジャグラーV,465,"2,334",6,7,1/179.5,1/389.0,1/333.4
マイジャグラーV,466,"2,746",10,5,1/183.1,1/274.6,1/549.2
マイジャグラーV,467,"3,314",13,11,1/138.1,1/254.9,1/301.3
マイジャグラーV,468,"2,598",12,3,1/173.2,1/216.5,1/866.0
マイジャグラーV,469,806,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,470,"5,765",15,16,1/186.0,1/384.3,1/360.3
マイジャグラーV,471,763,2,1,1/254.3,1/381.5,1/763.0
マイジャグラーV,472,"4,241",19,16,1/121.2,1/223.2,1/265.1
マイジャグラーV,473,852,1,2,1/284.0,1/852.0,1/426.0
マイジャグラーV,474,"2,900",12,5,1/170.6,1/241.7,1/580.0
マイジャグラーV,475,"2,916",10,10,1/145.8,1/291.6,1/291.6
マイジャグラーV,476,"2,702",7,5,1/225.2,1/386.0,1/540.4
マイジャグラーV,477,"5,919",32,14,1/128.7,1/185.0,1/422.8
アイムジャグラーEX-TP,457,"1,829",7,4,1/166.3,1/261.3,1/457.2
アイムジャグラーEX-TP,458,397,1,0,1/397.0,1/397.0,1/0.0
アイムジャグラーEX-TP,459,510,2,1,1/170.0,1/255.0,1/510.0
アイムジャグラーEX-TP,460,"7,286",17,20,1/196.9,1/428.6,1/364.3
アイムジャグラーEX-TP,461,711,2,0,1/355.5,1/355.5,1/0.0
アイムジャグラーEX-TP,462,583,1,0,1/583.0,1/583.0,1/0.0
アイムジャグラーEX-TP,463,908,3,0,1/302.7,1/302.7,1/0.0
アイムジャグラーEX-TP,464,"1,093",3,2,1/218.6,1/364.3,1/546.5
アイムジャグラーEX-TP,478,"1,550",5,2,1/221.4,1/310.0,1/775.0
アイムジャグラーEX-TP,479,"2,149",8,6,1/153.5,1/268.6,1/358.2
アイムジャグラーEX-TP,480,"1,237",3,6,1/137.4,1/412.3,1/206.2
アイムジャグラーEX-TP,481,"2,386",7,6,1/183.5,1/340.9,1/397.7
アイムジャグラーEX-TP,482,664,0,1,1/664.0,1/0.0,1/664.0
アイムジャグラーEX-TP,483,988,2,1,1/329.3,1/494.0,1/988.0
アイムジャグラーEX-TP,484,"1,120",6,3,1/124.4,1/186.7,1/373.3
アイムジャグラーEX-TP,485,938,3,1,1/234.5,1/312.7,1/938.0
アイムジャグラーEX-TP,486,"1,396",4,3,1/199.4,1/349.0,1/465.3
アイムジャグラーEX-TP,487,"1,455",5,4,1/161.7,1/291.0,1/363.8
アイムジャグラーEX-TP,488,"1,154",7,1,1/144.2,1/164.9,1/1154.0
アイムジャグラーEX-TP,489,854,5,1,1/142.3,1/170.8,1/854.0
アイムジャグラーEX-TP,490,"2,115",14,6,1/105.8,1/151.1,1/352.5
アイムジャグラーEX-TP,491,"2,857",12,7,1/150.4,1/238.1,1/408.1
アイムジャグラーEX-TP,492,904,4,2,1/150.7,1/226.0,1/452.0
アイムジャグラーEX-TP,493,647,2,0,1/323.5,1/323.5,1/0.0
アイムジャグラーEX-TP,494,"3,043",9,4,1/234.1,1/338.1,1/760.8
ゴーゴージャグラー3,495,"2,038",7,4,1/185.3,1/291.1,1/509.5
ゴーゴージャグラー3,496,"1,653",6,7,1/127.2,1/275.5,1/236.1
ゴーゴージャグラー3,497,"1,705",5,5,1/170.5,1/341.0,1/341.0
ゴーゴージャグラー3,498,306,0,0,1/0.0,1/0.0,1/0.0
ゴーゴージャグラー3,499,"3,359",20,12,1/105.0,1/167.9,1/279.9
ゴーゴージャグラー3,500,"1,888",9,5,1/134.9,1/209.8,1/377.6
ゴーゴージャグラー3,501,"4,198",12,19,1/135.4,1/349.8,1/220.9
ゴーゴージャグラー3,502,92,0,0,1/0.0,1/0.0,1/0.0
ゴーゴージャグラー3,503,"2,475",16,5,1/117.9,1/154.7,1/495.0
