機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
アイムジャグラーEX-TP,461,"2,361",5,6,1/214.6,1/472.2,1/393.5
アイムジャグラーEX-TP,462,"3,114",16,6,1/141.5,1/194.6,1/519.0
アイムジャグラーEX-TP,463,"1,494",6,2,1/186.8,1/249.0,1/747.0
アイムジャグラーEX-TP,464,409,1,0,1/409.0,1/409.0,1/0.0
アイムジャグラーEX-TP,478,"3,170",12,9,1/151.0,1/264.2,1/352.2
アイムジャグラーEX-TP,479,"2,128",5,6,1/193.5,1/425.6,1/354.7
アイムジャグラーEX-TP,480,"4,939",20,16,1/137.2,1/246.9,1/308.7
アイムジャグラーEX-TP,481,"1,249",5,1,1/208.2,1/249.8,1/1249.0
アイムジャグラーEX-TP,482,"1,169",5,0,1/233.8,1/233.8,1/0.0
アイムジャグラーEX-TP,483,"5,941",24,23,1/126.4,1/247.5,1/258.3
アイムジャグラーEX-TP,484,582,2,0,1/291.0,1/291.0,1/0.0
アイムジャグラーEX-TP,485,"2,286",12,4,1/142.9,1/190.5,1/571.5
アイムジャグラーEX-TP,486,"1,744",2,5,1/249.1,1/872.0,1/348.8
アイムジャグラーEX-TP,487,981,3,2,1/196.2,1/327.0,1/490.5
アイムジャグラーEX-TP,488,"1,165",3,2,1/233.0,1/388.3,1/582.5
アイムジャグラーEX-TP,489,"1,448",5,2,1/206.9,1/289.6,1/724.0
アイムジャグラーEX-TP,500,"1,728",6,5,1/157.1,1/288.0,1/345.6
アイムジャグラーEX-TP,501,"2,103",8,3,1/191.2,1/262.9,1/701.0
アイムジャグラーEX-TP,502,604,1,2,1/201.3,1/604.0,1/302.0
アイムジャグラーEX-TP,503,"2,209",3,6,1/245.4,1/736.3,1/368.2
アイムジャグラーEX-TP,504,434,0,1,1/434.0,1/0.0,1/434.0
アイムジャグラーEX-TP,505,"3,759",20,10,1/125.3,1/187.9,1/375.9
アイムジャグラーEX-TP,506,650,2,0,1/325.0,1/325.0,1/0.0
アイムジャグラーEX-TP,507,"3,164",11,10,1/150.7,1/287.6,1/316.4
アイムジャグラーEX-TP,508,689,2,0,1/344.5,1/344.5,1/0.0
アイムジャグラーEX-TP,509,"2,045",5,6,1/185.9,1/409.0,1/340.8
アイムジャグラーEX-TP,510,876,1,2,1/292.0,1/876.0,1/438.0
アイムジャグラーEX-TP,511,"2,613",5,8,1/201.0,1/522.6,1/326.6
マイジャグラーV,444,"4,656",17,10,1/172.4,1/273.9,1/465.6
マイジャグラーV,445,"1,283",5,1,1/213.8,1/256.6,1/1283.0
マイジャグラーV,446,"3,121",11,5,1/195.1,1/283.7,1/624.2
マイジャグラーV,447,"3,998",13,17,1/133.3,1/307.5,1/235.2
マイジャグラーV,448,"1,501",4,1,1/300.2,1/375.2,1/1501.0
マイジャグラーV,449,"1,807",4,4,1/225.9,1/451.8,1/451.8
マイジャグラーV,450,"1,698",6,4,1/169.8,1/283.0,1/424.5
マイジャグラーV,451,"1,750",4,5,1/194.4,1/437.5,1/350.0
マイジャグラーV,452,"3,262",14,8,1/148.3,1/233.0,1/407.8
マイジャグラーV,453,"1,207",4,4,1/150.9,1/301.8,1/301.8
マイジャグラーV,454,487,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,455,"5,126",20,12,1/160.2,1/256.3,1/427.2
マイジャグラーV,456,753,2,0,1/376.5,1/376.5,1/0.0
マイジャグラーV,465,"2,494",8,5,1/191.8,1/311.8,1/498.8
マイジャグラーV,466,"2,492",8,7,1/166.1,1/311.5,1/356.0
マイジャグラーV,467,"1,726",3,4,1/246.6,1/575.3,1/431.5
マイジャグラーV,468,"5,334",24,15,1/136.8,1/222.2,1/355.6
マイジャグラーV,469,"1,493",4,4,1/186.6,1/373.2,1/373.2
マイジャグラーV,470,"2,510",11,3,1/179.3,1/228.2,1/836.7
マイジャグラーV,471,"4,191",14,11,1/167.6,1/299.4,1/381.0
