台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"2,515",-103,11,3,1/179.6,1/228.6,1/838.3
1002,764,-615,1,1,1/382.0,1/764.0,1/764.0
1003,"2,592",+959,14,9,1/112.7,1/185.1,1/288.0
1004,"2,229",+332,11,2,1/171.5,1/202.6,1/1114.5
1005,"1,449",+332,8,1,1/161.0,1/181.1,1/1449.0
1006,"3,467",+591,14,13,1/128.4,1/247.6,1/266.7
1007,"1,108",-632,2,1,1/369.3,1/554.0,1/1108.0
1008,593,+185,3,0,1/197.7,1/197.7,1/0.0
1009,"3,407",-674,8,14,1/154.9,1/425.9,1/243.4
1010,"2,355",-579,7,6,1/181.2,1/336.4,1/392.5
1011,"1,848",+138,8,6,1/132.0,1/231.0,1/308.0
1012,"2,909",-115,12,6,1/161.6,1/242.4,1/484.8
1013,"1,927",+762,9,8,1/113.4,1/214.1,1/240.9
1014,"1,511",+532,10,3,1/116.2,1/151.1,1/503.7
1015,"1,366",-650,4,2,1/227.7,1/341.5,1/683.0
1016,"2,801",-626,9,8,1/164.8,1/311.2,1/350.1
1017,"1,783",+468,9,6,1/118.9,1/198.1,1/297.2
1018,787,-279,2,2,1/196.8,1/393.5,1/393.5
1019,"2,580","+1,029",16,3,1/135.8,1/161.2,1/860.0
1020,"2,369",-556,6,6,1/197.4,1/394.8,1/394.8
1021,"1,576",+62,7,2,1/175.1,1/225.1,1/788.0
1022,"3,582",+674,16,12,1/127.9,1/223.9,1/298.5
1023,892,-385,1,4,1/178.4,1/892.0,1/223.0
1024,727,-444,1,1,1/363.5,1/727.0,1/727.0
1025,"3,063",+21,11,13,1/127.6,1/278.5,1/235.6
1026,"3,156",+621,16,5,1/150.3,1/197.2,1/631.2
1027,"2,623",-538,7,8,1/174.9,1/374.7,1/327.9
1028,"2,920",+888,13,11,1/121.7,1/224.6,1/265.5
1029,"1,363",+421,6,5,1/123.9,1/227.2,1/272.6
1030,"2,977","+2,356",21,9,1/99.2,1/141.8,1/330.8
1031,211,-203,0,0,1/0.0,1/0.0,1/0.0
1032,"1,842",-132,7,3,1/184.2,1/263.1,1/614.0
1033,"3,705",-85,14,11,1/148.2,1/264.6,1/336.8
1034,539,-356,1,0,1/539.0,1/539.0,1/0.0
1035,"1,807",+156,6,7,1/139.0,1/301.2,1/258.1
1036,"3,034","+1,371",16,11,1/112.4,1/189.6,1/275.8
1037,"2,936",+574,14,7,1/139.8,1/209.7,1/419.4
1038,509,-332,1,0,1/509.0,1/509.0,1/0.0
1039,"1,986",-391,5,8,1/152.8,1/397.2,1/248.2
1040,"3,016","+1,229",12,17,1/104.0,1/251.3,1/177.4
1041,"2,637",+50,7,12,1/138.8,1/376.7,1/219.8
1042,"1,878",-456,6,4,1/187.8,1/313.0,1/469.5
1043,"2,833",-15,9,12,1/134.9,1/314.8,1/236.1
1044,"1,141",-497,3,1,1/285.2,1/380.3,1/1141.0
1045,768,-703,1,1,1/384.0,1/768.0,1/768.0
1046,"2,799",-368,9,7,1/174.9,1/311.0,1/399.9
1047,"1,613",-438,5,2,1/230.4,1/322.6,1/806.5
1048,"3,918",-168,12,15,1/145.1,1/326.5,1/261.2
1049,"1,193",-203,4,2,1/198.8,1/298.2,1/596.5
1050,"2,956",-326,10,8,1/164.2,1/295.6,1/369.5
1069,"3,424",-544,10,10,1/171.2,1/342.4,1/342.4
1070,"2,229",-32,8,8,1/139.3,1/278.6,1/278.6
1071,"1,107",-356,3,3,1/184.5,1/369.0,1/369.0
1072,"2,204",-791,5,5,1/220.4,1/440.8,1/440.8
1073,"1,354","-1,076",2,2,1/338.5,1/677.0,1/677.0
1074,"1,102",-644,2,1,1/367.3,1/551.0,1/1102.0
1075,767,-391,2,0,1/383.5,1/383.5,1/0.0
1076,"2,835",-232,9,9,1/157.5,1/315.0,1/315.0
1077,"1,713",-521,5,2,1/244.7,1/342.6,1/856.5
1078,"2,899",+441,12,10,1/131.8,1/241.6,1/289.9
1079,338,-362,0,1,1/338.0,1/0.0,1/338.0
1080,"2,121",+79,8,4,1/176.8,1/265.1,1/530.2
1081,"1,895",+703,11,4,1/126.3,1/172.3,1/473.8
1082,"2,632",+156,11,7,1/146.2,1/239.3,1/376.0
1083,"2,971",+865,14,7,1/141.5,1/212.2,1/424.4
1084,"2,834",+344,13,5,1/157.4,1/218.0,1/566.8
1085,"3,877","+1,865",21,12,1/117.5,1/184.6,1/323.1
1086,"1,401",-62,4,7,1/127.4,1/350.2,1/200.1
1087,"2,782",-615,9,9,1/154.6,1/309.1,1/309.1
1088,"2,729","+1,147",14,11,1/109.2,1/194.9,1/248.1
1089,640,-721,0,1,1/640.0,1/0.0,1/640.0
1090,880,-444,2,1,1/293.3,1/440.0,1/880.0
1091,944,-497,1,4,1/188.8,1/944.0,1/236.0
1092,"3,091","+1,159",15,8,1/134.4,1/206.1,1/386.4
1093,"1,880",+488,8,6,1/134.3,1/235.0,1/313.3
1094,"2,462",+488,11,7,1/136.8,1/223.8,1/351.7
1095,639,-32,2,3,1/127.8,1/319.5,1/213.0
1096,"1,620",+344,8,3,1/147.3,1/202.5,1/540.0
1097,"1,549",-279,5,2,1/221.3,1/309.8,1/774.5
1098,550,-203,1,1,1/275.0,1/550.0,1/550.0
1099,"3,791","+1,265",21,12,1/114.9,1/180.5,1/315.9
