台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1100,383,-291,1,0,1/383.0,1/383.0,1/0.0
1101,"5,014","+1,182",23,19,1/119.4,1/218.0,1/263.9
1102,158,-215,0,0,1/0.0,1/0.0,1/0.0
1103,"1,766",+956,9,10,1/92.9,1/196.2,1/176.6
1104,"4,003",-476,15,11,1/154.0,1/266.9,1/363.9
1105,"3,919",+359,18,12,1/130.6,1/217.7,1/326.6
1106,754,-544,1,2,1/251.3,1/754.0,1/377.0
1107,"4,679",+591,20,13,1/141.8,1/233.9,1/359.9
1108,203,-326,0,0,1/0.0,1/0.0,1/0.0
1109,"2,112",-809,5,6,1/192.0,1/422.4,1/352.0
1110,"1,769",-585,4,5,1/196.6,1/442.2,1/353.8
1111,848,-450,3,0,1/282.7,1/282.7,1/0.0
1112,370,-68,2,0,1/185.0,1/185.0,1/0.0
1113,"4,141","+1,065",21,13,1/121.8,1/197.2,1/318.5
1123,"1,757",-944,4,4,1/219.6,1/439.2,1/439.2
1124,"1,981","+1,418",13,6,1/104.3,1/152.4,1/330.2
1125,"2,683",+44,11,9,1/134.2,1/243.9,1/298.1
1126,"1,175",-291,4,2,1/195.8,1/293.8,1/587.5
1127,216,-232,0,1,1/216.0,1/0.0,1/216.0
1128,"1,906",-32,8,5,1/146.6,1/238.2,1/381.2
1129,855,-644,1,2,1/285.0,1/855.0,1/427.5
