機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
アイムジャグラーEX-TP,461,"4,048",15,8,1/176.0,1/269.9,1/506.0
アイムジャグラーEX-TP,462,"1,951",7,6,1/150.1,1/278.7,1/325.2
アイムジャグラーEX-TP,463,"1,425",2,1,1/475.0,1/712.5,1/1425.0
アイムジャグラーEX-TP,464,"1,276",5,2,1/182.3,1/255.2,1/638.0
アイムジャグラーEX-TP,478,"7,395",30,23,1/139.5,1/246.5,1/321.5
アイムジャグラーEX-TP,479,331,2,0,1/165.5,1/165.5,1/0.0
アイムジャグラーEX-TP,480,"4,355",16,14,1/145.2,1/272.2,1/311.1
アイムジャグラーEX-TP,481,350,0,0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,482,"2,665",9,4,1/205.0,1/296.1,1/666.2
アイムジャグラーEX-TP,483,326,1,0,1/326.0,1/326.0,1/0.0
アイムジャグラーEX-TP,484,"5,085",19,10,1/175.3,1/267.6,1/508.5
アイムジャグラーEX-TP,485,881,2,0,1/440.5,1/440.5,1/0.0
アイムジャグラーEX-TP,486,"1,100",2,2,1/275.0,1/550.0,1/550.0
アイムジャグラーEX-TP,487,588,0,0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,488,"3,812",14,10,1/158.8,1/272.3,1/381.2
アイムジャグラーEX-TP,489,"2,114",6,5,1/192.2,1/352.3,1/422.8
アイムジャグラーEX-TP,500,"1,902",7,4,1/172.9,1/271.7,1/475.5
アイムジャグラーEX-TP,501,"2,516",8,7,1/167.7,1/314.5,1/359.4
アイムジャグラーEX-TP,502,513,1,0,1/513.0,1/513.0,1/0.0
アイムジャグラーEX-TP,503,"1,703",7,3,1/170.3,1/243.3,1/567.7
アイムジャグラーEX-TP,504,"4,578",20,14,1/134.6,1/228.9,1/327.0
アイムジャグラーEX-TP,505,360,1,0,1/360.0,1/360.0,1/0.0
アイムジャグラーEX-TP,506,"4,809",23,13,1/133.6,1/209.1,1/369.9
アイムジャグラーEX-TP,507,"1,107",6,2,1/138.4,1/184.5,1/553.5
アイムジャグラーEX-TP,508,669,1,0,1/669.0,1/669.0,1/0.0
アイムジャグラーEX-TP,509,"1,523",6,2,1/190.4,1/253.8,1/761.5
アイムジャグラーEX-TP,510,"1,329",3,4,1/189.9,1/443.0,1/332.2
アイムジャグラーEX-TP,511,"4,008",12,15,1/148.4,1/334.0,1/267.2
マイジャグラーV,444,"3,675",12,7,1/193.4,1/306.2,1/525.0
マイジャグラーV,445,"6,408",18,24,1/152.6,1/356.0,1/267.0
マイジャグラーV,446,"4,791",17,18,1/136.9,1/281.8,1/266.2
マイジャグラーV,447,"6,316",23,21,1/143.5,1/274.6,1/300.8
マイジャグラーV,448,"3,413",15,11,1/131.3,1/227.5,1/310.3
