台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"1,898",-597,6,4,1/189.8,1/316.3,1/474.5
1002,"7,718",+959,32,20,1/148.4,1/241.2,1/385.9
1003,"4,687",+182,19,13,1/146.5,1/246.7,1/360.5
1004,"3,019",-562,9,8,1/177.6,1/335.4,1/377.4
1005,"2,033",-826,5,2,1/290.4,1/406.6,1/1016.5
1006,"5,020","-1,394",10,19,1/173.1,1/502.0,1/264.2
1007,"1,963",-126,8,3,1/178.5,1/245.4,1/654.3
1008,"1,290","-1,159",0,3,1/430.0,1/0.0,1/430.0
1009,"5,579",+594,25,12,1/150.8,1/223.2,1/464.9
1010,"2,520",-794,5,10,1/168.0,1/504.0,1/252.0
1011,"3,029",-121,13,5,1/168.3,1/233.0,1/605.8
1012,"4,040",-374,16,8,1/168.3,1/252.5,1/505.0
1013,"6,846",-194,27,19,1/148.8,1/253.6,1/360.3
1014,"4,142",-191,16,11,1/153.4,1/258.9,1/376.5
1015,"8,492","+1,229",37,25,1/137.0,1/229.5,1/339.7
1016,"7,382","+1,029",32,23,1/134.2,1/230.7,1/321.0
1017,"1,244",-715,2,2,1/311.0,1/622.0,1/622.0
1018,"1,989",-762,5,4,1/221.0,1/397.8,1/497.2
1019,"2,707","-1,418",6,4,1/270.7,1/451.2,1/676.8
1020,"7,244",-838,23,26,1/147.8,1/315.0,1/278.6
1021,"3,040",-488,9,8,1/178.8,1/337.8,1/380.0
1022,"3,676","-1,018",10,8,1/204.2,1/367.6,1/459.5
1023,"6,270",-450,22,18,1/156.8,1/285.0,1/348.3
1024,"4,182",-279,15,9,1/174.2,1/278.8,1/464.7
1025,"5,386",-632,19,14,1/163.2,1/283.5,1/384.7
1026,"4,806","+1,632",26,9,1/137.3,1/184.8,1/534.0
1027,"5,906",-479,22,12,1/173.7,1/268.5,1/492.2
1028,"4,963",+626,21,8,1/171.1,1/236.3,1/620.4
1029,"1,310",-503,3,2,1/262.0,1/436.7,1/655.0
1030,"8,867","+2,576",40,35,1/118.2,1/221.7,1/253.3
1031,"1,925",-691,6,1,1/275.0,1/320.8,1/1925.0
1032,"5,332","-1,218",14,21,1/152.3,1/380.9,1/253.9
1033,"3,738",+26,16,9,1/149.5,1/233.6,1/415.3
1034,"3,907",-391,14,8,1/177.6,1/279.1,1/488.4
1035,"5,135",-56,19,14,1/155.6,1/270.3,1/366.8
1036,"1,847",-238,7,4,1/167.9,1/263.9,1/461.8
1037,"2,775",-91,11,5,1/173.4,1/252.3,1/555.0
1038,"5,602",-6,24,9,1/169.8,1/233.4,1/622.4
1039,"1,408",+3,6,2,1/176.0,1/234.7,1/704.0
1040,"6,798",+924,30,19,1/138.7,1/226.6,1/357.8
1041,"5,651",+865,24,14,1/148.7,1/235.5,1/403.6
1042,"3,716",-238,15,4,1/195.6,1/247.7,1/929.0
1043,"6,018","+1,735",32,16,1/125.4,1/188.1,1/376.1
1044,969,-562,2,1,1/323.0,1/484.5,1/969.0
1045,"4,842",+509,21,14,1/138.3,1/230.6,1/345.9
1046,"1,412",-591,4,2,1/235.3,1/353.0,1/706.0
1047,"2,512","-1,782",3,5,1/314.0,1/837.3,1/502.4
1048,"4,933","+1,112",25,9,1/145.1,1/197.3,1/548.1
1049,"2,627",-626,8,5,1/202.1,1/328.4,1/525.4
1050,"4,376",+138,17,12,1/150.9,1/257.4,1/364.7
1069,"6,883",-253,22,23,1/153.0,1/312.9,1/299.3
1070,"5,083",+50,21,11,1/158.8,1/242.0,1/462.1
1071,"8,208",+488,33,22,1/149.2,1/248.7,1/373.1
1072,"4,824",+524,21,11,1/150.8,1/229.7,1/438.5
1073,"5,252",-809,17,15,1/164.1,1/308.9,1/350.1
1074,"4,316",-479,14,12,1/166.0,1/308.3,1/359.7
1075,"3,377",-303,14,4,1/187.6,1/241.2,1/844.2
1076,"5,905",-253,18,22,1/147.6,1/328.1,1/268.4
1077,"3,986","-1,018",11,10,1/189.8,1/362.4,1/398.6
1078,"1,601","-1,065",2,5,1/228.7,1/800.5,1/320.2
1079,"3,689",-185,14,9,1/160.4,1/263.5,1/409.9
1080,"6,560",+935,28,18,1/142.6,1/234.3,1/364.4
1081,"5,876",-238,20,21,1/143.3,1/293.8,1/279.8
1082,"4,845",+665,24,12,1/134.6,1/201.9,1/403.8
1083,"4,244",-62,16,11,1/157.2,1/265.2,1/385.8
1084,"5,727",+350,25,13,1/150.7,1/229.1,1/440.5
1085,"3,799",-115,13,13,1/146.1,1/292.2,1/292.2
1086,"1,514",-562,4,3,1/216.3,1/378.5,1/504.7
1087,"8,472","+3,400",44,31,1/113.0,1/192.5,1/273.3
1088,"3,327","-1,006",8,10,1/184.8,1/415.9,1/332.7
1089,"3,641","-1,088",12,5,1/214.2,1/303.4,1/728.2
1090,"5,458",-526,19,11,1/181.9,1/287.3,1/496.2
1091,"2,567",-326,9,7,1/160.4,1/285.2,1/366.7
1092,"6,516","+1,279",30,18,1/135.8,1/217.2,1/362.0
1093,"4,195","-1,735",9,11,1/209.8,1/466.1,1/381.4
1094,"3,448",+326,15,11,1/132.6,1/229.9,1/313.5
1095,"2,901",-571,10,6,1/181.3,1/290.1,1/483.5
1096,"1,638","-1,453",1,3,1/409.5,1/1638.0,1/546.0
1097,"7,222","+1,615",32,24,1/129.0,1/225.7,1/300.9
1098,"3,688",-241,14,9,1/160.3,1/263.4,1/409.8
1099,"2,528",-88,9,7,1/158.0,1/280.9,1/361.1
