機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"9,160",+571,30,38,1/134.7,1/305.3,1/241.1
マイジャグラーV,1002,"4,702",-465,17,9,1/180.8,1/276.6,1/522.4
マイジャグラーV,1003,"6,320",+794,25,17,1/150.5,1/252.8,1/371.8
マイジャグラーV,1004,"5,595",-79,21,11,1/174.8,1/266.4,1/508.6
マイジャグラーV,1005,"4,814","-1,394",13,13,1/185.2,1/370.3,1/370.3
マイジャグラーV,1006,"5,706","-1,806",16,11,1/211.3,1/356.6,1/518.7
マイジャグラーV,1007,"6,145","-1,053",19,15,1/180.7,1/323.4,1/409.7
マイジャグラーV,1008,"6,575",+215,25,22,1/139.9,1/263.0,1/298.9
マイジャグラーV,1009,"8,065","+2,691",37,30,1/120.4,1/218.0,1/268.8
マイジャグラーV,1010,"6,538",-574,24,15,1/167.6,1/272.4,1/435.9
マイジャグラーV,1011,"9,081",+312,33,32,1/139.7,1/275.2,1/283.8
マイジャグラーV,1012,"6,911",-915,25,15,1/172.8,1/276.4,1/460.7
マイジャグラーV,1013,"7,244",-547,25,21,1/157.5,1/289.8,1/345.0
マイジャグラーV,1014,"8,258",-491,29,26,1/150.1,1/284.8,1/317.6
マイジャグラーV,1015,"8,487",-479,25,36,1/139.1,1/339.5,1/235.8
マイジャグラーV,1016,"7,657",+18,29,19,1/159.5,1/264.0,1/403.0
マイジャグラーV,1017,"7,089","-1,206",20,27,1/150.8,1/354.4,1/262.6
マイジャグラーV,1018,"7,881",+535,32,21,1/148.7,1/246.3,1/375.3
マイジャグラーV,1019,"6,222",+509,25,14,1/159.5,1/248.9,1/444.4
マイジャグラーV,1020,"8,012","-1,606",23,23,1/174.2,1/348.3,1/348.3
マイジャグラーV,1021,"8,189",+524,30,27,1/143.7,1/273.0,1/303.3
マイジャグラーV,1022,"8,075",-618,25,32,1/141.7,1/323.0,1/252.3
マイジャグラーV,1023,"6,105",-582,24,12,1/169.6,1/254.4,1/508.8
マイジャグラーV,1024,"6,324",-215,26,11,1/170.9,1/243.2,1/574.9
マイジャグラーV,1025,"6,322",-312,22,14,1/175.6,1/287.4,1/451.6
マイジャグラーV,1026,"8,200","+1,335",39,21,1/136.7,1/210.3,1/390.5
マイジャグラーV,1027,"7,149",-971,21,23,1/162.5,1/340.4,1/310.8
マイジャグラーV,1028,"8,975","+5,538",51,37,1/102.0,1/176.0,1/242.6
マイジャグラーV,1029,"7,754","+1,324",35,24,1/131.4,1/221.5,1/323.1
マイジャグラーV,1030,"6,423","+1,279",30,16,1/139.6,1/214.1,1/401.4
マイジャグラーV,1031,"6,042","-1,665",17,10,1/223.8,1/355.4,1/604.2
マイジャグラーV,1032,"7,380",-982,23,23,1/160.4,1/320.9,1/320.9
マイジャグラーV,1033,"8,527",+385,33,27,1/142.1,1/258.4,1/315.8
マイジャグラーV,1034,"8,181","+2,506",40,24,1/127.8,1/204.5,1/340.9
マイジャグラーV,1035,"6,489",-791,23,16,1/166.4,1/282.1,1/405.6
マイジャグラーV,1036,"7,973","-1,612",24,20,1/181.2,1/332.2,1/398.6
マイジャグラーV,1037,"7,475",-900,25,20,1/166.1,1/299.0,1/373.8
マイジャグラーV,1038,"5,217","-1,524",17,6,1/226.8,1/306.9,1/869.5
マイジャグラーV,1039,"6,796",+206,25,18,1/158.0,1/271.8,1/377.6
マイジャグラーV,1040,"6,690","+1,597",31,17,1/139.4,1/215.8,1/393.5
マイジャグラーV,1041,"7,530","-1,968",21,22,1/175.1,1/358.6,1/342.3
マイジャグラーV,1042,"6,771",+959,29,21,1/135.4,1/233.5,1/322.4
マイジャグラーV,1043,"5,957","-1,218",18,16,1/175.2,1/330.9,1/372.3
マイジャグラーV,1044,"4,431",-426,16,6,1/201.4,1/276.9,1/738.5
マイジャグラーV,1045,"6,693","+1,276",31,18,1/136.6,1/215.9,1/371.8
マイジャグラーV,1046,"6,389","-1,735",20,13,1/193.6,1/319.4,1/491.5
マイジャグラーV,1047,"6,612","-1,229",18,22,1/165.3,1/367.3,1/300.5
マイジャグラーV,1048,"6,591","+4,221",40,20,1/109.8,1/164.8,1/329.6
マイジャグラーV,1049,"5,679","-2,268",14,8,1/258.1,1/405.6,1/709.9
マイジャグラーV,1050,"8,776",+956,32,34,1/133.0,1/274.2,1/258.1
マイジャグラーV,1069,"6,538",+218,27,17,1/148.6,1/242.1,1/384.6
マイジャグラーV,1070,"7,548","+4,397",44,25,1/109.4,1/171.5,1/301.9
マイジャグラーV,1071,"7,047","-1,526",18,22,1/176.2,1/391.5,1/320.3
マイジャグラーV,1072,"4,845","-2,056",11,10,1/230.7,1/440.5,1/484.5
マイジャグラーV,1073,"5,988","-1,159",21,13,1/176.1,1/285.1,1/460.6
マイジャグラーV,1074,"6,871",-594,23,18,1/167.6,1/298.7,1/381.7
マイジャグラーV,1075,"5,867","-1,265",17,14,1/189.3,1/345.1,1/419.1
マイジャグラーV,1076,"7,252",+674,29,18,1/154.3,1/250.1,1/402.9
マイジャグラーV,1077,"7,465",-829,21,30,1/146.4,1/355.5,1/248.8
マイジャグラーV,1078,"8,952","+5,312",43,45,1/101.7,1/208.2,1/198.9
マイジャグラーV,1079,"9,014","+1,241",40,24,1/140.8,1/225.3,1/375.6
マイジャグラーV,1080,"6,207",+371,28,11,1/159.2,1/221.7,1/564.3
マイジャグラーV,1081,"7,492",-18,25,30,1/136.2,1/299.7,1/249.7
マイジャグラーV,1082,"5,381",-109,20,14,1/158.3,1/269.1,1/384.4
マイジャグラーV,1083,"6,389","-1,876",18,16,1/187.9,1/354.9,1/399.3
マイジャグラーV,1084,"7,733",-344,25,28,1/145.9,1/309.3,1/276.2
マイジャグラーV,1085,"8,710","+1,347",34,32,1/132.0,1/256.2,1/272.2
マイジャグラーV,1086,"6,365",-556,17,22,1/163.2,1/374.4,1/289.3
マイジャグラーV,1087,"8,171","+1,076",33,23,1/145.9,1/247.6,1/355.3
マイジャグラーV,1088,"5,076","-1,171",15,10,1/203.0,1/338.4,1/507.6
マイジャグラーV,1089,"7,611","-1,629",23,24,1/161.9,1/330.9,1/317.1
マイジャグラーV,1090,"7,173",-135,25,23,1/149.4,1/286.9,1/311.9
マイジャグラーV,1091,"8,166","+1,950",35,28,1/129.6,1/233.3,1/291.6
マイジャグラーV,1092,"8,105","+1,088",33,24,1/142.2,1/245.6,1/337.7
マイジャグラーV,1093,"6,009","-1,147",20,13,1/182.1,1/300.4,1/462.2
マイジャグラーV,1094,"7,940","+4,074",36,45,1/98.0,1/220.6,1/176.4
マイジャグラーV,1095,"7,445","+1,253",30,28,1/128.4,1/248.2,1/265.9
マイジャグラーV,1096,"7,874","-1,700",21,26,1/167.5,1/375.0,1/302.8
マイジャグラーV,1097,"6,944","-1,100",23,22,1/154.3,1/301.9,1/315.6
マイジャグラーV,1098,"6,979","+1,641",33,20,1/131.7,1/211.5,1/348.9
マイジャグラーV,1099,"6,229",-100,22,18,1/155.7,1/283.1,1/346.1
モンキーターンV,2059,"5,333","-3,447",38,20,1/91.9,1/140.3,1/266.6
モンキーターンV,2060,"4,715",+394,58,19,1/61.2,1/81.3,1/248.2
モンキーターンV,2061,"3,713","-1,950",24,12,1/103.1,1/154.7,1/309.4
モンキーターンV,2062,"4,198","-1,315",37,16,1/79.2,1/113.5,1/262.4
モンキーターンV,2063,"4,254","-3,000",24,9,1/128.9,1/177.2,1/472.7
モンキーターンV,2064,"4,940","+7,506",87,20,1/46.2,1/56.8,1/247.0
モンキーターンV,2065,"4,323","-2,021",36,11,1/92.0,1/120.1,1/393.0
モンキーターンV,2066,"4,448","-1,332",43,16,1/75.4,1/103.4,1/278.0
モンキーターンV,2067,"5,407","-2,850",44,13,1/94.9,1/122.9,1/415.9
モンキーターンV,2068,"3,807","+2,388",32,13,1/84.6,1/119.0,1/292.8
モンキーターンV,2103,"5,227","-3,471",40,16,1/93.3,1/130.7,1/326.7
モンキーターンV,2104,"4,761","+4,779",51,16,1/71.1,1/93.4,1/297.6
モンキーターンV,2105,"4,275","-1,809",33,13,1/92.9,1/129.5,1/328.8
モンキーターンV,2106,"4,748","-3,047",32,14,1/103.2,1/148.4,1/339.1
モンキーターンV,2107,"2,285","+13,300",90,13,1/22.2,1/25.4,1/175.8
モンキーターンV,2108,"5,183",-88,57,23,1/64.8,1/90.9,1/225.3
モンキーターンV,2109,"5,851","+1,844",73,23,1/60.9,1/80.2,1/254.4
モンキーターンV,2110,"3,784","+4,926",63,19,1/46.1,1/60.1,1/199.2
モンキーターンV,2111,"4,267","+3,306",63,17,1/53.3,1/67.7,1/251.0
モンキーターンV,2112,"5,135",+574,49,17,1/77.8,1/104.8,1/302.1
モンキーターンV,2113,"5,398","+4,485",73,19,1/58.7,1/73.9,1/284.1
モンキーターンV,2114,"4,541",-185,51,14,1/69.9,1/89.0,1/324.4
