機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
アイムジャグラーEX-TP,319,"1,660",-549,4,4,0,1/207.5,1/415.0,1/415.0,1/0.0
アイムジャグラーEX-TP,320,"2,773",+232,11,6,0,1/163.1,1/252.1,1/462.2,1/0.0
アイムジャグラーEX-TP,321,"1,135",-897,1,2,0,1/378.3,1/1135.0,1/567.5,1/0.0
アイムジャグラーEX-TP,322,"1,361",-559,4,1,0,1/272.2,1/340.2,1/1361.0,1/0.0
アイムジャグラーEX-TP,323,"1,747","-1,230",3,3,0,1/291.2,1/582.3,1/582.3,1/0.0
アイムジャグラーEX-TP,324,"1,152",-794,2,0,0,1/576.0,1/576.0,1/0.0,1/0.0
アイムジャグラーEX-TP,325,"6,179",-21,24,15,0,1/158.4,1/257.5,1/411.9,1/0.0
スマスロ北斗の拳,342,"3,364","+8,177",97,10,0,1/31.4,1/34.7,1/336.4,1/0.0
スマスロ北斗の拳,343,"3,641","-1,200",29,8,0,1/98.4,1/125.6,1/455.1,1/0.0
スマスロ北斗の拳,344,"7,170","-1,160",66,26,0,1/77.9,1/108.6,1/275.8,1/0.0
スマスロ北斗の拳,345,"3,341","+2,071",53,5,0,1/57.6,1/63.0,1/668.2,1/0.0
スマスロ北斗の拳,346,"6,119","+2,332",82,27,0,1/56.1,1/74.6,1/226.6,1/0.0
スマスロ北斗の拳,347,"4,031","-2,476",24,9,0,1/122.2,1/168.0,1/447.9,1/0.0
スマスロ北斗の拳,348,"4,077",-938,37,10,0,1/86.7,1/110.2,1/407.7,1/0.0
マイジャグラーV,313,"2,761","-1,129",7,6,0,1/212.4,1/394.4,1/460.2,1/0.0
マイジャグラーV,314,"4,758","+1,222",24,14,0,1/125.2,1/198.2,1/339.9,1/0.0
マイジャグラーV,315,"5,025",+737,22,11,0,1/152.3,1/228.4,1/456.8,1/0.0
マイジャグラーV,316,"1,342",+7,7,0,0,1/191.7,1/191.7,1/0.0,1/0.0
マイジャグラーV,317,"1,639","-1,289",1,4,0,1/327.8,1/1639.0,1/409.8,1/0.0
マイジャグラーV,318,"4,236",+446,18,10,0,1/151.3,1/235.3,1/423.6,1/0.0
ハッピージャグラーVIII,330,850,+50,4,0,0,1/212.5,1/212.5,1/0.0,1/0.0
ハッピージャグラーVIII,331,"5,140",+400,21,14,0,1/146.9,1/244.8,1/367.1,1/0.0
ハッピージャグラーVIII,332,"2,296",-79,9,7,0,1/143.5,1/255.1,1/328.0,1/0.0
ハッピージャグラーVIII,333,"1,119",-74,4,4,0,1/139.9,1/279.8,1/279.8,1/0.0
ハナハナホウオウ～天翔～,424,"1,236",-576,3,3,0,1/206.0,1/412.0,1/412.0,1/0.0
ハナハナホウオウ～天翔～,425,928,-138,4,0,0,1/232.0,1/232.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,426,531,+120,3,0,0,1/177.0,1/177.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,427,"1,338",+352,6,2,0,1/167.2,1/223.0,1/669.0,1/0.0
甲鉄城のカバネリ,399,"4,864",-796,0,22,45,1/72.6,1/0.0,1/221.1,1/108.1
甲鉄城のカバネリ,400,"3,981","+3,841",0,22,78,1/39.8,1/0.0,1/181.0,1/51.0
甲鉄城のカバネリ,401,"3,466","+3,881",0,17,65,1/42.3,1/0.0,1/203.9,1/53.3
甲鉄城のカバネリ,402,"2,993","-1,113",0,11,25,1/83.1,1/0.0,1/272.1,1/119.7
ゴーゴージャグラー3,336,"2,684",-804,10,4,0,1/191.7,1/268.4,1/671.0,1/0.0
ゴーゴージャグラー3,337,"3,685",+177,18,6,0,1/153.5,1/204.7,1/614.2,1/0.0
ゴーゴージャグラー3,338,"4,790",+977,23,11,0,1/140.9,1/208.3,1/435.5,1/0.0
ファンキージャグラー2,339,"2,826",-241,10,7,0,1/166.2,1/282.6,1/403.7,1/0.0
ファンキージャグラー2,340,"1,982","-1,064",6,2,0,1/247.8,1/330.3,1/991.0,1/0.0
ファンキージャグラー2,341,"1,946","-1,027",5,0,0,1/389.2,1/389.2,1/0.0,1/0.0
戦国乙女4 戦乱に閃く炯眼の軍師,371,"3,871","-4,014",11,0,2,1/297.8,1/351.9,1/0.0,1/1935.5
戦国乙女4 戦乱に閃く炯眼の軍師,372,"2,427","-2,907",6,0,2,1/303.4,1/404.5,1/0.0,1/1213.5
戦国乙女4 戦乱に閃く炯眼の軍師,373,"6,009",+738,28,0,15,1/139.7,1/214.6,1/0.0,1/400.6
沖ドキ!GOLD,326,"2,068","+2,562",24,10,0,1/60.8,1/86.2,1/206.8,1/0.0
沖ドキ!GOLD,327,"2,848",-344,15,9,0,1/118.7,1/189.9,1/316.4,1/0.0
沖ドキ!GOLD,328,"2,402",+464,17,7,0,1/100.1,1/141.3,1/343.1,1/0.0
ガールズ&パンツァー 最終章,353,"1,426",-792,11,8,0,1/75.1,1/129.6,1/178.2,1/0.0
ガールズ&パンツァー 最終章,354,"1,257","-2,111",1,7,0,1/157.1,1/1257.0,1/179.6,1/0.0
からくりサーカス,367,"2,394","-2,708",0,5,11,1/149.6,1/0.0,1/478.8,1/217.6
からくりサーカス,368,"3,845","-3,939",0,10,21,1/124.0,1/0.0,1/384.5,1/183.1
ジャグラーガールズ,334,"6,468",+852,27,16,0,1/150.4,1/239.6,1/404.2,1/0.0
ジャグラーガールズ,335,"2,015","-1,062",5,2,0,1/287.9,1/403.0,1/1007.5,1/0.0
ストリートファイターV 挑戦者の道,363,"2,897","-2,260",7,4,0,1/263.4,1/413.9,1/724.2,1/0.0
ストリートファイターV 挑戦者の道,364,"1,786","+2,497",6,6,0,1/148.8,1/297.7,1/297.7,1/0.0
