機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
アイムジャグラーEX-TP,461,420,1,0,1/420.0,1/420.0,1/0.0
アイムジャグラーEX-TP,462,"3,533",23,11,1/103.9,1/153.6,1/321.2
アイムジャグラーEX-TP,463,"1,770",5,2,1/252.9,1/354.0,1/885.0
アイムジャグラーEX-TP,464,"1,282",5,4,1/142.4,1/256.4,1/320.5
アイムジャグラーEX-TP,478,"1,662",4,4,1/207.8,1/415.5,1/415.5
アイムジャグラーEX-TP,479,"1,880",4,6,1/188.0,1/470.0,1/313.3
アイムジャグラーEX-TP,480,"2,115",8,5,1/162.7,1/264.4,1/423.0
アイムジャグラーEX-TP,481,"1,798",5,1,1/299.7,1/359.6,1/1798.0
アイムジャグラーEX-TP,482,"4,070",18,10,1/145.4,1/226.1,1/407.0
アイムジャグラーEX-TP,483,"1,412",7,4,1/128.4,1/201.7,1/353.0
アイムジャグラーEX-TP,484,"1,919",7,5,1/159.9,1/274.1,1/383.8
アイムジャグラーEX-TP,485,"2,875",13,4,1/169.1,1/221.2,1/718.8
アイムジャグラーEX-TP,486,960,3,2,1/192.0,1/320.0,1/480.0
アイムジャグラーEX-TP,487,"2,549",6,5,1/231.7,1/424.8,1/509.8
アイムジャグラーEX-TP,488,"2,015",4,3,1/287.9,1/503.8,1/671.7
アイムジャグラーEX-TP,489,"3,900",12,15,1/144.4,1/325.0,1/260.0
アイムジャグラーEX-TP,500,615,1,0,1/615.0,1/615.0,1/0.0
アイムジャグラーEX-TP,501,"2,328",9,11,1/116.4,1/258.7,1/211.6
アイムジャグラーEX-TP,502,"1,773",4,1,1/354.6,1/443.2,1/1773.0
アイムジャグラーEX-TP,503,"3,129",14,11,1/125.2,1/223.5,1/284.5
アイムジャグラーEX-TP,504,626,1,0,1/626.0,1/626.0,1/0.0
アイムジャグラーEX-TP,505,"1,210",3,2,1/242.0,1/403.3,1/605.0
アイムジャグラーEX-TP,506,"1,002",1,2,1/334.0,1/1002.0,1/501.0
