台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"8,357","+1,888",35,34,1/121.1,1/238.8,1/245.8
1002,"6,725","+2,021",32,24,1/120.1,1/210.2,1/280.2
1003,"1,066",-391,2,4,1/177.7,1/533.0,1/266.5
1004,"3,006",-126,11,11,1/136.6,1/273.3,1/273.3
1005,"5,927",+191,21,22,1/137.8,1/282.2,1/269.4
1006,"2,078",-132,7,5,1/173.2,1/296.9,1/415.6
1007,"1,162",-85,5,1,1/193.7,1/232.4,1/1162.0
1008,"1,332",-732,1,6,1/190.3,1/1332.0,1/222.0
1009,457,-679,0,0,1/0.0,1/0.0,1/0.0
1010,"4,344","-1,453",11,12,1/188.9,1/394.9,1/362.0
1011,"1,558",-909,3,5,1/194.8,1/519.3,1/311.6
1012,"8,030","+1,300",32,30,1/129.5,1/250.9,1/267.7
1013,248,-262,0,0,1/0.0,1/0.0,1/0.0
1014,"2,946",+509,15,7,1/133.9,1/196.4,1/420.9
1015,"1,743",-209,7,2,1/193.7,1/249.0,1/871.5
1016,"5,148",-62,19,16,1/147.1,1/270.9,1/321.8
1017,377,-438,0,0,1/0.0,1/0.0,1/0.0
1018,"4,175",-226,17,11,1/149.1,1/245.6,1/379.5
1019,"1,957",-656,5,4,1/217.4,1/391.4,1/489.2
1020,"6,494",+138,25,18,1/151.0,1/259.8,1/360.8
1021,"7,006","+1,844",35,18,1/132.2,1/200.2,1/389.2
1022,"2,225",-632,6,5,1/202.3,1/370.8,1/445.0
1023,"6,170","+1,985",30,20,1/123.4,1/205.7,1/308.5
1024,445,-344,1,1,1/222.5,1/445.0,1/445.0
1025,"4,570","-1,429",10,18,1/163.2,1/457.0,1/253.9
1026,"5,999",+362,22,22,1/136.3,1/272.7,1/272.7
1027,"4,670","-1,547",14,11,1/186.8,1/333.6,1/424.5
1028,964,-368,3,0,1/321.3,1/321.3,1/0.0
1029,483,-462,0,1,1/483.0,1/0.0,1/483.0
1030,"4,299",+97,17,11,1/153.5,1/252.9,1/390.8
1031,"1,899",-268,7,5,1/158.2,1/271.3,1/379.8
1032,"6,400",+715,27,16,1/148.8,1/237.0,1/400.0
1033,"3,146",-50,13,4,1/185.1,1/242.0,1/786.5
1034,"1,504","-1,076",4,1,1/300.8,1/376.0,1/1504.0
1035,"1,215","-1,253",1,1,1/607.5,1/1215.0,1/1215.0
1036,"1,436",-997,2,3,1/287.2,1/718.0,1/478.7
1037,"4,628",-644,14,14,1/165.3,1/330.6,1/330.6
1038,"7,232",+262,25,27,1/139.1,1/289.3,1/267.9
1039,"6,607",-703,21,23,1/150.2,1/314.6,1/287.3
1040,"1,163",-415,3,1,1/290.8,1/387.7,1/1163.0
1041,"3,843",-703,12,10,1/174.7,1/320.2,1/384.3
1042,"4,469","-1,135",14,10,1/186.2,1/319.2,1/446.9
1043,703,-338,2,0,1/351.5,1/351.5,1/0.0
1044,"3,973",-668,14,7,1/189.2,1/283.8,1/567.6
1045,"4,078",-174,15,11,1/156.8,1/271.9,1/370.7
1046,"1,251",-32,6,2,1/156.4,1/208.5,1/625.5
1047,748,-562,1,1,1/374.0,1/748.0,1/748.0
1048,"6,341",+900,24,21,1/140.9,1/264.2,1/302.0
1049,"1,335",-756,2,3,1/267.0,1/667.5,1/445.0
1050,"4,108",-485,15,9,1/171.2,1/273.9,1/456.4
1069,"4,749",+300,21,9,1/158.3,1/226.1,1/527.7
1070,"5,597",+371,23,14,1/151.3,1/243.3,1/399.8
1071,"1,509",-338,4,4,1/188.6,1/377.2,1/377.2
1072,"6,122","+2,091",28,24,1/117.7,1/218.6,1/255.1
1073,"5,564","-1,288",16,14,1/185.5,1/347.8,1/397.4
1074,258,-262,0,0,1/0.0,1/0.0,1/0.0
1075,"7,303","+2,179",30,36,1/110.7,1/243.4,1/202.9
1076,"3,733","-1,194",8,14,1/169.7,1/466.6,1/266.6
1077,"5,198",-268,18,15,1/157.5,1/288.8,1/346.5
1078,428,-468,0,0,1/0.0,1/0.0,1/0.0
1079,833,-856,0,1,1/833.0,1/0.0,1/833.0
1080,"5,532","+1,229",27,11,1/145.6,1/204.9,1/502.9
1081,"2,927",-362,9,8,1/172.2,1/325.2,1/365.9
1082,"2,888",-268,9,10,1/152.0,1/320.9,1/288.8
1083,"7,769",+806,30,25,1/141.3,1/259.0,1/310.8
1084,"1,256",-479,4,3,1/179.4,1/314.0,1/418.7
1085,"6,942",-547,23,19,1/165.3,1/301.8,1/365.4
1086,"2,714",-97,10,5,1/180.9,1/271.4,1/542.8
1087,"2,058",-850,5,4,1/228.7,1/411.6,1/514.5
1088,815,-685,1,1,1/407.5,1/815.0,1/815.0
1089,"1,424",-991,3,1,1/356.0,1/474.7,1/1424.0
1090,"1,690","-1,088",2,4,1/281.7,1/845.0,1/422.5
1091,"4,375",-456,14,12,1/168.3,1/312.5,1/364.6
1092,"1,920",-947,5,1,1/320.0,1/384.0,1/1920.0
1093,"4,460",+547,20,11,1/143.9,1/223.0,1/405.5
1094,"2,339",+85,9,6,1/155.9,1/259.9,1/389.8
1095,678,-979,0,0,1/0.0,1/0.0,1/0.0
1096,"3,328",+438,15,6,1/158.5,1/221.9,1/554.7
1097,"2,583","-1,076",5,5,1/258.3,1/516.6,1/516.6
1098,"1,222",-556,3,2,1/244.4,1/407.3,1/611.0
1099,"7,069","-1,124",21,23,1/160.7,1/336.6,1/307.3
