台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"2,331",-150,10,4,1/166.5,1/233.1,1/582.8
1002,"6,187","+2,021",32,15,1/131.6,1/193.3,1/412.5
1003,"6,631",+924,26,24,1/132.6,1/255.0,1/276.3
1004,574,-168,2,1,1/191.3,1/287.0,1/574.0
1005,"4,981",+535,25,8,1/150.9,1/199.2,1/622.6
1006,"2,116",-762,5,6,1/192.4,1/423.2,1/352.7
1007,"1,381",-826,2,3,1/276.2,1/690.5,1/460.3
1008,"4,737",+168,19,13,1/148.0,1/249.3,1/364.4
1009,"2,386",-338,9,4,1/183.5,1/265.1,1/596.5
1010,"3,544","-2,126",4,9,1/272.6,1/886.0,1/393.8
1011,"4,159",-194,15,12,1/154.0,1/277.3,1/346.6
1012,"2,337","-1,076",4,8,1/194.8,1/584.2,1/292.1
1013,"1,182",-703,3,0,1/394.0,1/394.0,1/0.0
1014,"8,350","+2,726",41,27,1/122.8,1/203.7,1/309.3
1015,"2,804",-150,12,2,1/200.3,1/233.7,1/1402.0
1016,"1,086",-809,2,1,1/362.0,1/543.0,1/1086.0
1017,"6,405",-256,21,23,1/145.6,1/305.0,1/278.5
1018,"7,113",+135,29,20,1/145.2,1/245.3,1/355.6
1019,"1,516",-456,5,1,1/252.7,1/303.2,1/1516.0
1020,"7,511","+1,006",32,20,1/144.4,1/234.7,1/375.6
1021,"4,381",-579,15,11,1/168.5,1/292.1,1/398.3
1022,"1,577",-179,6,2,1/197.1,1/262.8,1/788.5
1023,"1,928","-1,018",3,3,1/321.3,1/642.7,1/642.7
1024,"7,544",-524,25,25,1/150.9,1/301.8,1/301.8
1025,"1,056",-421,3,1,1/264.0,1/352.0,1/1056.0
1026,"2,941",+56,11,10,1/140.0,1/267.4,1/294.1
1027,"7,069",-832,22,23,1/157.1,1/321.3,1/307.3
1028,"1,217",-521,2,4,1/202.8,1/608.5,1/304.2
1029,"6,312",+582,28,18,1/137.2,1/225.4,1/350.7
1030,"1,513",-415,4,5,1/168.1,1/378.2,1/302.6
1031,"9,750","+1,774",37,38,1/130.0,1/263.5,1/256.6
1032,"1,582",-750,2,6,1/197.8,1/791.0,1/263.7
1033,"6,727","-1,065",21,21,1/160.2,1/320.3,1/320.3
1034,"5,289",+432,24,12,1/146.9,1/220.4,1/440.8
1035,"3,756","-1,288",7,11,1/208.7,1/536.6,1/341.5
1036,"3,555","-1,382",8,9,1/209.1,1/444.4,1/395.0
1037,"5,031","-1,406",15,13,1/179.7,1/335.4,1/387.0
1038,"2,179",-726,5,5,1/217.9,1/435.8,1/435.8
1039,"7,893","+2,056",36,24,1/131.6,1/219.2,1/328.9
1040,"5,708",-768,18,17,1/163.1,1/317.1,1/335.8
1041,"7,995","+2,162",37,25,1/129.0,1/216.1,1/319.8
1042,"5,532",+947,26,12,1/145.6,1/212.8,1/461.0
1043,"4,988",-379,19,11,1/166.3,1/262.5,1/453.5
1044,"6,479",+724,24,23,1/137.9,1/270.0,1/281.7
1045,"2,885",-532,10,5,1/192.3,1/288.5,1/577.0
1046,376,-3,2,0,1/188.0,1/188.0,1/0.0
1047,"9,326","+1,841",38,37,1/124.3,1/245.4,1/252.1
1048,"6,139","+1,218",30,17,1/130.6,1/204.6,1/361.1
1049,"5,127",+897,23,14,1/138.6,1/222.9,1/366.2
1050,"2,452",-809,7,3,1/245.2,1/350.3,1/817.3
1069,"5,737",+771,25,18,1/133.4,1/229.5,1/318.7
1070,"1,174",-679,1,4,1/234.8,1/1174.0,1/293.5
1071,"7,758","+1,865",28,43,1/109.3,1/277.1,1/180.4
1072,"1,153",+115,6,0,1/192.2,1/192.2,1/0.0
1073,"8,143","+1,371",33,27,1/135.7,1/246.8,1/301.6
1074,"1,531",-285,5,4,1/170.1,1/306.2,1/382.8
1075,"3,318","-2,497",2,12,1/237.0,1/1659.0,1/276.5
1076,"6,548",-526,23,15,1/172.3,1/284.7,1/436.5
1077,"6,305",+700,28,15,1/146.6,1/225.2,1/420.3
1078,"7,579","+2,303",36,27,1/120.3,1/210.5,1/280.7
1079,"4,459",-121,16,12,1/159.2,1/278.7,1/371.6
1080,"8,010","+5,841",44,43,1/92.1,1/182.0,1/186.3
1081,"3,923","+1,418",21,11,1/122.6,1/186.8,1/356.6
1082,"7,504","+2,250",37,24,1/123.0,1/202.8,1/312.7
1083,"1,766",+326,7,7,1/126.1,1/252.3,1/252.3
1084,"6,920","+1,029",32,18,1/138.4,1/216.2,1/384.4
1085,"5,226",-26,21,11,1/163.3,1/248.9,1/475.1
1086,"3,389","-1,041",10,7,1/199.4,1/338.9,1/484.1
1087,"1,317",-691,3,0,1/439.0,1/439.0,1/0.0
1088,"4,523",-91,18,11,1/156.0,1/251.3,1/411.2
1089,"2,069",-368,7,5,1/172.4,1/295.6,1/413.8
1090,"8,251","+2,003",31,35,1/125.0,1/266.2,1/235.7
1091,"1,077",-709,2,0,1/538.5,1/538.5,1/0.0
1092,"2,760",-156,12,4,1/172.5,1/230.0,1/690.0
1093,"5,069",+594,22,15,1/137.0,1/230.4,1/337.9
1094,"7,342",-559,23,25,1/153.0,1/319.2,1/293.7
1095,"3,170",+374,14,6,1/158.5,1/226.4,1/528.3
1096,"5,447",+97,21,13,1/160.2,1/259.4,1/419.0
1097,"5,626",+321,22,22,1/127.9,1/255.7,1/255.7
1098,"3,399","-1,229",7,10,1/199.9,1/485.6,1/339.9
1099,"3,779","-1,865",5,9,1/269.9,1/755.8,1/419.9
