機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"4,260",12,13,1/170.4,1/355.0,1/327.7
マイジャグラーV,445,"3,966",18,15,1/120.2,1/220.3,1/264.4
マイジャグラーV,446,"4,692",15,8,1/204.0,1/312.8,1/586.5
マイジャグラーV,447,"2,828",11,8,1/148.8,1/257.1,1/353.5
マイジャグラーV,448,468,0,1,1/468.0,1/0.0,1/468.0
マイジャグラーV,449,"1,921",8,3,1/174.6,1/240.1,1/640.3
マイジャグラーV,450,"2,320",12,3,1/154.7,1/193.3,1/773.3
マイジャグラーV,451,"4,043",19,12,1/130.4,1/212.8,1/336.9
マイジャグラーV,452,"2,157",10,4,1/154.1,1/215.7,1/539.2
マイジャグラーV,453,"2,069",10,3,1/159.2,1/206.9,1/689.7
マイジャグラーV,454,"1,411",6,2,1/176.4,1/235.2,1/705.5
マイジャグラーV,455,"2,136",4,6,1/213.6,1/534.0,1/356.0
マイジャグラーV,456,"1,488",6,3,1/165.3,1/248.0,1/496.0
マイジャグラーV,465,"5,392",21,15,1/149.8,1/256.8,1/359.5
マイジャグラーV,466,770,1,2,1/256.7,1/770.0,1/385.0
マイジャグラーV,467,"2,975",9,9,1/165.3,1/330.6,1/330.6
マイジャグラーV,468,"1,306",5,1,1/217.7,1/261.2,1/1306.0
マイジャグラーV,469,"1,931",9,7,1/120.7,1/214.6,1/275.9
マイジャグラーV,470,"4,027",15,12,1/149.1,1/268.5,1/335.6
マイジャグラーV,471,"1,639",5,4,1/182.1,1/327.8,1/409.8
マイジャグラーV,472,"1,835",7,5,1/152.9,1/262.1,1/367.0
マイジャグラーV,473,966,2,4,1/161.0,1/483.0,1/241.5
マイジャグラーV,474,"3,277",13,10,1/142.5,1/252.1,1/327.7
マイジャグラーV,475,"1,999",7,3,1/199.9,1/285.6,1/666.3
マイジャグラーV,476,"2,307",10,4,1/164.8,1/230.7,1/576.8
マイジャグラーV,477,"4,420",17,11,1/157.9,1/260.0,1/401.8
アイムジャグラーEX-TP,457,"3,298",15,8,1/143.4,1/219.9,1/412.2
アイムジャグラーEX-TP,458,49,0,0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,459,790,3,2,1/158.0,1/263.3,1/395.0
アイムジャグラーEX-TP,460,"1,848",8,3,1/168.0,1/231.0,1/616.0
アイムジャグラーEX-TP,461,"1,031",4,1,1/206.2,1/257.8,1/1031.0
アイムジャグラーEX-TP,462,"1,189",3,3,1/198.2,1/396.3,1/396.3
アイムジャグラーEX-TP,463,586,1,1,1/293.0,1/586.0,1/586.0
アイムジャグラーEX-TP,464,474,3,1,1/118.5,1/158.0,1/474.0
アイムジャグラーEX-TP,478,"1,681",3,1,1/420.2,1/560.3,1/1681.0
アイムジャグラーEX-TP,479,"1,175",9,1,1/117.5,1/130.6,1/1175.0
アイムジャグラーEX-TP,480,"1,377",4,4,1/172.1,1/344.2,1/344.2
アイムジャグラーEX-TP,481,698,1,1,1/349.0,1/698.0,1/698.0
アイムジャグラーEX-TP,482,"1,759",1,7,1/219.9,1/1759.0,1/251.3
アイムジャグラーEX-TP,483,760,3,1,1/190.0,1/253.3,1/760.0
アイムジャグラーEX-TP,484,"2,184",8,11,1/114.9,1/273.0,1/198.5
アイムジャグラーEX-TP,485,"3,186",9,9,1/177.0,1/354.0,1/354.0
アイムジャグラーEX-TP,486,424,0,0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,487,528,1,0,1/528.0,1/528.0,1/0.0
アイムジャグラーEX-TP,488,"2,410",6,7,1/185.4,1/401.7,1/344.3
アイムジャグラーEX-TP,489,187,0,0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,490,0,0,0,1/0.0,1/0.0,1/0.0
