機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,550,"+1,609",20,1,0,1/26.2,1/27.5,1/550.0,1/0.0
スマスロ北斗の拳,343,"2,767","+2,453",54,8,0,1/44.6,1/51.2,1/345.9,1/0.0
スマスロ北斗の拳,344,"1,981","-1,509",11,3,0,1/141.5,1/180.1,1/660.3,1/0.0
スマスロ北斗の拳,345,"2,049",+504,25,5,0,1/68.3,1/82.0,1/409.8,1/0.0
スマスロ北斗の拳,346,"2,083",+273,25,3,0,1/74.4,1/83.3,1/694.3,1/0.0
スマスロ北斗の拳,347,"2,267","-1,605",10,5,0,1/151.1,1/226.7,1/453.4,1/0.0
スマスロ北斗の拳,348,"2,923","-1,175",22,4,0,1/112.4,1/132.9,1/730.8,1/0.0
スマスロ北斗の拳,349,"2,356",-26,28,8,0,1/65.4,1/84.1,1/294.5,1/0.0
アイムジャグラーEX-TP,319,"4,632",-949,15,10,0,1/185.3,1/308.8,1/463.2,1/0.0
アイムジャグラーEX-TP,320,"2,623","-2,368",2,4,0,1/437.2,1/1311.5,1/655.8,1/0.0
アイムジャグラーEX-TP,321,"3,574",-744,11,10,0,1/170.2,1/324.9,1/357.4,1/0.0
アイムジャグラーEX-TP,322,"5,378","-1,130",18,13,0,1/173.5,1/298.8,1/413.7,1/0.0
アイムジャグラーEX-TP,323,"5,984",-763,24,9,0,1/181.3,1/249.3,1/664.9,1/0.0
アイムジャグラーEX-TP,324,"4,053",-348,14,11,0,1/162.1,1/289.5,1/368.5,1/0.0
アイムジャグラーEX-TP,325,"4,581","-1,690",10,11,0,1/218.1,1/458.1,1/416.5,1/0.0
マイジャグラーV,313,"5,805",+863,26,17,0,1/135.0,1/223.3,1/341.5,1/0.0
マイジャグラーV,314,"5,738",-202,20,14,0,1/168.8,1/286.9,1/409.9,1/0.0
マイジャグラーV,315,"6,555","-1,982",19,14,0,1/198.6,1/345.0,1/468.2,1/0.0
マイジャグラーV,316,"5,905","+1,406",29,20,0,1/120.5,1/203.6,1/295.2,1/0.0
マイジャグラーV,317,"6,632","-1,051",21,19,0,1/165.8,1/315.8,1/349.1,1/0.0
マイジャグラーV,318,"4,567",-916,15,9,0,1/190.3,1/304.5,1/507.4,1/0.0
ハッピージャグラーVIII,330,"4,775",+602,20,15,0,1/136.4,1/238.8,1/318.3,1/0.0
ハッピージャグラーVIII,331,"2,603",-939,7,4,0,1/236.6,1/371.9,1/650.8,1/0.0
ハッピージャグラーVIII,332,"5,491",-210,19,16,0,1/156.9,1/289.0,1/343.2,1/0.0
ハッピージャグラーVIII,333,"1,448",-485,3,4,0,1/206.9,1/482.7,1/362.0,1/0.0
ハナハナホウオウ～天翔～-30,425,"3,006",+640,15,5,0,1/150.3,1/200.4,1/601.2,1/0.0
ハナハナホウオウ～天翔～-30,426,"1,272",-643,2,1,0,1/424.0,1/636.0,1/1272.0,1/0.0
ハナハナホウオウ～天翔～-30,427,408,-231,0,1,0,1/408.0,1/0.0,1/408.0,1/0.0
ハナハナホウオウ～天翔～-30,428,"1,571",-276,4,5,0,1/174.6,1/392.8,1/314.2,1/0.0
甲鉄城のカバネリ,399,"2,230","+2,063",0,4,24,1/79.6,1/0.0,1/557.5,1/92.9
甲鉄城のカバネリ,400,"1,766",-245,0,6,12,1/98.1,1/0.0,1/294.3,1/147.2
甲鉄城のカバネリ,401,444,-17,0,1,4,1/88.8,1/0.0,1/444.0,1/111.0
甲鉄城のカバネリ,402,688,+131,0,1,5,1/114.7,1/0.0,1/688.0,1/137.6
ゴーゴージャグラー3,336,"1,878","-1,116",4,5,0,1/208.7,1/469.5,1/375.6,1/0.0
ゴーゴージャグラー3,337,"5,259","-1,666",14,15,0,1/181.3,1/375.6,1/350.6,1/0.0
ゴーゴージャグラー3,338,"7,913",+454,33,24,0,1/138.8,1/239.8,1/329.7,1/0.0
ゴールデンカムイ,352,780,"-1,011",0,1,0,1/780.0,1/0.0,1/780.0,1/0.0
ゴールデンカムイ,353,771,+652,0,1,9,1/77.1,1/0.0,1/771.0,1/85.7
ゴールデンカムイ,388,379,-381,0,2,0,1/189.5,1/0.0,1/189.5,1/0.0
ゴッドイーター リザレクション,371,"3,359",+60,0,7,29,1/93.3,1/0.0,1/479.9,1/115.8
ゴッドイーター リザレクション,372,"2,133",-367,0,3,17,1/106.7,1/0.0,1/711.0,1/125.5
ゴッドイーター リザレクション,373,"4,152",+582,0,6,35,1/101.3,1/0.0,1/692.0,1/118.6
ファンキージャグラー2,339,"3,113","-1,211",9,7,0,1/194.6,1/345.9,1/444.7,1/0.0
ファンキージャグラー2,340,"3,008",-62,10,7,0,1/176.9,1/300.8,1/429.7,1/0.0
ファンキージャグラー2,341,"6,459",+348,29,15,0,1/146.8,1/222.7,1/430.6,1/0.0
ToLOVEるダークネス,374,"2,307","-1,596",11,0,7,1/128.2,1/209.7,1/0.0,1/329.6
ToLOVEるダークネス,375,"3,622",+731,29,0,10,1/92.9,1/124.9,1/0.0,1/362.2
サンダーVライトニング,422,"2,262","-1,112",4,6,0,1/226.2,1/565.5,1/377.0,1/0.0
サンダーVライトニング,423,"1,365","-1,207",1,3,0,1/341.2,1/1365.0,1/455.0,1/0.0
ジャグラーガールズ,334,"7,452",-370,27,21,0,1/155.2,1/276.0,1/354.9,1/0.0
ジャグラーガールズ,335,"6,822","+2,693",36,26,0,1/110.0,1/189.5,1/262.4,1/0.0
スマスロ真・北斗無双,350,"3,282","-4,167",7,0,4,1/298.4,1/468.9,1/0.0,1/820.5
スマスロ真・北斗無双,351,693,-453,3,0,1,1/173.2,1/231.0,1/0.0,1/693.0
ニューゲッターマウス,418,819,-368,2,3,0,1/163.8,1/409.5,1/273.0,1/0.0
ニューゲッターマウス,419,"2,259",-6,10,7,0,1/132.9,1/225.9,1/322.7,1/0.0
バジリスク絆2,414,378,-206,4,0,1,1/75.6,1/94.5,1/0.0,1/378.0
バジリスク絆2,415,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ファミスタ回胴版!!,420,626,-480,1,0,0,1/626.0,1/626.0,1/0.0,1/0.0
ファミスタ回胴版!!,421,"3,485",-807,10,6,0,1/217.8,1/348.5,1/580.8,1/0.0
ペルソナ5,397,"1,036",+597,8,0,14,1/47.1,1/129.5,1/0.0,1/74.0
ペルソナ5,398,549,+685,3,0,11,1/39.2,1/183.0,1/0.0,1/49.9
モンキーターンV,369,"8,580","-1,820",0,19,57,1/112.9,1/0.0,1/451.6,1/150.5
モンキーターンV,370,"3,556","+3,456",0,5,28,1/107.8,1/0.0,1/711.2,1/127.0
戦国乙女4 戦乱に閃く炯眼の軍師,365,844,+186,6,0,3,1/93.8,1/140.7,1/0.0,1/281.3
戦国乙女4 戦乱に閃く炯眼の軍師,366,976,+153,5,0,4,1/108.4,1/195.2,1/0.0,1/244.0
戦姫絶唱シンフォギア 正義の歌,363,"3,830","+1,714",0,7,48,1/69.6,1/0.0,1/547.1,1/79.8
戦姫絶唱シンフォギア 正義の歌,364,"3,388",+444,0,8,40,1/70.6,1/0.0,1/423.5,1/84.7
押忍！番長4,404,"6,629","-2,005",0,12,34,1/144.1,1/0.0,1/552.4,1/195.0
押忍！番長4,405,"8,613","+4,178",0,16,56,1/119.6,1/0.0,1/538.3,1/153.8
新鬼武者2,395,"1,479","-1,222",0,0,5,1/295.8,1/0.0,1/0.0,1/295.8
新鬼武者2,396,968,+653,0,4,12,1/60.5,1/0.0,1/242.0,1/80.7
沖ドキ!GOLD,326,"3,098","-2,480",9,4,0,1/238.3,1/344.2,1/774.5,1/0.0
沖ドキ!GOLD,327,"2,470",-528,13,8,0,1/117.6,1/190.0,1/308.8,1/0.0
炎炎ノ消防隊,393,"3,913","-2,269",0,7,14,1/186.3,1/0.0,1/559.0,1/279.5
炎炎ノ消防隊,394,"5,542","+4,251",0,14,49,1/88.0,1/0.0,1/395.9,1/113.1
転生したらスライムだった件,354,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
転生したらスライムだった件,355,846,-97,0,1,5,1/141.0,1/0.0,1/846.0,1/169.2
革命機ヴァルヴレイヴ,376,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,377,"1,553","-1,052",3,1,5,1/172.6,1/517.7,1/1553.0,1/310.6
鬼武者3,367,"3,764",-928,7,5,0,1/313.7,1/537.7,1/752.8,1/0.0
