機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"8,251",43,24,1/123.1,1/191.9,1/343.8
マイジャグラーV,445,"5,532",17,17,1/162.7,1/325.4,1/325.4
マイジャグラーV,446,"2,040",6,2,1/255.0,1/340.0,1/1020.0
マイジャグラーV,447,"4,043",13,9,1/183.8,1/311.0,1/449.2
マイジャグラーV,448,"4,464",12,9,1/212.6,1/372.0,1/496.0
マイジャグラーV,449,"5,407",25,16,1/131.9,1/216.3,1/337.9
マイジャグラーV,450,"4,220",16,5,1/201.0,1/263.8,1/844.0
マイジャグラーV,451,"4,510",18,11,1/155.5,1/250.6,1/410.0
マイジャグラーV,452,"4,261",11,8,1/224.3,1/387.4,1/532.6
マイジャグラーV,453,"4,360",15,11,1/167.7,1/290.7,1/396.4
マイジャグラーV,454,"4,251",15,3,1/236.2,1/283.4,1/1417.0
マイジャグラーV,455,"7,333",32,24,1/130.9,1/229.2,1/305.5
マイジャグラーV,456,"5,478",19,13,1/171.2,1/288.3,1/421.4
マイジャグラーV,465,"5,505",20,14,1/161.9,1/275.2,1/393.2
マイジャグラーV,466,"6,938",28,15,1/161.3,1/247.8,1/462.5
マイジャグラーV,467,"4,894",17,10,1/181.3,1/287.9,1/489.4
マイジャグラーV,468,"4,544",16,11,1/168.3,1/284.0,1/413.1
マイジャグラーV,469,"2,517",4,3,1/359.6,1/629.2,1/839.0
マイジャグラーV,470,"4,967",16,9,1/198.7,1/310.4,1/551.9
マイジャグラーV,471,"5,530",17,14,1/178.4,1/325.3,1/395.0
マイジャグラーV,472,"2,922",8,9,1/171.9,1/365.2,1/324.7
マイジャグラーV,473,"3,394",8,5,1/261.1,1/424.2,1/678.8
マイジャグラーV,474,"6,782",28,11,1/173.9,1/242.2,1/616.5
マイジャグラーV,475,"3,242",9,10,1/170.6,1/360.2,1/324.2
マイジャグラーV,476,"5,232",12,10,1/237.8,1/436.0,1/523.2
マイジャグラーV,477,"5,249",18,10,1/187.5,1/291.6,1/524.9
アイムジャグラーEX-TP,457,991,1,2,1/330.3,1/991.0,1/495.5
アイムジャグラーEX-TP,458,"3,218",15,6,1/153.2,1/214.5,1/536.3
アイムジャグラーEX-TP,459,"2,404",8,5,1/184.9,1/300.5,1/480.8
アイムジャグラーEX-TP,460,"5,166",24,10,1/151.9,1/215.2,1/516.6
アイムジャグラーEX-TP,461,"1,860",7,3,1/186.0,1/265.7,1/620.0
アイムジャグラーEX-TP,462,"1,789",6,1,1/255.6,1/298.2,1/1789.0
アイムジャグラーEX-TP,463,"5,519",27,20,1/117.4,1/204.4,1/275.9
アイムジャグラーEX-TP,464,"1,931",6,4,1/193.1,1/321.8,1/482.8
アイムジャグラーEX-TP,478,"4,805",19,6,1/192.2,1/252.9,1/800.8
アイムジャグラーEX-TP,479,"5,086",18,14,1/158.9,1/282.6,1/363.3
アイムジャグラーEX-TP,480,"2,220",8,4,1/185.0,1/277.5,1/555.0
アイムジャグラーEX-TP,481,"3,297",6,12,1/183.2,1/549.5,1/274.8
アイムジャグラーEX-TP,482,"3,395",14,6,1/169.8,1/242.5,1/565.8
アイムジャグラーEX-TP,483,"1,266",3,2,1/253.2,1/422.0,1/633.0
アイムジャグラーEX-TP,484,"2,809",18,9,1/104.0,1/156.1,1/312.1
アイムジャグラーEX-TP,485,"3,610",14,9,1/157.0,1/257.9,1/401.1
アイムジャグラーEX-TP,486,"5,595",16,15,1/180.5,1/349.7,1/373.0
アイムジャグラーEX-TP,487,"3,012",10,8,1/167.3,1/301.2,1/376.5
アイムジャグラーEX-TP,488,"2,785",11,9,1/139.2,1/253.2,1/309.4
アイムジャグラーEX-TP,489,"3,268",4,11,1/217.9,1/817.0,1/297.1
アイムジャグラーEX-TP,490,"1,083",3,0,1/361.0,1/361.0,1/0.0
アイムジャグラーEX-TP,491,"3,105",13,8,1/147.9,1/238.8,1/388.1
アイムジャグラーEX-TP,492,"1,439",3,3,1/239.8,1/479.7,1/479.7
アイムジャグラーEX-TP,493,"1,589",6,4,1/158.9,1/264.8,1/397.2
アイムジャグラーEX-TP,494,"4,600",15,10,1/184.0,1/306.7,1/460.0
ゴーゴージャグラー3,543,"1,012",2,4,1/168.7,1/506.0,1/253.0
ゴーゴージャグラー3,544,"5,347",23,19,1/127.3,1/232.5,1/281.4
ゴーゴージャグラー3,545,"3,679",16,10,1/141.5,1/229.9,1/367.9
ゴーゴージャグラー3,546,"4,765",22,15,1/128.8,1/216.6,1/317.7
ゴーゴージャグラー3,547,"2,615",5,7,1/217.9,1/523.0,1/373.6
ゴーゴージャグラー3,548,805,0,1,1/805.0,1/0.0,1/805.0
ゴーゴージャグラー3,549,"6,048",33,20,1/114.1,1/183.3,1/302.4
ゴーゴージャグラー3,550,"3,657",14,9,1/159.0,1/261.2,1/406.3
ゴーゴージャグラー3,551,"1,068",3,2,1/213.6,1/356.0,1/534.0
ゴーゴージャグラー3,552,"2,099",5,6,1/190.8,1/419.8,1/349.8
ゴーゴージャグラー3,553,"2,873",7,6,1/221.0,1/410.4,1/478.8
ゴーゴージャグラー3,554,"5,603",21,29,1/112.1,1/266.8,1/193.2
ゴーゴージャグラー3,555,"3,377",6,15,1/160.8,1/562.8,1/225.1
ゴーゴージャグラー3,556,"3,555",12,12,1/148.1,1/296.2,1/296.2
スマスロ北斗の拳,648,"3,559",34,10,1/80.9,1/104.7,1/355.9
スマスロ北斗の拳,649,"1,962",13,5,1/109.0,1/150.9,1/392.4
スマスロ北斗の拳,650,"1,731",28,4,1/54.1,1/61.8,1/432.8
スマスロ北斗の拳,651,"2,683",15,4,1/141.2,1/178.9,1/670.8
スマスロ北斗の拳,652,984,15,5,1/49.2,1/65.6,1/196.8
スマスロ北斗の拳,653,928,4,2,1/154.7,1/232.0,1/464.0
