台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"5,062",-556,18,11,1/174.6,1/281.2,1/460.2
1002,"7,415","+1,756",32,25,1/130.1,1/231.7,1/296.6
1003,"1,850","-1,041",4,3,1/264.3,1/462.5,1/616.7
1004,"6,794","+1,879",29,27,1/121.3,1/234.3,1/251.6
1005,"4,684",-806,13,16,1/161.5,1/360.3,1/292.8
1006,"6,915",+312,27,18,1/153.7,1/256.1,1/384.2
1007,"4,746",-394,19,9,1/169.5,1/249.8,1/527.3
1008,"3,420",-474,12,7,1/180.0,1/285.0,1/488.6
1009,"8,344","+4,721",46,29,1/111.3,1/181.4,1/287.7
1010,"6,952",+268,27,19,1/151.1,1/257.5,1/365.9
1011,"5,540",-726,20,13,1/167.9,1/277.0,1/426.2
1012,"5,901","-1,359",17,18,1/168.6,1/347.1,1/327.8
1013,"1,309",-456,4,1,1/261.8,1/327.2,1/1309.0
1014,"7,212",+85,25,24,1/147.2,1/288.5,1/300.5
1015,"8,237","-1,018",23,35,1/142.0,1/358.1,1/235.3
1016,"7,728",-841,25,26,1/151.5,1/309.1,1/297.2
1017,"8,732",-100,32,26,1/150.6,1/272.9,1/335.8
1018,"3,257",-385,10,9,1/171.4,1/325.7,1/361.9
1019,"3,502",-191,12,12,1/145.9,1/291.8,1/291.8
1020,"7,789","+2,303",39,22,1/127.7,1/199.7,1/354.0
1021,"3,310","-1,135",11,6,1/194.7,1/300.9,1/551.7
1022,"3,208","-1,006",11,3,1/229.1,1/291.6,1/1069.3
1023,"8,293",+374,35,17,1/159.5,1/236.9,1/487.8
1024,"7,503",-194,31,16,1/159.6,1/242.0,1/468.9
1025,"7,117",+982,30,25,1/129.4,1/237.2,1/284.7
1026,"5,119","+1,288",25,12,1/138.4,1/204.8,1/426.6
1027,"2,325","-1,229",6,1,1/332.1,1/387.5,1/2325.0
1028,"9,292",+603,37,30,1/138.7,1/251.1,1/309.7
1029,"8,053",+759,33,21,1/149.1,1/244.0,1/383.5
1030,"4,461",-85,14,19,1/135.2,1/318.6,1/234.8
1031,"7,123",+109,25,22,1/151.6,1/284.9,1/323.8
1032,"5,733",+132,21,18,1/147.0,1/273.0,1/318.5
1033,"4,807","-1,182",13,13,1/184.9,1/369.8,1/369.8
1034,"7,105",-959,24,19,1/165.2,1/296.0,1/373.9
1035,"2,740",+479,13,6,1/144.2,1/210.8,1/456.7
1036,"7,308",+676,28,21,1/149.1,1/261.0,1/348.0
1037,"4,984",-585,18,14,1/155.8,1/276.9,1/356.0
1038,"2,903","-1,900",2,7,1/322.6,1/1451.5,1/414.7
1039,"2,391",-874,6,3,1/265.7,1/398.5,1/797.0
1040,"3,785",+21,17,8,1/151.4,1/222.6,1/473.1
1041,"7,272","+1,509",32,28,1/121.2,1/227.2,1/259.7
1042,"3,370",-444,12,7,1/177.4,1/280.8,1/481.4
1043,"5,210",-359,17,18,1/148.9,1/306.5,1/289.4
1044,"9,557","+1,829",39,35,1/129.1,1/245.1,1/273.1
1045,"7,523","+2,021",35,29,1/117.5,1/214.9,1/259.4
1046,"3,941",-126,13,16,1/135.9,1/303.2,1/246.3
1047,"4,750","-1,218",11,16,1/175.9,1/431.8,1/296.9
1048,"4,923",-759,17,12,1/169.8,1/289.6,1/410.2
1049,"8,663","+1,394",37,27,1/135.4,1/234.1,1/320.9
1050,"6,959","+1,629",34,19,1/131.3,1/204.7,1/366.3
1069,"4,108","-1,206",11,9,1/205.4,1/373.5,1/456.4
1070,"4,685",-615,14,15,1/161.6,1/334.6,1/312.3
1071,"6,439","+1,112",30,16,1/140.0,1/214.6,1/402.4
1072,"3,898",-462,14,8,1/177.2,1/278.4,1/487.2
1073,"8,796","+1,971",35,40,1/117.3,1/251.3,1/219.9
1074,"2,166",-291,8,3,1/196.9,1/270.8,1/722.0
1075,"8,253","+3,212",39,35,1/111.5,1/211.6,1/235.8
1076,"7,512",-124,28,21,1/153.3,1/268.3,1/357.7
1077,"7,989",+912,30,28,1/137.7,1/266.3,1/285.3
1078,"7,960",-585,28,20,1/165.8,1/284.3,1/398.0
1079,"4,219","-1,006",10,14,1/175.8,1/421.9,1/301.4
1080,"6,126","-1,394",16,20,1/170.2,1/382.9,1/306.3
1081,"7,963","+2,762",33,35,1/117.1,1/241.3,1/227.5
1082,"8,043","-1,135",25,21,1/174.8,1/321.7,1/383.0
1083,"2,058",-868,5,4,1/228.7,1/411.6,1/514.5
1084,"5,477","-2,268",13,7,1/273.9,1/421.3,1/782.4
1085,"8,231","+2,126",38,27,1/126.6,1/216.6,1/304.9
1086,"5,432","-1,182",14,17,1/175.2,1/388.0,1/319.5
1087,"2,160",-762,7,3,1/216.0,1/308.6,1/720.0
1088,"6,844","+3,188",37,27,1/106.9,1/185.0,1/253.5
1089,"1,481",-479,4,3,1/211.6,1/370.2,1/493.7
1090,"3,312",-615,12,3,1/220.8,1/276.0,1/1104.0
1091,"1,930",-526,6,1,1/275.7,1/321.7,1/1930.0
1092,"5,905",+74,23,16,1/151.4,1/256.7,1/369.1
1093,"2,285",-912,7,1,1/285.6,1/326.4,1/2285.0
1094,"4,524","-1,594",15,7,1/205.6,1/301.6,1/646.3
1095,"6,607",-803,17,25,1/157.3,1/388.6,1/264.3
1096,"3,165",+362,14,9,1/137.6,1/226.1,1/351.7
1097,"5,106",-782,19,8,1/189.1,1/268.7,1/638.2
1098,"4,890","-1,100",15,9,1/203.8,1/326.0,1/543.3
1099,"4,755","-1,724",13,12,1/190.2,1/365.8,1/396.2
