台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"7,325",+453,31,16,1/155.9,1/236.3,1/457.8
1002,"4,712",-841,14,17,1/152.0,1/336.6,1/277.2
1003,"6,154",-641,20,21,1/150.1,1/307.7,1/293.0
1004,"2,621",-297,8,8,1/163.8,1/327.6,1/327.6
1005,"6,910",+779,28,25,1/130.4,1/246.8,1/276.4
1006,"2,134",-74,10,2,1/177.8,1/213.4,1/1067.0
1007,"2,628",-662,9,6,1/175.2,1/292.0,1/438.0
1008,"6,916","+1,194",30,21,1/135.6,1/230.5,1/329.3
1009,"3,135",-15,14,4,1/174.2,1/223.9,1/783.8
1010,"6,122",-688,22,12,1/180.1,1/278.3,1/510.2
1011,"3,684","-1,829",8,7,1/245.6,1/460.5,1/526.3
1012,"4,533","-2,391",10,8,1/251.8,1/453.3,1/566.6
1013,"2,111",-356,5,8,1/162.4,1/422.2,1/263.9
1014,"4,548",-488,16,11,1/168.4,1/284.2,1/413.5
1015,"6,817","+1,112",33,16,1/139.1,1/206.6,1/426.1
1016,"5,453",-291,19,19,1/143.5,1/287.0,1/287.0
1017,"5,758",-29,23,17,1/143.9,1/250.3,1/338.7
1018,"3,709",-732,13,6,1/195.2,1/285.3,1/618.2
1019,"3,332",-674,10,10,1/166.6,1/333.2,1/333.2
1020,"5,883",+97,25,15,1/147.1,1/235.3,1/392.2
1021,"3,891",-97,16,8,1/162.1,1/243.2,1/486.4
1022,"5,146","+1,653",29,12,1/125.5,1/177.4,1/428.8
1023,"1,735",-285,7,2,1/192.8,1/247.9,1/867.5
1024,"6,684","-1,688",17,19,1/185.7,1/393.2,1/351.8
1025,"9,269","+5,559",54,36,1/103.0,1/171.6,1/257.5
1026,"6,057","+1,265",27,21,1/126.2,1/224.3,1/288.4
1027,"2,084",-982,6,3,1/231.6,1/347.3,1/694.7
1028,"2,876",-244,10,6,1/179.8,1/287.6,1/479.3
1029,"4,186","+1,218",21,10,1/135.0,1/199.3,1/418.6
1030,"2,764",-532,10,2,1/230.3,1/276.4,1/1382.0
1031,"7,044","+1,029",26,30,1/125.8,1/270.9,1/234.8
1032,"3,039",-679,7,11,1/168.8,1/434.1,1/276.3
1033,"2,134",-409,7,4,1/194.0,1/304.9,1/533.5
1034,"6,513","+1,500",30,14,1/148.0,1/217.1,1/465.2
1035,"6,789",+924,28,21,1/138.6,1/242.5,1/323.3
1036,"5,918",+900,27,16,1/137.6,1/219.2,1/369.9
1037,"7,814",-279,26,28,1/144.7,1/300.5,1/279.1
1038,"5,567",-568,20,13,1/168.7,1/278.4,1/428.2
1039,"3,117",+759,17,5,1/141.7,1/183.4,1/623.4
1040,"5,678",-374,19,18,1/153.5,1/298.8,1/315.4
1041,"7,304","+1,174",31,22,1/137.8,1/235.6,1/332.0
1042,"5,512",-441,19,18,1/149.0,1/290.1,1/306.2
1043,"1,196",-326,4,2,1/199.3,1/299.0,1/598.0
1044,"5,858","-1,759",13,19,1/183.1,1/450.6,1/308.3
1045,"7,614",+100,27,28,1/138.4,1/282.0,1/271.9
1046,"5,492","+1,547",27,15,1/130.8,1/203.4,1/366.1
1047,"3,850",+9,15,11,1/148.1,1/256.7,1/350.0
1048,"5,120","-1,791",13,12,1/204.8,1/393.8,1/426.7
1049,"7,328","+1,350",31,21,1/140.9,1/236.4,1/349.0
1050,"5,164",+768,22,18,1/129.1,1/234.7,1/286.9
1069,"6,848",+618,28,19,1/145.7,1/244.6,1/360.4
1070,"1,704",-574,5,2,1/243.4,1/340.8,1/852.0
1071,"3,736","-2,056",5,12,1/219.8,1/747.2,1/311.3
1072,"5,016",-968,17,12,1/173.0,1/295.1,1/418.0
1073,"8,444","+2,718",39,35,1/114.1,1/216.5,1/241.3
1074,"3,128",-438,10,9,1/164.6,1/312.8,1/347.6
1075,"6,573",-300,23,22,1/146.1,1/285.8,1/298.8
1076,"5,761",-168,23,14,1/155.7,1/250.5,1/411.5
1077,"5,736",+91,23,15,1/150.9,1/249.4,1/382.4
1078,"6,301","+1,147",31,14,1/140.0,1/203.3,1/450.1
1079,"2,046",-338,6,4,1/204.6,1/341.0,1/511.5
1080,"8,648","+1,853",36,37,1/118.5,1/240.2,1/233.7
1081,"6,173",+971,25,22,1/131.3,1/246.9,1/280.6
1082,"3,130",-912,8,6,1/223.6,1/391.2,1/521.7
1083,"2,450","-1,653",3,5,1/306.2,1/816.7,1/490.0
1084,"4,784","-1,241",15,9,1/199.3,1/318.9,1/531.6
1085,"8,488",-382,28,26,1/157.2,1/303.1,1/326.5
1086,"4,140","-1,029",12,14,1/159.2,1/345.0,1/295.7
1087,"9,120","+2,788",43,38,1/112.6,1/212.1,1/240.0
1088,"4,124",+144,21,3,1/171.8,1/196.4,1/1374.7
1089,"3,089",-356,11,4,1/205.9,1/280.8,1/772.2
1090,"7,195",+806,30,21,1/141.1,1/239.8,1/342.6
1091,"6,622",+21,21,25,1/144.0,1/315.3,1/264.9
1092,"4,250",-721,15,7,1/193.2,1/283.3,1/607.1
1093,"5,222","-1,076",15,18,1/158.2,1/348.1,1/290.1
1094,"4,694",-53,18,10,1/167.6,1/260.8,1/469.4
1095,"4,489",+397,17,11,1/160.3,1/264.1,1/408.1
1096,"4,912",+547,20,15,1/140.3,1/245.6,1/327.5
1097,"3,342","-1,653",5,10,1/222.8,1/668.4,1/334.2
1098,"6,895","+1,241",29,29,1/118.9,1/237.8,1/237.8
1099,"4,809",-468,17,13,1/160.3,1/282.9,1/369.9
