機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"3,385","+3,298",62,7,0,1/49.1,1/54.6,1/483.6,1/0.0
スマスロ北斗の拳,343,436,-325,2,1,0,1/145.3,1/218.0,1/436.0,1/0.0
スマスロ北斗の拳,344,"1,958",-306,19,5,0,1/81.6,1/103.1,1/391.6,1/0.0
スマスロ北斗の拳,345,"1,299",-99,12,2,0,1/92.8,1/108.2,1/649.5,1/0.0
スマスロ北斗の拳,346,"1,633",+316,19,3,0,1/74.2,1/85.9,1/544.3,1/0.0
スマスロ北斗の拳,347,"2,769","-2,429",13,5,0,1/153.8,1/213.0,1/553.8,1/0.0
スマスロ北斗の拳,348,"1,687",+840,26,2,0,1/60.2,1/64.9,1/843.5,1/0.0
スマスロ北斗の拳,349,"1,546","-1,004",7,4,0,1/140.5,1/220.9,1/386.5,1/0.0
アイムジャグラーEX-TP,319,"2,254",-754,5,6,0,1/204.9,1/450.8,1/375.7,1/0.0
アイムジャグラーEX-TP,320,"2,258","-1,556",3,5,0,1/282.2,1/752.7,1/451.6,1/0.0
アイムジャグラーEX-TP,321,"2,147",-496,6,6,0,1/178.9,1/357.8,1/357.8,1/0.0
アイムジャグラーEX-TP,322,"5,624","+1,703",28,17,0,1/125.0,1/200.9,1/330.8,1/0.0
アイムジャグラーEX-TP,323,"1,475",+347,8,3,0,1/134.1,1/184.4,1/491.7,1/0.0
アイムジャグラーEX-TP,324,"2,202",-652,7,2,0,1/244.7,1/314.6,1/1101.0,1/0.0
アイムジャグラーEX-TP,325,"3,037",+753,15,6,0,1/144.6,1/202.5,1/506.2,1/0.0
マイジャグラーV,313,"3,593",+23,15,7,0,1/163.3,1/239.5,1/513.3,1/0.0
マイジャグラーV,314,"1,811",-516,5,5,0,1/181.1,1/362.2,1/362.2,1/0.0
マイジャグラーV,315,"2,114",-3,8,7,0,1/140.9,1/264.2,1/302.0,1/0.0
