機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
アイムジャグラーEX-TP,319,"6,973","+2,178",29,34,0,1/110.7,1/240.4,1/205.1,1/0.0
アイムジャグラーEX-TP,320,"4,435",+361,15,18,0,1/134.4,1/295.7,1/246.4,1/0.0
アイムジャグラーEX-TP,321,"5,264",-215,17,14,0,1/169.8,1/309.6,1/376.0,1/0.0
アイムジャグラーEX-TP,322,"3,044",-550,10,6,0,1/190.2,1/304.4,1/507.3,1/0.0
アイムジャグラーEX-TP,323,"3,769",-202,15,6,0,1/179.5,1/251.3,1/628.2,1/0.0
アイムジャグラーEX-TP,324,"5,613",+546,19,29,0,1/116.9,1/295.4,1/193.6,1/0.0
アイムジャグラーEX-TP,325,"6,909","+1,052",24,33,0,1/121.2,1/287.9,1/209.4,1/0.0
スマスロ北斗の拳,342,"3,345",-315,34,7,0,1/81.6,1/98.4,1/477.9,1/0.0
スマスロ北斗の拳,343,"3,178","-1,788",19,7,0,1/122.2,1/167.3,1/454.0,1/0.0
スマスロ北斗の拳,344,"3,607","+1,853",52,10,0,1/58.2,1/69.4,1/360.7,1/0.0
スマスロ北斗の拳,345,"4,208",-320,46,8,0,1/77.9,1/91.5,1/526.0,1/0.0
スマスロ北斗の拳,346,"4,159",+41,40,12,0,1/80.0,1/104.0,1/346.6,1/0.0
スマスロ北斗の拳,347,"1,753","+1,219",30,3,0,1/53.1,1/58.4,1/584.3,1/0.0
スマスロ北斗の拳,348,"5,896",+868,73,16,0,1/66.2,1/80.8,1/368.5,1/0.0
マイジャグラーV,313,"5,038","-1,080",15,13,0,1/179.9,1/335.9,1/387.5,1/0.0
マイジャグラーV,314,"5,392",+294,22,17,0,1/138.3,1/245.1,1/317.2,1/0.0
マイジャグラーV,315,"4,626",+736,20,14,0,1/136.1,1/231.3,1/330.4,1/0.0
マイジャグラーV,316,"3,685",+555,14,16,0,1/122.8,1/263.2,1/230.3,1/0.0
マイジャグラーV,317,"2,325",-906,7,2,0,1/258.3,1/332.1,1/1162.5,1/0.0
マイジャグラーV,318,"3,841",+636,20,7,0,1/142.3,1/192.1,1/548.7,1/0.0
ハッピージャグラーVIII,330,"3,007","-1,135",9,5,0,1/214.8,1/334.1,1/601.4,1/0.0
ハッピージャグラーVIII,331,434,-497,0,1,0,1/434.0,1/0.0,1/434.0,1/0.0
ハッピージャグラーVIII,332,"6,367",+897,28,17,0,1/141.5,1/227.4,1/374.5,1/0.0
ハッピージャグラーVIII,333,"3,193",-622,9,11,0,1/159.7,1/354.8,1/290.3,1/0.0
ハナハナホウオウ～天翔～,424,"2,494",-446,9,2,0,1/226.7,1/277.1,1/1247.0,1/0.0
ハナハナホウオウ～天翔～,425,"1,931",-648,5,3,0,1/241.4,1/386.2,1/643.7,1/0.0
ハナハナホウオウ～天翔～,426,"3,873",-343,13,8,0,1/184.4,1/297.9,1/484.1,1/0.0
ハナハナホウオウ～天翔～,427,"3,068",+22,10,12,0,1/139.5,1/306.8,1/255.7,1/0.0
甲鉄城のカバネリ,399,"2,914","+6,073",0,18,73,1/32.0,1/0.0,1/161.9,1/39.9
甲鉄城のカバネリ,400,256,+26,0,1,3,1/64.0,1/0.0,1/256.0,1/85.3
甲鉄城のカバネリ,401,"2,247","-1,179",0,8,15,1/97.7,1/0.0,1/280.9,1/149.8
甲鉄城のカバネリ,402,"2,941",-511,0,14,26,1/73.5,1/0.0,1/210.1,1/113.1
ゴーゴージャグラー3,336,"1,629",-394,5,4,0,1/181.0,1/325.8,1/407.2,1/0.0
ゴーゴージャグラー3,337,"3,554",+382,16,10,0,1/136.7,1/222.1,1/355.4,1/0.0
ゴーゴージャグラー3,338,"2,670",-143,10,5,0,1/178.0,1/267.0,1/534.0,1/0.0
ゴールデンカムイ,403,"1,592","+1,103",0,6,24,1/53.1,1/0.0,1/265.3,1/66.3
ゴールデンカムイ,404,"1,200",-623,0,5,6,1/109.1,1/0.0,1/240.0,1/200.0
ゴールデンカムイ,405,995,-771,0,3,3,1/165.8,1/0.0,1/331.7,1/331.7
ゴッドイーター リザレクション,371,"3,951","+12,330",0,16,108,1/31.9,1/0.0,1/246.9,1/36.6
ゴッドイーター リザレクション,372,"6,057","-3,333",0,18,57,1/80.8,1/0.0,1/336.5,1/106.3
ゴッドイーター リザレクション,373,"3,452","+6,961",0,9,71,1/43.1,1/0.0,1/383.6,1/48.6
ファンキージャグラー2,339,"3,859",-55,15,9,0,1/160.8,1/257.3,1/428.8,1/0.0
ファンキージャグラー2,340,"6,774",+751,28,22,0,1/135.5,1/241.9,1/307.9,1/0.0
ファンキージャグラー2,341,"4,609",+273,18,16,0,1/135.6,1/256.1,1/288.1,1/0.0
戦国乙女4 戦乱に閃く炯眼の軍師,368,705,-166,3,0,2,1/141.0,1/235.0,1/0.0,1/352.5
戦国乙女4 戦乱に閃く炯眼の軍師,369,"5,412","-1,076",17,0,13,1/180.4,1/318.4,1/0.0,1/416.3
戦国乙女4 戦乱に閃く炯眼の軍師,370,"1,676",-964,8,0,1,1/186.2,1/209.5,1/0.0,1/1676.0
沖ドキ!GOLD,326,"2,277",-727,9,10,0,1/119.8,1/253.0,1/227.7,1/0.0
沖ドキ!GOLD,327,"2,070",+165,16,1,0,1/121.8,1/129.4,1/2070.0,1/0.0
沖ドキ!GOLD,328,"1,884",-293,10,6,0,1/117.8,1/188.4,1/314.0,1/0.0
ジャグラーガールズ,334,"2,475",-791,7,4,0,1/225.0,1/353.6,1/618.8,1/0.0
ジャグラーガールズ,335,"4,618","-1,197",16,8,0,1/192.4,1/288.6,1/577.2,1/0.0
スマスロキングパルサー,355,130,-210,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロキングパルサー,356,129,-232,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ真・北斗無双,349,"1,280","-1,123",5,0,2,1/182.9,1/256.0,1/0.0,1/640.0
スマスロ真・北斗無双,350,"1,643","-1,683",5,0,3,1/205.4,1/328.6,1/0.0,1/547.7
ニューゲッターマウス,415,175,-182,0,1,0,1/175.0,1/0.0,1/175.0,1/0.0
ニューゲッターマウス,416,441,-336,0,2,0,1/220.5,1/0.0,1/220.5,1/0.0
バジリスク絆2,414,"1,376",-562,10,0,6,1/86.0,1/137.6,1/0.0,1/229.3
バジリスク絆2,429,813,"+1,567",14,0,20,1/23.9,1/58.1,1/0.0,1/40.6
ファミスタ回胴版!!,420,523,-370,1,0,0,1/523.0,1/523.0,1/0.0,1/0.0
ファミスタ回胴版!!,421,"3,401",-848,9,14,0,1/147.9,1/377.9,1/242.9,1/0.0
モンキーターンV,366,"3,737",+426,0,12,52,1/58.4,1/0.0,1/311.4,1/71.9
モンキーターンV,367,"4,215","-3,220",0,13,29,1/100.4,1/0.0,1/324.2,1/145.3
主役は銭形4,353,"1,373","-1,330",0,4,7,1/124.8,1/0.0,1/343.2,1/196.1
主役は銭形4,354,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
交響詩篇エウレカセブン4 HI-EVOLUTION,351,556,+784,0,3,4,1/79.4,1/0.0,1/185.3,1/139.0
交響詩篇エウレカセブン4 HI-EVOLUTION,352,"1,105","+2,208",0,10,12,1/50.2,1/0.0,1/110.5,1/92.1
戦姫絶唱シンフォギア 正義の歌,364,"2,553","-1,763",0,9,27,1/70.9,1/0.0,1/283.7,1/94.6
戦姫絶唱シンフォギア 正義の歌,365,"4,251","-2,182",0,14,50,1/66.4,1/0.0,1/303.6,1/85.0
押忍！番長4,374,"4,075","-2,612",0,6,39,1/90.6,1/0.0,1/679.2,1/104.5
押忍！番長4,375,"3,490",+854,0,9,40,1/71.2,1/0.0,1/387.8,1/87.2
新鬼武者2,394,378,-188,0,0,3,1/126.0,1/0.0,1/0.0,1/126.0
新鬼武者2,395,"1,100",-828,0,0,6,1/183.3,1/0.0,1/0.0,1/183.3
炎炎ノ消防隊,392,377,-445,0,1,0,1/377.0,1/0.0,1/377.0,1/0.0
炎炎ノ消防隊,393,"3,023",-608,0,12,17,1/104.2,1/0.0,1/251.9,1/177.8
転生したらスライムだった件,358,"1,427","-1,018",0,2,11,1/109.8,1/0.0,1/713.5,1/129.7
