台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"5,811",+150,22,19,1/141.7,1/264.1,1/305.8
1002,"9,127","+1,703",41,29,1/130.4,1/222.6,1/314.7
1003,"5,133",-403,17,15,1/160.4,1/301.9,1/342.2
1004,"7,624","+3,259",37,34,1/107.4,1/206.1,1/224.2
1005,"7,463","+1,253",29,31,1/124.4,1/257.3,1/240.7
1006,"4,879","-2,479",8,13,1/232.3,1/609.9,1/375.3
1007,"6,344","+1,226",32,13,1/141.0,1/198.2,1/488.0
1008,"2,609",-356,9,6,1/173.9,1/289.9,1/434.8
1009,"5,178",-841,16,11,1/191.8,1/323.6,1/470.7
1010,"6,051","+1,229",30,11,1/147.6,1/201.7,1/550.1
1011,"6,156",-826,23,12,1/175.9,1/267.7,1/513.0
1012,"5,887","+1,959",29,19,1/122.6,1/203.0,1/309.8
1013,"6,806",-915,26,11,1/183.9,1/261.8,1/618.7
1014,"8,792","+1,332",33,38,1/123.8,1/266.4,1/231.4
1015,"7,258",-226,24,24,1/151.2,1/302.4,1/302.4
1016,"3,015",-779,8,8,1/188.4,1/376.9,1/376.9
1017,"8,354",-53,32,26,1/144.0,1/261.1,1/321.3
1018,"9,152","+6,609",53,41,1/97.4,1/172.7,1/223.2
1019,"8,306",+359,30,28,1/143.2,1/276.9,1/296.6
1020,"5,686",-653,22,8,1/189.5,1/258.5,1/710.8
1021,"7,189",+3,29,21,1/143.8,1/247.9,1/342.3
1022,"7,571","-1,500",20,25,1/168.2,1/378.6,1/302.8
1023,"3,609",-912,10,10,1/180.4,1/360.9,1/360.9
1024,"8,304","+1,774",36,26,1/133.9,1/230.7,1/319.4
1025,"6,695",-26,27,17,1/152.2,1/248.0,1/393.8
1026,"6,187",-865,19,17,1/171.9,1/325.6,1/363.9
1027,"6,906",-121,24,20,1/157.0,1/287.8,1/345.3
1028,"2,641",+144,12,4,1/165.1,1/220.1,1/660.2
1029,"8,023",-582,29,24,1/151.4,1/276.7,1/334.3
1030,"2,845",-126,12,5,1/167.4,1/237.1,1/569.0
1031,"7,310",-3,26,22,1/152.3,1/281.2,1/332.3
1032,"3,807",-700,14,8,1/173.0,1/271.9,1/475.9
1033,"5,501",-421,21,10,1/177.5,1/262.0,1/550.1
1034,"8,079",+821,31,26,1/141.7,1/260.6,1/310.7
1035,"8,548",+18,30,26,1/152.6,1/284.9,1/328.8
1036,"5,191",-156,18,15,1/157.3,1/288.4,1/346.1
1037,"5,771",+218,22,15,1/156.0,1/262.3,1/384.7
1038,"1,970",-926,5,1,1/328.3,1/394.0,1/1970.0
1039,"8,260","+3,824",39,36,1/110.1,1/211.8,1/229.4
1040,"5,840",-912,17,20,1/157.8,1/343.5,1/292.0
1041,"7,989","-1,703",22,25,1/170.0,1/363.1,1/319.6
1042,"7,348","+2,374",39,19,1/126.7,1/188.4,1/386.7
1043,"7,836",+747,29,28,1/137.5,1/270.2,1/279.9
1044,"6,760","+2,444",33,26,1/114.6,1/204.8,1/260.0
1045,"5,455","-2,038",15,6,1/259.8,1/363.7,1/909.2
1046,"7,186",+156,28,20,1/149.7,1/256.6,1/359.3
1047,"7,967","+4,959",42,38,1/99.6,1/189.7,1/209.7
1048,"3,504",-888,11,8,1/184.4,1/318.5,1/438.0
1049,"6,359","+1,182",29,14,1/147.9,1/219.3,1/454.2
1050,"7,681",-550,25,28,1/144.9,1/307.2,1/274.3
1069,"5,615","-1,088",11,29,1/140.4,1/510.5,1/193.6
1070,"3,942",-335,17,4,1/187.7,1/231.9,1/985.5
1071,"9,199","+2,497",39,39,1/117.9,1/235.9,1/235.9
1072,"6,560","+1,300",30,17,1/139.6,1/218.7,1/385.9
1073,"5,804",-332,23,14,1/156.9,1/252.3,1/414.6
1074,"8,200","+2,568",40,24,1/128.1,1/205.0,1/341.7
1075,"4,055",-994,12,10,1/184.3,1/337.9,1/405.5
1076,"5,141",-485,18,14,1/160.7,1/285.6,1/367.2
1077,"4,143","-1,476",10,10,1/207.2,1/414.3,1/414.3
1078,"5,245",+121,21,12,1/158.9,1/249.8,1/437.1
1079,"9,238","+2,674",39,41,1/115.5,1/236.9,1/225.3
1080,"8,895","+2,882",42,30,1/123.5,1/211.8,1/296.5
1081,"6,097",-62,24,17,1/148.7,1/254.0,1/358.6
1082,"8,682","+3,306",41,36,1/112.8,1/211.8,1/241.2
1083,"4,887",+162,19,11,1/162.9,1/257.2,1/444.3
1084,"5,083","-1,500",13,16,1/175.3,1/391.0,1/317.7
1085,"5,773",-826,19,17,1/160.4,1/303.8,1/339.6
1086,"5,599",+421,25,11,1/155.5,1/224.0,1/509.0
1087,"9,384",+524,29,43,1/130.3,1/323.6,1/218.2
1088,"6,642","-1,359",18,20,1/174.8,1/369.0,1/332.1
1089,"5,115",+456,21,14,1/146.1,1/243.6,1/365.4
1090,"7,344","+2,176",29,33,1/118.5,1/253.2,1/222.5
1091,"7,323",-912,23,18,1/178.6,1/318.4,1/406.8
1092,"4,001","-1,500",11,7,1/222.3,1/363.7,1/571.6
1093,"8,245","+3,918",42,40,1/100.5,1/196.3,1/206.1
1094,"3,865",-768,14,6,1/193.2,1/276.1,1/644.2
1095,"8,718","+5,029",44,38,1/106.3,1/198.1,1/229.4
1096,"3,310",-909,11,4,1/220.7,1/300.9,1/827.5
1097,"7,436","+3,047",41,20,1/121.9,1/181.4,1/371.8
1098,"3,845",-838,11,12,1/167.2,1/349.5,1/320.4
1099,"5,512",+226,22,15,1/149.0,1/250.5,1/367.5
