機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"4,896",17,12,1/168.8,1/288.0,1/408.0
マイジャグラーV,445,"3,307",14,8,1/150.3,1/236.2,1/413.4
マイジャグラーV,446,"6,709",21,26,1/142.7,1/319.5,1/258.0
マイジャグラーV,447,"3,061",17,5,1/139.1,1/180.1,1/612.2
マイジャグラーV,448,"4,603",17,14,1/148.5,1/270.8,1/328.8
マイジャグラーV,449,"2,562",10,5,1/170.8,1/256.2,1/512.4
マイジャグラーV,450,"7,655",40,26,1/116.0,1/191.4,1/294.4
マイジャグラーV,451,"2,552",5,7,1/212.7,1/510.4,1/364.6
マイジャグラーV,452,"2,650",9,5,1/189.3,1/294.4,1/530.0
マイジャグラーV,453,"5,236",18,15,1/158.7,1/290.9,1/349.1
マイジャグラーV,454,"1,442",2,4,1/240.3,1/721.0,1/360.5
マイジャグラーV,455,"4,395",16,6,1/199.8,1/274.7,1/732.5
マイジャグラーV,456,"1,772",3,5,1/221.5,1/590.7,1/354.4
マイジャグラーV,465,"2,586",11,5,1/161.6,1/235.1,1/517.2
マイジャグラーV,466,"2,652",11,7,1/147.3,1/241.1,1/378.9
マイジャグラーV,467,"3,411",19,7,1/131.2,1/179.5,1/487.3
マイジャグラーV,468,"5,760",20,21,1/140.5,1/288.0,1/274.3
マイジャグラーV,469,"2,662",16,6,1/121.0,1/166.4,1/443.7
マイジャグラーV,470,"1,554",6,1,1/222.0,1/259.0,1/1554.0
マイジャグラーV,471,"2,137",8,3,1/194.3,1/267.1,1/712.3
マイジャグラーV,472,"5,608",20,19,1/143.8,1/280.4,1/295.2
マイジャグラーV,473,"2,567",9,6,1/171.1,1/285.2,1/427.8
マイジャグラーV,474,"3,106",11,8,1/163.5,1/282.4,1/388.2
マイジャグラーV,475,"1,784",6,5,1/162.2,1/297.3,1/356.8
マイジャグラーV,476,"3,621",15,12,1/134.1,1/241.4,1/301.8
マイジャグラーV,477,"4,098",15,8,1/178.2,1/273.2,1/512.2
アイムジャグラーEX-TP,457,"4,548",22,16,1/119.7,1/206.7,1/284.2
アイムジャグラーEX-TP,458,398,0,2,1/199.0,1/0.0,1/199.0
アイムジャグラーEX-TP,459,"1,260",3,3,1/210.0,1/420.0,1/420.0
アイムジャグラーEX-TP,460,"2,122",12,3,1/141.5,1/176.8,1/707.3
