,,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE
d: マイジャグラーV,803,15213,-2465,0.946,447.4,172.9,2772.0,-250.0,0.97,252.0,145.9,4525.0,-1035.0,0.924,452.5,181.0,4449.0,-180.0,0.987,404.5,153.4,820.0,-76.0,0.969,,205.0,2647.0,-924.0,0.884,1323.5,240.6
d: マイジャグラーV,804,13796,-2221,0.946,344.9,172.4,751.0,-506.0,0.775,751.0,375.5,3407.0,-1919.0,0.812,340.7,227.1,3316.0,-29.0,0.997,301.5,150.7,3682.0,541.0,1.049,263.0,131.5,2640.0,-308.0,0.961,660.0,203.1
d: マイジャグラーV,805,21879,-1925,0.971,284.1,146.8,2438.0,-1035.0,0.858,348.3,187.5,5149.0,-849.0,0.945,321.8,156.0,4151.0,-35.0,0.997,230.6,133.9,6479.0,430.0,1.022,281.7,135.0,3662.0,-436.0,0.96,281.7,152.6
d: マイジャグラーV,806,14704,-216,0.995,565.5,171.0,2939.0,-41.0,0.995,734.8,172.9,3195.0,64.0,1.007,798.8,177.5,3719.0,-913.0,0.918,531.3,206.6,920.0,-157.0,0.943,460.0,184.0,3931.0,831.0,1.07,436.8,140.4
d: マイジャグラーV,807,16441,-808,0.984,310.2,149.5,2935.0,-1244.0,0.859,326.1,209.6,7798.0,2209.0,1.094,324.9,123.8,1003.0,-448.0,0.851,501.5,200.6,693.0,-459.0,0.779,,693.0,4012.0,-866.0,0.928,222.9,148.6
d: マイジャグラーV,808,26834,297,1.004,288.5,140.5,5707.0,622.0,1.036,219.5,124.1,6439.0,-453.0,0.977,292.7,146.3,4771.0,1314.0,1.092,280.6,122.3,6135.0,547.0,1.03,360.9,142.7,3782.0,-1733.0,0.847,343.8,199.1
e: ファンキージャグラー2,819,10119,-2290,0.925,460.0,190.9,571.0,-401.0,0.766,285.5,190.3,2776.0,541.0,1.065,396.6,138.8,1982.0,-1430.0,0.76,330.3,283.1,323.0,-192.0,0.802,,323.0,4467.0,-808.0,0.94,638.1,203.0
e: ファンキージャグラー2,820,6227,-2279,0.878,518.9,222.4,832.0,-308.0,0.877,277.3,166.4,3287.0,-1291.0,0.869,469.6,219.1,690.0,-680.0,0.671,690.0,690.0,275.0,-29.0,0.965,,275.0,1143.0,29.0,1.008,1143.0,190.5
e: ファンキージャグラー2,821,8724,-1226,0.953,545.2,181.8,143.0,-157.0,0.634,,,3400.0,-703.0,0.931,680.0,188.9,2751.0,-87.0,0.989,458.5,171.9,894.0,76.0,1.028,894.0,178.8,1536.0,-355.0,0.923,384.0,170.7
e: ファンキージャグラー2,822,7739,-884,0.962,483.7,175.9,125.0,-157.0,0.581,,,3152.0,-1151.0,0.878,350.2,185.4,2810.0,1337.0,1.159,562.0,133.8,413.0,99.0,1.08,,206.5,1239.0,-1012.0,0.728,619.5,309.8
e: ファンキージャグラー2,823,9157,-442,0.984,481.9,176.1,398.0,-459.0,0.616,,,1808.0,-436.0,0.92,452.0,200.9,1806.0,-355.0,0.934,602.0,225.8,2512.0,477.0,1.063,314.0,139.6,2633.0,331.0,1.042,658.2,154.9
e: ファンキージャグラー2,824,9597,1278,1.044,479.8,154.8,179.0,-215.0,0.6,,,3674.0,2674.0,1.243,367.4,111.3,618.0,-378.0,0.796,,309.0,1190.0,-297.0,0.917,238.0,148.8,3936.0,-506.0,0.957,787.2,207.2
e: ファンキージャグラー2,825,6614,-3000,0.849,508.8,236.2,108.0,-122.0,0.623,,,1261.0,-913.0,0.759,420.3,315.2,3524.0,-297.0,0.972,440.5,167.8,122.0,-145.0,0.604,,,1599.0,-1523.0,0.683,799.5,533.0
e: ファンキージャグラー2,826,11310,-3900,0.885,538.6,221.8,833.0,-459.0,0.816,,416.5,2858.0,-1267.0,0.852,714.5,238.2,1372.0,-378.0,0.908,686.0,228.7,1372.0,-622.0,0.849,686.0,274.4,4875.0,-1174.0,0.92,375.0,187.5
f: ウルトラミラクルジャグラー,860,11683,-2378,0.932,402.9,174.4,897.0,52.0,1.019,448.5,149.5,4494.0,-1826.0,0.865,345.7,187.2,5573.0,-110.0,0.993,398.1,154.8,719.0,-494.0,0.771,,719.0,,,,,
f: ウルトラミラクルジャグラー,861,5891,-2762,0.844,490.9,235.6,513.0,-506.0,0.671,,,1103.0,-657.0,0.801,551.5,275.8,1083.0,-680.0,0.791,541.5,270.8,3192.0,-919.0,0.904,399.0,187.8,,,,,
f: ウルトラミラクルジャグラー,862,14753,128,1.003,526.9,162.1,544.0,-390.0,0.761,544.0,272.0,8562.0,1105.0,1.043,503.6,150.2,3872.0,215.0,1.019,553.1,161.3,1775.0,-802.0,0.849,591.7,221.9,,,,,
f: ウルトラミラクルジャグラー,863,7747,-3762,0.838,352.1,203.9,1036.0,-645.0,0.792,207.2,172.7,2053.0,-297.0,0.952,513.2,171.1,3510.0,-2070.0,0.803,319.1,219.4,1148.0,-750.0,0.782,574.0,287.0,,,,,
f: ウルトラミラクルジャグラー,864,10297,88,1.003,381.4,153.7,3283.0,634.0,1.064,364.8,136.8,2227.0,-238.0,0.964,278.4,148.5,681.0,-622.0,0.696,,681.0,4106.0,314.0,1.025,410.6,152.1,,,,,
f: ウルトラミラクルジャグラー,865,16040,46,1.001,411.3,154.2,450.0,87.0,1.064,450.0,150.0,7356.0,901.0,1.041,350.3,141.5,6878.0,-378.0,0.982,458.5,160.0,1356.0,-564.0,0.861,678.0,226.0,,,,,
g: ジャグラーガールズ,816,10265,-1645,0.947,301.9,165.6,1.0,6.0,3.0,,,2657.0,-564.0,0.929,295.2,166.1,1216.0,-343.0,0.906,405.3,202.7,5138.0,-343.0,0.978,233.5,146.8,1253.0,-401.0,0.893,,250.6
g: ジャグラーガールズ,817,11071,-296,0.991,276.8,141.9,172.0,-203.0,0.607,,,6492.0,1477.0,1.076,249.7,120.2,1270.0,238.0,1.062,423.3,141.1,1121.0,-657.0,0.805,280.2,186.8,2016.0,-1151.0,0.81,288.0,224.0
g: ジャグラーガールズ,818,11044,-1017,0.969,424.8,164.8,684.0,-169.0,0.918,171.0,136.8,1324.0,-273.0,0.931,662.0,189.1,1478.0,-273.0,0.938,492.7,184.8,1218.0,-366.0,0.9,304.5,174.0,6340.0,64.0,1.003,487.7,158.5
h: ハッピージャグラーVIII,849,13871,-379,0.991,338.3,147.6,881.0,-227.0,0.914,440.5,176.2,5919.0,-157.0,0.991,281.9,140.9,4263.0,599.0,1.047,387.5,137.5,678.0,203.0,1.1,678.0,135.6,2130.0,-797.0,0.875,355.0,193.6
h: ハッピージャグラーVIII,850,3985,-1972,0.835,306.5,199.2,683.0,-52.0,0.975,341.5,170.8,556.0,-390.0,0.766,556.0,278.0,323.0,-390.0,0.598,323.0,323.0,154.0,-192.0,0.584,,,2269.0,-948.0,0.861,252.1,174.5
h: ハッピージャグラーVIII,851,8474,557,1.022,423.7,148.7,1041.0,64.0,1.02,260.2,130.1,2261.0,110.0,1.016,376.8,141.3,1595.0,192.0,1.04,797.5,159.5,696.0,-262.0,0.875,696.0,232.0,2881.0,453.0,1.052,411.6,144.0
h: ハッピージャグラーVIII,852,6743,-808,0.96,321.1,149.8,350.0,-134.0,0.872,350.0,175.0,1941.0,-622.0,0.893,485.2,194.1,2070.0,-145.0,0.977,258.8,138.0,845.0,-52.0,0.979,281.7,140.8,1537.0,145.0,1.031,307.4,128.1
h: ハッピージャグラーVIII,853,4742,-617,0.957,474.2,175.6,305.0,-59.0,0.936,305.0,152.5,1830.0,192.0,1.035,915.0,166.4,344.0,87.0,1.084,,172.0,502.0,-413.0,0.726,251.0,251.0,1761.0,-424.0,0.92,352.2,176.1
h: ハッピージャグラーVIII,854,15677,2482,1.053,356.3,140.0,1838.0,355.0,1.064,306.3,122.5,4267.0,17.0,1.001,533.4,170.7,5233.0,1174.0,1.075,373.8,137.7,157.0,-238.0,0.495,,,4182.0,1174.0,1.094,261.4,123.0
h: ハッピージャグラーVIII,855,5440,-1111,0.932,418.5,187.6,1108.0,-831.0,0.75,554.0,369.3,693.0,-262.0,0.874,346.5,231.0,484.0,-297.0,0.795,,484.0,2733.0,506.0,1.062,303.7,130.1,422.0,-227.0,0.821,,422.0
i: ゴーゴージャグラー3,809,12208,-2842,0.922,452.1,179.5,713.0,-203.0,0.905,237.7,142.6,3190.0,-407.0,0.957,638.0,177.2,742.0,-494.0,0.778,,371.0,3052.0,-680.0,0.926,305.2,160.6,4511.0,-1058.0,0.922,501.2,188.0
i: ゴーゴージャグラー3,810,6629,-808,0.959,552.4,174.4,53.0,-110.0,0.308,,,1509.0,-203.0,0.955,377.2,150.9,966.0,-878.0,0.697,966.0,483.0,2012.0,459.0,1.076,402.4,134.1,2089.0,-76.0,0.988,1044.5,189.9
i: ゴーゴージャグラー3,811,7163,-1984,0.908,341.1,170.5,169.0,-192.0,0.621,,,3128.0,-948.0,0.899,240.6,156.4,2422.0,-227.0,0.969,484.4,161.5,332.0,-297.0,0.702,332.0,332.0,1112.0,-320.0,0.904,556.0,185.3
i: ゴーゴージャグラー3,812,11381,1884,1.055,367.1,137.1,2404.0,855.0,1.119,343.4,120.2,3379.0,1198.0,1.118,241.4,112.6,2079.0,331.0,1.053,2079.0,159.9,805.0,-308.0,0.872,161.0,134.2,2714.0,-192.0,0.976,678.5,193.9
i: ゴーゴージャグラー3,813,8139,-1337,0.945,508.7,180.9,206.0,-227.0,0.633,,,1834.0,-1105.0,0.799,458.5,262.0,1846.0,41.0,1.007,615.3,153.8,1755.0,413.0,1.078,877.5,159.5,2498.0,-459.0,0.939,356.9,166.5
i: ゴーゴージャグラー3,814,5104,-1068,0.93,300.2,164.6,29.0,-45.0,0.483,,,1087.0,-529.0,0.838,543.5,271.8,769.0,-506.0,0.781,384.5,256.3,1470.0,-122.0,0.972,210.0,133.6,1749.0,134.0,1.026,291.5,134.5
i: ゴーゴージャグラー3,815,15485,116,1.002,309.7,138.3,3374.0,1058.0,1.105,224.9,108.8,2597.0,-733.0,0.906,288.6,162.3,6251.0,919.0,1.049,297.7,125.0,686.0,-622.0,0.698,,686.0,2577.0,-506.0,0.935,515.4,184.1
i: ゴーゴージャグラー3,827,17422,3378,1.065,328.7,127.2,624.0,192.0,1.103,,156.0,5721.0,1035.0,1.06,301.1,130.0,4672.0,2628.0,1.188,359.4,108.7,3114.0,-169.0,0.982,311.4,135.4,3291.0,-308.0,0.969,299.2,143.1
i: ゴーゴージャグラー3,828,11632,-639,0.982,298.3,143.6,672.0,192.0,1.095,224.0,112.0,1301.0,-17.0,0.996,325.2,144.6,747.0,-285.0,0.873,747.0,249.0,694.0,-424.0,0.796,347.0,231.3,8218.0,-105.0,0.996,283.4,137.0
i: ゴーゴージャグラー3,829,10135,-1820,0.94,362.0,163.5,162.0,-169.0,0.652,162.0,162.0,4695.0,-866.0,0.939,391.2,167.7,2675.0,-413.0,0.949,334.4,157.4,1203.0,-436.0,0.879,300.8,171.9,1400.0,64.0,1.015,466.7,155.6
i: ゴーゴージャグラー3,830,7290,-1051,0.952,405.0,158.5,62.0,-110.0,0.409,,,1239.0,-110.0,0.97,619.5,177.0,935.0,-285.0,0.898,935.0,187.0,343.0,-343.0,0.667,343.0,343.0,4711.0,-203.0,0.986,336.5,142.8
i: ゴーゴージャグラー3,831,18877,913,1.016,331.2,139.8,5978.0,1360.0,1.076,314.6,127.2,4348.0,523.0,1.04,310.6,127.9,638.0,-552.0,0.712,319.0,319.0,4744.0,942.0,1.066,338.9,128.2,3169.0,-1360.0,0.857,396.1,211.3
i: ゴーゴージャグラー3,832,16373,3023,1.062,341.1,132.0,27.0,-53.0,0.346,,,6107.0,2535.0,1.138,265.5,107.1,4769.0,1012.0,1.071,433.5,132.5,3630.0,610.0,1.056,403.3,157.8,1840.0,-1081.0,0.804,368.0,230.0
i: ゴーゴージャグラー3,833,6251,-1181,0.937,347.3,160.3,175.0,-52.0,0.901,,175.0,2376.0,-448.0,0.937,396.0,169.7,548.0,-634.0,0.614,,,122.0,-192.0,0.475,,,3030.0,145.0,1.016,252.5,126.2
i: ゴーゴージャグラー3,834,13405,1901,1.047,335.1,134.0,412.0,-203.0,0.836,412.0,206.0,4805.0,1837.0,1.127,282.6,111.7,1318.0,-448.0,0.887,329.5,188.3,2525.0,477.0,1.063,315.6,132.9,4345.0,238.0,1.018,434.5,149.8
i: ゴーゴージャグラー3,835,12438,-1494,0.96,289.3,143.0,1553.0,-599.0,0.871,221.9,155.3,7016.0,843.0,1.04,259.9,121.0,1595.0,-808.0,0.831,531.7,227.9,900.0,-238.0,0.912,450.0,180.0,1374.0,-692.0,0.832,343.5,196.3
i: ゴーゴージャグラー3,836,7105,-1249,0.941,308.9,154.5,162.0,-227.0,0.533,,,1030.0,-459.0,0.851,343.3,171.7,2123.0,-436.0,0.932,265.4,151.6,555.0,-610.0,0.634,555.0,555.0,3235.0,483.0,1.05,294.1,129.4
i: ゴーゴージャグラー3,837,8548,-2942,0.885,388.5,198.8,1132.0,-692.0,0.796,226.4,188.7,2205.0,-471.0,0.929,315.0,157.5,2053.0,-1058.0,0.828,410.6,228.1,1577.0,227.0,1.048,394.2,157.7,1581.0,-948.0,0.8,1581.0,395.2
i: ゴーゴージャグラー3,838,11208,69,1.002,294.9,138.4,616.0,-297.0,0.839,308.0,205.3,5349.0,1198.0,1.075,232.6,111.4,1636.0,145.0,1.03,545.3,163.6,357.0,-320.0,0.701,357.0,357.0,3250.0,-657.0,0.933,361.1,171.1
i: ゴーゴージャグラー3,839,11272,-2023,0.94,331.5,163.4,3197.0,-610.0,0.936,213.1,139.0,2453.0,-948.0,0.871,350.4,175.2,1243.0,-564.0,0.849,621.5,248.6,3333.0,826.0,1.083,333.3,133.3,1046.0,-727.0,0.768,,523.0
i: ゴーゴージャグラー3,840,12001,-1282,0.964,300.0,142.9,53.0,-49.0,0.692,,,7081.0,919.0,1.043,283.2,124.2,2308.0,-843.0,0.878,384.7,177.5,671.0,-297.0,0.852,223.7,167.8,1888.0,-1012.0,0.821,314.7,188.8
i: ゴーゴージャグラー3,841,10116,-1667,0.945,459.8,174.4,363.0,-157.0,0.856,363.0,181.5,1087.0,-238.0,0.927,271.8,155.3,3640.0,-366.0,0.966,404.4,151.7,1322.0,-1453.0,0.634,1322.0,1322.0,3704.0,547.0,1.049,529.1,154.3
i: ゴーゴージャグラー3,842,9668,-1075,0.963,371.8,155.9,2090.0,-203.0,0.968,261.2,149.3,5180.0,-110.0,0.993,370.0,140.0,906.0,-599.0,0.78,302.0,226.5,770.0,424.0,1.184,770.0,128.3,722.0,-587.0,0.729,,722.0
i: ゴーゴージャグラー3,843,10611,792,1.025,482.3,147.4,157.0,30.0,1.064,,157.0,5845.0,1291.0,1.074,584.5,139.2,1720.0,-285.0,0.945,430.0,156.4,1322.0,-273.0,0.931,330.5,165.2,1567.0,29.0,1.006,391.8,156.7
i: ゴーゴージャグラー3,844,7607,-1238,0.946,585.2,181.1,136.0,-215.0,0.473,,,759.0,-564.0,0.752,,379.5,2123.0,227.0,1.036,707.7,151.6,495.0,-145.0,0.902,247.5,165.0,4094.0,-541.0,0.956,511.8,178.0
i: ゴーゴージャグラー3,845,11516,-1063,0.969,338.7,157.8,764.0,762.0,1.332,,109.1,3322.0,-878.0,0.912,369.1,174.8,295.0,-366.0,0.586,,,5546.0,-215.0,0.987,252.1,142.2,1589.0,-366.0,0.923,529.7,198.6
i: ゴーゴージャグラー3,846,5483,-1551,0.906,391.6,166.2,575.0,-215.0,0.875,575.0,191.7,2660.0,-738.0,0.908,266.0,147.8,780.0,-366.0,0.844,780.0,195.0,70.0,-110.0,0.476,,,1398.0,-122.0,0.971,699.0,174.8
i: ゴーゴージャグラー3,847,9836,-471,0.984,298.1,144.6,143.0,-192.0,0.552,,,6067.0,657.0,1.036,242.7,126.4,2104.0,-506.0,0.92,350.7,161.8,156.0,-250.0,0.466,,,1366.0,-180.0,0.956,683.0,195.1
i: ゴーゴージャグラー3,848,13626,-866,0.979,324.4,154.8,165.0,-227.0,0.541,,,4374.0,76.0,1.006,291.6,141.1,5173.0,-41.0,0.997,323.3,147.8,2178.0,134.0,1.021,363.0,145.2,1736.0,-808.0,0.845,347.2,248.0
total,,1052943,-47426,0.985,374.8,155.8,130286.0,-7968.0,0.98,359.9,156.8,345863.0,-5800.0,0.994,363.7,150.9,242581.0,1882.0,1.003,384.4,151.5,139044.0,-9696.0,0.977,356.5,158.0,195169.0,-25844.0,0.956,410.9,169.1
