,,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE
b: アイムジャグラーEX-TP,386,20413,-289,0.995,351.9,155.8,7805.0,1570.0,1.067,339.3,134.6,1665.0,-503.0,0.899,555.0,208.1,2912.0,-796.0,0.909,416.0,194.1,3496.0,-772.0,0.926,291.3,166.5,4535.0,212.0,1.016,348.8,156.4
b: アイムジャグラーEX-TP,387,13593,-3707,0.909,399.8,183.7,4260.0,-867.0,0.932,327.7,170.4,1033.0,-868.0,0.72,,516.5,1853.0,-1232.0,0.778,926.5,308.8,3366.0,-254.0,0.975,374.0,160.3,3081.0,-486.0,0.947,308.1,154.0
b: アイムジャグラーEX-TP,388,25265,-755,0.99,388.7,158.9,6210.0,84.0,1.005,365.3,155.2,3052.0,-117.0,0.987,339.1,152.6,4107.0,-1330.0,0.892,373.4,186.7,6219.0,2170.0,1.116,444.2,132.3,5677.0,-1562.0,0.908,405.5,189.2
b: アイムジャグラーEX-TP,389,26951,-4501,0.944,464.7,182.1,5805.0,-2022.0,0.884,446.5,207.3,4370.0,-668.0,0.949,364.2,174.8,6904.0,-500.0,0.976,575.3,181.7,4889.0,-1759.0,0.88,543.2,212.6,4983.0,448.0,1.03,415.2,146.6
b: アイムジャグラーEX-TP,390,25327,394,1.005,346.9,145.6,7308.0,-9.0,1.0,304.5,140.5,3353.0,30.0,1.003,419.1,152.4,2709.0,-629.0,0.923,387.0,169.3,7112.0,809.0,1.038,395.1,145.1,4845.0,193.0,1.013,302.8,138.4
b: アイムジャグラーEX-TP,391,17642,1776,1.034,392.0,149.5,4825.0,1441.0,1.1,536.1,141.9,1532.0,1052.0,1.229,306.4,102.1,5466.0,-9.0,0.999,273.3,143.8,1896.0,-907.0,0.841,948.0,316.0,3923.0,199.0,1.017,435.9,156.9
b: アイムジャグラーEX-TP,392,20361,1849,1.03,433.2,148.6,6930.0,1243.0,1.06,407.6,138.6,670.0,-532.0,0.735,670.0,335.0,3772.0,-584.0,0.948,628.7,188.6,4190.0,1939.0,1.154,322.3,116.4,4799.0,-217.0,0.985,479.9,165.5
b: アイムジャグラーEX-TP,393,19435,1149,1.02,329.4,144.0,4730.0,832.0,1.059,394.2,139.1,1464.0,-77.0,0.982,488.0,162.7,2603.0,-907.0,0.884,433.8,200.2,5053.0,488.0,1.032,388.7,148.6,5585.0,813.0,1.049,223.4,124.1
b: アイムジャグラーEX-TP,394,21591,1480,1.023,342.7,144.9,6160.0,664.0,1.036,228.1,125.7,4013.0,548.0,1.046,445.9,143.3,3478.0,-712.0,0.932,695.6,217.4,4981.0,1255.0,1.084,355.8,131.1,2959.0,-275.0,0.969,369.9,164.4
b: アイムジャグラーEX-TP,395,25204,1772,1.023,427.2,152.8,4842.0,-419.0,0.971,484.2,172.9,4233.0,386.0,1.03,604.7,169.3,7481.0,426.0,1.019,393.7,149.6,4724.0,1417.0,1.1,248.6,118.1,3924.0,-38.0,0.997,981.0,178.4
b: アイムジャグラーEX-TP,396,11593,-1261,0.964,374.0,165.6,3672.0,610.0,1.055,408.0,141.2,432.0,25.0,1.019,,216.0,1674.0,-1035.0,0.794,558.0,279.0,2738.0,-22.0,0.997,304.2,144.1,3077.0,-839.0,0.909,307.7,181.0
b: アイムジャグラーEX-TP,397,18283,-2721,0.95,338.6,166.2,4718.0,-546.0,0.961,362.9,174.7,691.0,-346.0,0.833,691.0,230.3,4310.0,-1458.0,0.887,718.3,239.4,2599.0,-1070.0,0.863,324.9,185.6,5965.0,699.0,1.039,229.4,124.3
b: アイムジャグラーEX-TP,398,24115,1765,1.024,455.0,154.6,4185.0,-884.0,0.93,1395.0,232.5,6339.0,2267.0,1.119,301.9,119.6,3898.0,-401.0,0.966,974.5,205.2,6551.0,322.0,1.016,344.8,148.9,3142.0,461.0,1.049,523.7,142.8
c: マイジャグラーV,350,30680,-2750,0.97,444.6,172.4,6684.0,-3588.0,0.821,668.4,303.8,4279.0,309.0,1.024,713.2,178.3,7860.0,3206.0,1.136,262.0,112.3,6624.0,-1909.0,0.904,552.0,200.7,5233.0,-768.0,0.951,475.7,180.4
c: マイジャグラーV,351,29362,-3456,0.961,396.8,167.8,6600.0,-1383.0,0.93,550.0,194.1,6546.0,496.0,1.025,363.7,142.3,4786.0,-1945.0,0.865,341.9,208.1,5733.0,-588.0,0.966,337.2,154.9,5697.0,-36.0,0.998,438.2,162.8
c: マイジャグラーV,352,21502,-3173,0.951,405.7,172.0,5772.0,-2170.0,0.875,339.5,192.4,1549.0,-314.0,0.932,516.3,193.6,6582.0,1417.0,1.072,822.8,153.1,1667.0,-787.0,0.843,833.5,277.8,5932.0,-1319.0,0.926,257.9,156.1
c: マイジャグラーV,353,29490,-4247,0.952,339.0,162.0,6240.0,-610.0,0.967,390.0,173.3,6180.0,-1255.0,0.932,363.5,171.7,6162.0,-1446.0,0.922,308.1,166.5,4845.0,-517.0,0.964,255.0,142.5,6063.0,-419.0,0.977,404.2,155.5
c: マイジャグラーV,354,20169,-3199,0.947,429.1,176.9,7308.0,-716.0,0.967,522.0,174.0,3381.0,628.0,1.062,338.1,135.2,1913.0,-1104.0,0.808,637.7,318.8,3929.0,-1377.0,0.883,357.2,196.4,3638.0,-630.0,0.942,404.2,173.2
c: マイジャグラーV,355,22906,-1443,0.979,545.4,174.9,7644.0,-693.0,0.97,449.6,169.9,4771.0,-896.0,0.937,596.4,198.8,5878.0,796.0,1.045,587.8,158.9,3664.0,-101.0,0.991,523.4,166.5,949.0,-549.0,0.807,,316.3
c: マイジャグラーV,356,20772,-3516,0.944,461.6,180.6,5015.0,-919.0,0.939,417.9,172.9,3613.0,-949.0,0.912,328.5,172.0,2591.0,-1435.0,0.815,647.8,323.9,2416.0,-1139.0,0.843,805.3,268.4,7137.0,926.0,1.043,475.8,148.7
c: マイジャグラーV,357,23004,-4083,0.941,396.6,174.3,5852.0,-1499.0,0.915,254.4,158.2,1912.0,-384.0,0.933,956.0,212.4,5194.0,-1296.0,0.917,371.0,185.5,5623.0,-645.0,0.962,624.8,181.4,4423.0,-259.0,0.98,442.3,163.8
c: マイジャグラーV,358,24854,2336,1.031,382.4,145.3,5980.0,413.0,1.023,351.8,139.1,4557.0,1667.0,1.122,414.3,130.2,3182.0,-149.0,0.984,397.8,159.1,4805.0,438.0,1.03,369.6,145.6,6330.0,-33.0,0.998,395.6,158.2
d: マイジャグラーV,369,24804,5356,1.072,370.2,134.1,6528.0,1783.0,1.091,466.3,136.0,3138.0,-161.0,0.983,523.0,165.2,1669.0,-599.0,0.88,834.5,238.4,7303.0,3368.0,1.154,280.9,110.7,6166.0,965.0,1.052,324.5,137.0
d: マイジャグラーV,370,20107,-3480,0.942,427.8,179.5,3537.0,-1464.0,0.862,505.3,221.1,4258.0,-112.0,0.991,473.1,163.8,3153.0,-1400.0,0.852,394.1,210.2,6531.0,1035.0,1.053,408.2,148.4,2628.0,-1539.0,0.805,375.4,238.9
d: マイジャグラーV,371,27597,153,1.002,388.7,155.0,5910.0,-2135.0,0.88,537.3,227.3,634.0,-210.0,0.89,634.0,211.3,8537.0,1841.0,1.072,284.6,127.4,6834.0,716.0,1.035,341.7,142.4,5682.0,-59.0,0.997,631.3,167.1
d: マイジャグラーV,372,30672,3916,1.043,420.2,146.1,7280.0,245.0,1.011,383.2,154.9,4627.0,-436.0,0.969,514.1,178.0,5614.0,1978.0,1.117,311.9,122.0,7919.0,438.0,1.018,416.8,155.3,5232.0,1691.0,1.108,654.0,130.8
d: マイジャグラーV,373,28482,-5263,0.938,331.2,168.5,3904.0,-2022.0,0.827,488.0,244.0,5886.0,-1226.0,0.931,346.2,173.1,8507.0,120.0,1.005,223.9,130.9,2459.0,-677.0,0.908,491.8,204.9,7726.0,-1458.0,0.937,429.2,184.0
d: マイジャグラーV,374,22750,-5936,0.913,455.0,194.4,5625.0,-1696.0,0.899,511.4,216.3,3642.0,-442.0,0.96,607.0,182.1,2913.0,-1081.0,0.876,728.2,224.1,4745.0,-2100.0,0.852,395.4,215.7,5825.0,-617.0,0.965,342.6,161.8
d: マイジャグラーV,375,27347,-653,0.992,479.8,169.9,6075.0,194.0,1.011,552.3,168.8,3951.0,-578.0,0.951,395.1,179.6,7297.0,909.0,1.042,456.1,148.9,3507.0,-1017.0,0.903,701.4,233.8,6517.0,-161.0,0.992,434.5,167.1
d: マイジャグラーV,376,28071,-2496,0.97,425.3,164.2,7490.0,716.0,1.032,576.2,156.0,4987.0,530.0,1.035,383.6,142.5,5356.0,-1800.0,0.888,412.0,191.3,5014.0,-1278.0,0.915,417.8,192.8,5224.0,-664.0,0.958,348.3,153.6
e: ゴーゴージャグラー3,359,17415,-2187,0.958,395.8,161.2,6498.0,-1371.0,0.93,282.5,154.7,1011.0,-268.0,0.912,337.0,168.5,3610.0,-335.0,0.969,328.2,157.0,3378.0,822.0,1.081,844.5,140.8,2918.0,-1035.0,0.882,972.7,224.5
e: ゴーゴージャグラー3,360,22116,-3840,0.942,368.6,163.8,5000.0,94.0,1.006,384.6,151.5,6912.0,-809.0,0.961,329.1,150.3,3402.0,-1707.0,0.833,340.2,200.1,4461.0,-738.0,0.945,446.1,165.2,2341.0,-680.0,0.903,390.2,195.1
e: ゴーゴージャグラー3,361,18536,-1165,0.979,394.4,153.2,5301.0,-349.0,0.978,331.3,151.5,1963.0,-570.0,0.903,280.4,151.0,2016.0,-810.0,0.866,504.0,224.0,2506.0,-1162.0,0.845,835.3,227.8,6750.0,1726.0,1.085,397.1,127.4
e: ゴーゴージャグラー3,362,20315,-2269,0.963,303.2,149.4,3960.0,-1603.0,0.865,304.6,180.0,4623.0,664.0,1.048,271.9,124.9,5400.0,-1046.0,0.935,337.5,163.6,647.0,-387.0,0.801,,323.5,5685.0,103.0,1.006,270.7,135.4
e: ゴーゴージャグラー3,363,30178,3845,1.042,276.9,124.2,7056.0,1765.0,1.083,261.3,112.0,5049.0,-358.0,0.976,252.4,136.5,7754.0,1568.0,1.067,242.3,115.7,5481.0,983.0,1.06,288.5,127.5,4838.0,-113.0,0.992,439.8,146.6
e: ゴーゴージャグラー3,364,23725,-1559,0.978,409.1,157.1,4381.0,-1568.0,0.881,625.9,219.0,2927.0,-542.0,0.938,731.8,195.1,5933.0,-1191.0,0.933,329.6,160.4,4599.0,442.0,1.032,353.8,139.4,5885.0,1300.0,1.074,367.8,127.9
e: ゴーゴージャグラー3,365,15629,-2462,0.947,347.3,156.3,6588.0,-193.0,0.99,329.4,140.2,1678.0,-668.0,0.867,335.6,186.4,951.0,-555.0,0.805,951.0,317.0,2936.0,-517.0,0.941,293.6,146.8,3476.0,-529.0,0.949,386.2,165.5
e: ゴーゴージャグラー3,366,26240,2182,1.028,320.0,132.5,6392.0,1545.0,1.081,355.1,122.9,6741.0,67.0,1.003,354.8,143.4,4813.0,2830.0,1.196,253.3,100.3,4344.0,-1614.0,0.876,334.2,173.8,3950.0,-646.0,0.945,303.8,151.9
e: ゴーゴージャグラー3,367,22449,738,1.011,295.4,136.1,5010.0,-958.0,0.936,278.3,151.8,3977.0,1116.0,1.094,284.1,120.5,6414.0,309.0,1.016,305.4,136.5,4577.0,1232.0,1.09,286.1,120.4,2471.0,-961.0,0.87,353.0,176.5
e: ゴーゴージャグラー3,368,24283,-537,0.993,289.1,141.2,6939.0,254.0,1.012,301.7,138.8,4676.0,-1180.0,0.916,246.1,155.9,7011.0,2474.0,1.118,280.4,114.9,1732.0,-952.0,0.817,346.4,216.5,3925.0,-1133.0,0.904,327.1,170.7
f: ファンキージャグラー2,337,17397,-3665,0.93,378.2,179.4,3377.0,-838.0,0.917,482.4,187.6,1252.0,-419.0,0.888,417.3,208.7,6017.0,-1255.0,0.93,334.3,171.9,4078.0,-981.0,0.92,339.8,185.4,2673.0,-172.0,0.979,445.5,167.1
f: ファンキージャグラー2,338,21707,-3107,0.952,394.7,173.7,5850.0,-1835.0,0.895,450.0,208.9,1719.0,-439.0,0.915,573.0,214.9,8148.0,1406.0,1.058,325.9,133.6,1073.0,-688.0,0.786,536.5,268.2,4917.0,-1551.0,0.895,409.8,204.9
f: ファンキージャグラー2,339,16721,-1929,0.962,398.1,162.3,3240.0,-196.0,0.98,462.9,170.5,2211.0,-935.0,0.859,368.5,201.0,2888.0,-1232.0,0.858,361.0,206.3,6084.0,-288.0,0.984,338.0,144.9,2298.0,722.0,1.105,766.0,135.2
f: ファンキージャグラー2,340,14305,-1269,0.97,461.5,166.3,2684.0,-607.0,0.925,1342.0,206.5,2628.0,-526.0,0.933,292.0,146.0,1516.0,-987.0,0.783,505.3,303.2,4263.0,1093.0,1.085,426.3,137.5,3214.0,-242.0,0.975,459.1,169.2
f: ファンキージャグラー2,341,24288,-526,0.993,404.8,157.7,3660.0,-1348.0,0.877,732.0,244.0,3672.0,1209.0,1.11,524.6,136.0,6732.0,-1145.0,0.943,280.5,153.0,2372.0,77.0,1.011,263.6,139.5,7852.0,681.0,1.029,523.5,154.0
f: ファンキージャグラー2,342,11825,-3945,0.889,473.0,203.9,2356.0,-1754.0,0.752,1178.0,392.7,3089.0,-141.0,0.985,308.9,147.1,3029.0,-1029.0,0.887,504.8,216.4,1946.0,-741.0,0.873,389.2,194.6,1405.0,-280.0,0.934,702.5,200.7
f: ファンキージャグラー2,343,32500,9547,1.098,401.2,130.5,7958.0,3554.0,1.149,418.8,122.4,8762.0,2039.0,1.078,365.1,134.8,7773.0,1516.0,1.065,370.1,131.7,4592.0,2987.0,1.217,353.2,106.8,3415.0,-549.0,0.946,853.8,200.9
g: ハッピージャグラーVIII,399,19915,-2535,0.958,368.8,159.3,2880.0,480.0,1.056,720.0,151.6,6897.0,-1603.0,0.923,246.3,153.3,5150.0,-581.0,0.962,396.2,160.9,1260.0,-630.0,0.833,,315.0,3728.0,-201.0,0.982,414.2,149.1
g: ハッピージャグラーVIII,400,17452,650,1.012,363.6,146.7,6780.0,849.0,1.042,339.0,135.6,3015.0,745.0,1.082,335.0,125.6,1054.0,-703.0,0.778,527.0,263.5,4120.0,-271.0,0.978,457.8,171.7,2483.0,30.0,1.004,310.4,146.1
g: ハッピージャグラーVIII,401,17641,-384,0.993,345.9,156.1,4693.0,419.0,1.03,335.2,142.2,446.0,-262.0,0.804,,446.0,1682.0,-268.0,0.947,1682.0,240.3,1523.0,-1174.0,0.743,1523.0,380.8,9297.0,901.0,1.032,265.6,136.7
g: ハッピージャグラーVIII,402,19525,215,1.004,368.4,149.0,6118.0,-1046.0,0.943,322.0,161.0,3108.0,838.0,1.09,310.8,119.5,5382.0,1058.0,1.066,489.3,141.6,2081.0,-648.0,0.896,416.2,208.1,2836.0,13.0,1.002,354.5,149.3
g: ハッピージャグラーVIII,403,22932,-147,0.998,318.5,147.9,4496.0,-1725.0,0.872,236.6,166.5,2869.0,-642.0,0.925,358.6,168.8,8434.0,2603.0,1.103,312.4,124.0,5117.0,114.0,1.007,319.8,150.5,2016.0,-497.0,0.918,1008.0,224.0
g: ハッピージャグラーVIII,404,20264,-4550,0.925,471.3,187.6,4485.0,-1145.0,0.915,640.7,203.9,3344.0,-430.0,0.957,371.6,159.2,5765.0,-1284.0,0.926,384.3,180.2,2200.0,-187.0,0.972,733.3,200.0,4470.0,-1504.0,0.888,496.7,203.2
h: ジャグラーガールズ,333,24618,-3476,0.953,367.4,162.0,5652.0,-1255.0,0.926,376.8,171.3,2704.0,-448.0,0.945,386.3,159.1,8174.0,-26.0,0.999,263.7,134.0,5010.0,-248.0,0.983,715.7,178.9,3078.0,-1499.0,0.838,439.7,236.8
h: ジャグラーガールズ,334,20243,-2081,0.966,404.9,164.6,6375.0,-49.0,0.997,490.4,167.8,572.0,-77.0,0.955,,190.7,8366.0,-1562.0,0.938,309.9,160.9,1451.0,-1000.0,0.77,362.8,241.8,3479.0,607.0,1.058,579.8,145.0
h: ジャグラーガールズ,335,24774,428,1.006,317.6,142.4,1736.0,-693.0,0.867,,248.0,6461.0,397.0,1.02,340.1,140.5,7525.0,862.0,1.038,289.4,134.4,4985.0,-409.0,0.973,249.2,138.5,4067.0,271.0,1.022,312.8,140.2
h: ジャグラーガールズ,336,15206,361,1.008,447.2,160.1,3726.0,1017.0,1.091,372.6,133.1,2221.0,223.0,1.033,555.2,158.6,2709.0,-1180.0,0.855,338.6,193.5,3088.0,259.0,1.028,772.0,171.6,3462.0,42.0,1.004,432.8,164.9
i: ミスタージャグラー,344,23854,257,1.004,305.8,141.1,7263.0,48.0,1.002,279.3,137.0,3845.0,1226.0,1.106,384.5,128.2,5894.0,-857.0,0.952,310.2,155.1,2856.0,-767.0,0.91,357.0,168.0,3996.0,607.0,1.051,266.4,128.9
i: ミスタージャグラー,345,25607,-169,0.998,360.7,151.5,6160.0,-28.0,0.998,308.0,146.7,3701.0,-526.0,0.953,411.2,168.2,3823.0,-935.0,0.918,318.6,166.2,8852.0,2465.0,1.093,368.8,130.2,3071.0,-1145.0,0.876,511.8,219.4
i: ミスタージャグラー,346,17387,-4933,0.905,299.8,168.8,6000.0,-1626.0,0.91,285.7,166.7,1418.0,433.0,1.102,472.7,128.9,4586.0,-2057.0,0.85,269.8,183.4,1249.0,-312.0,0.917,,249.8,4134.0,-1371.0,0.889,243.2,159.0
i: ミスタージャグラー,347,22798,-3542,0.948,367.7,165.2,4862.0,675.0,1.046,405.2,143.0,1459.0,-1041.0,0.762,486.3,291.8,3953.0,-2126.0,0.821,494.1,232.5,4856.0,-943.0,0.935,539.6,194.2,7668.0,-107.0,0.995,255.6,134.5
その他,348,17241,-4351,0.916,366.8,175.9,5088.0,-2457.0,0.839,462.5,221.2,4387.0,-664.0,0.95,313.4,156.7,1215.0,-888.0,0.756,607.5,303.8,2711.0,259.0,1.032,246.5,129.1,3840.0,-601.0,0.948,426.7,174.5
その他,349,18651,-4362,0.922,518.1,190.3,3213.0,-1632.0,0.831,459.0,229.5,1587.0,-659.0,0.862,1587.0,317.4,6227.0,-814.0,0.956,518.9,168.3,3441.0,-170.0,0.984,491.6,172.0,4183.0,-1087.0,0.913,464.8,190.1
その他,379,8022,-2301,0.904,382.0,186.6,,,,,,2340.0,-109.0,0.984,260.0,146.2,2172.0,-1325.0,0.797,310.3,217.2,1029.0,-851.0,0.724,,514.5,2481.0,-16.0,0.998,496.2,165.4
total,,1554579,-93223,0.98,381.1,158.5,384145.0,-30731.0,0.973,392.8,162.0,232905.0,-9369.0,0.987,376.9,155.7,343359.0,-25056.0,0.976,361.4,157.6,281334.0,-11018.0,0.987,395.7,158.3,312836.0,-17049.0,0.982,380.6,157.5
