,,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE
i: ゴーゴージャグラー3,814,18422,-668,0.988,368.4,157.5,1476.0,-529.0,0.881,738.0,246.0,609.0,-494.0,0.73,609.0,609.0,7133.0,2488.0,1.116,246.0,113.2,1000.0,-808.0,0.731,1000.0,500.0,3708.0,529.0,1.048,463.5,161.2,4145.0,-1430.0,0.885,460.6,188.4,351.0,-424.0,0.597,,
i: ゴーゴージャグラー3,815,26269,-983,0.988,320.4,143.5,3966.0,552.0,1.046,283.3,127.9,6304.0,919.0,1.049,370.8,126.1,1114.0,-913.0,0.727,371.3,278.5,6634.0,-703.0,0.965,255.2,141.1,1708.0,587.0,1.115,341.6,122.0,2871.0,-390.0,0.955,358.9,168.9,3672.0,-1035.0,0.906,408.0,183.6
i: ゴーゴージャグラー3,827,32892,-1460,0.985,382.5,150.9,3030.0,-99.0,0.989,606.0,168.3,6692.0,-919.0,0.954,318.7,148.7,5145.0,-1058.0,0.931,395.8,160.8,3505.0,-750.0,0.929,500.7,184.5,2710.0,157.0,1.019,542.0,150.6,5599.0,1035.0,1.062,509.0,140.0,6211.0,174.0,1.009,258.8,135.0
i: ゴーゴージャグラー3,828,31852,389,1.004,297.7,135.0,4948.0,756.0,1.051,291.1,123.7,4167.0,145.0,1.012,231.5,122.6,1837.0,-1291.0,0.766,306.2,229.6,5680.0,-715.0,0.958,378.7,153.5,6567.0,640.0,1.032,273.6,126.3,5721.0,988.0,1.058,476.8,139.5,2932.0,-134.0,0.985,195.5,122.2
i: ゴーゴージャグラー3,829,37626,122,1.001,294.0,138.8,6971.0,-1384.0,0.934,332.0,158.4,4230.0,-355.0,0.972,302.1,145.9,4909.0,355.0,1.024,213.4,122.7,6885.0,709.0,1.034,229.5,125.2,5100.0,-273.0,0.982,300.0,145.7,4272.0,-174.0,0.986,356.0,147.3,5259.0,1244.0,1.079,478.1,134.8
i: ゴーゴージャグラー3,830,26741,449,1.006,264.8,132.4,4441.0,-192.0,0.986,233.7,126.9,1580.0,-738.0,0.844,1580.0,316.0,3016.0,-1174.0,0.87,274.2,167.6,5406.0,2442.0,1.151,300.3,112.6,7103.0,919.0,1.043,186.9,112.7,3929.0,-407.0,0.965,357.2,151.1,1266.0,-401.0,0.894,422.0,180.9
i: ゴーゴージャグラー3,831,32454,5454,1.056,327.8,129.8,6504.0,1279.0,1.066,464.6,135.5,4121.0,430.0,1.035,412.1,142.1,1189.0,0.0,1.0,594.5,169.9,4869.0,41.0,1.003,324.6,147.5,2618.0,343.0,1.044,327.2,130.9,6688.0,1977.0,1.099,278.7,115.3,6465.0,1384.0,1.071,248.7,117.5
i: ゴーゴージャグラー3,832,18785,-3634,0.936,375.7,166.2,2289.0,-820.0,0.881,327.0,190.8,2210.0,157.0,1.024,315.7,130.0,3125.0,-1419.0,0.849,520.8,223.2,1549.0,-459.0,0.901,516.3,193.6,2281.0,-1221.0,0.822,285.1,175.5,5509.0,285.0,1.017,393.5,148.9,1822.0,-157.0,0.971,364.4,151.8
i: ゴーゴージャグラー3,833,32411,5639,1.058,300.1,125.6,6956.0,3093.0,1.148,204.6,99.4,3903.0,-320.0,0.973,390.3,162.6,1015.0,-599.0,0.803,507.5,253.8,6977.0,2395.0,1.114,317.1,118.3,1318.0,-715.0,0.819,329.5,188.3,6030.0,87.0,1.005,287.1,134.0,6212.0,1698.0,1.091,414.1,126.8
i: ゴーゴージャグラー3,834,14791,-1923,0.957,422.6,162.5,1413.0,-87.0,0.979,282.6,141.3,1002.0,-959.0,0.681,1002.0,501.0,2838.0,-529.0,0.938,567.6,177.4,1046.0,-517.0,0.835,523.0,261.5,5088.0,1663.0,1.109,299.3,115.6,2643.0,-1337.0,0.831,660.8,240.3,761.0,-157.0,0.931,761.0,190.2
i: ゴーゴージャグラー3,835,21402,1180,1.018,375.5,142.7,1121.0,-959.0,0.715,373.7,280.2,2175.0,459.0,1.07,241.7,114.5,1709.0,-203.0,0.96,854.5,189.9,7676.0,3651.0,1.159,307.0,108.1,698.0,-622.0,0.703,,698.0,4402.0,-1384.0,0.895,489.1,209.6,3621.0,238.0,1.022,402.3,144.8
i: ゴーゴージャグラー3,836,18622,-2611,0.953,351.4,163.4,2047.0,-471.0,0.923,341.2,157.5,3581.0,459.0,1.043,397.9,137.7,2535.0,-471.0,0.938,316.9,169.0,2455.0,-134.0,0.982,306.9,153.4,1776.0,-808.0,0.848,592.0,222.0,2816.0,-1337.0,0.842,402.3,234.7,3412.0,151.0,1.015,284.3,142.2
i: ゴーゴージャグラー3,837,24571,-4243,0.942,319.1,160.6,4008.0,-250.0,0.979,222.7,129.3,2646.0,-331.0,0.958,330.8,155.6,1967.0,-924.0,0.843,655.7,218.6,6141.0,-890.0,0.952,323.2,161.6,1543.0,-87.0,0.981,514.3,154.3,6560.0,-1337.0,0.932,312.4,168.2,1706.0,-424.0,0.917,341.2,189.6
i: ゴーゴージャグラー3,838,33451,2092,1.021,296.0,136.0,5384.0,738.0,1.046,269.2,119.6,7747.0,3279.0,1.141,267.1,107.6,3212.0,122.0,1.013,267.7,133.8,2444.0,-1384.0,0.811,407.3,244.4,6054.0,-762.0,0.958,275.2,155.2,7151.0,826.0,1.039,310.9,140.2,1459.0,-727.0,0.834,1459.0,291.8
i: ゴーゴージャグラー3,839,20720,3273,1.053,334.2,133.7,1275.0,-622.0,0.837,318.8,212.5,3653.0,901.0,1.082,281.0,114.2,1542.0,-564.0,0.878,771.0,220.3,7087.0,2209.0,1.104,244.4,114.3,2228.0,1128.0,1.169,742.7,131.1,2428.0,-169.0,0.977,404.7,173.4,2507.0,390.0,1.052,501.4,147.5
i: ゴーゴージャグラー3,840,21104,-4047,0.936,357.7,173.0,2114.0,-1663.0,0.738,528.5,302.0,2225.0,-41.0,0.994,370.8,158.9,2664.0,-320.0,0.96,380.6,166.5,1757.0,-785.0,0.851,585.7,219.6,3069.0,-1477.0,0.84,383.6,219.2,6639.0,-401.0,0.98,265.6,147.5,2636.0,640.0,1.081,439.3,146.4
i: ゴーゴージャグラー3,841,25722,1620,1.021,383.9,142.1,3210.0,-773.0,0.92,356.7,160.5,7103.0,3000.0,1.141,373.8,114.6,5034.0,756.0,1.05,335.6,129.1,2438.0,-343.0,0.953,304.8,152.4,1171.0,-587.0,0.833,585.5,234.2,6307.0,-471.0,0.975,450.5,170.5,459.0,38.0,1.028,,229.5
i: ゴーゴージャグラー3,842,22574,2983,1.044,418.0,142.9,4725.0,2023.0,1.143,393.8,121.2,1961.0,-180.0,0.969,1961.0,196.1,2033.0,-831.0,0.864,677.7,225.9,3841.0,-203.0,0.982,548.7,160.0,1258.0,145.0,1.038,1258.0,179.7,2396.0,145.0,1.02,798.7,171.1,6360.0,1884.0,1.099,235.6,115.6
i: ゴーゴージャグラー3,843,17022,-1721,0.966,386.9,162.1,872.0,-552.0,0.789,872.0,436.0,5454.0,81.0,1.005,287.1,133.0,1365.0,-471.0,0.885,455.0,227.5,1991.0,297.0,1.05,663.7,153.2,4866.0,360.0,1.025,347.6,147.5,1427.0,-802.0,0.813,1427.0,285.4,1047.0,-634.0,0.798,349.0,209.4
i: ゴーゴージャグラー3,844,16265,-2929,0.94,478.4,182.8,2738.0,-622.0,0.924,304.2,161.1,1116.0,-52.0,0.984,1116.0,186.0,826.0,-238.0,0.904,826.0,206.5,3694.0,-901.0,0.919,461.8,184.7,1113.0,355.0,1.106,,159.0,4844.0,-366.0,0.975,440.4,173.0,1934.0,-1105.0,0.81,483.5,276.3
i: ゴーゴージャグラー3,845,26964,-715,0.991,341.3,149.8,6511.0,1465.0,1.075,296.0,122.8,2800.0,41.0,1.005,311.1,140.0,5436.0,-1058.0,0.935,302.0,159.9,4898.0,-878.0,0.94,326.5,163.3,2804.0,134.0,1.016,2804.0,200.3,2367.0,-343.0,0.952,338.1,169.1,2148.0,-76.0,0.988,306.9,143.2
i: ゴーゴージャグラー3,846,17689,-1477,0.972,376.4,159.4,1701.0,-250.0,0.951,,212.6,942.0,-727.0,0.743,314.0,235.5,3041.0,-785.0,0.914,337.9,168.9,3128.0,-808.0,0.914,391.0,184.0,1156.0,-971.0,0.72,578.0,385.3,7329.0,2535.0,1.115,293.2,120.1,392.0,-471.0,0.599,,
i: ゴーゴージャグラー3,847,18098,-1023,0.981,348.0,154.7,476.0,-494.0,0.654,476.0,476.0,1133.0,-866.0,0.745,1133.0,377.7,2433.0,-564.0,0.923,405.5,173.8,1622.0,-645.0,0.867,540.7,231.7,1769.0,-343.0,0.935,589.7,196.6,6488.0,1337.0,1.069,249.5,122.4,4177.0,552.0,1.044,348.1,139.2
i: ゴーゴージャグラー3,848,40334,2354,1.019,327.9,139.6,8307.0,-378.0,0.985,332.3,145.7,4514.0,-1012.0,0.925,564.2,180.6,7533.0,2256.0,1.1,313.9,119.6,3316.0,-1384.0,0.861,829.0,221.1,6335.0,779.0,1.041,288.0,134.8,7499.0,1012.0,1.045,227.2,127.1,2830.0,1081.0,1.127,404.3,123.0
total,,2342423,-84281,0.988,365.8,154.6,367435.0,-7027.0,0.994,351.6,150.8,360079.0,-8698.0,0.992,357.9,151.5,371930.0,-23744.0,0.979,361.8,157.0,419690.0,-12862.0,0.99,371.1,154.4,214087.0,-17736.0,0.972,384.4,162.1,398991.0,-9206.0,0.992,380.4,155.9,210211.0,-5008.0,0.992,358.1,153.0
