,,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE
その他,338,21529,-7507,57,50,0.884,430.6,201.2,4872.0,-584.0,17.0,12.0,0.96,406.0,168.0,3515.0,-871.0,10.0,9.0,0.917,390.6,185.0,3186.0,-780.0,10.0,8.0,0.918,398.2,177.0,4200.0,-1481.0,11.0,10.0,0.882,420.0,200.0,4590.0,-2561.0,9.0,9.0,0.814,510.0,255.0,1166.0,-1230.0,0.0,2.0,0.648,583.0,583.0
その他,339,30009,-550,112,88,0.994,341.0,150.0,4176.0,-212.0,14.0,15.0,0.983,278.4,144.0,4928.0,-1609.0,14.0,14.0,0.891,352.0,176.0,7381.0,2317.0,39.0,22.0,1.105,335.5,121.0,4860.0,-117.0,17.0,13.0,0.992,373.8,162.0,6063.0,-71.0,21.0,22.0,0.996,275.6,141.0,2601.0,-858.0,7.0,2.0,0.89,1300.5,289.0
その他,340,14089,-3504,44,33,0.917,426.9,183.0,4379.0,-26.0,17.0,12.0,0.998,364.9,151.0,693.0,-480.0,0.0,3.0,0.769,231.0,231.0,1719.0,-233.0,7.0,2.0,0.955,859.5,191.0,3210.0,-965.0,10.0,5.0,0.9,642.0,214.0,2338.0,-558.0,7.0,7.0,0.92,334.0,167.0,1750.0,-1242.0,3.0,4.0,0.763,437.5,250.0
その他,341,15703,-4301,52,30,0.909,523.4,191.5,750.0,-787.0,1.0,0.0,0.65,,750.0,5358.0,-45.0,22.0,16.0,0.997,334.9,141.0,3012.0,-1429.0,8.0,4.0,0.842,753.0,251.0,4122.0,-1649.0,11.0,7.0,0.867,588.9,229.0,1456.0,-170.0,5.0,3.0,0.961,485.3,182.0,1005.0,-221.0,5.0,0.0,0.927,,201.0
その他,342,27528,3006,124,67,1.036,410.9,144.1,5984.0,1122.0,28.0,16.0,1.062,374.0,136.0,2072.0,236.0,10.0,4.0,1.038,518.0,148.0,6016.0,1951.0,32.0,15.0,1.108,401.1,128.0,4692.0,-1626.0,14.0,9.0,0.884,521.3,204.0,6468.0,1568.0,31.0,18.0,1.081,359.3,132.0,2296.0,-245.0,9.0,5.0,0.964,459.2,164.0
その他,343,22168,-226,95,46,0.997,481.9,157.2,4200.0,941.0,21.0,9.0,1.075,466.7,140.0,4896.0,1087.0,26.0,10.0,1.074,489.6,136.0,2160.0,-1278.0,5.0,1.0,0.803,2160.0,360.0,1276.0,-868.0,3.0,1.0,0.773,1276.0,319.0,5586.0,310.0,24.0,14.0,1.018,399.0,147.0,4050.0,-418.0,16.0,11.0,0.966,368.2,150.0
その他,344,18766,-6409,52,41,0.886,457.7,201.8,2255.0,-2009.0,3.0,2.0,0.703,1127.5,451.0,2475.0,-1290.0,5.0,6.0,0.826,412.5,225.0,4220.0,-1533.0,12.0,8.0,0.879,527.5,211.0,5364.0,471.0,22.0,14.0,1.029,383.1,149.0,2992.0,-1203.0,7.0,10.0,0.866,299.2,176.0,1460.0,-845.0,3.0,1.0,0.807,1460.0,365.0
その他,345,22286,-5255,65,71,0.921,313.9,163.9,3192.0,-1290.0,9.0,5.0,0.865,638.4,228.0,3775.0,-187.0,15.0,10.0,0.983,377.5,151.0,4445.0,-299.0,13.0,22.0,0.978,202.0,127.0,6048.0,-1035.0,15.0,27.0,0.943,224.0,144.0,3038.0,-1359.0,9.0,5.0,0.851,607.6,217.0,1788.0,-1085.0,4.0,2.0,0.798,894.0,298.0
その他,346,16461,743,68,46,1.015,357.8,144.4,1024.0,-352.0,4.0,0.0,0.885,,256.0,4387.0,2091.0,22.0,19.0,1.159,230.9,107.0,4228.0,39.0,18.0,10.0,1.003,422.8,151.0,1888.0,-813.0,6.0,2.0,0.856,944.0,236.0,4002.0,-13.0,15.0,14.0,0.999,285.9,138.0,932.0,-209.0,3.0,1.0,0.925,932.0,233.0
その他,347,24276,2798,107,75,1.038,323.7,133.4,4224.0,601.0,17.0,15.0,1.047,281.6,132.0,2375.0,512.0,10.0,9.0,1.072,263.9,125.0,1990.0,-662.0,6.0,4.0,0.889,497.5,199.0,5180.0,-507.0,18.0,17.0,0.967,304.7,148.0,5593.0,1587.0,29.0,18.0,1.095,310.7,119.0,4914.0,1267.0,27.0,12.0,1.086,409.5,126.0
その他,348,9662,-4600,25,18,0.841,536.8,224.7,963.0,-593.0,2.0,1.0,0.795,963.0,321.0,1152.0,-741.0,3.0,1.0,0.786,1152.0,288.0,2037.0,-1296.0,4.0,3.0,0.788,679.0,291.0,2580.0,-1122.0,7.0,5.0,0.855,516.0,215.0,2262.0,-506.0,8.0,5.0,0.925,452.4,174.0,668.0,-342.0,1.0,3.0,0.829,222.7,167.0
その他,349,19865,553,78,61,1.009,325.7,142.9,1773.0,-454.0,6.0,3.0,0.915,591.0,197.0,2205.0,-184.0,8.0,7.0,0.972,315.0,147.0,7095.0,1626.0,32.0,23.0,1.076,308.5,129.0,1712.0,-396.0,7.0,1.0,0.923,1712.0,214.0,2688.0,-181.0,10.0,6.0,0.978,448.0,168.0,4392.0,142.0,15.0,21.0,1.011,209.1,122.0
その他,350,24766,-3234,82,69,0.956,358.9,164.0,5740.0,-490.0,20.0,15.0,0.972,382.7,164.0,1818.0,-884.0,5.0,1.0,0.838,1818.0,303.0,3784.0,-439.0,13.0,9.0,0.961,420.4,172.0,3938.0,-1526.0,9.0,13.0,0.871,302.9,179.0,6426.0,1638.0,31.0,20.0,1.085,321.3,126.0,3060.0,-1533.0,4.0,11.0,0.833,278.2,204.0
その他,351,27282,-999,98,68,0.988,401.2,164.3,6878.0,-1238.0,23.0,15.0,0.94,458.5,181.0,6232.0,113.0,23.0,15.0,1.006,415.5,164.0,2484.0,-691.0,6.0,6.0,0.907,414.0,207.0,4992.0,146.0,17.0,15.0,1.01,332.8,156.0,5640.0,723.0,25.0,15.0,1.043,376.0,141.0,1056.0,-52.0,4.0,2.0,0.984,528.0,176.0
その他,352,30223,-2407,105,84,0.973,359.8,159.9,5740.0,-490.0,20.0,15.0,0.972,382.7,164.0,4620.0,101.0,18.0,12.0,1.007,385.0,154.0,5285.0,-410.0,16.0,19.0,0.974,278.2,151.0,3706.0,-1475.0,10.0,7.0,0.867,529.4,218.0,4530.0,288.0,18.0,12.0,1.021,377.5,151.0,6342.0,-421.0,23.0,19.0,0.978,333.8,151.0
その他,353,23997,-2564,87,51,0.964,470.5,173.9,4676.0,-242.0,18.0,10.0,0.983,467.6,167.0,3540.0,-141.0,15.0,5.0,0.987,708.0,177.0,4536.0,-572.0,17.0,7.0,0.958,648.0,189.0,4071.0,-239.0,15.0,8.0,0.98,508.9,177.0,4884.0,-91.0,19.0,14.0,0.994,348.9,148.0,2290.0,-1279.0,3.0,7.0,0.814,327.1,229.0
その他,354,31577,-2393,114,88,0.975,358.8,156.3,8056.0,-1441.0,23.0,30.0,0.94,268.5,152.0,2784.0,-477.0,9.0,7.0,0.943,397.7,174.0,2256.0,457.0,11.0,5.0,1.068,451.2,141.0,7693.0,193.0,29.0,20.0,1.008,384.6,157.0,5655.0,-161.0,24.0,15.0,0.991,377.0,145.0,5133.0,-964.0,18.0,11.0,0.937,466.6,177.0
その他,355,15656,-703,58,44,0.985,355.8,153.5,1090.0,-514.0,3.0,2.0,0.843,545.0,218.0,6120.0,623.0,24.0,21.0,1.034,291.4,136.0,4366.0,1696.0,25.0,12.0,1.129,363.8,118.0,1778.0,-925.0,4.0,3.0,0.827,592.7,254.0,1575.0,-810.0,2.0,5.0,0.829,315.0,225.0,727.0,-773.0,0.0,1.0,0.646,727.0,727.0
その他,356,29607,3495,129,95,1.039,311.7,132.2,7102.0,2674.0,34.0,33.0,1.126,215.2,106.0,4563.0,-867.0,13.0,14.0,0.937,325.9,169.0,0.0,-903.0,0.0,0.0,,,,4200.0,-120.0,17.0,11.0,0.99,381.8,150.0,8384.0,1626.0,38.0,26.0,1.065,322.5,131.0,5358.0,1085.0,27.0,11.0,1.068,487.1,141.0
その他,357,21678,-1159,80,61,0.982,355.4,153.7,892.0,-543.0,2.0,2.0,0.797,446.0,223.0,0.0,-462.0,0.0,0.0,,,,8742.0,636.0,35.0,27.0,1.024,323.8,141.0,9272.0,-25.0,35.0,26.0,0.999,356.6,152.0,1512.0,-210.0,5.0,4.0,0.954,378.0,168.0,1260.0,-555.0,3.0,2.0,0.853,630.0,252.0
その他,358,13178,-1101,48,37,0.972,356.2,155.0,5124.0,1139.0,25.0,17.0,1.074,301.4,122.0,1694.0,-190.0,6.0,5.0,0.963,338.8,154.0,1386.0,-257.0,3.0,6.0,0.938,231.0,154.0,578.0,-477.0,1.0,0.0,0.725,,578.0,2716.0,-1180.0,6.0,8.0,0.855,339.5,194.0,1680.0,-136.0,7.0,1.0,0.973,1680.0,210.0
その他,359,28563,-3641,96,86,0.958,332.1,156.9,4158.0,-1139.0,12.0,15.0,0.909,277.2,154.0,4917.0,-488.0,17.0,16.0,0.967,307.3,149.0,5698.0,-1214.0,13.0,24.0,0.929,237.4,154.0,3440.0,-1325.0,9.0,7.0,0.872,491.4,215.0,5250.0,616.0,24.0,11.0,1.039,477.3,150.0,5100.0,-91.0,21.0,13.0,0.994,392.3,150.0
その他,390,20352,-703,75,53,0.988,384.0,159.0,3320.0,-693.0,9.0,11.0,0.93,301.8,166.0,5371.0,1891.0,29.0,12.0,1.117,447.6,131.0,3240.0,320.0,12.0,12.0,1.033,270.0,135.0,4843.0,-465.0,17.0,12.0,0.968,403.6,167.0,2312.0,-1214.0,4.0,4.0,0.825,578.0,289.0,1266.0,-542.0,4.0,2.0,0.857,633.0,211.0
その他,391,29161,5322,135,80,1.061,364.5,135.6,5842.0,2213.0,34.0,12.0,1.126,486.8,127.0,4995.0,2457.0,26.0,19.0,1.164,262.9,111.0,3937.0,1220.0,21.0,10.0,1.103,393.7,127.0,2431.0,-949.0,6.0,5.0,0.87,486.2,221.0,6480.0,1081.0,29.0,16.0,1.056,405.0,144.0,5476.0,-700.0,19.0,18.0,0.957,304.2,148.0
その他,392,15292,839,66,33,1.018,463.4,154.5,4958.0,1239.0,25.0,12.0,1.083,413.2,134.0,536.0,-416.0,1.0,0.0,0.741,,536.0,2346.0,230.0,8.0,9.0,1.033,260.7,138.0,4172.0,706.0,21.0,7.0,1.056,596.0,149.0,2196.0,-529.0,7.0,5.0,0.92,439.2,183.0,1084.0,-391.0,4.0,0.0,0.88,,271.0
その他,393,17904,-1277,69,41,0.976,436.7,162.8,1715.0,-1261.0,3.0,2.0,0.755,857.5,343.0,4560.0,230.0,20.0,10.0,1.017,456.0,152.0,3458.0,484.0,15.0,11.0,1.047,314.4,133.0,1526.0,-506.0,5.0,2.0,0.889,763.0,218.0,2520.0,-1272.0,6.0,3.0,0.832,840.0,280.0,4125.0,1048.0,20.0,13.0,1.085,317.3,125.0
その他,394,17986,-1290,69,38,0.976,473.3,168.1,4464.0,486.0,20.0,11.0,1.036,405.8,144.0,3540.0,-664.0,11.0,9.0,0.937,393.3,177.0,1500.0,-929.0,3.0,1.0,0.794,1500.0,375.0,3780.0,526.0,18.0,9.0,1.046,420.0,140.0,3586.0,143.0,16.0,6.0,1.013,597.7,163.0,1116.0,-852.0,1.0,2.0,0.746,558.0,372.0
その他,395,14681,-3155,46,37,0.928,396.8,176.9,1206.0,-393.0,3.0,3.0,0.891,402.0,201.0,622.0,-268.0,2.0,0.0,0.856,,311.0,2296.0,-184.0,9.0,5.0,0.973,459.2,164.0,2592.0,155.0,12.0,4.0,1.02,648.0,162.0,4325.0,-1404.0,10.0,15.0,0.892,288.3,173.0,3640.0,-1061.0,10.0,10.0,0.903,364.0,182.0
その他,396,25050,6104,120,76,1.081,329.6,127.8,3753.0,303.0,16.0,11.0,1.027,341.2,139.0,3393.0,886.0,15.0,14.0,1.087,242.4,117.0,2860.0,141.0,12.0,8.0,1.016,357.5,143.0,6700.0,1290.0,30.0,20.0,1.064,335.0,134.0,7705.0,3693.0,45.0,22.0,1.16,350.2,115.0,639.0,-209.0,2.0,1.0,0.891,639.0,213.0
その他,397,22412,577,96,48,1.009,466.9,155.6,5945.0,1796.0,34.0,7.0,1.101,849.3,145.0,3864.0,-109.0,15.0,9.0,0.991,429.3,161.0,2751.0,170.0,12.0,9.0,1.021,305.7,131.0,2928.0,-790.0,9.0,7.0,0.91,418.3,183.0,4240.0,-1099.0,14.0,6.0,0.914,706.7,212.0,2684.0,609.0,12.0,10.0,1.076,268.4,122.0
その他,398,19806,-2497,66,50,0.958,396.1,170.7,2450.0,-393.0,8.0,6.0,0.947,408.3,175.0,3700.0,-123.0,12.0,13.0,0.989,284.6,148.0,3808.0,1330.0,21.0,7.0,1.116,544.0,136.0,4070.0,-1145.0,11.0,11.0,0.906,370.0,185.0,4086.0,-1678.0,10.0,8.0,0.863,510.8,227.0,1692.0,-488.0,4.0,5.0,0.904,338.4,188.0
その他,399,3614,318,17,9,1.029,401.6,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614.0,318.0,17.0,9.0,1.029,401.6,139.0
その他,413,13434,518,59,34,1.013,395.1,144.5,2976.0,-774.0,10.0,6.0,0.913,496.0,186.0,3220.0,19.0,14.0,9.0,1.002,357.8,140.0,2688.0,1238.0,16.0,8.0,1.154,336.0,112.0,1790.0,-393.0,6.0,4.0,0.927,447.5,179.0,2760.0,428.0,13.0,7.0,1.052,394.3,138.0,,,,,,,
その他,414,14191,-3011,51,36,0.929,394.2,163.1,2353.0,-849.0,9.0,4.0,0.88,588.2,181.0,1140.0,-1023.0,1.0,3.0,0.701,380.0,285.0,3841.0,-1006.0,13.0,10.0,0.913,384.1,167.0,2072.0,184.0,9.0,5.0,1.03,414.4,148.0,4785.0,-317.0,19.0,14.0,0.978,341.8,145.0,,,,,,,
その他,415,15351,2938,74,51,1.064,301.0,122.8,4100.0,-1290.0,14.0,11.0,0.895,372.7,164.0,1352.0,-483.0,4.0,4.0,0.881,338.0,169.0,1281.0,-146.0,6.0,1.0,0.962,1281.0,183.0,6930.0,5467.0,45.0,32.0,1.263,216.6,90.0,1688.0,-610.0,5.0,3.0,0.88,562.7,211.0,,,,,,,
その他,416,9350,-3047,29,20,0.891,467.5,190.8,1448.0,-451.0,4.0,4.0,0.896,362.0,181.0,2698.0,-245.0,10.0,9.0,0.97,299.8,142.0,2256.0,-622.0,8.0,4.0,0.908,564.0,188.0,968.0,-433.0,4.0,0.0,0.851,,242.0,1980.0,-1296.0,3.0,3.0,0.782,660.0,330.0,,,,,,,
その他,417,19989,-422,84,48,0.993,416.4,151.4,6885.0,826.0,33.0,18.0,1.04,382.5,135.0,3390.0,1394.0,19.0,11.0,1.137,308.2,113.0,3060.0,-913.0,9.0,9.0,0.901,340.0,170.0,2064.0,-1319.0,5.0,1.0,0.787,2064.0,344.0,4590.0,-410.0,18.0,9.0,0.97,510.0,170.0,,,,,,,
その他,418,15189,-1422,59,38,0.969,399.7,156.6,4930.0,-216.0,20.0,14.0,0.985,352.1,145.0,579.0,-572.0,0.0,1.0,0.671,579.0,579.0,2190.0,-233.0,9.0,6.0,0.965,365.0,146.0,6670.0,513.0,30.0,16.0,1.026,416.9,145.0,820.0,-914.0,0.0,1.0,0.628,820.0,820.0,,,,,,,
その他,419,25095,-2301,100,64,0.969,392.1,153.0,4389.0,-146.0,17.0,16.0,0.989,274.3,133.0,6096.0,971.0,30.0,18.0,1.053,338.7,127.0,4368.0,-2030.0,10.0,11.0,0.845,397.1,208.0,4992.0,-384.0,21.0,11.0,0.974,453.8,156.0,5250.0,-712.0,22.0,8.0,0.955,656.2,175.0,,,,,,,
total,,956565,-65612,3561,2500,0.977,382.6,157.8,180273.0,-11956.0,678.0,485.0,0.978,371.7,155.0,145879.0,-4125.0,558.0,405.0,0.991,360.2,151.5,156869.0,-4796.0,603.0,417.0,0.99,376.2,153.8,174341.0,-19128.0,621.0,427.0,0.963,408.3,166.4,188968.0,-11301.0,712.0,484.0,0.98,390.4,158.0,110235.0,-14306.0,389.0,282.0,0.957,390.9,164.3
