,,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE
j: ファンキージャグラー2,1066,32446,-2206,111,97,0.977,334.5,156.0,3189,115,12,11,1.012,289.9,138.7,6460,-335,23,18,0.983,358.9,157.6,1669,-962,2,6,0.808,278.2,208.6,4673,-691,14,14,0.951,333.8,166.9,2358,-1312,3,8,0.815,294.8,214.4,6254,394,25,19,1.021,329.2,142.1,7843,585,32,21,1.025,373.5,148.0
j: ファンキージャグラー2,1067,49012,3191,194,140,1.022,350.1,146.7,7830,4250,43,27,1.181,290.0,111.9,8366,194,30,27,1.008,309.9,146.8,6654,232,29,15,1.012,443.6,151.2,4301,174,16,12,1.013,358.4,153.6,7580,-38,28,20,0.998,379.0,157.9,7175,-1862,21,16,0.913,448.4,193.9,7106,241,27,23,1.011,309.0,142.1
k: マイジャグラーV,1069,39354,1902,155,108,1.016,364.4,149.6,3030,-603,11,3,0.934,1010.0,216.4,2159,-915,6,2,0.859,1079.5,269.9,4431,-1041,12,14,0.922,316.5,170.4,5968,1688,31,9,1.094,663.1,149.2,8990,1347,38,29,1.05,310.0,134.2,7546,2197,34,29,1.097,260.2,119.8,7230,-771,23,22,0.964,328.6,160.7
k: マイジャグラーV,1070,22417,-3391,81,39,0.95,574.8,186.8,6069,1265,32,10,1.069,606.9,144.5,3149,-1841,7,4,0.805,787.2,286.3,5006,-121,17,15,0.992,333.7,156.4,1875,-650,5,4,0.884,468.8,208.3,1926,-350,7,2,0.939,963.0,214.0,2484,-915,7,3,0.877,828.0,248.4,1908,-779,6,1,0.864,1908.0,272.6
k: マイジャグラーV,1071,37534,1024,152,93,1.009,403.6,153.2,7832,2953,42,24,1.126,326.3,118.7,5944,-406,22,14,0.977,424.6,165.1,4512,806,21,12,1.06,376.0,136.7,4344,-779,17,3,0.94,1448.0,217.2,3739,-409,12,11,0.964,339.9,162.6,4745,-1700,11,11,0.881,431.4,215.7,6418,559,27,18,1.029,356.6,142.6
k: マイジャグラーV,1072,39580,-2321,138,115,0.98,344.2,156.4,6789,450,29,13,1.022,522.2,161.6,8359,1641,34,32,1.065,261.2,126.7,4318,-2197,8,13,0.83,332.2,205.6,3699,-1053,11,8,0.905,462.4,194.7,5998,1615,30,17,1.09,352.8,127.6,6801,-1512,18,21,0.926,323.9,174.4,3616,-1265,8,11,0.883,328.7,190.3
k: マイジャグラーV,1073,50550,12165,224,170,1.08,297.4,128.3,6301,1194,30,15,1.063,420.1,140.0,8040,2568,35,31,1.106,259.4,121.8,6759,1985,35,13,1.098,519.9,140.8,7649,3518,38,30,1.153,255.0,112.5,5640,179,24,14,1.011,402.9,148.4,7934,2162,35,28,1.091,283.4,125.9,8227,559,27,39,1.023,210.9,124.7
k: マイジャグラーV,1074,32046,-1841,108,93,0.981,344.6,159.4,6477,391,26,16,1.02,404.8,154.2,3623,-832,11,8,0.923,452.9,190.7,6859,394,25,22,1.019,311.8,145.9,7229,618,24,29,1.028,249.3,136.4,1453,-1041,1,4,0.761,363.2,290.6,5177,-556,18,14,0.964,369.8,161.8,1228,-815,3,0,0.779,,409.3
k: マイジャグラーV,1075,45648,10156,209,138,1.074,330.8,131.6,4153,900,22,7,1.072,593.3,143.2,7719,3965,44,27,1.171,285.9,108.7,8246,3494,47,16,1.141,515.4,130.9,7334,1968,34,23,1.089,318.9,128.7,6458,738,22,32,1.038,201.8,119.6,4891,-421,18,12,0.971,407.6,163.0,6847,-488,22,21,0.976,326.0,159.2
k: マイジャグラーV,1076,35401,-4253,127,82,0.96,431.7,169.4,5363,-394,23,7,0.976,766.1,178.8,7051,-1512,23,17,0.929,414.8,176.3,2279,-1194,5,5,0.825,455.8,227.9,3088,-850,8,9,0.908,343.1,181.6,8300,2462,43,20,1.099,415.0,131.7,5501,-924,16,17,0.944,323.6,166.7,3819,-1841,9,7,0.839,545.6,238.7
k: マイジャグラーV,1077,47934,1650,178,156,1.011,307.3,143.5,9013,5100,45,47,1.189,191.8,98.0,7316,1018,32,19,1.046,385.1,143.5,6888,-1218,22,19,0.941,362.5,168.0,5392,-1300,16,13,0.92,414.8,185.9,3269,-2338,6,3,0.762,1089.7,363.2,7499,-2321,19,23,0.897,326.0,178.5,8557,2709,38,32,1.106,267.4,122.2
k: マイジャグラーV,1078,34965,-2263,129,91,0.978,384.2,158.9,2274,-985,6,5,0.856,454.8,206.7,1642,-179,7,1,0.964,1642.0,205.2,3807,-1076,11,9,0.906,423.0,190.4,6417,-1562,19,16,0.919,401.1,183.3,7331,2056,35,20,1.093,366.6,133.3,7220,124,29,22,1.006,328.2,141.6,6274,-641,22,18,0.966,348.6,156.8
k: マイジャグラーV,1079,44003,8147,192,144,1.062,305.6,131.0,3721,-79,13,13,0.993,286.2,143.1,8314,1653,36,34,1.066,244.5,118.8,8620,4456,46,34,1.172,253.5,107.8,2096,-985,5,2,0.843,1048.0,299.4,6685,935,31,16,1.047,417.8,142.2,6087,291,26,11,1.016,553.4,164.5,8480,1876,35,34,1.074,249.4,122.9
k: マイジャグラーV,1080,42706,-624,161,118,0.995,361.9,153.1,7153,1721,34,24,1.08,298.0,123.3,2950,-1876,5,6,0.788,491.7,268.2,2614,-415,8,6,0.947,435.7,186.7,5935,-712,22,9,0.96,659.4,191.5,6947,1135,30,22,1.054,315.8,133.6,8133,2038,38,25,1.084,325.3,129.1,8974,-2515,24,26,0.907,345.2,179.5
k: マイジャグラーV,1081,36557,52,137,100,1.0,365.6,154.2,7007,618,30,15,1.029,467.1,155.7,6833,1844,29,28,1.09,244.0,119.9,3735,-1826,9,7,0.837,533.6,233.4,2436,-1429,4,5,0.804,487.2,270.7,4473,268,20,8,1.02,559.1,159.8,7805,1418,31,28,1.061,278.8,132.3,4268,-841,14,9,0.934,474.2,185.6
k: マイジャグラーV,1082,37685,-1365,132,115,0.988,327.7,152.6,7459,2603,34,31,1.116,240.6,114.8,5461,-303,20,13,0.982,420.1,165.5,7258,1124,30,22,1.052,329.9,139.6,5796,-771,20,15,0.956,386.4,165.6,4531,-900,13,13,0.934,348.5,174.3,2389,-1547,3,5,0.784,477.8,298.6,4791,-1571,12,16,0.891,299.4,171.1
k: マイジャグラーV,1083,34243,-1550,124,82,0.985,417.6,166.2,7108,-103,26,15,0.995,473.9,173.4,2624,-791,8,3,0.9,874.7,238.5,1031,-262,3,0,0.915,,343.7,5779,300,23,14,1.017,412.8,156.2,5664,785,24,17,1.046,333.2,138.1,3989,-650,11,10,0.946,398.9,190.0,8048,-829,29,23,0.966,349.9,154.8
k: マイジャグラーV,1084,34624,-7061,109,90,0.932,384.7,174.0,2132,-921,6,2,0.856,1066.0,266.5,2783,-1371,7,4,0.836,695.8,253.0,5600,-876,19,16,0.948,350.0,160.0,7800,174,30,21,1.007,371.4,152.9,7509,-350,26,25,0.984,300.4,147.2,4204,-1982,10,9,0.843,467.1,221.3,4596,-1735,11,13,0.874,353.5,191.5
l: マイジャグラーV,1085,48049,7335,195,164,1.051,293.0,133.8,6267,1312,26,21,1.07,298.4,133.3,5842,203,23,15,1.012,389.5,153.7,5670,982,26,15,1.058,378.0,138.3,7203,-262,24,25,0.988,288.1,147.0,9042,4309,45,39,1.159,231.8,107.6,5286,-1018,15,14,0.936,377.6,182.3,8739,1809,36,35,1.069,249.7,123.1
l: マイジャグラーV,1086,37983,-130,147,102,0.999,372.4,152.5,2372,-832,5,6,0.883,395.3,215.6,7781,1085,35,19,1.046,409.5,144.1,6794,618,29,18,1.03,377.4,144.6,6106,485,25,18,1.026,339.2,142.0,4250,-606,13,14,0.952,303.6,157.4,7462,-65,30,19,0.997,392.7,152.3,3218,-815,10,8,0.916,402.2,178.8
l: マイジャグラーV,1087,29604,-1542,100,86,0.983,344.2,159.2,5128,103,19,16,1.007,320.5,146.5,2199,-426,7,3,0.935,733.0,219.9,2326,-1218,4,4,0.825,581.5,290.8,7888,935,29,31,1.04,254.5,131.5,1580,-1053,2,3,0.778,526.7,316.0,7801,982,31,25,1.042,312.0,139.3,2682,-865,8,4,0.892,670.5,223.5
l: マイジャグラーV,1088,43188,-523,153,137,0.996,315.2,148.9,4250,-632,15,9,0.95,472.2,177.1,5856,-2797,9,24,0.841,244.0,177.5,2587,-1597,5,6,0.794,431.2,235.2,7131,1068,30,20,1.05,356.6,142.6,7837,-397,25,27,0.983,290.3,150.7,6903,1088,31,17,1.053,406.1,143.8,8624,2744,38,34,1.106,253.6,119.8
l: マイジャグラーV,1089,23684,-3641,76,61,0.949,388.3,172.9,4512,-485,15,12,0.964,376.0,167.1,1275,-821,2,3,0.785,425.0,255.0,6170,262,24,19,1.014,324.7,143.5,964,-656,1,2,0.773,482.0,321.3,1433,-162,5,2,0.962,716.5,204.7,3539,-1629,8,7,0.847,505.6,235.9,5791,-150,21,16,0.991,361.9,156.5
l: マイジャグラーV,1090,32689,574,120,102,1.006,320.5,147.2,2768,-888,7,5,0.893,553.6,230.7,1935,-644,5,7,0.889,276.4,161.2,6857,1050,29,22,1.051,311.7,134.5,1758,-538,6,1,0.898,1758.0,251.1,3923,521,18,11,1.044,356.6,135.3,8266,2444,38,29,1.099,285.0,123.4,7182,-1371,17,27,0.936,266.0,163.2
l: マイジャグラーV,1091,35603,-1533,124,108,0.986,329.7,153.5,4622,-1088,13,15,0.922,308.1,165.1,8150,1429,30,38,1.058,214.5,119.9,2914,-991,9,3,0.887,971.3,242.8,6776,1159,26,27,1.057,251.0,127.8,2143,-1218,5,1,0.811,2143.0,357.2,7382,147,29,21,1.007,351.5,147.6,3616,-971,12,3,0.91,1205.3,241.1
l: マイジャグラーV,1092,37901,-3754,139,85,0.967,445.9,169.2,8445,2903,42,25,1.115,337.8,126.0,4747,-2021,12,9,0.858,527.4,226.0,4076,-1900,8,10,0.845,407.6,226.4,5875,56,26,11,1.003,534.1,158.8,3600,-909,14,2,0.916,1800.0,225.0,4653,-1065,13,14,0.924,332.4,172.3,6505,-818,24,14,0.958,464.6,171.2
m: マイジャグラーV,1093,42999,-465,157,129,0.996,333.3,150.3,4530,-662,16,7,0.951,647.1,197.0,6841,1794,29,30,1.087,228.0,115.9,6403,-156,26,10,0.992,640.3,177.9,6683,688,27,19,1.034,351.7,145.3,7471,468,29,27,1.021,276.7,133.4,6479,-1982,15,22,0.898,294.5,175.1,4592,-615,15,14,0.955,328.0,158.3
m: マイジャグラーV,1094,36320,1252,146,90,1.011,403.6,153.9,8084,1971,34,31,1.081,260.8,124.4,5576,-603,19,14,0.964,398.3,169.0,2733,779,14,6,1.095,455.5,136.6,3325,-1135,11,4,0.886,831.2,221.7,5798,-171,22,14,0.99,414.1,161.1,6674,1135,33,11,1.057,606.7,151.7,4130,-724,13,10,0.942,413.0,179.6
m: マイジャグラーV,1095,27367,-2195,97,72,0.973,380.1,161.9,2459,68,11,4,1.009,614.8,163.9,5151,-921,19,11,0.94,468.3,171.7,7369,1297,30,29,1.059,254.1,124.9,3178,-1053,7,9,0.89,353.1,198.6,2082,-103,7,4,0.984,520.5,189.3,3006,-768,9,7,0.915,429.4,187.9,4122,-715,14,8,0.942,515.2,187.4
m: マイジャグラーV,1096,40036,-1814,138,121,0.985,330.9,154.6,8148,1756,35,28,1.072,291.0,129.3,6767,-238,26,16,0.988,422.9,161.1,7899,1265,29,31,1.053,254.8,131.6,1285,-685,3,0,0.822,,428.3,4852,-1029,15,14,0.929,346.6,167.3,5784,-2021,14,17,0.884,340.2,186.6,5301,-862,16,15,0.946,353.4,171.0
m: マイジャグラーV,1097,41888,5904,180,124,1.047,337.8,137.8,4553,91,18,12,1.007,379.4,151.8,7253,515,29,21,1.024,345.4,145.1,4771,374,22,14,1.026,340.8,132.5,2389,-450,9,3,0.937,796.3,199.1,7728,2647,38,26,1.114,297.2,120.8,6529,1003,27,19,1.051,343.6,141.9,8665,1724,37,29,1.066,298.8,131.3
m: マイジャグラーV,1098,41586,8244,177,139,1.066,299.2,131.6,7804,2056,36,28,1.088,278.7,121.9,2168,-656,6,5,0.899,433.6,197.1,8618,5171,49,33,1.2,261.2,105.1,9621,924,37,31,1.032,310.4,141.5,4265,-921,13,11,0.928,387.7,177.7,7658,2144,32,30,1.093,255.3,123.5,1452,-474,4,1,0.891,1452.0,290.4
m: マイジャグラーV,1099,30016,-3524,106,63,0.961,476.4,177.6,2535,-850,9,3,0.888,845.0,211.2,5230,-1771,12,12,0.887,435.8,217.9,5862,829,26,14,1.047,418.7,146.6,3792,-1429,10,10,0.874,379.2,189.6,1303,-609,4,0,0.844,,325.8,6160,1524,29,16,1.082,385.0,136.9,5134,-1218,16,8,0.921,641.8,213.9
n: アイムジャグラーEX-TP,1100,32319,-3182,112,94,0.967,343.8,156.9,1020,-762,2,1,0.751,1020.0,340.0,5770,750,24,17,1.043,339.4,140.7,3254,-432,12,6,0.956,542.3,180.8,3734,-1076,11,10,0.904,373.4,177.8,3511,-579,15,3,0.945,1170.3,195.1,7890,-759,24,33,0.968,239.1,138.4,7140,-324,24,24,0.985,297.5,148.8
n: アイムジャグラーEX-TP,1101,22115,-4389,73,58,0.934,381.3,168.8,3820,-356,15,6,0.969,636.7,181.9,2688,-874,7,10,0.892,268.8,158.1,6014,109,25,18,1.006,334.1,139.9,974,-709,2,0,0.757,,487.0,1422,-432,5,2,0.899,711.0,203.1,4348,-968,13,13,0.926,334.5,167.2,2849,-1159,6,9,0.864,316.6,189.9
n: アイムジャグラーEX-TP,1102,32185,2124,130,105,1.022,306.5,137.0,4631,2215,23,20,1.159,231.6,107.7,2972,-474,10,6,0.947,495.3,185.8,871,-656,1,2,0.749,435.5,290.3,2520,-538,9,7,0.929,360.0,157.5,7716,1771,34,30,1.077,257.2,120.6,7410,-485,28,24,0.978,308.8,142.5,6065,291,25,16,1.016,379.1,147.9
n: アイムジャグラーEX-TP,1103,33327,1760,137,98,1.018,340.1,141.8,6663,1241,29,22,1.062,302.9,130.6,4426,162,18,14,1.012,316.1,138.3,3751,-532,13,9,0.953,416.8,170.5,5284,359,23,13,1.023,406.5,146.8,5571,924,26,16,1.055,348.2,132.6,6240,497,26,21,1.027,297.1,132.8,1392,-891,2,3,0.787,464.0,278.4
n: アイムジャグラーEX-TP,1104,26063,682,104,76,1.009,342.9,144.8,4606,503,18,11,1.036,418.7,158.8,2594,-1076,7,4,0.862,648.5,235.8,7182,1029,31,28,1.048,256.5,121.7,1085,-85,5,1,0.974,1085.0,180.8,676,-515,1,1,0.746,676.0,338.0,6479,88,26,21,1.005,308.5,137.9,3441,738,16,10,1.071,344.1,132.3
n: アイムジャグラーEX-TP,1105,39475,-1034,142,127,0.991,310.8,146.7,2493,-579,8,5,0.923,498.6,191.8,1441,-97,6,1,0.978,1441.0,205.9,7698,-676,27,21,0.971,366.6,160.4,6735,-382,23,26,0.981,259.0,137.4,6491,515,24,26,1.026,249.7,129.8,8400,-362,26,34,0.986,247.1,140.0,6217,547,28,14,1.029,444.1,148.0
n: アイムジャグラーEX-TP,1106,30718,-1156,114,91,0.987,337.6,149.8,2590,-97,9,10,0.988,259.0,136.3,9332,676,37,27,1.024,345.6,145.8,1910,-479,7,3,0.916,636.7,191.0,1229,26,5,2,1.007,614.5,175.6,4896,2109,29,13,1.144,376.6,116.6,7272,-2091,18,29,0.904,250.8,154.7,3489,-1300,9,7,0.876,498.4,218.1
o: ミスタージャグラー,1107,44996,1782,177,157,1.013,286.6,134.7,7178,909,27,30,1.042,239.3,125.9,3641,126,17,6,1.012,606.8,158.3,7055,2232,35,29,1.105,243.3,110.2,6461,88,26,18,1.005,358.9,146.8,5225,-232,22,13,0.985,401.9,149.3,8003,-1241,26,27,0.948,296.4,151.0,7433,-100,24,34,0.996,218.6,128.2
o: ミスタージャグラー,1108,31264,-374,126,84,0.996,372.2,148.9,1211,-374,3,3,0.897,403.7,201.8,5782,-406,21,15,0.977,385.5,160.6,3296,-132,15,7,0.987,470.9,149.8,5899,885,28,18,1.05,327.7,128.2,3721,-185,15,8,0.983,465.1,161.8,5545,326,24,14,1.02,396.1,145.9,5810,-488,20,19,0.972,305.8,149.0
o: ミスタージャグラー,1109,26534,-3166,92,82,0.96,323.6,152.5,3454,465,16,7,1.045,493.4,150.2,4808,-679,15,18,0.953,267.1,145.7,1835,15,8,6,1.003,305.8,131.1,3775,709,19,10,1.063,377.5,130.2,2741,-1406,6,6,0.829,456.8,228.4,6662,-1041,19,26,0.948,256.2,148.0,3259,-1229,9,9,0.874,362.1,181.1
o: ミスタージャグラー,1110,30325,-2115,111,87,0.977,348.6,153.2,5498,1206,28,11,1.073,499.8,141.0,4300,-697,15,11,0.946,390.9,165.4,4085,-921,11,13,0.925,314.2,170.2,5018,-568,18,15,0.962,334.5,152.1,3143,-644,10,10,0.932,314.3,157.2,6194,515,24,24,1.028,258.1,129.0,2087,-1006,5,3,0.839,695.7,260.9
o: ミスタージャグラー,1111,36475,328,138,123,1.003,296.5,139.8,964,-474,2,2,0.836,482.0,241.0,3926,-791,11,12,0.933,327.2,170.7,2354,-809,7,6,0.885,392.3,181.1,6359,-665,25,16,0.965,397.4,155.1,7961,85,27,34,1.004,234.1,130.5,7603,2497,35,31,1.109,245.3,115.2,7308,485,31,22,1.022,332.2,137.9
o: ミスタージャグラー,1112,31932,-2247,118,96,0.977,332.6,149.2,3120,-662,9,10,0.929,312.0,164.2,7271,2568,37,20,1.118,363.6,127.6,4087,350,19,9,1.029,454.1,146.0,5455,-638,16,26,0.961,209.8,129.9,537,-544,1,0,0.662,,537.0,8752,-912,33,28,0.965,312.6,143.5,2710,-2409,3,3,0.704,903.3,451.7
o: ミスタージャグラー,1113,39605,4079,169,120,1.034,330.0,137.0,5402,1738,29,12,1.107,450.2,131.8,6808,2162,35,21,1.106,324.2,121.6,7933,582,29,31,1.024,255.9,132.2,4873,-503,17,14,0.966,348.1,157.2,3359,-491,13,6,0.951,559.8,176.8,7219,1276,32,25,1.059,288.8,126.6,4011,-685,14,11,0.943,364.6,160.4
p: ウルトラミラクルジャグラー,1115,29634,2495,131,71,1.028,417.4,146.7,4110,668,19,11,1.054,373.6,137.0,5220,-221,19,16,0.986,326.2,149.1,1932,-603,5,4,0.896,483.0,214.7,2912,621,17,2,1.071,1456.0,153.3,2993,-829,10,3,0.908,997.7,230.2,7159,2215,38,15,1.103,477.3,135.1,5308,644,23,20,1.04,265.4,123.4
p: ウルトラミラクルジャグラー,1116,38508,5346,175,108,1.046,356.6,136.1,6076,1218,30,14,1.067,434.0,138.1,4039,156,17,11,1.013,367.2,144.2,5989,912,27,15,1.051,399.3,142.6,6566,971,26,24,1.049,273.6,131.3,2050,-879,7,1,0.857,2050.0,256.2,6960,1371,34,17,1.066,409.4,136.5,6828,1597,34,26,1.078,262.6,113.8
p: ウルトラミラクルジャグラー,1117,25466,1900,105,70,1.025,363.8,145.5,1127,-356,2,4,0.895,281.8,187.8,6624,1441,29,22,1.073,301.1,129.9,465,-474,0,0,0.66,,,855,-332,3,0,0.871,,285.0,4201,644,20,9,1.051,466.8,144.9,7272,912,32,19,1.042,382.7,142.6,4922,65,19,16,1.004,307.6,140.6
p: ウルトラミラクルジャグラー,1118,32105,5750,145,99,1.06,324.3,131.6,1225,-732,2,4,0.801,306.2,204.2,1702,-1488,2,2,0.709,851.0,425.5,6660,4897,46,17,1.245,391.8,105.7,2762,-1088,7,5,0.869,552.4,230.2,7754,3926,46,24,1.169,323.1,110.8,4768,-1206,14,10,0.916,476.8,198.7,7234,1441,28,37,1.066,195.5,111.3
p: ウルトラミラクルジャグラー,1119,31621,-1656,107,104,0.983,304.0,149.9,7948,-159,24,33,0.993,240.8,139.4,4656,-297,16,13,0.979,358.2,160.6,4033,900,18,14,1.074,288.1,126.0,3953,265,16,13,1.022,304.1,136.3,1129,-968,1,0,0.714,,1129.0,7185,-665,23,25,0.969,287.4,149.7,2717,-732,9,6,0.91,452.8,181.1
p: ウルトラミラクルジャグラー,1120,32924,-69,135,81,0.999,406.5,152.4,2404,-268,10,4,0.963,601.0,171.7,7904,609,36,13,1.026,608.0,161.3,1583,-462,4,5,0.903,316.6,175.9,1843,-268,6,3,0.952,614.3,204.8,5743,-1124,18,18,0.935,319.1,159.5,7290,1615,36,19,1.074,383.7,132.5,6157,-171,25,19,0.991,324.1,139.9
p: ウルトラミラクルジャグラー,1121,31292,2339,135,83,1.025,377.0,143.5,3368,-597,12,7,0.941,481.1,177.3,3094,-121,13,6,0.987,515.7,162.8,2323,-491,9,3,0.93,774.3,193.6,3844,2074,25,9,1.18,427.1,113.1,4093,862,21,10,1.07,409.3,132.0,7147,97,28,16,1.005,446.7,162.4,7423,515,27,32,1.023,232.0,125.8
p: ウルトラミラクルジャグラー,1122,31292,-434,115,84,0.995,372.5,157.2,4768,-288,14,18,0.98,264.9,149.0,7769,4103,45,23,1.176,337.8,114.2,3236,-2091,4,6,0.785,539.3,323.6,4276,606,21,6,1.047,712.7,158.4,1126,-779,2,0,0.769,,563.0,8268,-932,25,28,0.962,295.3,156.0,1849,-1053,4,3,0.81,616.3,264.1
q: アイムジャグラーEX-TP,1123,25299,-297,101,68,0.996,372.0,149.7,4220,312,19,7,1.025,602.9,162.3,5388,-324,19,16,0.98,336.8,153.9,1035,-562,3,1,0.819,1035.0,258.8,2799,762,15,6,1.091,466.5,133.3,6549,1206,28,26,1.061,251.9,121.3,4131,-1241,13,10,0.9,413.1,179.6,1177,-450,4,2,0.873,588.5,196.2
q: アイムジャグラーEX-TP,1124,37228,356,130,155,1.003,240.2,130.6,2916,-915,6,9,0.895,324.0,194.4,8307,1112,26,46,1.045,180.6,115.4,6539,879,28,24,1.045,272.5,125.8,4196,-662,15,13,0.947,322.8,149.9,539,-332,1,1,0.795,539.0,269.5,6904,-250,26,28,0.988,246.6,127.9,7827,524,28,34,1.022,230.2,126.2
q: アイムジャグラーEX-TP,1125,29452,-5176,95,90,0.941,327.2,159.2,7394,-809,21,26,0.964,284.4,157.3,3420,-697,10,11,0.932,310.9,162.9,4203,250,19,13,1.02,323.3,131.3,3784,-1406,10,11,0.876,344.0,180.2,913,-832,1,2,0.696,456.5,304.3,3691,-1547,8,13,0.86,283.9,175.8,6047,-135,26,14,0.993,431.9,151.2
q: アイムジャグラーEX-TP,1126,33005,2992,132,114,1.03,289.5,134.2,4918,574,16,23,1.039,213.8,126.1,2693,-526,11,2,0.935,1346.5,207.2,4225,-838,14,13,0.934,325.0,156.5,760,-644,1,0,0.718,,760.0,8833,3588,42,39,1.135,226.5,109.0,4418,-1288,14,10,0.903,441.8,184.1,7158,2126,34,27,1.099,265.1,117.3
q: アイムジャグラーEX-TP,1127,22248,-641,88,63,0.99,353.1,147.3,1064,532,7,1,1.167,1064.0,133.0,1500,-532,4,3,0.882,500.0,214.3,4068,-515,14,12,0.958,339.0,156.5,1468,-244,6,1,0.945,1468.0,209.7,6984,1403,33,25,1.067,279.4,120.4,4786,-629,17,15,0.956,319.1,149.6,2378,-656,7,6,0.908,396.3,182.9
q: アイムジャグラーEX-TP,1128,31481,6122,146,107,1.065,294.2,124.4,6867,868,27,27,1.042,254.3,127.2,7164,1968,32,33,1.092,217.1,110.2,1249,-403,5,2,0.892,624.5,178.4,3648,1018,19,9,1.093,405.3,130.3,2069,-197,8,6,0.968,344.8,147.8,8150,4074,50,26,1.167,313.5,107.2,2334,-1206,5,4,0.828,583.5,259.3
q: アイムジャグラーEX-TP,1129,43598,56,167,145,1.0,300.7,139.7,5240,335,21,15,1.021,349.3,145.6,8786,903,33,35,1.034,251.0,129.2,6895,144,29,23,1.007,299.8,132.6,5290,1453,27,17,1.092,311.2,120.2,3909,-888,12,12,0.924,325.8,162.9,8550,-791,28,35,0.969,244.3,135.7,4928,-1100,17,8,0.926,616.0,197.1
r: アイムジャグラーEX-TP,1130,33520,1482,135,80,1.015,419.0,155.9,1776,-609,7,0,0.886,,253.7,5765,-397,19,19,0.977,303.4,151.7,1822,-426,6,4,0.922,455.5,182.2,875,-1018,0,1,0.612,875.0,875.0,6332,1076,29,15,1.057,422.1,143.9,9045,747,37,22,1.028,411.1,153.3,7905,2109,37,19,1.089,416.1,141.2
r: アイムジャグラーEX-TP,1131,28007,570,108,77,1.007,363.7,151.4,4142,-821,11,16,0.934,258.9,153.4,1476,-762,2,5,0.828,295.2,210.9,6660,1932,31,21,1.097,317.1,128.1,2706,62,12,5,1.008,541.2,159.2,1370,-44,6,2,0.989,685.0,171.2,4641,-732,16,10,0.947,464.1,178.5,7012,935,30,18,1.044,389.6,146.1
r: アイムジャグラーEX-TP,1132,32287,3354,131,107,1.035,301.7,135.7,3486,-97,13,8,0.991,435.8,166.0,8029,2303,36,35,1.096,229.4,113.1,2161,171,9,8,1.026,270.1,127.1,2932,-679,10,5,0.923,586.4,195.5,1650,215,8,4,1.043,412.5,137.5,5994,-138,21,19,0.992,315.5,149.8,8035,1579,34,28,1.066,287.0,129.6
r: アイムジャグラーEX-TP,1133,27091,7174,126,84,1.088,322.5,129.0,7279,2691,34,29,1.123,251.0,115.5,1162,632,8,0,1.181,,145.2,792,-591,1,1,0.751,792.0,396.0,2051,-238,8,3,0.961,683.7,186.5,1986,-597,6,6,0.9,331.0,165.5,4954,409,19,14,1.028,353.9,150.1,8867,4868,50,31,1.183,286.0,109.5
r: アイムジャグラーEX-TP,1134,32687,2837,128,105,1.029,311.3,140.3,2396,44,11,2,1.006,1198.0,184.3,4889,971,21,14,1.066,349.2,139.7,5753,-1724,13,23,0.9,250.1,159.8,954,-315,3,1,0.89,954.0,238.5,6289,735,26,21,1.039,299.5,133.8,8363,3494,40,33,1.139,253.4,114.6,4043,-368,14,11,0.97,367.5,161.7
r: アイムジャグラーEX-TP,1135,27960,3900,124,61,1.046,458.4,151.1,879,-697,1,1,0.736,879.0,439.5,3956,797,16,12,1.067,329.7,141.3,750,-456,2,0,0.797,,375.0,4628,65,18,12,1.005,385.7,154.3,6154,1394,30,11,1.076,559.5,150.1,8080,3838,47,17,1.158,475.3,126.2,3513,-1041,10,8,0.901,439.1,195.2
r: アイムジャグラーEX-TP,1136,35250,-1594,124,104,0.985,338.9,154.6,5506,-321,18,19,0.981,289.8,148.8,7644,-147,25,28,0.994,273.0,144.2,5799,1474,27,16,1.085,362.4,134.9,5008,-2197,12,13,0.854,385.2,200.3,902,-1006,1,0,0.628,,902.0,4400,-191,17,9,0.986,488.9,169.2,5991,794,24,19,1.044,315.3,139.3
s: ハッピージャグラーVIII,1137,34125,-1909,123,111,0.981,307.4,145.8,4122,-724,11,14,0.941,294.4,164.9,2554,-1818,4,5,0.763,510.8,283.8,6361,959,27,22,1.05,289.1,129.8,5191,-885,18,15,0.943,346.1,157.3,2179,-515,7,4,0.921,544.8,198.1,5954,-1300,18,18,0.927,330.8,165.4,7764,2374,38,33,1.102,235.3,109.4
s: ハッピージャグラーVIII,1138,21279,-3611,66,66,0.943,322.4,161.2,1830,-79,6,5,0.986,366.0,166.4,7990,603,31,30,1.025,266.3,131.0,1162,-315,4,1,0.91,1162.0,232.4,1846,421,9,5,1.076,369.2,131.9,1756,-1029,4,3,0.805,585.3,250.9,6097,-2656,11,22,0.855,277.1,184.8,598,-556,1,0,0.69,,598.0
