,,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE
ゴーゴージャグラー3,1143,4446,-865,14,13,0.935,342.0,164.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4446.0,-865.0,14.0,13.0,0.935,342.0,164.7
ゴーゴージャグラー3,1145,8017,3132,45,26,1.13,308.3,112.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8017.0,3132.0,45.0,26.0,1.13,308.3,112.9
ゴーゴージャグラー3,1146,1010,-656,2,2,0.783,505.0,252.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.0,-656.0,2.0,2.0,0.783,505.0,252.5
ゴーゴージャグラー3,1147,3648,-582,13,8,0.947,456.0,173.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3648.0,-582.0,13.0,8.0,0.947,456.0,173.7
ゴーゴージャグラー3,1148,1866,-432,5,4,0.923,466.5,207.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866.0,-432.0,5.0,4.0,0.923,466.5,207.3
ゴーゴージャグラー3,1149,7313,2056,35,31,1.094,235.9,110.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7313.0,2056.0,35.0,31.0,1.094,235.9,110.8
ゴーゴージャグラー3,1150,809,-632,2,0,0.74,,404.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.0,-632.0,2.0,0.0,0.74,,404.5
ジャグラーガールズ,1100,2650,-1429,6,4,0.82,662.5,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650.0,-1429.0,6.0,4.0,0.82,662.5,265.0
ジャグラーガールズ,1101,2306,132,10,4,1.019,576.5,164.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306.0,132.0,10.0,4.0,1.019,576.5,164.7
ジャグラーガールズ,1102,2441,-321,8,7,0.956,348.7,162.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2441.0,-321.0,8.0,7.0,0.956,348.7,162.7
ジャグラーガールズ,1103,5144,-112,18,20,0.993,257.2,135.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5144.0,-112.0,18.0,20.0,0.993,257.2,135.4
ジャグラーガールズ,1104,5041,1124,24,18,1.074,280.1,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5041.0,1124.0,24.0,18.0,1.074,280.1,120.0
ジャグラーガールズ,1105,949,-697,0,4,0.755,237.2,237.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.0,-697.0,0.0,4.0,0.755,237.2,237.2
ジャグラーガールズ,1106,7340,582,31,25,1.026,293.6,131.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7340.0,582.0,31.0,25.0,1.026,293.6,131.1
ジャグラーガールズ,1123,4375,-1159,13,12,0.912,364.6,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4375.0,-1159.0,13.0,12.0,0.912,364.6,175.0
ジャグラーガールズ,1124,2079,-74,8,2,0.988,1039.5,207.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079.0,-74.0,8.0,2.0,0.988,1039.5,207.9
ジャグラーガールズ,1125,2543,-618,7,7,0.919,363.3,181.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543.0,-618.0,7.0,7.0,0.919,363.3,181.6
ジャグラーガールズ,1126,6218,2056,30,25,1.11,248.7,113.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6218.0,2056.0,30.0,25.0,1.11,248.7,113.1
ジャグラーガールズ,1127,4538,21,16,16,1.002,283.6,141.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4538.0,21.0,16.0,16.0,1.002,283.6,141.8
ジャグラーガールズ,1128,1667,-574,4,6,0.885,277.8,166.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.0,-574.0,4.0,6.0,0.885,277.8,166.7
ジャグラーガールズ,1129,5728,1088,24,20,1.063,286.4,130.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5728.0,1088.0,24.0,20.0,1.063,286.4,130.2
ジャグラーガールズ,1137,18671,3527,85,60,1.063,311.2,128.8,,,,,,,,4755.0,21.0,17.0,15.0,1.001,317.0,148.6,3520.0,-3.0,15.0,8.0,1.0,440.0,153.0,4468.0,994.0,22.0,13.0,1.074,343.7,127.7,5928.0,2515.0,31.0,24.0,1.141,247.0,107.8,,,,,,,
ジャグラーガールズ,1138,7484,-739,27,23,0.967,325.4,149.7,,,,,,,,5451.0,88.0,23.0,15.0,1.005,363.4,143.4,1509.0,-474.0,3.0,7.0,0.895,215.6,150.9,424.0,-221.0,1.0,1.0,0.826,424.0,212.0,100.0,-132.0,0.0,0.0,0.56,,,,,,,,,
ジャグラーガールズ,1139,10181,103,40,29,1.003,351.1,147.6,,,,,,,,3512.0,759.0,18.0,7.0,1.072,501.7,140.5,2000.0,38.0,8.0,6.0,1.006,333.3,142.9,1475.0,-285.0,3.0,7.0,0.936,210.7,147.5,3194.0,-409.0,11.0,9.0,0.957,354.9,159.7,,,,,,,
ジャグラーガールズ,1140,7611,-2586,17,23,0.887,330.9,190.3,,,,,,,,1039.0,-803.0,0.0,2.0,0.742,519.5,519.5,4991.0,-1065.0,13.0,18.0,0.929,277.3,161.0,1392.0,-462.0,4.0,3.0,0.889,464.0,198.9,189.0,-256.0,0.0,0.0,0.549,,,,,,,,,
ジャグラーガールズ,1141,5973,-1565,17,16,0.913,373.3,181.0,,,,,,,,2276.0,-297.0,9.0,4.0,0.957,569.0,175.1,2044.0,-791.0,3.0,9.0,0.871,227.1,170.3,1458.0,-221.0,5.0,3.0,0.949,486.0,182.2,195.0,-256.0,0.0,0.0,0.562,,,,,,,,,
ジャグラーガールズ,1142,10719,-785,38,33,0.976,324.8,151.0,,,,,,,,2629.0,-56.0,10.0,9.0,0.993,292.1,138.4,3023.0,-712.0,8.0,11.0,0.921,274.8,159.1,1267.0,-32.0,6.0,1.0,0.992,1267.0,181.0,3800.0,15.0,14.0,12.0,1.001,316.7,146.2,,,,,,,
ジャグラーガールズ,1143,7093,-1820,24,13,0.914,545.6,191.7,,,,,,,,1639.0,-697.0,5.0,3.0,0.858,546.3,204.9,3294.0,-559.0,12.0,6.0,0.943,549.0,183.0,1905.0,-285.0,7.0,4.0,0.95,476.2,173.2,255.0,-279.0,0.0,0.0,0.635,,,,,,,,,
ジャグラーガールズ,1145,24048,2035,100,78,1.028,308.3,135.1,5113.0,853.0,24.0,14.0,1.056,365.2,134.6,4682.0,1241.0,24.0,16.0,1.088,292.6,117.0,5289.0,-76.0,20.0,18.0,0.995,293.8,139.2,5879.0,-321.0,19.0,21.0,0.982,280.0,147.0,3085.0,338.0,13.0,9.0,1.037,342.8,140.2,,,,,,,
ジャグラーガールズ,1146,8637,-678,34,18,0.974,479.8,166.1,437.0,-38.0,2.0,1.0,0.971,437.0,145.7,5308.0,397.0,24.0,11.0,1.025,482.5,151.7,1055.0,-126.0,5.0,1.0,0.96,1055.0,175.8,1246.0,-226.0,3.0,5.0,0.94,249.2,155.8,591.0,-685.0,0.0,0.0,0.614,,,,,,,,,
ジャグラーガールズ,1147,9823,-543,37,24,0.982,409.3,161.0,551.0,-232.0,1.0,1.0,0.86,551.0,275.5,1371.0,-538.0,4.0,3.0,0.869,457.0,195.9,2174.0,103.0,10.0,3.0,1.016,724.7,167.2,1536.0,309.0,7.0,3.0,1.067,512.0,153.6,4191.0,-185.0,15.0,14.0,0.985,299.4,144.5,,,,,,,
ジャグラーガールズ,1148,17961,230,66,58,1.004,309.7,144.8,3853.0,-644.0,10.0,13.0,0.944,296.4,167.5,2319.0,-279.0,8.0,6.0,0.96,386.5,165.6,8632.0,1706.0,37.0,31.0,1.066,278.5,126.9,1247.0,-903.0,2.0,2.0,0.759,623.5,311.8,1910.0,350.0,9.0,6.0,1.061,318.3,127.3,,,,,,,
ジャグラーガールズ,1149,11778,-291,45,35,0.992,336.5,147.2,178.0,-279.0,0.0,0.0,0.478,,,6798.0,1500.0,31.0,24.0,1.074,283.2,123.6,3313.0,-1100.0,9.0,9.0,0.889,368.1,184.1,943.0,-397.0,3.0,1.0,0.86,943.0,235.8,546.0,-15.0,2.0,1.0,0.991,546.0,182.0,,,,,,,
ジャグラーガールズ,1150,16004,-1256,59,46,0.974,347.9,152.4,5581.0,-700.0,19.0,20.0,0.958,279.0,143.1,2338.0,338.0,13.0,2.0,1.048,1169.0,155.9,4990.0,-147.0,18.0,16.0,0.99,311.9,146.8,1146.0,-579.0,2.0,3.0,0.832,382.0,229.2,1949.0,-168.0,7.0,5.0,0.971,389.8,162.4,,,,,,,
ハッピージャグラーVIII,1137,3233,-2285,5,7,0.764,461.9,269.4,3233.0,-2285.0,5.0,7.0,0.764,461.9,269.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1138,841,-579,1,2,0.771,420.5,280.3,841.0,-579.0,1.0,2.0,0.771,420.5,280.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1139,789,-697,1,1,0.706,789.0,394.5,789.0,-697.0,1.0,1.0,0.706,789.0,394.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1140,4695,-453,16,13,0.968,361.2,161.9,4695.0,-453.0,16.0,13.0,0.968,361.2,161.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1141,639,-503,1,0,0.738,,639.0,639.0,-503.0,1.0,0.0,0.738,,639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1142,1242,-97,6,1,0.974,1242.0,177.4,1242.0,-97.0,6.0,1.0,0.974,1242.0,177.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1143,4648,488,19,13,1.035,357.5,145.2,4648.0,488.0,19.0,13.0,1.035,357.5,145.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1051,29296,2364,118,86,1.027,340.7,143.6,6954.0,3353.0,37.0,26.0,1.161,267.5,110.4,6218.0,1006.0,28.0,17.0,1.054,365.8,138.2,4437.0,-2021.0,9.0,10.0,0.848,443.7,233.5,3191.0,85.0,13.0,7.0,1.009,455.9,159.6,2703.0,-1112.0,6.0,5.0,0.863,540.6,245.7,5793.0,1053.0,25.0,21.0,1.061,275.9,125.9
ファンキージャグラー2,1052,14317,205,57,36,1.005,397.7,153.9,100.0,-162.0,0.0,0.0,0.46,,,1738.0,-403.0,6.0,4.0,0.923,434.5,173.8,2278.0,-524.0,7.0,6.0,0.923,379.7,175.2,1630.0,-97.0,6.0,3.0,0.98,543.3,181.1,3564.0,397.0,17.0,7.0,1.037,509.1,148.5,5007.0,994.0,21.0,16.0,1.066,312.9,135.3
ファンキージャグラー2,1053,14516,553,63,30,1.013,483.9,156.1,704.0,-115.0,3.0,0.0,0.946,,234.7,4876.0,909.0,23.0,13.0,1.062,375.1,135.4,2316.0,-238.0,8.0,5.0,0.966,463.2,178.2,1097.0,21.0,5.0,4.0,1.006,274.2,121.9,1334.0,238.0,7.0,1.0,1.059,1334.0,166.8,4189.0,-262.0,17.0,7.0,0.979,598.4,174.5
ファンキージャグラー2,1054,19765,1894,81,56,1.032,352.9,144.3,351.0,-3.0,1.0,1.0,0.997,351.0,175.5,1451.0,-344.0,5.0,2.0,0.921,725.5,207.3,6511.0,1312.0,29.0,20.0,1.067,325.6,132.9,424.0,-238.0,1.0,0.0,0.813,,424.0,5707.0,1676.0,28.0,17.0,1.098,335.7,126.8,5321.0,-509.0,17.0,16.0,0.968,332.6,161.2
ファンキージャグラー2,1055,19547,-2479,68,46,0.958,424.9,171.5,4659.0,-144.0,15.0,17.0,0.99,274.1,145.6,978.0,-509.0,1.0,4.0,0.827,244.5,195.6,3022.0,-832.0,9.0,6.0,0.908,503.7,201.5,6991.0,159.0,30.0,16.0,1.008,436.9,152.0,409.0,-515.0,0.0,0.0,0.58,,,3488.0,-638.0,13.0,3.0,0.939,1162.7,218.0
ファンキージャグラー2,1056,21417,-342,86,48,0.995,446.2,159.8,955.0,-503.0,3.0,0.0,0.824,,318.3,4798.0,-750.0,15.0,15.0,0.948,319.9,159.9,4525.0,91.0,18.0,11.0,1.007,411.4,156.0,4137.0,32.0,17.0,10.0,1.003,413.7,153.2,3572.0,829.0,17.0,7.0,1.077,510.3,148.8,3430.0,-41.0,16.0,5.0,0.996,686.0,163.3
ファンキージャグラー2,1057,13712,802,59,29,1.019,472.8,155.8,620.0,-350.0,2.0,0.0,0.812,,310.0,4817.0,-312.0,18.0,11.0,0.978,437.9,166.1,2369.0,2126.0,18.0,6.0,1.299,394.8,98.7,839.0,-421.0,1.0,3.0,0.833,279.7,209.8,450.0,-191.0,1.0,1.0,0.859,450.0,225.0,4617.0,-50.0,19.0,8.0,0.996,577.1,171.0
ファンキージャグラー2,1058,16995,-55,65,51,0.999,333.2,146.5,406.0,-485.0,0.0,0.0,0.602,,,6049.0,1947.0,27.0,25.0,1.107,242.0,116.3,4090.0,-191.0,16.0,9.0,0.984,454.4,163.6,1420.0,-391.0,4.0,5.0,0.908,284.0,157.8,3835.0,-250.0,15.0,11.0,0.978,348.6,147.5,1195.0,-685.0,3.0,1.0,0.809,1195.0,298.8
ファンキージャグラー2,1059,14886,-2468,52,33,0.945,451.1,175.1,23.0,-44.0,0.0,0.0,0.362,,,1797.0,-509.0,7.0,0.0,0.906,,256.7,4179.0,-1547.0,12.0,8.0,0.877,522.4,209.0,1457.0,-115.0,6.0,2.0,0.974,728.5,182.1,1677.0,-644.0,4.0,6.0,0.872,279.5,167.7,5753.0,391.0,23.0,17.0,1.023,338.4,143.8
ファンキージャグラー2,1060,22840,1602,102,50,1.023,456.8,150.3,5870.0,1253.0,30.0,12.0,1.071,489.2,139.8,1904.0,79.0,9.0,1.0,1.014,1904.0,190.4,3382.0,-465.0,13.0,5.0,0.954,676.4,187.9,5426.0,1594.0,29.0,11.0,1.098,493.3,135.6,1357.0,115.0,7.0,2.0,1.028,678.5,150.8,4901.0,-974.0,14.0,19.0,0.934,257.9,148.5
ファンキージャグラー2,1061,1364,-744,3,2,0.818,682.0,272.8,1364.0,-744.0,3.0,2.0,0.818,682.0,272.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1062,921,-56,3,3,0.98,307.0,153.5,921.0,-56.0,3.0,3.0,0.98,307.0,153.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1063,2448,-491,7,7,0.933,349.7,174.9,2448.0,-491.0,7.0,7.0,0.933,349.7,174.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1064,5173,1712,26,14,1.11,369.5,129.3,5173.0,1712.0,26.0,14.0,1.11,369.5,129.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1065,6101,524,27,17,1.029,358.9,138.7,6101.0,524.0,27.0,17.0,1.029,358.9,138.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1066,1297,3,6,2,1.001,648.5,162.1,1297.0,3.0,6.0,2.0,1.001,648.5,162.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1067,1781,-285,7,3,0.947,593.7,178.1,1781.0,-285.0,7.0,3.0,0.947,593.7,178.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイジャグラーV,1001,28947,-283,105,85,0.997,340.6,152.4,,,,,,,,8494.0,182.0,31.0,26.0,1.007,326.7,149.0,8513.0,488.0,31.0,31.0,1.019,274.6,137.3,3239.0,-309.0,11.0,8.0,0.968,404.9,170.5,2334.0,-450.0,7.0,6.0,0.936,389.0,179.5,6367.0,-194.0,25.0,14.0,0.99,454.8,163.3
マイジャグラーV,1002,11347,-1726,40,23,0.949,493.3,180.1,,,,,,,,2725.0,32.0,10.0,11.0,1.004,247.7,129.8,338.0,-338.0,0.0,0.0,0.667,,,3298.0,621.0,16.0,6.0,1.063,549.7,149.9,2139.0,121.0,9.0,4.0,1.019,534.8,164.5,2847.0,-2162.0,5.0,2.0,0.747,1423.5,406.7
マイジャグラーV,1003,19248,1811,86,44,1.031,437.5,148.1,,,,,,,,2424.0,326.0,11.0,5.0,1.045,484.8,151.5,5718.0,-688.0,20.0,13.0,0.96,439.8,173.3,3349.0,888.0,18.0,7.0,1.088,478.4,134.0,1653.0,-556.0,4.0,4.0,0.888,413.2,206.6,6104.0,1841.0,33.0,15.0,1.101,406.9,127.2
マイジャグラーV,1004,28209,2783,113,96,1.033,293.8,135.0,,,,,,,,8309.0,926.0,33.0,29.0,1.037,286.5,134.0,3529.0,-391.0,12.0,10.0,0.963,352.9,160.4,5535.0,1509.0,24.0,24.0,1.091,230.6,115.3,4987.0,-1229.0,12.0,18.0,0.918,277.1,166.2,5849.0,1968.0,32.0,15.0,1.112,389.9,124.4
マイジャグラーV,1005,14795,735,60,41,1.017,360.9,146.5,,,,,,,,2122.0,-574.0,5.0,7.0,0.91,303.1,176.8,3976.0,912.0,20.0,9.0,1.076,441.8,137.1,1828.0,91.0,8.0,5.0,1.017,365.6,140.6,1104.0,-438.0,3.0,1.0,0.868,1104.0,276.0,5765.0,744.0,24.0,19.0,1.043,303.4,134.1
マイジャグラーV,1006,14327,-359,61,22,0.992,651.2,172.6,,,,,,,,4076.0,-79.0,17.0,6.0,0.994,679.3,177.2,685.0,-403.0,2.0,0.0,0.804,,342.5,3828.0,-606.0,14.0,7.0,0.947,546.9,182.3,3639.0,644.0,18.0,6.0,1.059,606.5,151.6,2099.0,85.0,10.0,3.0,1.013,699.7,161.5
マイジャグラーV,1007,15000,-1515,46,45,0.966,333.3,164.8,,,,,,,,1612.0,-497.0,4.0,3.0,0.897,537.3,230.3,5190.0,-285.0,18.0,16.0,0.982,324.4,152.6,2378.0,-291.0,7.0,6.0,0.959,396.3,182.9,736.0,-121.0,3.0,1.0,0.945,736.0,184.0,5084.0,-321.0,14.0,19.0,0.979,267.6,154.1
マイジャグラーV,1008,26122,-518,94,78,0.993,334.9,151.9,,,,,,,,6396.0,829.0,28.0,15.0,1.043,426.4,148.7,4721.0,665.0,20.0,13.0,1.047,363.2,143.1,6195.0,-485.0,19.0,21.0,0.974,295.0,154.9,4183.0,-168.0,15.0,12.0,0.987,348.6,154.9,4627.0,-1359.0,12.0,17.0,0.902,272.2,159.6
マイジャグラーV,1009,14420,-2262,49,34,0.948,424.1,173.7,,,,,,,,845.0,-674.0,2.0,0.0,0.734,,422.5,5401.0,-2391.0,12.0,14.0,0.852,385.8,207.7,1977.0,559.0,11.0,2.0,1.094,988.5,152.1,463.0,-268.0,1.0,0.0,0.807,,463.0,5734.0,512.0,23.0,18.0,1.03,318.6,139.9
マイジャグラーV,1010,23083,-1692,84,54,0.976,427.5,167.3,,,,,,,,4186.0,-1147.0,13.0,9.0,0.909,465.1,190.3,2349.0,79.0,10.0,3.0,1.011,783.0,180.7,5457.0,-159.0,21.0,11.0,0.99,496.1,170.5,5930.0,-103.0,23.0,13.0,0.994,456.2,164.7,5161.0,-362.0,17.0,18.0,0.977,286.7,147.5
マイジャグラーV,1011,19703,164,71,65,1.003,303.1,144.9,,,,,,,,7461.0,138.0,24.0,30.0,1.006,248.7,138.2,6149.0,829.0,26.0,17.0,1.045,361.7,143.0,501.0,-615.0,0.0,1.0,0.591,501.0,501.0,801.0,-303.0,2.0,2.0,0.874,400.5,200.2,4791.0,115.0,19.0,15.0,1.008,319.4,140.9
マイジャグラーV,1012,20841,-1100,70,64,0.982,325.6,155.5,,,,,,,,885.0,-215.0,3.0,2.0,0.919,442.5,177.0,2311.0,-532.0,7.0,5.0,0.923,462.2,192.6,5366.0,-309.0,17.0,21.0,0.981,255.5,141.2,6385.0,-438.0,21.0,14.0,0.977,456.1,182.4,5894.0,394.0,22.0,22.0,1.022,267.9,134.0
マイジャグラーV,1013,12178,-4938,29,26,0.865,468.4,221.4,,,,,,,,2812.0,-397.0,10.0,5.0,0.953,562.4,187.5,1723.0,-1300.0,3.0,1.0,0.749,1723.0,430.8,299.0,-344.0,0.0,1.0,0.616,299.0,299.0,2440.0,-1947.0,3.0,3.0,0.734,813.3,406.7,4904.0,-950.0,13.0,16.0,0.935,306.5,169.1
マイジャグラーV,1014,13877,-1497,52,29,0.964,478.5,171.3,,,,,,,,1467.0,-744.0,4.0,2.0,0.831,733.5,244.5,2846.0,-603.0,9.0,7.0,0.929,406.6,177.9,3651.0,397.0,17.0,8.0,1.036,456.4,146.0,1246.0,-344.0,4.0,1.0,0.908,1246.0,249.2,4667.0,-203.0,18.0,11.0,0.986,424.3,160.9
マイジャグラーV,1015,17596,983,72,50,1.019,351.9,144.2,,,,,,,,5721.0,1618.0,26.0,24.0,1.094,238.4,114.4,2524.0,1135.0,15.0,3.0,1.15,841.3,140.2,4235.0,-982.0,14.0,12.0,0.923,352.9,162.9,1176.0,-103.0,4.0,3.0,0.971,392.0,168.0,3940.0,-685.0,13.0,8.0,0.942,492.5,187.6
マイジャグラーV,1016,13939,1377,53,49,1.033,284.5,136.7,,,,,,,,1428.0,-503.0,4.0,2.0,0.883,714.0,238.0,9051.0,1809.0,35.0,39.0,1.067,232.1,122.3,2402.0,724.0,11.0,8.0,1.1,300.2,126.4,296.0,-338.0,0.0,0.0,0.619,,,762.0,-315.0,3.0,0.0,0.862,,254.0
マイジャグラーV,1017,26748,1184,98,93,1.015,287.6,140.0,,,,,,,,4080.0,-221.0,13.0,14.0,0.982,291.4,151.1,3677.0,-468.0,12.0,12.0,0.958,306.4,153.2,6850.0,1065.0,30.0,22.0,1.052,311.4,131.7,7289.0,2426.0,33.0,29.0,1.111,251.3,117.6,4852.0,-1618.0,10.0,16.0,0.889,303.2,186.6
マイジャグラーV,1018,8380,-1861,24,22,0.926,380.9,182.2,,,,,,,,4802.0,21.0,18.0,16.0,1.001,300.1,141.2,1232.0,-432.0,3.0,2.0,0.883,616.0,246.4,642.0,-785.0,0.0,0.0,0.592,,,303.0,-309.0,0.0,0.0,0.66,,,1401.0,-356.0,3.0,4.0,0.915,350.2,200.1
マイジャグラーV,1019,25549,2041,104,72,1.027,354.8,145.2,,,,,,,,7719.0,1791.0,33.0,29.0,1.077,266.2,124.5,3857.0,-50.0,16.0,11.0,0.996,350.6,142.9,2405.0,132.0,11.0,5.0,1.018,481.0,150.3,6888.0,865.0,27.0,20.0,1.042,344.4,146.6,4680.0,-697.0,17.0,7.0,0.95,668.6,195.0
マイジャグラーV,1020,20247,446,82,49,1.007,413.2,154.6,,,,,,,,2071.0,-462.0,7.0,4.0,0.926,517.8,188.3,7112.0,-674.0,26.0,17.0,0.968,418.4,165.4,6633.0,2506.0,35.0,18.0,1.126,368.5,125.2,731.0,-409.0,2.0,0.0,0.813,,365.5,3700.0,-515.0,12.0,10.0,0.954,370.0,168.2
マイジャグラーV,1021,27260,-680,102,72,0.992,378.6,156.7,2325.0,-191.0,8.0,5.0,0.973,465.0,178.8,6491.0,-962.0,18.0,22.0,0.951,295.0,162.3,7948.0,853.0,35.0,21.0,1.036,378.5,141.9,1702.0,-409.0,6.0,3.0,0.92,567.3,189.1,2994.0,-209.0,11.0,7.0,0.977,427.7,166.3,5800.0,238.0,24.0,14.0,1.014,414.3,152.6
マイジャグラーV,1022,11693,-2632,36,27,0.925,433.1,185.6,1446.0,-191.0,6.0,2.0,0.956,723.0,180.8,1975.0,-709.0,5.0,4.0,0.88,493.8,219.4,1072.0,-44.0,5.0,2.0,0.986,536.0,153.1,2857.0,21.0,10.0,9.0,1.002,317.4,150.4,827.0,-244.0,2.0,1.0,0.902,827.0,275.7,3516.0,-1465.0,8.0,9.0,0.861,390.7,206.8
マイジャグラーV,1023,12606,-1033,51,23,0.973,548.1,170.4,1432.0,-650.0,5.0,1.0,0.849,1432.0,238.7,4022.0,-115.0,18.0,7.0,0.99,574.6,160.9,2357.0,-874.0,5.0,6.0,0.876,392.8,214.3,186.0,-185.0,0.0,0.0,0.668,,,2896.0,559.0,15.0,5.0,1.064,579.2,144.8,1713.0,232.0,8.0,4.0,1.045,428.2,142.8
マイジャグラーV,1024,25507,5265,120,73,1.069,349.4,132.2,2857.0,1253.0,14.0,13.0,1.146,219.8,105.8,7198.0,1774.0,36.0,19.0,1.082,378.8,130.9,1059.0,-768.0,1.0,2.0,0.758,529.5,353.0,6192.0,1041.0,28.0,16.0,1.056,387.0,140.7,322.0,-426.0,0.0,0.0,0.559,,,7879.0,2391.0,41.0,23.0,1.101,342.6,123.1
マイジャグラーV,1025,15116,-2359,44,48,0.948,314.9,164.3,1046.0,-326.0,3.0,3.0,0.896,348.7,174.3,6471.0,156.0,22.0,24.0,1.008,269.6,140.7,2237.0,-421.0,7.0,5.0,0.937,447.4,186.4,639.0,-391.0,2.0,0.0,0.796,,319.5,3579.0,-903.0,8.0,14.0,0.916,255.6,162.7,1144.0,-474.0,2.0,2.0,0.862,572.0,286.0
マイジャグラーV,1026,28884,-218,110,72,0.997,401.2,158.7,7598.0,2391.0,40.0,14.0,1.105,542.7,140.7,2878.0,-921.0,7.0,10.0,0.893,287.8,169.3,4666.0,-1865.0,13.0,7.0,0.867,666.6,233.3,7229.0,709.0,27.0,27.0,1.033,267.7,133.9,2605.0,-1029.0,5.0,6.0,0.868,434.2,236.8,3908.0,497.0,18.0,8.0,1.042,488.5,150.3
マイジャグラーV,1027,29992,-1127,104,91,0.987,329.6,153.8,2497.0,-1453.0,5.0,4.0,0.806,624.2,277.4,5519.0,-774.0,16.0,13.0,0.953,424.5,190.3,5708.0,-818.0,16.0,19.0,0.952,300.4,163.1,2341.0,-1065.0,4.0,8.0,0.848,292.6,195.1,6437.0,-488.0,22.0,21.0,0.975,306.5,149.7,7490.0,3471.0,41.0,26.0,1.154,288.1,111.8
マイジャグラーV,1028,25622,-1070,88,82,0.986,312.5,150.7,4329.0,-782.0,13.0,13.0,0.94,333.0,166.5,4688.0,-132.0,18.0,10.0,0.991,468.8,167.4,4545.0,-826.0,11.0,17.0,0.939,267.4,162.3,1768.0,-750.0,4.0,5.0,0.859,353.6,196.4,2079.0,-115.0,8.0,5.0,0.982,415.8,159.9,8213.0,1535.0,34.0,32.0,1.062,256.7,124.4
マイジャグラーV,1029,20049,-829,73,57,0.986,351.7,154.2,3759.0,-656.0,12.0,9.0,0.942,417.7,179.0,2687.0,-379.0,9.0,7.0,0.953,383.9,167.9,2920.0,-315.0,11.0,6.0,0.964,486.7,171.8,4298.0,621.0,20.0,14.0,1.048,307.0,126.4,1431.0,-185.0,5.0,2.0,0.957,715.5,204.4,4954.0,85.0,16.0,19.0,1.006,260.7,141.5
