model_name,unit_no,1,2,3,4,5,6,22,23,24,25,26,27,28,29,30,31,Total
SミスタージャグラーKK,1061,603,-959,-1206,500,2268,1241,362,1171,-615,-653,-1429,3494,-1900,-947,641,1924,4495
SミスタージャグラーKK,1062,2497,-9,3259,-1441,-1041,-356,688,-1159,-1135,2232,-747,524,-650,-891,1241,-650,2362
SミスタージャグラーKK,1063,2497,338,1665,-1159,-1606,-479,1229,1597,826,-2691,-503,2250,-1676,197,450,-3,2932
SミスタージャグラーKK,1064,-500,-735,-218,291,3753,-1747,2215,-853,347,1844,-488,-829,1241,-253,-1159,-606,2303
SミスタージャグラーKK,1065,538,-774,2388,641,-735,1826,-2515,1685,1971,-1606,-1359,1488,-1088,-1171,50,1029,2368
SミスタージャグラーKK,1066,4515,-335,-479,3212,53,-591,2797,4818,-41,526,-674,3047,429,-1465,-1829,1171,15154
SミスタージャグラーKK,1067,-2532,994,438,618,-1265,256,-650,-1265,406,-238,994,1806,2003,-1382,-191,759,751
Total,,7618,-1480,5847,2662,1427,150,4126,5994,1759,-586,-4206,11780,-1641,-5912,-797,3624,30365
