,,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE
ゴーゴージャグラー3,1121,2585,-3,10,7,1.0,369.3,152.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2585.0,-3.0,10.0,7.0,1.0,369.3,152.1
ゴーゴージャグラー3,1122,5087,-444,20,11,0.971,462.5,164.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5087.0,-444.0,20.0,11.0,0.971,462.5,164.1
ゴーゴージャグラー3,1123,20566,2297,90,72,1.037,285.6,127.0,,,,,,,,,,,,,,,3706.0,-391.0,15.0,11.0,0.965,336.9,142.5,7292.0,2285.0,35.0,29.0,1.104,251.4,113.9,4426.0,-226.0,18.0,13.0,0.983,340.5,142.8,5142.0,629.0,22.0,19.0,1.041,270.6,125.4,,,,,,,
ゴーゴージャグラー3,1124,20061,944,77,73,1.016,274.8,133.7,,,,,,,,,,,,,,,8596.0,79.0,31.0,32.0,1.003,268.6,136.4,4623.0,1006.0,20.0,19.0,1.073,243.3,118.5,805.0,-326.0,3.0,0.0,0.865,,268.3,6037.0,185.0,23.0,22.0,1.01,274.4,134.2,,,,,,,
ゴーゴージャグラー3,1125,6551,-181,26,20,0.991,327.6,142.4,,,,,,,,,,,,,,,1236.0,-38.0,4.0,5.0,0.99,247.2,137.3,741.0,-79.0,3.0,0.0,0.964,,247.0,1043.0,321.0,6.0,2.0,1.103,521.5,130.4,3531.0,-385.0,13.0,13.0,0.964,271.6,135.8,,,,,,,
ゴーゴージャグラー3,1126,19127,1447,81,62,1.025,308.5,133.8,,,,,,,,,,,,,,,4226.0,44.0,18.0,11.0,1.003,384.2,145.7,4885.0,1029.0,22.0,16.0,1.07,305.3,128.6,3133.0,-444.0,11.0,8.0,0.953,391.6,164.9,6883.0,818.0,30.0,27.0,1.04,254.9,120.8,,,,,,,
ゴーゴージャグラー3,1127,13917,3034,71,36,1.073,386.6,130.1,,,,,,,,,,,,,,,2555.0,-468.0,10.0,3.0,0.939,851.7,196.5,2080.0,226.0,10.0,3.0,1.036,693.3,160.0,2487.0,744.0,13.0,7.0,1.1,355.3,124.4,6795.0,2532.0,38.0,23.0,1.124,295.4,111.4,,,,,,,
ゴーゴージャグラー3,1128,4508,-2321,10,11,0.828,409.8,214.7,,,,,,,,,,,,,,,1670.0,-1618.0,1.0,5.0,0.677,334.0,278.3,701.0,-209.0,2.0,1.0,0.901,701.0,233.7,957.0,-168.0,3.0,3.0,0.941,319.0,159.5,1180.0,-326.0,4.0,2.0,0.908,590.0,196.7,,,,,,,
ゴーゴージャグラー3,1129,13836,-836,53,37,0.98,373.9,153.7,,,,,,,,,,,,,,,1456.0,-924.0,3.0,3.0,0.788,485.3,242.7,6561.0,1791.0,33.0,19.0,1.091,345.3,126.2,2210.0,-1241.0,4.0,6.0,0.813,368.3,221.0,3609.0,-462.0,13.0,9.0,0.957,401.0,164.0,,,,,,,
ゴーゴージャグラー3,1137,1534,-179,6,2,0.961,767.0,191.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.0,-179.0,6.0,2.0,0.961,767.0,191.8
ゴーゴージャグラー3,1138,1702,468,9,5,1.092,340.4,121.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702.0,468.0,9.0,5.0,1.092,340.4,121.6
ゴーゴージャグラー3,1139,2722,-521,8,12,0.936,226.8,136.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722.0,-521.0,8.0,12.0,0.936,226.8,136.1
ゴーゴージャグラー3,1140,2949,638,14,10,1.072,294.9,122.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2949.0,638.0,14.0,10.0,1.072,294.9,122.9
ゴーゴージャグラー3,1141,689,-662,1,0,0.68,,689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.0,-662.0,1.0,0.0,0.68,,689.0
ゴーゴージャグラー3,1142,2899,571,15,7,1.066,414.1,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899.0,571.0,15.0,7.0,1.066,414.1,131.8
ゴーゴージャグラー3,1143,4207,-432,16,10,0.966,420.7,161.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207.0,-432.0,16.0,10.0,0.966,420.7,161.8
ゴーゴージャグラー3,1145,3278,615,15,12,1.063,273.2,121.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3278.0,615.0,15.0,12.0,1.063,273.2,121.4
ゴーゴージャグラー3,1146,4126,265,20,7,1.021,589.4,152.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4126.0,265.0,20.0,7.0,1.021,589.4,152.8
ゴーゴージャグラー3,1147,1029,-391,3,3,0.873,343.0,171.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.0,-391.0,3.0,3.0,0.873,343.0,171.5
ゴーゴージャグラー3,1148,1341,274,6,5,1.068,268.2,121.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341.0,274.0,6.0,5.0,1.068,268.2,121.9
ゴーゴージャグラー3,1149,4406,1076,23,11,1.081,400.5,129.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4406.0,1076.0,23.0,11.0,1.081,400.5,129.6
ゴーゴージャグラー3,1150,1576,-632,4,4,0.866,394.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1576.0,-632.0,4.0,4.0,0.866,394.0,197.0
ジャグラーガールズ,1100,6569,-712,25,14,0.964,469.2,168.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6569.0,-712.0,25.0,14.0,0.964,469.2,168.4
ジャグラーガールズ,1101,489,-185,1,0,0.874,,489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0,-185.0,1.0,0.0,0.874,,489.0
ジャグラーガールズ,1102,207,-291,0,0,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,-291.0,0.0,0.0,0.531,,
ジャグラーガールズ,1103,5630,1629,29,17,1.096,331.2,122.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5630.0,1629.0,29.0,17.0,1.096,331.2,122.4
ジャグラーガールズ,1104,1052,-550,2,2,0.826,526.0,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.0,-550.0,2.0,2.0,0.826,526.0,263.0
ジャグラーガールズ,1105,2280,-768,6,5,0.888,456.0,207.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2280.0,-768.0,6.0,5.0,0.888,456.0,207.3
ジャグラーガールズ,1106,422,-585,0,0,0.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.0,-585.0,0.0,0.0,0.538,,
ジャグラーガールズ,1123,4077,-521,15,8,0.957,509.6,177.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4077.0,-521.0,15.0,8.0,0.957,509.6,177.3
ジャグラーガールズ,1124,325,-462,0,0,0.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.0,-462.0,0.0,0.0,0.526,,
ジャグラーガールズ,1125,966,-1041,0,2,0.641,483.0,483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.0,-1041.0,0.0,2.0,0.641,483.0,483.0
ジャグラーガールズ,1126,1782,97,7,5,1.018,356.4,148.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.0,97.0,7.0,5.0,1.018,356.4,148.5
ジャグラーガールズ,1127,2279,-279,8,5,0.959,455.8,175.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279.0,-279.0,8.0,5.0,0.959,455.8,175.3
ジャグラーガールズ,1128,1817,-338,5,5,0.938,363.4,181.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817.0,-338.0,5.0,5.0,0.938,363.4,181.7
ジャグラーガールズ,1129,1440,-250,4,4,0.942,360.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,-250.0,4.0,4.0,0.942,360.0,180.0
ジャグラーガールズ,1137,13146,-1806,46,34,0.954,386.6,164.3,,,,,,,,5233.0,-209.0,19.0,18.0,0.987,290.7,141.4,2268.0,-462.0,8.0,4.0,0.932,567.0,189.0,1313.0,-947.0,2.0,2.0,0.76,656.5,328.2,2009.0,-226.0,8.0,4.0,0.963,502.2,167.4,2323.0,38.0,9.0,6.0,1.005,387.2,154.9,,,,,,,
ジャグラーガールズ,1138,7188,-2145,22,15,0.901,479.2,194.3,,,,,,,,1128.0,-321.0,3.0,2.0,0.905,564.0,225.6,1123.0,-274.0,5.0,1.0,0.919,1123.0,187.2,1932.0,-774.0,5.0,5.0,0.866,386.4,193.2,615.0,-291.0,1.0,2.0,0.842,307.5,205.0,2390.0,-485.0,8.0,5.0,0.932,478.0,183.8,,,,,,,
ジャグラーガールズ,1139,15859,2150,70,49,1.045,323.7,133.3,,,,,,,,4993.0,109.0,18.0,19.0,1.007,262.8,134.9,684.0,-262.0,2.0,0.0,0.872,,342.0,2720.0,-203.0,10.0,7.0,0.975,388.6,160.0,4194.0,1288.0,22.0,14.0,1.102,299.6,116.5,3268.0,1218.0,18.0,9.0,1.124,363.1,121.0,,,,,,,
ジャグラーガールズ,1140,7092,-2520,19,15,0.882,472.8,208.6,,,,,,,,2123.0,-626.0,5.0,6.0,0.902,353.8,193.0,1913.0,-256.0,6.0,6.0,0.955,318.8,159.4,612.0,-462.0,1.0,1.0,0.748,612.0,306.0,886.0,-785.0,1.0,1.0,0.705,886.0,443.0,1558.0,-391.0,6.0,1.0,0.916,1558.0,222.6,,,,,,,
ジャグラーガールズ,1141,12313,-1282,42,38,0.965,324.0,153.9,,,,,,,,3485.0,262.0,14.0,11.0,1.025,316.8,139.4,3411.0,-344.0,12.0,10.0,0.966,341.1,155.0,3267.0,415.0,13.0,13.0,1.042,251.3,125.7,1305.0,-1147.0,1.0,3.0,0.707,435.0,326.2,845.0,-468.0,2.0,1.0,0.815,845.0,281.7,,,,,,,
ジャグラーガールズ,1142,15389,589,61,47,1.013,327.4,142.5,,,,,,,,8522.0,1265.0,37.0,29.0,1.049,293.9,129.1,265.0,-232.0,0.0,0.0,0.708,,,3618.0,-432.0,13.0,11.0,0.96,328.9,150.8,662.0,-250.0,2.0,0.0,0.874,,331.0,2322.0,238.0,9.0,7.0,1.034,331.7,145.1,,,,,,,
ジャグラーガールズ,1143,18734,882,78,48,1.016,390.3,148.7,,,,,,,,3232.0,288.0,14.0,6.0,1.03,538.7,161.6,2134.0,226.0,9.0,6.0,1.035,355.7,142.3,6031.0,474.0,24.0,22.0,1.026,274.1,131.1,2004.0,-256.0,7.0,4.0,0.957,501.0,182.2,5333.0,150.0,24.0,10.0,1.009,533.3,156.9,,,,,,,
ジャグラーガールズ,1145,18377,-4330,50,60,0.921,306.3,167.1,4560.0,426.0,16.0,18.0,1.031,253.3,134.1,2461.0,-653.0,7.0,6.0,0.912,410.2,189.3,2434.0,-703.0,5.0,11.0,0.904,221.3,152.1,1644.0,-891.0,3.0,3.0,0.819,548.0,274.0,2849.0,-1688.0,4.0,10.0,0.803,284.9,203.5,4429.0,-821.0,15.0,12.0,0.938,369.1,164.0,,,,,,,
ジャグラーガールズ,1146,14542,-368,55,40,0.992,363.6,153.1,4170.0,256.0,17.0,12.0,1.02,347.5,143.8,4234.0,829.0,19.0,12.0,1.065,352.8,136.6,2027.0,-591.0,6.0,6.0,0.903,337.8,168.9,2514.0,-585.0,7.0,7.0,0.922,359.1,179.6,784.0,226.0,4.0,2.0,1.096,392.0,130.7,813.0,-503.0,2.0,1.0,0.794,813.0,271.0,,,,,,,
ジャグラーガールズ,1147,13052,-2065,43,37,0.947,352.8,163.2,2038.0,-1241.0,5.0,1.0,0.797,2038.0,339.7,658.0,-338.0,2.0,0.0,0.829,,329.0,498.0,-615.0,0.0,0.0,0.588,,,7999.0,935.0,32.0,31.0,1.039,258.0,127.0,909.0,-438.0,1.0,4.0,0.839,227.2,181.8,950.0,-368.0,3.0,1.0,0.871,950.0,237.5,,,,,,,
ジャグラーガールズ,1148,16007,-4028,46,50,0.916,320.1,166.7,3678.0,-1241.0,9.0,12.0,0.888,306.5,175.1,2706.0,-982.0,7.0,10.0,0.879,270.6,159.2,3149.0,-532.0,10.0,8.0,0.944,393.6,174.9,492.0,-179.0,2.0,0.0,0.879,,246.0,4562.0,-18.0,16.0,17.0,0.999,268.4,138.2,1420.0,-1076.0,2.0,3.0,0.747,473.3,284.0,,,,,,,
ジャグラーガールズ,1149,6948,-1829,23,15,0.912,463.2,182.8,641.0,-562.0,1.0,0.0,0.708,,641.0,3237.0,168.0,13.0,10.0,1.017,323.7,140.7,1265.0,-256.0,5.0,2.0,0.933,632.5,180.7,333.0,-432.0,0.0,1.0,0.568,333.0,333.0,672.0,-209.0,2.0,1.0,0.896,672.0,224.0,800.0,-538.0,2.0,1.0,0.776,800.0,266.7,,,,,,,
ジャグラーガールズ,1150,18477,2487,84,49,1.045,377.1,138.9,2532.0,262.0,12.0,3.0,1.034,844.0,168.8,2310.0,-726.0,6.0,8.0,0.895,288.8,165.0,1631.0,-779.0,2.0,7.0,0.841,233.0,181.2,7087.0,2656.0,39.0,19.0,1.125,373.0,122.2,791.0,-497.0,1.0,2.0,0.791,395.5,263.7,4126.0,1571.0,24.0,10.0,1.127,412.6,121.4,,,,,,,
ハッピージャグラーVIII,1107,7236,715,29,21,1.033,344.6,144.7,,,,,,,,7236.0,715.0,29.0,21.0,1.033,344.6,144.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1108,8062,688,32,27,1.028,298.6,136.6,,,,,,,,8062.0,688.0,32.0,27.0,1.028,298.6,136.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1109,5469,-2197,13,9,0.866,607.7,248.6,,,,,,,,5469.0,-2197.0,13.0,9.0,0.866,607.7,248.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1110,7701,1985,35,22,1.086,350.0,135.1,,,,,,,,7701.0,1985.0,35.0,22.0,1.086,350.0,135.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1111,7486,879,31,21,1.039,356.5,144.0,,,,,,,,7486.0,879.0,31.0,21.0,1.039,356.5,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1112,8958,4132,45,34,1.154,263.5,113.4,,,,,,,,8958.0,4132.0,45.0,34.0,1.154,263.5,113.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1113,7019,1029,29,26,1.049,270.0,127.6,,,,,,,,7019.0,1029.0,29.0,26.0,1.049,270.0,127.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1137,591,-621,0,1,0.65,591.0,591.0,591.0,-621.0,0.0,1.0,0.65,591.0,591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1138,4468,-356,15,13,0.973,343.7,159.6,4468.0,-356.0,15.0,13.0,0.973,343.7,159.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1139,2362,756,11,11,1.107,214.7,107.4,2362.0,756.0,11.0,11.0,1.107,214.7,107.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1140,828,-291,3,1,0.883,828.0,207.0,828.0,-291.0,3.0,1.0,0.883,828.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1141,2096,-491,6,7,0.922,299.4,161.2,2096.0,-491.0,6.0,7.0,0.922,299.4,161.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1142,1366,-674,4,1,0.836,1366.0,273.2,1366.0,-674.0,4.0,1.0,0.836,1366.0,273.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,1143,4459,1371,24,9,1.102,495.4,135.1,4459.0,1371.0,24.0,9.0,1.102,495.4,135.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1051,27550,-3912,94,79,0.953,348.7,159.2,7609.0,-621.0,27.0,29.0,0.973,262.4,135.9,5864.0,-1018.0,17.0,18.0,0.942,325.8,167.5,1541.0,-785.0,5.0,1.0,0.83,1541.0,256.8,3091.0,841.0,17.0,5.0,1.091,618.2,140.5,4318.0,421.0,17.0,15.0,1.032,287.9,134.9,3615.0,-2321.0,6.0,7.0,0.786,516.4,278.1,1512.0,-429.0,5.0,4.0,0.905,378.0,168.0
ファンキージャグラー2,1052,21672,-19,85,58,1.0,373.7,151.6,704.0,-332.0,2.0,1.0,0.843,704.0,234.7,6213.0,-32.0,24.0,16.0,0.998,388.3,155.3,3023.0,56.0,13.0,5.0,1.006,604.6,167.9,4281.0,-676.0,15.0,13.0,0.947,329.3,152.9,1596.0,509.0,8.0,2.0,1.106,798.0,159.6,5456.0,853.0,23.0,20.0,1.052,272.8,126.9,399.0,-397.0,0.0,1.0,0.668,399.0,399.0
ファンキージャグラー2,1053,14613,2267,66,45,1.052,324.7,131.6,805.0,-897.0,0.0,1.0,0.629,805.0,805.0,1857.0,-474.0,6.0,2.0,0.915,928.5,232.1,746.0,-321.0,2.0,0.0,0.857,,373.0,2255.0,-279.0,8.0,6.0,0.959,375.8,161.1,774.0,-244.0,2.0,2.0,0.895,387.0,193.5,5134.0,2444.0,28.0,23.0,1.159,223.2,100.7,3042.0,2038.0,20.0,11.0,1.223,276.5,98.1
ファンキージャグラー2,1054,22216,477,93,51,1.007,435.6,154.3,394.0,-256.0,1.0,0.0,0.783,,394.0,2638.0,556.0,14.0,5.0,1.07,527.6,138.8,1965.0,-750.0,6.0,3.0,0.873,655.0,218.3,3468.0,74.0,14.0,6.0,1.007,578.0,173.4,4692.0,676.0,22.0,12.0,1.048,391.0,138.0,7432.0,568.0,30.0,24.0,1.025,309.7,137.6,1627.0,-391.0,6.0,1.0,0.92,1627.0,232.4
ファンキージャグラー2,1055,26971,1723,117,65,1.021,414.9,148.2,3468.0,426.0,16.0,7.0,1.041,495.4,150.8,5232.0,-1453.0,16.0,11.0,0.907,475.6,193.8,1505.0,-85.0,7.0,2.0,0.981,752.5,167.2,2519.0,638.0,12.0,9.0,1.084,279.9,120.0,2750.0,-485.0,8.0,10.0,0.941,275.0,152.8,5395.0,556.0,25.0,8.0,1.034,674.4,163.5,6102.0,2126.0,33.0,18.0,1.116,339.0,119.6
ファンキージャグラー2,1056,27546,2686,119,75,1.033,367.3,142.0,6768.0,1994.0,33.0,23.0,1.098,294.3,120.9,6357.0,68.0,24.0,19.0,1.004,334.6,147.8,6519.0,3071.0,39.0,16.0,1.157,407.4,118.5,1472.0,-674.0,3.0,4.0,0.847,368.0,210.3,1405.0,-409.0,6.0,1.0,0.903,1405.0,200.7,4442.0,-832.0,13.0,12.0,0.938,370.2,177.7,583.0,-532.0,1.0,0.0,0.696,,583.0
ファンキージャグラー2,1057,14749,-3444,44,32,0.922,460.9,194.1,1042.0,-609.0,2.0,2.0,0.805,521.0,260.5,4515.0,44.0,16.0,13.0,1.003,347.3,155.7,381.0,-385.0,0.0,1.0,0.663,381.0,381.0,3412.0,-726.0,11.0,7.0,0.929,487.4,189.6,876.0,-568.0,2.0,1.0,0.784,876.0,292.0,3104.0,-597.0,10.0,5.0,0.936,620.8,206.9,1419.0,-603.0,3.0,3.0,0.858,473.0,236.5
ファンキージャグラー2,1058,12501,-1679,46,25,0.955,500.0,176.1,2432.0,156.0,10.0,8.0,1.021,304.0,135.1,2279.0,-121.0,9.0,5.0,0.982,455.8,162.8,1840.0,274.0,8.0,5.0,1.05,368.0,141.5,2793.0,-474.0,10.0,3.0,0.943,931.0,214.8,671.0,-279.0,2.0,1.0,0.861,671.0,223.7,1717.0,-726.0,5.0,3.0,0.859,572.3,214.6,769.0,-509.0,2.0,0.0,0.779,,384.5
ファンキージャグラー2,1059,15880,-920,56,44,0.981,360.9,158.8,2701.0,956.0,14.0,8.0,1.118,337.6,122.8,5223.0,-532.0,16.0,15.0,0.966,348.2,168.5,702.0,-421.0,1.0,2.0,0.8,351.0,234.0,2854.0,-232.0,10.0,8.0,0.973,356.8,158.6,1057.0,-379.0,3.0,2.0,0.88,528.5,211.4,1910.0,-256.0,6.0,6.0,0.955,318.3,159.2,1433.0,-56.0,6.0,3.0,0.987,477.7,159.2
ファンキージャグラー2,1060,24237,1263,104,54,1.017,448.8,153.4,1324.0,-379.0,6.0,0.0,0.905,,220.7,4141.0,1324.0,23.0,8.0,1.107,517.6,133.6,6138.0,3103.0,36.0,20.0,1.169,306.9,109.6,2138.0,-1065.0,4.0,5.0,0.834,427.6,237.6,3798.0,-203.0,13.0,9.0,0.982,422.0,172.6,4700.0,-938.0,15.0,9.0,0.933,522.2,195.8,1998.0,-579.0,7.0,3.0,0.903,666.0,199.8
ファンキージャグラー2,1061,4303,-332,14,13,0.974,331.0,159.4,4303.0,-332.0,14.0,13.0,0.974,331.0,159.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1062,1717,315,8,5,1.061,343.4,132.1,1717.0,315.0,8.0,5.0,1.061,343.4,132.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1063,269,-332,0,0,0.589,,,269.0,-332.0,0.0,0.0,0.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1064,7870,1191,34,26,1.05,302.7,131.2,7870.0,1191.0,34.0,26.0,1.05,302.7,131.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1065,662,-532,1,1,0.732,662.0,331.0,662.0,-532.0,1.0,1.0,0.732,662.0,331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1066,470,-415,0,1,0.706,470.0,470.0,470.0,-415.0,0.0,1.0,0.706,470.0,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1067,1164,462,7,1,1.132,1164.0,145.5,1164.0,462.0,7.0,1.0,1.132,1164.0,145.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイジャグラーV,1001,22822,-793,84,65,0.988,351.1,153.2,,,,,,,,,,,,,,,5377.0,-229.0,20.0,13.0,0.986,413.6,162.9,5350.0,-426.0,21.0,11.0,0.973,486.4,167.2,1514.0,-374.0,4.0,4.0,0.918,378.5,189.2,8558.0,1121.0,33.0,33.0,1.044,259.3,129.7,2023.0,-885.0,6.0,4.0,0.854,505.8,202.3
マイジャグラーV,1002,13302,1215,54,39,1.03,341.1,143.0,,,,,,,,,,,,,,,1003.0,-421.0,3.0,1.0,0.86,1003.0,250.8,2371.0,-232.0,9.0,4.0,0.967,592.8,182.4,7152.0,3353.0,37.0,28.0,1.156,255.4,110.0,547.0,-397.0,1.0,0.0,0.758,,547.0,2229.0,-1088.0,4.0,6.0,0.837,371.5,222.9
マイジャグラーV,1003,23659,1597,97,62,1.023,381.6,148.8,,,,,,,,,,,,,,,7115.0,-759.0,21.0,26.0,0.964,273.7,151.4,3092.0,1406.0,18.0,7.0,1.152,441.7,123.7,1533.0,62.0,7.0,2.0,1.013,766.5,170.3,6535.0,879.0,27.0,19.0,1.045,343.9,142.1,5384.0,9.0,24.0,8.0,1.001,673.0,168.2
マイジャグラーV,1004,10240,-484,37,32,0.984,320.0,148.4,,,,,,,,,,,,,,,377.0,-274.0,1.0,0.0,0.758,,377.0,427.0,-374.0,1.0,0.0,0.708,,427.0,367.0,-74.0,1.0,1.0,0.933,367.0,183.5,6847.0,347.0,26.0,27.0,1.017,253.6,129.2,2222.0,-109.0,8.0,4.0,0.984,555.5,185.2
マイジャグラーV,1005,20768,74,73,67,1.001,310.0,148.3,,,,,,,,,,,,,,,1422.0,-1018.0,1.0,4.0,0.761,355.5,284.4,6220.0,121.0,21.0,23.0,1.006,270.4,141.4,3194.0,362.0,14.0,7.0,1.038,456.3,152.1,7377.0,1218.0,30.0,25.0,1.055,295.1,134.1,2555.0,-609.0,7.0,8.0,0.921,319.4,170.3
マイジャグラーV,1006,13732,-1335,49,32,0.968,429.1,169.5,,,,,,,,,,,,,,,1765.0,-1194.0,1.0,4.0,0.775,441.2,353.0,7253.0,1597.0,34.0,22.0,1.073,329.7,129.5,1548.0,-826.0,4.0,2.0,0.822,774.0,258.0,881.0,-562.0,2.0,0.0,0.787,,440.5,2285.0,-350.0,8.0,4.0,0.949,571.2,190.4
マイジャグラーV,1007,12970,4273,60,47,1.11,276.0,121.2,,,,,,,,,,,,,,,2324.0,726.0,10.0,10.0,1.104,232.4,116.2,765.0,-162.0,3.0,1.0,0.929,765.0,191.2,1298.0,409.0,7.0,3.0,1.105,432.7,129.8,440.0,-568.0,0.0,0.0,0.57,,,8143.0,3868.0,40.0,33.0,1.158,246.8,111.5
マイジャグラーV,1008,18905,1487,80,52,1.026,363.6,143.2,,,,,,,,,,,,,,,4579.0,-1932.0,10.0,11.0,0.859,416.3,218.0,6926.0,1265.0,31.0,24.0,1.061,288.6,125.9,1160.0,-479.0,3.0,3.0,0.862,386.7,193.3,5656.0,3165.0,35.0,13.0,1.187,435.1,117.8,584.0,-532.0,1.0,1.0,0.696,584.0,292.0
マイジャグラーV,1009,23860,1244,99,63,1.017,378.7,147.3,,,,,,,,,,,,,,,3089.0,465.0,13.0,7.0,1.05,441.3,154.4,5381.0,91.0,22.0,13.0,1.006,413.9,153.7,6448.0,-250.0,23.0,21.0,0.987,307.0,146.5,4583.0,-197.0,17.0,13.0,0.986,352.5,152.8,4359.0,1135.0,24.0,9.0,1.087,484.3,132.1
