model_name,unit_no,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total
ウルトラミラクルジャグラー,1115,4641,-1079,463,1297,1059,3302,-1071,4206,-3321,-2547,1306,143,-59,-3941,-1765,4653,-1694,-1189,-147,215,1404,-620,-2315,2153,2227,2970,-3412,-1789,1303,1956,200,8549
ウルトラミラクルジャグラー,1116,2002,-120,-1994,-4136,8479,-1244,5029,-1371,-3170,-1848,-2194,-1948,-2268,-238,-170,-555,121,548,-2323,-1870,2375,-739,-382,-683,-423,4418,2068,-1061,144,-1359,-1962,-6874
ウルトラミラクルジャグラー,1117,994,4297,624,-2949,2647,-1021,3000,-1776,5062,-1808,3027,-2211,-82,121,1382,-59,4392,-574,147,-332,750,-932,-2048,-171,-3076,4265,-535,-703,2309,-1096,-1029,12615
ウルトラミラクルジャグラー,1118,3461,-256,325,-44,-3274,-4118,1735,-776,-2556,419,165,-2294,-757,512,-2793,-1143,-1871,120,-1070,4079,6529,-1650,-479,-2785,1665,3974,-1456,-2300,-997,-724,-395,-8754
ウルトラミラクルジャグラー,1119,-1962,-874,6820,4568,1168,1065,-3333,229,-212,-1023,5279,-2376,-2888,-3867,2688,-1853,1850,-721,-4095,-227,-468,273,1732,-1833,-1528,-759,-1262,-2706,1691,-845,-639,-6108
ウルトラミラクルジャグラー,1120,-644,1018,882,-2922,3618,-1753,3953,-2453,1070,-1597,403,-189,297,-2532,-1344,259,312,3198,-1894,-2786,-239,-1282,1100,589,3889,989,288,-1197,-3496,-2420,-1594,-6477
ウルトラミラクルジャグラー,1121,1320,-935,-2465,-388,-3,1133,1535,-2815,-2079,3126,508,-1047,-1039,-3106,1429,-1430,3260,1467,-1729,132,2542,-2847,-167,-1265,-418,3835,4397,76,-976,103,-827,1327
ウルトラミラクルジャグラー,1122,-109,3212,1768,3867,-5794,1106,639,959,-939,-1120,6230,-1933,3918,-823,1203,-1035,-3377,2023,-3765,2106,-3196,-1908,-433,-488,3444,3302,694,600,153,-1348,-1626,7330
Total,,9703,5263,6423,-707,7900,-1530,11487,-3797,-6145,-6398,14724,-11855,-2878,-13874,630,-1163,2993,4872,-14876,1317,9697,-9705,-2992,-4483,5780,22994,782,-9080,131,-5733,-7872,1608
