model_name,unit_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1421,15,2,10,9,-4341.0,-965.0,-522,24,16,0.973,6428,401.8,160.7,6.07,0.02,8,7,5,11,-2116.0,-1465.0,-93,14,5,0.991,3385,677.0,178.2,5.84,0.0,11,3,1,9,-3345.0,-3322.0,-350,24,16,0.982,6450,403.1,161.2,5.94,0.04,14,8,1,1,-1274.0,-2811.0,-1022,16,17,0.937,5365,315.6,162.6,6.05,0.09,14,11,4,1,1198.0,-2354.0,-1950,21,15,0.901,6574,438.3,182.6,6.4,0.0,18,13,16,15,2898.0,1299.0,161,29,18,1.008,6907,383.7,147.0,6.16,0.02,9,14,9,4,3158.0,-184.0,-565,26,14,0.973,6951,496.5,173.8,5.88,0.01,17,16,16,18,4848.0,2102.0,1703,39,16,1.072,7859,491.2,142.9,5.86,0.04,5,13,12,1,2923.0,1849.0,-1322,14,9,0.903,4537,504.1,197.3,6.11,0.0,11,15,14,17,3952.0,2921.0,1721,28,12,1.113,5097,424.8,127.4,6.03,0.12000000000000001,12,16,11,12,3523.0,1621.0,1450,36,9,1.073,6592,732.4,146.5,6.1,0.0,9,17,13,9,3437.0,1296.0,-250,23,9,0.985,5514,612.7,172.3,6.02,0.01,10,16,12,12,4665.0,1324.0,421,32,16,1.018,7719,482.4,160.8,5.74,0.04,17,16,16,17,3494.0,610.0,1125,34,14,1.052,7178,512.7,149.5,5.85,0.03,9,16,15,10,4865.0,777.0,-222,10,6,0.974,2868,478.0,179.2,5.64,0.0,11,17,17,11,3822.0,2363.0,-293,18,17,0.982,5377,316.3,153.6,5.83,0.23,13,17,17,16,6761.0,3634.0,1292,24,28,1.069,6273,224.0,120.6,5.74,0.92,15,15,16,17,4404.0,1592.0,1364,33,25,1.059,7724,309.0,133.2,5.82,0.45,15,13,15,14,2132.0,2724.0,978,26,26,1.046,7044,270.9,135.5,5.58,0.8300000000000001,12,14,14,6,1304.0,481.0,-750,21,21,0.964,6949,330.9,165.5,5.67,0.26
ファンキージャグラー2,1422,16,11,13,14,-539.0,921.0,464,24,26,1.024,6517,250.7,130.3,5.98,0.55,18,6,15,6,-2125.0,749.0,-493,23,12,0.973,6123,510.2,174.9,5.87,0.01,10,10,14,15,-1197.0,277.0,950,30,16,1.05,6339,396.2,137.8,6.13,0.05,3,3,9,15,-2233.0,-938.0,292,12,2,1.04,2413,1206.5,172.4,5.79,0.0,4,2,6,5,-3661.0,-1752.0,-965,8,5,0.884,2768,553.6,212.9,6.08,0.0,4,1,4,12,-2818.0,-1909.0,-265,6,2,0.944,1566,783.0,195.8,6.06,0.0,7,1,4,5,-3075.0,-1209.0,-522,24,12,0.974,6594,549.5,183.2,5.69,0.02,5,2,3,5,-3875.0,-773.0,-1122,9,7,0.876,3014,430.6,188.4,6.55,0.0,7,3,4,12,-3075.0,-787.0,435,24,14,1.026,5591,399.4,147.1,5.97,0.08,13,1,5,6,-4832.0,-1344.0,-86,27,11,0.996,6507,591.5,171.2,5.87,0.01,4,1,4,4,-5268.0,-1780.0,-1136,9,4,0.881,3186,796.5,245.1,5.81,0.0,4,1,4,10,-4940.0,-1966.0,-122,11,4,0.984,2557,639.2,170.5,6.14,0.0,18,2,4,6,-3926.0,-2166.0,-522,32,24,0.981,9055,377.3,161.7,5.83,0.05,11,2,1,3,-4526.0,-2966.0,-1322,15,12,0.917,5303,441.9,196.4,5.77,0.03,2,3,4,7,-4269.0,-2166.0,-322,3,1,0.891,981,981.0,245.2,5.83,0.0,8,3,1,2,-4126.0,-2652.0,-1322,11,13,0.898,4322,332.5,180.1,6.03,0.0,4,9,10,5,-1240.0,-438.0,-522,5,1,0.872,1362,1362.0,227.0,6.68,0.0,6,11,6,5,132.0,-1038.0,-808,14,14,0.942,4678,334.1,167.1,5.9,0.0,18,10,6,13,661.0,-1295.0,892,30,36,1.036,8261,229.5,125.2,5.91,0.8300000000000001,5,10,3,4,-181.0,-2366.0,-1122,20,14,0.935,5798,414.1,170.5,6.25,0.01
ファンキージャグラー2,1423,12,9,9,3,-1842.0,-1030.0,-1293,14,9,0.907,4611,512.3,200.5,5.99,0.0,10,9,7,12,-1371.0,-745.0,-29,15,8,0.997,3742,467.8,162.7,5.89,0.0,18,17,8,12,4065.0,-1509.0,292,31,23,1.012,8136,353.7,150.7,5.78,0.18,4,17,2,2,2808.0,-2794.0,-1008,6,4,0.863,2451,612.8,245.1,5.81,0.0,13,13,12,9,2780.0,196.0,-793,20,15,0.954,5797,386.5,165.6,6.06,0.03,5,14,12,4,3737.0,167.0,-993,5,4,0.837,2027,506.8,225.2,6.35,0.0,17,17,18,16,7483.0,6567.0,1982,42,25,1.076,8729,349.2,130.3,6.01,0.14,2,14,18,8,4436.0,3620.0,-822,8,3,0.89,2480,826.7,225.5,6.11,0.0,18,16,16,18,6379.0,3406.0,5407,52,27,1.215,8379,310.3,106.1,5.79,0.8699999999999999,5,10,4,2,807.0,-1837.0,-965,10,8,0.914,3731,466.4,207.3,5.62,0.0,2,13,12,6,1650.0,1881.0,-1036,3,1,0.778,1555,1555.0,388.8,5.97,0.0,12,16,15,13,2893.0,1852.0,164,30,17,1.007,7525,442.6,160.1,5.79,0.04,17,17,17,17,4947.0,2809.0,2753,38,38,1.106,8653,227.7,113.9,5.81,0.97,6,17,14,5,4562.0,-109.0,-1065,6,6,0.861,2558,426.3,213.2,6.03,0.0,15,17,16,17,5791.0,834.0,1121,26,15,1.066,5669,377.9,138.3,5.81,0.22,10,16,11,13,2834.0,-80.0,-165,19,10,0.989,4851,485.1,167.3,5.88,0.0,14,13,16,10,3663.0,2303.0,-122,27,13,0.994,6364,489.5,159.1,6.15,0.01,11,14,18,11,3685.0,4793.0,207,27,17,1.011,6322,371.9,143.7,6.23,0.03,14,14,18,17,3742.0,4750.0,2218,32,31,1.106,6982,225.2,110.8,6.03,0.8600000000000001,11,13,15,18,1045.0,696.0,2368,36,16,1.114,6911,431.9,132.9,5.7,0.27
ファンキージャグラー2,1424,5,7,12,9,-2424.0,-580.0,-522,11,5,0.947,3274,654.8,204.6,5.63,0.0,7,3,8,8,-3395.0,-608.0,-379,12,1,0.958,2983,2983.0,229.5,5.68,0.0,3,9,6,13,-1266.0,-1708.0,321,20,14,1.022,4808,343.4,141.4,6.05,0.0,13,10,3,9,-591.0,-2422.0,-550,18,10,0.964,5163,516.3,184.4,5.7,0.03,7,6,7,3,-1577.0,-1294.0,-1479,9,14,0.882,4178,298.4,181.7,5.97,0.0,9,4,6,7,-1930.0,-1308.0,-393,11,5,0.957,3078,615.6,192.4,5.75,0.0,15,4,13,12,-1566.0,835.0,578,35,28,1.022,8641,308.6,137.2,6.07,0.14,9,3,13,3,-3380.0,1253.0,-1493,13,8,0.89,4507,563.4,214.6,5.98,0.0,15,11,9,15,1552.0,1210.0,1750,37,23,1.075,7789,338.7,129.8,5.99,0.2,14,6,1,13,-1220.0,-2372.0,996,29,16,1.049,6745,421.6,149.9,5.63,0.21,8,11,1,1,602.0,-3397.0,-1536,13,11,0.89,4645,422.3,193.5,6.14,0.0,8,15,2,1,1488.0,-3097.0,-1832,8,12,0.86,4348,362.3,217.4,5.7,0.0,16,18,15,9,6759.0,2174.0,-29,29,28,0.999,8624,308.0,151.3,5.67,0.45999999999999996,14,18,18,4,5809.0,1181.0,-1236,21,16,0.935,6375,398.4,172.3,6.12,0.01,18,18,18,18,6595.0,5235.0,3439,37,25,1.163,7042,281.7,113.6,5.63,0.91,16,18,14,4,5063.0,1146.0,-1022,24,21,0.955,7562,360.1,168.0,5.84,0.06,17,18,18,18,9203.0,5607.0,2818,37,19,1.133,7046,370.8,125.8,5.65,0.56,2,18,17,7,6935.0,1810.0,-650,15,6,0.946,4040,673.3,192.4,5.98,0.0,11,18,14,18,7163.0,2010.0,3439,36,17,1.181,6321,371.8,119.3,5.5,0.79,10,17,13,5,4459.0,478.0,-979,24,16,0.953,6896,431.0,172.4,6.0,0.01
ファンキージャグラー2,1425,3,5,11,4,-2777.0,-765.0,-1193,6,7,0.851,2670,381.4,205.4,6.18,0.0,9,8,16,16,-1906.0,1449.0,1221,16,13,1.114,3560,273.8,122.8,5.52,0.0,6,8,9,6,-1406.0,-551.0,-793,20,13,0.954,5685,437.3,172.3,6.02,0.02,16,4,13,17,-1963.0,-137.0,1021,27,23,1.052,6500,282.6,130.0,5.9,0.48,1,1,3,10,-4049.0,-3033.0,-779,6,2,0.88,2157,1078.5,269.6,5.66,0.0,2,2,2,9,-2720.0,-2576.0,-379,3,2,0.909,1395,697.5,279.0,4.98,0.0,1,11,7,2,1055.0,-476.0,-1875,13,11,0.88,5225,475.0,217.7,5.82,0.01,12,12,9,12,2722.0,49.0,-322,20,12,0.979,5231,435.9,163.5,6.0,0.03,12,12,5,14,2279.0,-694.0,1721,32,25,1.081,7071,282.8,124.1,5.91,0.55,3,9,3,1,-364.0,-1865.0,-1350,5,9,0.844,2877,319.7,205.5,5.94,0.0,5,8,15,5,21.0,2881.0,-1065,10,9,0.903,3663,407.0,192.8,5.92,0.0,13,12,17,14,464.0,3738.0,550,33,18,1.024,7685,426.9,150.7,5.93,0.03,8,12,16,18,-679.0,2423.0,3396,42,16,1.151,7486,467.9,129.1,5.57,0.42,13,3,5,12,-4225.0,-1895.0,-208,23,14,0.988,6012,429.4,162.5,5.9,0.04,4,4,2,4,-3839.0,-2652.0,-765,2,3,0.794,1236,412.0,247.2,6.19,0.0,7,6,3,5,-2696.0,-2509.0,-922,13,10,0.925,4121,412.1,179.2,6.06,0.0,3,15,2,4,4048.0,-2180.0,-965,2,0,0.734,1209,0.0,604.5,5.99,0.0,1,17,5,8,5563.0,-1365.0,-622,12,9,0.942,3583,398.1,170.6,6.09,0.0,10,16,9,7,5606.0,-565.0,-593,17,14,0.96,4927,351.9,158.9,6.1,0.0,7,18,11,8,5049.0,406.0,-150,24,16,0.992,6058,378.6,151.4,6.13,0.03
ファンキージャグラー2,1426,14,17,18,18,3700.0,3145.0,2132,36,11,1.115,6170,560.9,131.3,6.11,0.02,3,16,12,10,1146.0,248.0,-108,5,0,0.965,1041,0.0,208.2,6.27,0.0,8,16,10,16,3386.0,-109.0,1121,27,18,1.063,5921,328.9,131.6,5.98,0.24,18,18,10,6,3315.0,-680.0,-765,28,23,0.969,8252,358.8,161.8,5.89,0.05,5,15,14,12,3558.0,1320.0,-465,10,6,0.949,3043,507.2,190.2,5.71,0.0,13,18,17,17,7141.0,1363.0,550,16,11,1.051,3615,328.6,133.9,6.01,0.0,14,18,17,13,7769.0,2945.0,1235,37,24,1.05,8237,343.2,135.0,6.03,0.12,3,18,17,11,8026.0,2760.0,-422,12,4,0.951,2843,710.8,177.7,6.47,0.0,17,18,15,17,7540.0,2660.0,2132,34,29,1.09,7903,272.5,125.4,5.64,0.87,4,17,16,14,4672.0,3646.0,1050,17,14,1.095,3683,263.1,118.8,5.94,0.0,6,18,16,9,4500.0,3774.0,-522,13,7,0.953,3686,526.6,184.3,5.87,0.0,16,18,18,18,5386.0,5788.0,3118,42,30,1.118,8818,293.9,122.5,5.64,0.87,12,14,14,14,1075.0,1762.0,1178,35,20,1.05,7823,391.2,142.2,5.86,0.11,7,11,13,18,61.0,-152.0,1492,19,8,1.153,3259,407.4,120.7,5.89,0.0,7,12,6,2,572.0,-766.0,-908,5,5,0.862,2190,438.0,219.0,5.92,0.0,6,15,13,8,1215.0,506.0,-736,11,13,0.939,4023,309.5,167.6,5.78,0.0,18,14,14,15,3943.0,49.0,878,36,29,1.032,9095,313.6,139.9,5.82,0.35,17,13,8,12,2994.0,-665.0,364,32,26,1.015,8351,321.2,144.0,5.89,0.21,4,15,12,5,4051.0,974.0,-1193,8,11,0.887,3525,320.5,185.5,5.93,0.0,6,15,18,11,3636.0,1902.0,164,24,15,1.009,5896,393.1,151.2,5.97,0.06999999999999999
ファンキージャグラー2,1427,2,18,17,11,6063.0,2703.0,-436,8,3,0.936,2268,756.0,206.2,5.85,0.0,12,18,18,14,4474.0,2731.0,578,19,9,1.046,4173,463.7,149.0,5.83,0.0,16,18,18,18,4274.0,2903.0,2561,36,30,1.116,7356,245.2,111.5,6.07,0.74,1,12,15,11,1077.0,242.0,-408,3,0,0.836,831,0.0,277.0,6.81,0.0,15,9,18,16,49.0,3768.0,750,30,19,1.035,7214,379.7,147.2,5.77,0.16999999999999998,12,9,14,13,-609.0,993.0,-100,15,6,0.991,3527,587.8,168.0,6.06,0.0,13,2,14,17,-2002.0,1471.0,3118,43,25,1.132,7888,315.5,116.0,6.07,0.36,4,1,1,1,-5585.0,-2283.0,-2025,6,3,0.765,2875,958.3,319.4,6.53,0.0,14,1,1,10,-3782.0,-1694.0,378,30,15,1.017,7240,482.7,160.9,5.75,0.04,6,2,2,4,-4453.0,-1980.0,-636,13,11,0.948,4075,370.5,169.8,5.92,0.0,11,3,2,2,-3953.0,-2837.0,-1436,17,15,0.919,5932,395.5,185.4,5.88,0.03,18,2,6,12,-3982.0,-1866.0,92,32,34,1.003,9239,271.7,140.0,5.88,0.45999999999999996,1,4,3,1,-2939.0,-2180.0,-1493,18,14,0.921,6265,447.5,195.8,5.75,0.02,5,12,7,9,375.0,-980.0,-465,8,1,0.927,2133,2133.0,237.0,5.84,0.0,1,14,7,10,1147.0,-651.0,-222,1,1,0.87,571,571.0,285.5,5.15,0.0,15,13,6,11,961.0,-1894.0,-293,24,21,0.986,6920,329.5,153.8,5.85,0.16999999999999998,2,16,8,9,4329.0,-466.0,-136,2,1,0.934,683,683.0,227.7,5.37,0.0,8,16,15,3,5243.0,1491.0,-1465,13,16,0.904,5103,318.9,176.0,6.0,0.08,16,17,16,16,6400.0,3263.0,1135,34,19,1.051,7389,388.9,139.4,5.99,0.08,13,16,17,17,3657.0,1720.0,1821,34,18,1.086,7091,393.9,136.4,5.73,0.27
ファンキージャグラー2,1428,10,4,5,6,-3946.0,-1873.0,-1008,16,8,0.926,4563,570.4,190.1,6.14,0.0,2,5,6,13,-2703.0,-1158.0,0,4,1,1.0,914,914.0,182.8,5.81,0.0,5,5,4,5,-2968.0,-2023.0,-865,21,11,0.949,5608,509.8,175.2,6.19,0.0,8,5,7,13,-1939.0,-1694.0,-293,11,10,0.971,3357,335.7,159.9,5.82,0.0,3,3,5,7,-2882.0,-1780.0,-865,5,7,0.884,2475,353.6,206.2,5.61,0.0,6,5,8,6,-1353.0,-680.0,-536,8,4,0.924,2349,587.2,195.8,6.04,0.0,2,5,8,6,-1510.0,-409.0,-379,23,8,0.977,5561,695.1,179.4,6.0,0.0,13,9,10,14,-296.0,134.0,235,22,11,1.015,5308,482.5,160.8,5.78,0.060000000000000005,1,6,2,5,-1024.0,-1337.0,-265,11,2,0.966,2628,1314.0,202.2,5.91,0.0,2,5,7,8,-1552.0,-408.0,164,14,3,1.019,2843,947.7,167.2,6.12,0.0,3,4,5,3,-2724.0,-1265.0,-1236,4,9,0.843,2622,291.3,201.7,5.86,0.0,17,5,12,15,-2238.0,806.0,664,34,30,1.024,9138,304.6,142.8,5.72,0.51,2,3,9,5,-3767.0,-351.0,-693,25,13,0.965,6666,512.8,175.4,5.96,0.01,15,5,9,16,-2996.0,-451.0,835,28,18,1.043,6431,357.3,139.8,5.92,0.16,11,2,3,5,-5253.0,-2294.0,-493,9,9,0.947,3107,345.2,172.6,5.71,0.0,3,1,2,7,-5182.0,-2551.0,-793,10,8,0.921,3327,415.9,184.8,5.96,0.0,9,3,1,3,-3282.0,-2623.0,-1008,7,11,0.892,3108,282.5,172.7,6.02,0.0,3,5,4,6,-2924.0,-1537.0,-750,15,7,0.94,4200,600.0,190.9,5.98,0.0,2,11,4,6,687.0,-2209.0,-865,8,6,0.901,2908,484.7,207.7,5.81,0.0,2,11,5,10,302.0,-1766.0,78,22,11,1.005,5514,501.3,167.1,5.72,0.05
ファンキージャグラー2,1429,13,3,2,2,-4224.0,-2322.0,-1436,16,12,0.911,5403,450.2,193.0,5.96,0.01,17,4,4,7,-2817.0,-1679.0,-450,21,10,0.974,5707,570.7,184.1,5.7,0.02,2,2,3,8,-3689.0,-2051.0,-436,20,5,0.969,4674,934.8,187.0,6.11,0.0,12,1,4,4,-3575.0,-2280.0,-793,18,11,0.946,4896,445.1,168.8,6.28,0.0,16,5,8,8,-2021.0,-1109.0,-822,26,19,0.964,7592,399.6,168.7,5.87,0.03,7,10,9,5,-478.0,-316.0,-665,8,4,0.908,2414,603.5,201.2,6.14,0.0,3,9,6,11,594.0,-973.0,378,27,10,1.022,5826,582.6,157.5,6.05,0.01,14,10,2,13,-192.0,-1673.0,-29,25,7,0.998,5545,792.1,173.3,6.04,0.0,3,7,3,1,-456.0,-883.0,-1322,10,7,0.882,3742,534.6,220.1,5.89,0.0,1,7,11,5,-642.0,1160.0,-322,5,0,0.909,1182,0.0,236.4,6.43,0.0,17,12,13,11,1230.0,1889.0,761,38,27,1.029,8859,328.1,136.3,6.16,0.06,14,8,11,16,-1492.0,720.0,721,27,30,1.031,7873,262.4,138.1,5.57,0.86,15,5,10,11,-2621.0,-294.0,407,34,23,1.017,8174,355.4,143.4,6.08,0.05,1,1,3,10,-5396.0,-2209.0,-408,3,2,0.887,1206,603.0,241.2,5.57,0.0,3,1,10,8,-5567.0,-251.0,-293,4,3,0.92,1226,408.7,175.1,6.27,0.0,2,2,5,1,-4982.0,-1919.0,-1508,4,5,0.767,2161,432.2,240.1,6.85,0.0,15,7,6,17,-1513.0,-819.0,1550,35,10,1.079,6519,651.9,144.9,5.99,0.01,4,4,1,1,-3756.0,-4737.0,-1961,9,7,0.849,4320,617.1,270.0,5.63,0.0,7,4,1,9,-2917.0,-3355.0,-408,15,7,0.968,4211,601.6,191.4,5.63,0.0,1,8,2,1,-2045.0,-2655.0,-2368,11,8,0.847,5157,644.6,271.4,5.67,0.0
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,1446,9,8,6,1,-1897.0,-1780.0,-1736,8,7,0.842,3670,524.3,244.7,5.92,0.0,16,12,11,17,-754.0,148.0,1335,22,22,1.082,5451,247.8,123.9,5.62,0.8799999999999999,1,12,5,1,-150.0,-1909.0,-1379,11,10,0.891,4217,421.7,200.8,5.92,0.0,9,13,12,14,1307.0,-309.0,192,13,8,1.019,3434,429.2,163.5,5.49,0.0,6,18,10,11,5208.0,-309.0,-722,10,6,0.923,3143,523.8,196.4,5.9,0.0,10,17,11,16,5901.0,-180.0,221,12,10,1.024,3089,308.9,140.4,5.87,0.0,12,15,15,9,7201.0,1538.0,192,27,26,1.008,7548,290.3,142.4,5.84,0.39,10,17,14,9,5944.0,1424.0,-593,21,5,0.96,4916,983.2,189.1,6.21,0.0,16,15,18,16,6244.0,6110.0,1939,36,24,1.082,7899,329.1,131.6,5.74,0.5,16,14,17,7,3597.0,4142.0,78,28,20,1.004,7260,363.0,151.2,5.91,0.09,16,14,18,18,1854.0,5585.0,4093,41,34,1.168,8129,239.1,108.4,5.61,0.99,2,7,9,11,-1789.0,427.0,-29,7,5,0.995,1811,362.2,150.9,6.04,0.0,11,10,11,15,-1010.0,163.0,1521,35,22,1.065,7772,353.3,136.4,5.81,0.27,4,4,4,5,-4210.0,-2066.0,-1065,5,0,0.817,1945,0.0,389.0,5.86,0.0,17,8,1,8,-713.0,-2666.0,-293,25,14,0.985,6432,459.4,164.9,5.94,0.02,9,5,4,9,-2895.0,-1923.0,-708,13,14,0.949,4606,329.0,170.6,5.67,0.0,7,5,9,1,-2380.0,-465.0,-1665,2,4,0.731,2064,516.0,344.0,6.13,0.0,5,6,10,14,-2394.0,-479.0,450,20,9,1.035,4343,482.6,149.8,6.0,0.0,17,5,13,12,-2752.0,1503.0,750,35,22,1.03,8251,375.0,144.8,5.92,0.09,8,4,6,2,-3588.0,-1722.0,-1679,17,16,0.909,6176,386.0,187.2,5.92,0.02
ファンキージャグラー2,1447,6,15,8,7,1472.0,-1094.0,-608,13,6,0.943,3587,597.8,188.8,6.0,0.0,15,14,10,15,201.0,64.0,664,22,13,1.042,5211,400.8,148.9,5.68,0.21000000000000002,9,13,7,3,-13.0,-1522.0,-1150,19,15,0.935,5926,395.1,174.3,6.03,0.02,10,16,10,16,2787.0,-680.0,550,20,10,1.044,4146,414.6,138.2,6.26,0.0,9,17,16,6,4690.0,2016.0,-922,12,12,0.93,4394,366.2,183.1,5.69,0.0,3,16,15,10,4747.0,1059.0,-308,5,4,0.934,1548,387.0,172.0,6.1,0.0,8,16,16,18,7423.0,1817.0,3246,41,15,1.156,6921,461.4,123.6,5.82,0.21000000000000002,11,13,11,2,4106.0,221.0,-1879,15,10,0.879,5177,517.7,207.1,6.21,0.0,13,17,17,13,6806.0,4553.0,450,32,12,1.021,7227,602.2,164.2,5.82,0.01,12,18,15,16,5820.0,3238.0,1650,25,18,1.103,5359,297.7,124.6,5.71,0.6699999999999999,18,17,17,17,3791.0,3956.0,2453,41,28,1.091,9004,321.6,130.5,5.65,0.69,7,14,14,2,802.0,1432.0,-865,9,8,0.918,3496,437.0,205.6,5.53,0.0,7,15,18,16,2259.0,3118.0,2368,35,31,1.106,7446,240.2,112.8,6.04,0.78,16,14,15,13,698.0,214.0,-71,21,27,0.996,6514,241.3,135.7,5.92,0.6,6,11,12,16,-10.0,-94.0,821,12,3,1.145,1881,627.0,125.4,6.22,0.0,1,11,8,10,-753.0,-1451.0,-536,7,3,0.917,2152,717.3,215.2,5.85,0.0,5,12,12,6,533.0,-323.0,-379,5,4,0.921,1606,401.5,178.4,6.1,0.0,10,12,11,9,1062.0,863.0,-536,22,10,0.968,5588,558.8,174.6,6.06,0.01,12,12,10,11,1119.0,620.0,592,31,13,1.031,6397,492.1,145.4,6.31,0.01,4,12,10,14,498.0,106.0,807,27,13,1.046,5796,445.8,144.9,5.97,0.05
ファンキージャグラー2,1448,8,13,16,13,1231.0,2532.0,350,17,8,1.032,3652,456.5,146.1,6.14,0.0,13,13,17,18,-112.0,1803.0,2239,29,10,1.154,4841,484.1,124.1,5.88,0.0,12,4,11,11,-3216.0,-86.0,-57,28,15,0.997,6788,452.5,157.9,6.05,0.01,5,7,8,12,-1524.0,-1465.0,-379,10,4,0.95,2517,629.2,179.8,6.27,0.0,8,10,9,15,405.0,-922.0,350,17,13,1.028,4221,324.7,140.7,5.91,0.0,15,8,3,1,-753.0,-2265.0,-1436,13,18,0.905,5062,281.2,163.3,6.19,0.09,10,10,2,8,612.0,-1694.0,164,31,15,1.007,7398,493.2,160.8,5.9,0.01,6,8,7,7,-360.0,-223.0,-993,12,8,0.914,3862,482.8,193.1,6.01,0.0,4,9,14,4,454.0,2320.0,-865,15,3,0.929,4083,1361.0,226.8,5.85,0.0,18,13,13,15,1983.0,2377.0,1635,33,27,1.069,7877,291.7,131.3,5.68,0.73,15,9,9,14,305.0,671.0,1550,32,27,1.067,7718,285.9,130.8,5.7,0.72,1,4,7,5,-2795.0,-1687.0,-808,3,0,0.804,1375,0.0,458.3,5.64,0.0,5,6,7,8,-2044.0,-1058.0,-71,26,19,0.997,7088,373.1,157.5,5.77,0.12,10,8,12,7,-1923.0,-323.0,-808,13,12,0.934,4109,342.4,164.4,6.17,0.0,13,9,14,12,-290.0,442.0,-179,18,10,0.986,4409,440.9,157.5,6.18,0.0,13,9,10,15,-1876.0,-929.0,664,24,25,1.033,6798,271.9,138.7,5.59,0.78,11,2,5,11,-3333.0,-1650.0,-43,21,12,0.997,5174,431.2,156.8,6.02,0.03,12,3,3,2,-4040.0,-1557.0,-1550,19,14,0.919,6395,456.8,193.8,5.85,0.01,9,6,11,10,-2612.0,818.0,-57,18,6,0.996,4609,768.2,192.0,5.49,0.0,15,5,8,9,-3463.0,-890.0,50,30,16,1.002,7233,452.1,157.2,6.0,0.01
ファンキージャグラー2,1449,4,10,3,5,-920.0,-2251.0,-1036,9,3,0.877,2798,932.7,233.2,6.22,0.0,6,15,3,2,508.0,-1737.0,-950,3,5,0.81,1663,332.6,207.9,6.45,0.0,7,14,17,10,1336.0,1024.0,-265,20,19,0.985,5820,306.3,149.2,5.93,0.2,15,11,17,10,951.0,1010.0,-522,21,13,0.97,5794,445.7,170.4,5.89,0.03,17,14,15,17,3037.0,1853.0,1811,34,30,1.073,8224,274.1,128.5,5.66,0.8400000000000001,16,11,13,11,461.0,434.0,-279,22,16,0.985,6195,387.2,163.0,5.76,0.11,5,8,11,10,475.0,591.0,321,27,11,1.017,6217,565.2,163.6,5.83,0.02,16,6,6,15,-1639.0,-380.0,392,27,16,1.02,6430,401.9,149.5,5.93,0.06999999999999999,10,2,8,7,-3239.0,792.0,-122,23,18,0.993,5876,326.4,143.3,6.25,0.05,9,4,8,3,-2567.0,149.0,-650,14,11,0.95,4374,397.6,175.0,5.82,0.0,14,5,8,15,-1582.0,534.0,1564,34,20,1.071,7304,365.2,135.3,5.85,0.22,3,6,3,6,-2111.0,-2823.0,-765,9,3,0.897,2473,824.3,206.1,6.49,0.0,9,7,1,7,-1825.0,-3266.0,-265,30,20,0.988,7670,383.5,153.4,6.11,0.02,8,10,2,1,-1139.0,-2451.0,-1793,8,9,0.837,3669,407.7,215.8,6.23,0.0,10,10,8,1,-111.0,-323.0,-1208,7,6,0.862,2914,485.7,224.2,5.96,0.0,17,14,15,14,1040.0,1920.0,550,28,26,1.024,7723,297.0,143.0,5.67,0.58,8,11,15,13,-246.0,891.0,335,12,3,1.049,2295,765.0,153.0,6.16,0.0,16,9,13,15,-789.0,977.0,1035,32,25,1.044,7878,315.1,138.2,5.77,0.42000000000000004,5,7,8,8,-2203.0,-823.0,-479,12,10,0.957,3740,374.0,170.0,5.8,0.0,17,7,9,12,-2103.0,-401.0,421,29,20,1.018,7692,384.6,157.0,5.58,0.27
