model_name,unit_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ウルトラミラクルジャグラー,1344,2,3,3,1,1329.0,2580.0,-1408,6,2,0.825,2687,1343.5,335.9,0.0,0.0,3,3,3,2,2472.0,4652.0,2453,34,32,1.106,7724,241.4,117.0,0.0,0.8799999999999999,3,3,3,3,-1489.0,2020.0,1535,34,22,1.069,7453,338.8,133.1,0.0,0.37,2,2,3,3,-3217.0,399.0,664,27,12,1.041,5458,454.8,139.9,0.0,0.14,2,2,2,2,-4689.0,-1915.0,-179,19,12,0.988,5087,423.9,164.1,0.0,0.08,3,1,2,3,-5118.0,-2001.0,-86,12,4,0.989,2599,649.8,162.4,0.0,0.0,1,1,1,1,-6282.0,-3423.0,-1650,13,9,0.886,4843,538.1,220.1,0.0,0.0,2,1,2,3,-4782.0,-1966.0,-265,9,6,0.965,2510,418.3,167.3,0.0,0.0,1,1,1,1,-4517.0,-2509.0,-1508,11,13,0.885,4358,335.2,181.6,0.0,0.0,1,1,2,2,-1431.0,-1609.0,-193,7,1,0.964,1807,1807.0,225.9,0.0,0.0,1,1,1,2,-1831.0,-2666.0,-808,4,3,0.843,1718,572.7,245.4,0.0,0.0,3,1,1,1,-1145.0,-2008.0,-608,8,5,0.917,2451,490.2,188.5,0.0,0.0,1,1,1,1,-1316.0,-1400.0,-1250,17,8,0.917,5039,629.9,201.6,0.0,0.01,1,1,1,1,898.0,1428.0,-150,17,14,0.99,4882,348.7,157.5,0.0,0.0,3,2,3,3,1326.0,985.0,0,21,18,1.0,5627,312.6,144.3,0.0,0.32,3,2,1,2,1118.0,863.0,1578,40,30,1.057,9258,308.6,132.3,0.0,0.5,2,2,1,2,490.0,-1494.0,-593,21,16,0.967,6017,376.1,162.6,0.0,0.09000000000000001,1,2,1,1,547.0,63.0,-122,20,22,0.993,6009,273.1,143.1,0.0,0.46,2,3,3,1,776.0,463.0,-779,6,3,0.885,2267,755.7,251.9,0.0,0.0,2,3,3,3,876.0,1034.0,964,31,22,1.044,7237,329.0,136.5,0.0,0.36
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジャグラーガールズ,1345,3,3,4,4,-2238.0,-193.0,-14,19,12,0.999,4593,382.8,148.2,0.0,0.0,1,3,4,5,-3160.0,-601.0,-122,1,0,0.858,287,0.0,287.0,0.0,0.0,4,2,4,4,-799.0,-944.0,-57,30,23,0.998,7819,340.0,147.5,0.0,0.09,2,2,3,2,222.0,-1395.0,-422,14,8,0.964,3870,483.8,175.9,0.0,0.0,1,3,3,3,1494.0,-1623.0,-465,11,5,0.948,2976,595.2,186.0,0.0,0.0,4,3,2,2,1351.0,-2094.0,-508,10,12,0.948,3268,272.3,148.5,0.0,0.0,3,3,2,3,1423.0,653.0,-650,25,28,0.972,7876,281.3,148.6,0.0,0.21,4,3,4,2,1537.0,2267.0,-936,14,11,0.934,4725,429.5,189.0,0.0,0.0,2,4,4,3,2751.0,4053.0,2239,37,25,1.101,7384,295.4,119.1,0.0,0.48,5,3,4,5,455.0,1206.0,964,32,25,1.044,7350,294.0,128.9,0.0,0.35000000000000003,5,1,3,2,-1174.0,-194.0,850,40,28,1.03,9364,334.4,137.7,0.0,0.15000000000000002,1,1,1,4,-1874.0,-1580.0,-608,4,3,0.88,1694,564.7,242.0,0.0,0.0,2,2,3,4,-1716.0,-694.0,-436,24,16,0.979,6821,426.3,170.5,0.0,0.01,5,2,3,1,-388.0,-315.0,-536,24,32,0.979,8323,260.1,148.6,0.0,0.27,1,4,4,5,-760.0,-444.0,278,5,4,1.08,1153,288.2,128.1,0.0,0.0,2,2,2,3,-1703.0,-572.0,-57,9,3,0.991,2083,694.3,173.6,0.0,0.0,2,1,2,3,-1154.0,-965.0,-665,3,3,0.849,1465,488.3,244.2,0.0,0.0,2,1,3,2,432.0,592.0,150,23,20,1.008,6131,306.6,142.6,0.0,0.2,1,2,3,4,-297.0,-466.0,-450,15,12,0.966,4357,363.1,161.4,0.0,0.0,5,1,1,3,-2194.0,-681.0,892,33,31,1.036,8275,266.9,129.3,0.0,0.46
ジャグラーガールズ,1346,4,2,3,3,-3553.0,-1465.0,-593,17,20,0.965,5672,283.6,153.3,0.0,0.19,5,2,2,3,-3582.0,-1208.0,-379,16,15,0.972,4543,302.9,146.5,0.0,0.0,1,1,1,3,-5700.0,-1451.0,-493,11,3,0.946,3016,1005.3,215.4,0.0,0.0,1,1,2,3,-5264.0,-1423.0,-336,8,2,0.944,2012,1006.0,201.2,0.0,0.0,3,1,2,2,-3736.0,-1752.0,-622,14,13,0.952,4340,333.8,160.7,0.0,0.0,2,1,3,4,-3893.0,-1752.0,-465,4,5,0.898,1527,305.4,169.7,0.0,0.0,2,1,1,2,-2978.0,-3784.0,-665,17,16,0.96,5505,344.1,166.8,0.0,0.06,3,1,1,4,-721.0,-3176.0,-622,9,8,0.927,2838,354.8,166.9,0.0,0.0,1,1,1,1,-49.0,-1362.0,-2497,14,19,0.875,6664,350.7,201.9,0.0,0.01,3,5,2,2,2419.0,356.0,-57,17,16,0.996,4763,297.7,144.3,0.0,0.0,2,5,5,4,1640.0,863.0,1192,32,33,1.048,8291,251.2,127.6,0.0,0.55,4,5,5,1,655.0,1263.0,-779,11,10,0.924,3419,341.9,162.8,0.0,0.0,5,5,5,5,626.0,2092.0,450,32,31,1.018,8402,271.0,133.4,0.0,0.39,4,3,5,5,240.0,1613.0,1592,35,31,1.065,8169,263.5,123.8,0.0,0.55,5,3,3,4,-870.0,-815.0,50,14,10,1.005,3478,347.8,144.9,0.0,0.0,4,3,1,4,-313.0,-658.0,-29,22,15,0.998,5711,380.7,154.4,0.0,0.06,1,2,1,1,-692.0,-1437.0,-836,1,2,0.753,1129,564.5,376.3,0.0,0.0,3,2,2,3,465.0,-537.0,207,27,16,1.011,6531,408.2,151.9,0.0,0.04,3,3,4,3,893.0,-262.0,-808,18,15,0.952,5662,377.5,171.6,0.0,0.04,3,4,5,2,3093.0,1153.0,64,30,30,1.003,8036,267.9,133.9,0.0,0.39
ジャグラーガールズ,1347,5,4,5,5,2691.0,2010.0,2368,42,31,1.087,9066,292.5,124.2,0.0,0.43000000000000005,3,4,3,2,-585.0,-1008.0,-736,4,3,0.85,1638,546.0,234.0,0.0,0.0,5,4,3,5,2754.0,-1180.0,378,30,25,1.016,8079,323.2,146.9,0.0,0.12,3,4,1,1,2654.0,-2051.0,-650,17,13,0.96,5357,412.1,178.6,0.0,0.02,4,5,4,1,5111.0,1331.0,-908,14,13,0.936,4720,363.1,174.8,0.0,0.0,1,5,5,3,5383.0,1331.0,-493,3,3,0.873,1292,430.7,215.3,0.0,0.0,5,5,5,5,4840.0,4427.0,2732,40,37,1.105,8688,234.8,112.8,0.0,0.85,5,5,3,3,3169.0,1973.0,-908,16,15,0.941,5135,342.3,165.6,0.0,0.08,3,5,5,4,3027.0,4688.0,2603,37,39,1.101,8603,220.6,113.2,0.0,0.8899999999999999,2,2,5,3,-412.0,1449.0,278,10,6,1.036,2589,431.5,161.8,0.0,0.0,4,4,4,5,31.0,135.0,1807,40,31,1.066,9082,293.0,127.9,0.0,0.37,3,4,3,3,-69.0,-611.0,-636,10,6,0.932,3121,520.2,195.1,0.0,0.0,4,3,2,1,-555.0,-1025.0,-1036,21,31,0.956,7787,251.2,149.8,0.0,0.31,3,4,1,4,1631.0,-825.0,1061,31,33,1.044,8043,243.7,125.7,0.0,0.61,3,2,2,1,-1066.0,-1165.0,-1050,3,6,0.818,1918,319.7,213.1,0.0,0.0,3,4,5,2,619.0,1592.0,-836,9,4,0.899,2759,689.8,212.2,0.0,0.0,5,5,5,5,919.0,1306.0,721,23,14,1.045,5389,384.9,145.6,0.0,0.09999999999999999,5,3,4,5,1162.0,1735.0,1707,36,30,1.067,8445,281.5,128.0,0.0,0.42000000000000004,5,1,2,2,-924.0,-1608.0,-1122,24,26,0.952,7757,298.3,155.1,0.0,0.13,2,2,4,4,-795.0,149.0,1150,32,28,1.05,7739,276.4,129.0,0.0,0.42000000000000004
ジャグラーガールズ,1348,1,1,1,1,-4853.0,-2908.0,-1479,2,2,0.701,1647,823.5,411.8,0.0,0.0,2,1,1,4,-3910.0,-1394.0,-350,5,1,0.913,1345,1345.0,224.2,0.0,0.0,3,3,2,1,-185.0,-1323.0,-1079,23,24,0.951,7325,305.2,155.9,0.0,0.12,5,3,4,4,1505.0,-523.0,35,27,22,1.002,7051,320.5,143.9,0.0,0.15000000000000002,2,2,1,4,1220.0,-1980.0,-279,16,10,0.978,4222,422.2,162.4,0.0,0.0,5,4,1,5,1963.0,-2237.0,-279,15,13,0.978,4160,320.0,148.6,0.0,0.0,1,4,3,1,1477.0,1417.0,-1422,10,9,0.884,4069,452.1,214.2,0.0,0.0,1,4,5,5,2506.0,3450.0,-536,7,4,0.917,2156,539.0,196.0,0.0,0.0,5,3,3,5,2549.0,3736.0,3375,44,31,1.125,8969,289.3,119.6,0.0,0.52,4,4,3,4,920.0,825.0,611,26,16,1.035,5832,364.5,138.9,0.0,0.13,3,3,1,1,-384.0,-551.0,-250,29,31,0.991,8909,287.4,148.5,0.0,0.18000000000000002,5,3,2,5,-242.0,-694.0,464,33,23,1.02,7692,334.4,137.4,0.0,0.16,3,4,1,2,-28.0,-1651.0,-765,24,23,0.964,7007,304.7,149.1,0.0,0.15000000000000002,1,5,4,2,2076.0,860.0,-393,20,20,0.977,5798,289.9,145.0,0.0,0.23,2,5,5,2,1061.0,560.0,-493,5,2,0.895,1568,784.0,224.0,0.0,0.0,5,5,4,5,1675.0,945.0,1746,32,21,1.088,6580,313.3,124.2,0.0,0.35000000000000003,3,3,4,2,-279.0,-123.0,-693,7,6,0.914,2680,446.7,206.2,0.0,0.0,1,5,5,1,4067.0,1909.0,-108,21,16,0.993,5491,343.2,148.4,0.0,0.12,4,5,5,5,5382.0,609.0,678,25,21,1.036,6270,298.6,136.3,0.0,0.27,1,5,3,5,5111.0,52.0,1339,33,24,1.058,7652,318.8,134.2,0.0,0.22
ジャグラーガールズ,1349,2,5,2,2,3234.0,-2737.0,-822,8,4,0.897,2663,665.8,221.9,0.0,0.0,4,5,5,1,2277.0,346.0,-1193,7,9,0.868,3018,335.3,188.6,0.0,0.0,2,5,5,2,5431.0,4378.0,-722,22,11,0.961,6106,555.1,185.0,0.0,0.0,4,5,5,5,5103.0,4007.0,2261,35,15,1.115,6537,435.8,130.7,0.0,0.11,5,4,5,5,3763.0,3710.0,2839,37,17,1.139,6786,399.2,125.7,0.0,0.16999999999999998,3,2,4,1,274.0,-908.0,-1093,6,15,0.885,3176,211.7,151.2,0.0,0.0,4,2,4,4,802.0,2146.0,1964,37,27,1.081,8080,299.3,126.2,0.0,0.37,2,2,2,1,-398.0,-868.0,-1779,5,4,0.781,2706,676.5,300.7,0.0,0.0,4,2,2,2,1173.0,1832.0,1961,37,34,1.075,8744,257.2,123.2,0.0,0.59,1,1,1,1,-1867.0,-779.0,-1050,6,5,0.851,2345,469.0,213.2,0.0,0.0,1,2,2,3,-1082.0,-294.0,921,32,22,1.044,7036,319.8,130.3,0.0,0.27,2,2,4,2,-878.0,-451.0,-650,9,9,0.928,3005,333.9,166.9,0.0,0.0,1,1,4,3,-1936.0,-9.0,-565,19,9,0.962,5010,556.7,178.9,0.0,0.01,2,1,2,3,-1893.0,-523.0,764,29,22,1.036,7000,318.2,137.3,0.0,0.19999999999999998,4,1,1,3,-2965.0,-1552.0,-208,11,10,0.977,3048,304.8,145.1,0.0,0.0,1,1,3,1,-2593.0,-219.0,-1079,2,1,0.738,1374,1374.0,458.0,0.0,0.0,4,4,3,4,164.0,-848.0,-265,13,7,0.975,3506,500.9,175.3,0.0,0.0,4,4,1,4,3182.0,-1105.0,1125,37,22,1.045,8302,377.4,140.7,0.0,0.08,2,4,1,1,1135.0,-2538.0,-1708,11,17,0.887,5050,297.1,180.4,0.0,0.09,4,3,2,1,1921.0,-666.0,-522,28,30,0.979,8163,272.1,140.7,0.0,0.3
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイジャグラーV,1350,2,1,3,4,-6882.0,-3051.0,-1222,9,8,0.892,3760,470.0,221.2,5.59,0.0,5,2,2,3,-5810.0,-2994.0,-1079,15,12,0.93,5127,427.2,189.9,5.73,0.02,1,1,3,3,-6010.0,-2451.0,-750,20,11,0.958,5899,536.3,190.3,5.66,0.01,1,1,2,3,-5825.0,-2466.0,-1165,9,5,0.886,3395,679.0,242.5,5.66,0.0,4,2,2,3,-4753.0,-2666.0,-536,25,22,0.975,7082,321.9,150.7,6.09,0.1,2,2,2,2,-5110.0,-2280.0,-765,13,14,0.943,4501,321.5,166.7,5.83,0.0,1,2,1,1,-3567.0,-2794.0,-1365,17,9,0.914,5299,588.8,203.8,5.95,0.0,4,2,3,5,-2395.0,-1994.0,-150,28,18,0.993,7155,397.5,155.5,6.0,0.03,1,3,2,1,-1053.0,-1937.0,-1279,14,11,0.913,4923,447.5,196.9,5.81,0.0,3,5,3,3,2337.0,-1551.0,-565,19,13,0.965,5395,415.0,168.6,5.91,0.03,4,5,3,4,1780.0,-208.0,-93,28,26,0.996,8086,311.0,149.7,5.78,0.22,1,5,3,2,3323.0,-308.0,-893,8,2,0.879,2456,1228.0,245.6,6.11,0.0,3,5,5,2,3666.0,1777.0,778,35,22,1.033,7812,355.1,137.1,6.2,0.1,1,5,5,5,2595.0,3110.0,-193,20,10,0.987,4860,486.0,162.0,6.11,0.0,5,5,5,5,1709.0,2181.0,1192,31,25,1.052,7583,303.3,135.4,5.73,0.44999999999999996,5,5,5,5,1538.0,2439.0,2111,37,28,1.087,8065,288.0,124.1,5.87,0.6000000000000001,1,5,5,2,-1381.0,-222.0,-1122,13,11,0.919,4605,418.6,191.9,5.78,0.0,5,5,5,5,-2052.0,607.0,1450,35,31,1.056,8636,278.6,130.8,5.77,0.6,3,2,2,3,-5110.0,-1922.0,-550,24,17,0.973,6805,400.3,166.0,5.85,0.03,5,1,3,3,-4996.0,-351.0,-293,27,29,0.988,8283,285.6,147.9,5.79,0.32999999999999996
マイジャグラーV,1351,4,2,1,2,-6573.0,-3765.0,-1793,17,21,0.908,6490,309.0,170.8,6.06,0.06,1,1,5,4,-6016.0,-1972.0,-1022,4,5,0.819,1884,376.8,209.3,6.52,0.0,3,5,5,2,-3344.0,-1829.0,-950,24,14,0.955,7025,501.8,184.9,5.76,0.0,4,5,5,5,-1902.0,-1729.0,0,26,13,1.0,6342,487.8,162.6,5.91,0.01,2,3,1,2,-3524.0,-2808.0,-879,16,9,0.942,5059,562.1,202.4,5.59,0.01,1,3,1,1,-3553.0,-3165.0,-850,10,10,0.921,3577,357.7,178.8,5.89,0.0,2,3,4,2,-957.0,-665.0,-1079,21,17,0.945,6557,385.7,172.6,5.91,0.02,1,4,5,2,-1386.0,906.0,-1236,18,11,0.924,5406,491.5,186.4,6.1,0.0,5,5,5,5,985.0,520.0,1650,37,22,1.067,8222,373.7,139.4,5.72,0.19999999999999998,5,3,2,4,-1073.0,-2038.0,492,31,29,1.02,8009,276.2,133.5,6.06,0.43,2,2,2,1,-2487.0,-784.0,-1622,14,16,0.906,5750,359.4,191.7,5.71,0.03,3,3,2,1,-1458.0,-670.0,-908,18,12,0.943,5352,446.0,178.4,5.96,0.01,4,4,4,5,-758.0,1373.0,1746,37,22,1.07,8278,376.3,140.3,5.64,0.21,2,4,4,2,-2140.0,-781.0,-1508,15,15,0.911,5635,375.7,187.8,5.83,0.02,1,4,4,4,1146.0,-195.0,1135,24,16,1.071,5356,334.8,133.9,5.77,0.35000000000000003,2,4,2,3,-1125.0,-1923.0,-408,12,8,0.961,3469,433.6,173.4,5.86,0.0,2,3,2,3,-2353.0,-1723.0,-922,16,12,0.941,5194,432.8,185.5,5.73,0.02,3,4,4,4,-2267.0,-437.0,-593,24,15,0.969,6382,425.5,163.6,6.09,0.01,1,5,5,4,-2496.0,1934.0,-208,18,10,0.985,4757,475.7,169.9,5.79,0.0,2,3,5,4,-3310.0,1006.0,364,30,17,1.018,6869,404.1,146.1,6.14,0.04
マイジャグラーV,1352,3,4,4,3,-4889.0,-2558.0,-1322,14,10,0.903,4524,452.4,188.5,6.21,0.0,3,4,3,2,-5314.0,-2815.0,-1136,7,4,0.857,2657,664.2,241.5,6.02,0.0,2,4,4,5,-4143.0,-1901.0,-100,24,17,0.995,6487,381.6,158.2,5.8,0.06,2,2,2,2,-5779.0,-2466.0,-1579,9,7,0.861,3788,541.1,236.8,5.84,0.0,1,1,3,4,-5093.0,-752.0,-222,17,16,0.985,4890,305.6,148.2,5.96,0.0,5,1,3,3,-5707.0,-2277.0,-665,27,24,0.97,7507,312.8,147.2,6.27,0.1,5,1,2,3,-4964.0,-1577.0,135,30,18,1.006,7841,435.6,163.4,5.66,0.03,3,1,1,1,-6649.0,-3448.0,-1747,16,18,0.906,6178,343.2,181.7,5.92,0.03,4,1,1,4,-5081.0,-2594.0,35,28,24,1.001,8028,334.5,154.4,5.65,0.16999999999999998,2,1,1,1,-5795.0,-3465.0,-1736,13,15,0.887,5116,341.1,182.7,6.14,0.03,1,1,1,2,-4381.0,-1651.0,-893,14,14,0.934,4492,320.9,160.4,6.21,0.0,2,1,1,3,-4653.0,-2308.0,-836,11,12,0.927,3803,316.9,165.3,6.07,0.0,1,1,1,1,-4725.0,-1651.0,78,28,21,1.004,7397,352.2,151.0,5.86,0.11,3,1,1,1,-5839.0,-2408.0,-1550,20,17,0.924,6810,400.6,184.1,5.87,0.01,4,2,2,3,-4011.0,-1180.0,-179,21,16,0.99,6060,378.8,163.8,5.63,0.09,3,2,1,2,-4525.0,-2166.0,-679,21,14,0.963,6070,433.6,173.4,5.83,0.02,4,1,1,4,-5411.0,-2395.0,-322,23,20,0.984,6799,340.0,158.1,5.74,0.12,2,1,1,1,-5497.0,-3109.0,-1165,17,18,0.934,5878,326.6,167.9,5.93,0.07,5,1,3,1,-5740.0,-1666.0,-908,32,14,0.964,8333,595.2,181.2,5.96,0.0,1,2,2,2,-4768.0,-1451.0,-1036,21,10,0.945,6249,624.9,201.6,5.68,0.0
マイジャグラーV,1353,1,5,5,1,-4453.0,-2390.0,-2432,8,1,0.765,3444,3444.0,382.7,6.45,0.0,4,5,4,5,-3043.0,-2369.0,450,16,12,1.039,3880,323.3,138.6,5.86,0.0,4,3,2,4,-4458.0,-2598.0,-408,29,11,0.982,7436,676.0,185.9,5.71,0.0,5,3,1,1,-5186.0,-2498.0,-2411,14,21,0.878,6613,314.9,188.9,5.9,0.04,3,4,5,5,-1768.0,348.0,221,22,14,1.013,5646,403.3,156.8,5.71,0.09,3,4,4,4,-2482.0,-895.0,-308,18,11,0.98,5013,455.7,172.9,5.71,0.03,3,4,3,4,-953.0,-1552.0,435,31,14,1.021,6943,495.9,154.3,6.0,0.01,2,3,2,3,-1767.0,-3123.0,-1022,16,20,0.942,5919,296.0,164.4,5.76,0.19,2,2,3,2,-1224.0,-1094.0,-965,18,10,0.943,5617,561.7,200.6,5.62,0.01,1,2,4,2,-1138.0,-622.0,-1136,11,10,0.913,4352,435.2,207.2,5.53,0.0,5,4,5,5,705.0,1735.0,1007,34,29,1.04,8379,288.9,133.0,5.92,0.45,5,4,4,4,-1195.0,349.0,-493,30,22,0.98,8121,369.1,156.2,6.02,0.03,2,2,3,4,-1595.0,363.0,1221,32,22,1.055,7454,338.8,138.0,5.77,0.28,5,3,2,3,-2324.0,-1737.0,-379,34,24,0.986,8922,371.8,153.8,6.06,0.03,3,3,3,1,-2967.0,-651.0,-479,18,14,0.971,5432,388.0,169.8,5.7,0.06999999999999999,1,3,4,1,-1796.0,-1065.0,-879,9,6,0.901,2947,491.2,196.5,6.12,0.0,5,4,4,5,-2125.0,-1079.0,707,27,20,1.034,6897,344.8,146.7,5.63,0.24000000000000002,1,3,3,2,-3425.0,-1294.0,-893,15,18,0.943,5225,290.3,158.3,5.95,0.19,2,3,4,2,-3368.0,-1423.0,-893,18,10,0.942,5165,516.5,184.5,5.97,0.01,3,5,4,5,-1350.0,162.0,492,28,20,1.024,6938,346.9,144.5,5.88,0.16
マイジャグラーV,1354,5,3,2,5,-5113.0,-3569.0,335,28,29,1.014,8167,281.6,143.3,5.66,0.47,2,3,1,1,-5698.0,-4740.0,-1450,3,2,0.756,1983,991.5,396.6,5.96,0.0,5,2,1,1,-5198.0,-4498.0,-2454,23,17,0.896,7887,463.9,197.2,6.08,0.0,3,4,4,4,-2252.0,-2194.0,-836,19,18,0.955,6258,347.7,169.1,5.73,0.08,5,5,4,1,-1524.0,-708.0,-1208,25,22,0.949,7951,361.4,169.2,5.87,0.03,4,5,5,5,-345.0,250.0,-150,20,18,0.992,5903,327.9,155.3,5.7,0.19,4,5,5,5,612.0,-550.0,650,30,26,1.029,7391,284.3,132.0,6.1,0.39999999999999997,5,5,4,4,-388.0,-708.0,-250,25,23,0.989,7252,315.3,151.1,5.84,0.19,3,4,4,3,-603.0,-566.0,-950,30,8,0.957,7307,913.4,192.3,6.09,0.0,4,4,5,4,276.0,355.0,492,28,19,1.024,6953,365.9,147.9,5.81,0.12,3,3,4,3,-1366.0,670.0,-108,28,16,0.995,7145,446.6,162.4,5.86,0.02,4,2,5,5,-1880.0,428.0,-29,25,15,0.998,6256,417.1,156.4,5.96,0.03,5,3,2,3,-1230.0,-8.0,807,33,29,1.031,8688,299.6,140.1,5.73,0.4,4,2,3,4,-3587.0,-886.0,-350,25,24,0.984,7387,307.8,150.8,5.87,0.19999999999999998,2,1,1,2,-4959.0,-1686.0,-465,18,14,0.971,5419,387.1,169.3,5.7,0.06999999999999999,4,1,3,4,-4580.0,-1843.0,-71,25,24,0.997,7193,299.7,146.8,5.83,0.27,3,2,3,1,-4059.0,-1151.0,-1150,20,10,0.933,5692,569.2,189.7,6.06,0.0,4,2,2,3,-4259.0,-1551.0,-622,21,20,0.968,6549,327.4,159.7,5.81,0.12,4,4,1,5,-2545.0,-2651.0,621,28,21,1.03,6912,329.1,141.1,5.87,0.22999999999999998,4,4,1,1,-2102.0,-3358.0,-1550,20,21,0.929,7228,344.2,176.3,5.81,0.04
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
