,hall_name,date,model_name,unit_no,game,BB,RB,medals,BB_rate,RB_rate,Grape_rate,Total_rate,month,day,weekday,year,unit_last,area,5more
2324,楽園大山店,2025-05-24,ファンキージャグラー2,2673,4489,18,16,572,249.4,280.6,5.89,132.0,2025-05,24,5,2025,3,f: FJ2,0.0
2325,楽園大山店,2025-05-24,ファンキージャグラー2,2675,5607,23,12,-428,243.8,467.2,6.31,160.2,2025-05,24,5,2025,5,f: FJ2,0.01
2326,楽園大山店,2025-05-24,ファンキージャグラー2,2676,6407,20,19,-1285,320.4,337.2,6.16,164.3,2025-05,24,5,2025,6,f: FJ2,0.03
2327,楽園大山店,2025-05-24,ファンキージャグラー2,2677,2196,5,9,-428,439.2,244.0,5.72,156.9,2025-05,24,5,2025,7,f: FJ2,0.0
2328,楽園大山店,2025-05-24,ファンキージャグラー2,2678,3500,12,12,-95,291.7,291.7,5.91,145.8,2025-05,24,5,2025,8,f: FJ2,0.0
2329,楽園大山店,2025-05-24,ファンキージャグラー2,2680,3220,15,7,334,214.7,460.0,6.1,146.4,2025-05,24,5,2025,0,f: FJ2,0.0
2330,楽園大山店,2025-05-24,ファンキージャグラー2,2681,3299,11,7,-857,299.9,471.3,6.3,183.3,2025-05,24,5,2025,1,f: FJ2,0.0
2331,楽園大山店,2025-05-24,ゴーゴージャグラー3,2682,6413,27,23,1048,237.5,278.8,5.97,128.3,2025-05,24,5,2025,2,a: GJ3,0.45
2332,楽園大山店,2025-05-24,ゴーゴージャグラー3,2683,4976,17,11,-952,292.7,452.4,6.13,177.7,2025-05,24,5,2025,3,a: GJ3,0.0
2333,楽園大山店,2025-05-24,ゴーゴージャグラー3,2685,3549,15,11,238,236.6,322.6,6.22,136.5,2025-05,24,5,2025,5,a: GJ3,0.0
2334,楽園大山店,2025-05-24,ゴーゴージャグラー3,2686,3157,8,11,-1142,394.6,287.0,6.53,166.2,2025-05,24,5,2025,6,a: GJ3,0.0
2335,楽園大山店,2025-05-24,ゴーゴージャグラー3,2687,2754,6,6,-1333,459.0,459.0,6.1,229.5,2025-05,24,5,2025,7,a: GJ3,0.0
2336,楽園大山店,2025-05-24,ゴーゴージャグラー3,2688,2046,11,6,667,186.0,341.0,6.22,120.4,2025-05,24,5,2025,8,a: GJ3,0.0
2337,楽園大山店,2025-05-24,ゴーゴージャグラー3,2700,9188,44,41,3762,208.8,224.1,5.87,108.1,2025-05,24,5,2025,0,a: GJ3,0.9400000000000001
2338,楽園大山店,2025-05-24,ゴーゴージャグラー3,2701,2887,9,9,-666,320.8,320.8,6.39,160.4,2025-05,24,5,2025,1,a: GJ3,0.0
2339,楽園大山店,2025-05-24,ウルトラミラクルジャグラー,2702,3771,18,9,667,209.5,419.0,0.0,139.7,2025-05,24,5,2025,2,h: UMJ,0.0
2340,楽園大山店,2025-05-24,ウルトラミラクルジャグラー,2703,1361,5,3,-142,272.2,453.7,0.0,170.1,2025-05,24,5,2025,3,h: UMJ,0.0
2341,楽園大山店,2025-05-24,ウルトラミラクルジャグラー,2705,5139,18,16,96,285.5,321.2,0.0,151.1,2025-05,24,5,2025,5,h: UMJ,0.25
2342,楽園大山店,2025-05-24,ミスタージャグラー,2800,6921,26,24,810,266.2,288.4,0.0,138.4,2025-05,24,5,2025,0,i: MRJ,0.27
2343,楽園大山店,2025-05-24,ミスタージャグラー,2801,3385,10,11,-428,338.5,307.7,0.0,161.2,2025-05,24,5,2025,1,i: MRJ,0.0
2344,楽園大山店,2025-05-24,ミスタージャグラー,2802,4244,13,15,-714,326.5,282.9,0.0,151.6,2025-05,24,5,2025,2,i: MRJ,0.0
2345,楽園大山店,2025-05-24,ミスタージャグラー,2803,3956,12,15,96,329.7,263.7,0.0,146.5,2025-05,24,5,2025,3,i: MRJ,0.0
2346,楽園大山店,2025-05-24,アイムジャグラーEX-TP,2805,1496,4,1,-762,374.0,1496.0,6.23,299.2,2025-05,24,5,2025,5,e: I'm,0.0
2347,楽園大山店,2025-05-24,アイムジャグラーEX-TP,2806,825,4,2,143,206.2,412.5,6.39,137.5,2025-05,24,5,2025,6,e: I'm,0.0
2348,楽園大山店,2025-05-24,アイムジャグラーEX-TP,2807,6525,29,17,1143,225.0,383.8,5.98,141.8,2025-05,24,5,2025,7,e: I'm,0.08
2349,楽園大山店,2025-05-24,アイムジャグラーEX-TP,2808,362,1,0,-95,362.0,0.0,5.09,362.0,2025-05,24,5,2025,8,e: I'm,0.0
2350,楽園大山店,2025-05-24,アイムジャグラーEX-TP,2810,6834,23,24,96,297.1,284.8,5.87,145.4,2025-05,24,5,2025,0,e: I'm,0.4
2351,楽園大山店,2025-05-24,アイムジャグラーEX-TP,2811,3049,19,4,1429,160.5,762.2,6.12,132.6,2025-05,24,5,2025,1,e: I'm,0.0
2352,楽園大山店,2025-05-24,アイムジャグラーEX-TP,2812,4444,17,11,-238,261.4,404.0,6.26,158.7,2025-05,24,5,2025,2,e: I'm,0.0
2353,楽園大山店,2025-05-24,マイジャグラーV,3001,8772,28,31,-48,313.3,283.0,5.61,148.7,2025-05,24,5,2025,1,d: MJV,0.43000000000000005
2354,楽園大山店,2025-05-24,マイジャグラーV,3002,8288,37,22,1381,224.0,376.7,5.81,140.5,2025-05,24,5,2025,2,d: MJV,0.15000000000000002
2355,楽園大山店,2025-05-24,マイジャグラーV,3003,8796,45,29,3334,195.5,303.3,5.83,118.9,2025-05,24,5,2025,3,d: MJV,0.6699999999999999
2356,楽園大山店,2025-05-23,ハッピージャグラーVIII,2626,1134,1,3,-809,1134.0,378.0,0.0,283.5,2025-05,23,4,2025,6,g: HJV3,0.0
2357,楽園大山店,2025-05-23,ハッピージャグラーVIII,2627,7292,30,25,1143,243.1,291.7,0.0,132.6,2025-05,23,4,2025,7,g: HJV3,0.43000000000000005
2358,楽園大山店,2025-05-23,ハッピージャグラーVIII,2628,1288,6,3,-142,214.7,429.3,0.0,143.1,2025-05,23,4,2025,8,g: HJV3,0.0
2359,楽園大山店,2025-05-23,マイジャグラーV,2630,3116,6,10,-1285,519.3,311.6,5.92,194.8,2025-05,23,4,2025,0,b: MJV,0.0
2360,楽園大山店,2025-05-23,マイジャグラーV,2631,4828,16,13,-1047,301.8,371.4,6.33,166.5,2025-05,23,4,2025,1,b: MJV,0.0
2361,楽園大山店,2025-05-23,マイジャグラーV,2632,540,1,1,-381,540.0,540.0,6.64,270.0,2025-05,23,4,2025,2,b: MJV,0.0
2362,楽園大山店,2025-05-23,マイジャグラーV,2633,1086,1,2,-857,1086.0,543.0,5.94,362.0,2025-05,23,4,2025,3,b: MJV,0.0
2363,楽園大山店,2025-05-23,マイジャグラーV,2635,6418,27,15,381,237.7,427.9,5.88,152.8,2025-05,23,4,2025,5,b: MJV,0.04
2364,楽園大山店,2025-05-23,マイジャグラーV,2636,4558,13,19,-428,350.6,239.9,5.89,142.4,2025-05,23,4,2025,6,b: MJV,0.0
2365,楽園大山店,2025-05-23,マイジャグラーV,2637,1759,3,5,-952,586.3,351.8,6.1,219.9,2025-05,23,4,2025,7,b: MJV,0.0
2366,楽園大山店,2025-05-23,マイジャグラーV,2638,772,2,1,-428,386.0,772.0,6.49,257.3,2025-05,23,4,2025,8,b: MJV,0.0
2367,楽園大山店,2025-05-23,マイジャグラーV,2650,6182,27,17,524,229.0,363.6,6.11,140.5,2025-05,23,4,2025,0,c: MJV,0.12
2368,楽園大山店,2025-05-23,マイジャグラーV,2651,942,2,2,-476,471.0,471.0,6.08,235.5,2025-05,23,4,2025,1,c: MJV,0.0
2369,楽園大山店,2025-05-23,マイジャグラーV,2652,7641,29,27,572,263.5,283.0,5.88,136.4,2025-05,23,4,2025,2,c: MJV,0.44
2370,楽園大山店,2025-05-23,マイジャグラーV,2653,518,1,0,-381,518.0,0.0,6.0,518.0,2025-05,23,4,2025,3,c: MJV,0.0
2371,楽園大山店,2025-05-23,マイジャグラーV,2655,5254,20,24,1191,262.7,218.9,5.67,119.4,2025-05,23,4,2025,5,c: MJV,0.89
2372,楽園大山店,2025-05-23,マイジャグラーV,2656,6405,29,24,2096,220.9,266.9,5.64,120.8,2025-05,23,4,2025,6,c: MJV,0.8
2373,楽園大山店,2025-05-23,マイジャグラーV,2657,6857,28,21,762,244.9,326.5,5.83,139.9,2025-05,23,4,2025,7,c: MJV,0.27
2374,楽園大山店,2025-05-23,マイジャグラーV,2658,6540,20,17,-1285,327.0,384.7,5.9,176.8,2025-05,23,4,2025,8,c: MJV,0.02
2375,楽園大山店,2025-05-23,マイジャグラーV,2660,681,1,0,-571,681.0,0.0,5.97,681.0,2025-05,23,4,2025,0,c: MJV,0.0
2376,楽園大山店,2025-05-23,マイジャグラーV,2661,6994,31,19,1429,225.6,368.1,5.65,139.9,2025-05,23,4,2025,1,c: MJV,0.25
2377,楽園大山店,2025-05-23,マイジャグラーV,2662,682,2,1,-190,341.0,682.0,5.67,227.3,2025-05,23,4,2025,2,c: MJV,0.0
2378,楽園大山店,2025-05-23,マイジャグラーV,2663,7537,33,31,2381,228.4,243.1,5.69,117.8,2025-05,23,4,2025,3,c: MJV,0.8999999999999999
2379,楽園大山店,2025-05-23,マイジャグラーV,2665,535,1,1,-333,535.0,535.0,6.24,267.5,2025-05,23,4,2025,5,c: MJV,0.0
2380,楽園大山店,2025-05-23,マイジャグラーV,2666,4806,19,17,1096,252.9,282.7,5.42,133.5,2025-05,23,4,2025,6,c: MJV,0.0
2381,楽園大山店,2025-05-23,マイジャグラーV,2667,7159,26,30,1000,275.3,238.6,5.71,127.8,2025-05,23,4,2025,7,c: MJV,0.8
2382,楽園大山店,2025-05-23,マイジャグラーV,2668,7663,36,26,2191,212.9,294.7,5.84,123.6,2025-05,23,4,2025,8,c: MJV,0.59
2383,楽園大山店,2025-05-23,ファンキージャグラー2,2670,174,0,0,-190,0.0,0.0,5.57,0.0,2025-05,23,4,2025,0,f: FJ2,0.0
2384,楽園大山店,2025-05-23,ファンキージャグラー2,2671,1307,3,2,-666,435.7,653.5,6.04,261.4,2025-05,23,4,2025,1,f: FJ2,0.0
2385,楽園大山店,2025-05-23,ファンキージャグラー2,2672,992,3,2,-428,330.7,496.0,6.77,198.4,2025-05,23,4,2025,2,f: FJ2,0.0
2386,楽園大山店,2025-05-23,ファンキージャグラー2,2673,5352,26,8,762,205.8,669.0,5.85,157.4,2025-05,23,4,2025,3,f: FJ2,0.02
2387,楽園大山店,2025-05-23,ファンキージャグラー2,2675,764,1,1,-476,764.0,764.0,5.45,382.0,2025-05,23,4,2025,5,f: FJ2,0.0
2388,楽園大山店,2025-05-23,ファンキージャグラー2,2676,4690,19,11,-142,246.8,426.4,6.13,156.3,2025-05,23,4,2025,6,f: FJ2,0.0
2389,楽園大山店,2025-05-23,ファンキージャグラー2,2677,5787,29,18,1572,199.6,321.5,6.13,123.1,2025-05,23,4,2025,7,f: FJ2,0.22999999999999998
2390,楽園大山店,2025-05-23,ファンキージャグラー2,2678,551,1,2,-285,551.0,275.5,6.5,183.7,2025-05,23,4,2025,8,f: FJ2,0.0
2391,楽園大山店,2025-05-23,ファンキージャグラー2,2680,1041,2,2,-523,520.5,520.5,5.78,260.2,2025-05,23,4,2025,0,f: FJ2,0.0
2392,楽園大山店,2025-05-23,ファンキージャグラー2,2681,3660,11,11,-666,332.7,332.7,5.96,166.4,2025-05,23,4,2025,1,f: FJ2,0.0
2393,楽園大山店,2025-05-23,ゴーゴージャグラー3,2682,713,2,1,-428,356.5,713.0,7.15,237.7,2025-05,23,4,2025,2,a: GJ3,0.0
2394,楽園大山店,2025-05-23,ゴーゴージャグラー3,2683,3408,15,8,96,227.2,426.0,6.27,148.2,2025-05,23,4,2025,3,a: GJ3,0.0
2395,楽園大山店,2025-05-23,ゴーゴージャグラー3,2685,5950,25,26,1000,238.0,228.8,6.29,116.7,2025-05,23,4,2025,5,a: GJ3,0.47
2396,楽園大山店,2025-05-23,ゴーゴージャグラー3,2686,330,0,1,-381,0.0,330.0,7.4,330.0,2025-05,23,4,2025,6,a: GJ3,0.0
2397,楽園大山店,2025-05-23,ゴーゴージャグラー3,2687,903,3,3,-142,301.0,301.0,6.37,150.5,2025-05,23,4,2025,7,a: GJ3,0.0
2398,楽園大山店,2025-05-23,ゴーゴージャグラー3,2688,7837,42,23,2477,186.6,340.7,6.25,120.6,2025-05,23,4,2025,8,a: GJ3,0.09000000000000001
2399,楽園大山店,2025-05-23,ゴーゴージャグラー3,2700,331,2,0,143,165.5,0.0,5.3,165.5,2025-05,23,4,2025,0,a: GJ3,0.0
2400,楽園大山店,2025-05-23,ゴーゴージャグラー3,2701,4076,24,11,2048,169.8,370.5,5.87,116.5,2025-05,23,4,2025,1,a: GJ3,0.0
2401,楽園大山店,2025-05-23,ウルトラミラクルジャグラー,2702,823,3,2,-95,274.3,411.5,0.0,164.6,2025-05,23,4,2025,2,h: UMJ,0.0
2402,楽園大山店,2025-05-23,ウルトラミラクルジャグラー,2703,317,0,1,-333,0.0,317.0,0.0,317.0,2025-05,23,4,2025,3,h: UMJ,0.0
2403,楽園大山店,2025-05-23,ウルトラミラクルジャグラー,2705,3867,19,7,762,203.5,552.4,0.0,148.7,2025-05,23,4,2025,5,h: UMJ,0.0
2404,楽園大山店,2025-05-23,ミスタージャグラー,2800,5667,33,14,2477,171.7,404.8,0.0,120.6,2025-05,23,4,2025,0,i: MRJ,0.19
2405,楽園大山店,2025-05-23,ミスタージャグラー,2801,462,1,0,-333,462.0,0.0,0.0,462.0,2025-05,23,4,2025,1,i: MRJ,0.0
2406,楽園大山店,2025-05-23,ミスタージャグラー,2802,320,0,1,-285,0.0,320.0,0.0,320.0,2025-05,23,4,2025,2,i: MRJ,0.0
2407,楽園大山店,2025-05-23,ミスタージャグラー,2803,5559,23,19,1048,241.7,292.6,0.0,132.4,2025-05,23,4,2025,3,i: MRJ,0.33
2408,楽園大山店,2025-05-23,アイムジャグラーEX-TP,2805,826,2,0,-666,413.0,0.0,7.18,413.0,2025-05,23,4,2025,5,e: I'm,0.0
2409,楽園大山店,2025-05-23,アイムジャグラーEX-TP,2806,2561,10,7,-142,256.1,365.9,6.5,150.6,2025-05,23,4,2025,6,e: I'm,0.0
2410,楽園大山店,2025-05-23,アイムジャグラーEX-TP,2807,1084,6,0,191,180.7,0.0,6.09,180.7,2025-05,23,4,2025,7,e: I'm,0.0
2411,楽園大山店,2025-05-23,アイムジャグラーEX-TP,2808,3239,20,11,2334,162.0,294.5,5.82,104.5,2025-05,23,4,2025,8,e: I'm,0.0
2412,楽園大山店,2025-05-23,アイムジャグラーEX-TP,2810,2230,9,5,-95,247.8,446.0,6.36,159.3,2025-05,23,4,2025,0,e: I'm,0.0
2413,楽園大山店,2025-05-23,アイムジャグラーEX-TP,2811,1650,7,3,-95,235.7,550.0,6.5,165.0,2025-05,23,4,2025,1,e: I'm,0.0
2414,楽園大山店,2025-05-23,アイムジャグラーEX-TP,2812,1571,8,2,286,196.4,785.5,6.11,157.1,2025-05,23,4,2025,2,e: I'm,0.0
2415,楽園大山店,2025-05-23,マイジャグラーV,3001,4960,15,10,-1333,330.7,496.0,5.94,198.4,2025-05,23,4,2025,1,d: MJV,0.0
2416,楽園大山店,2025-05-23,マイジャグラーV,3002,4797,13,10,-1285,369.0,479.7,5.65,208.6,2025-05,23,4,2025,2,d: MJV,0.0
2417,楽園大山店,2025-05-23,マイジャグラーV,3003,7007,35,24,2334,200.2,292.0,5.96,118.8,2025-05,23,4,2025,3,d: MJV,0.61
2418,楽園大山店,2025-05-22,ハッピージャグラーVIII,2626,4892,15,19,-190,326.1,257.5,0.0,143.9,2025-05,22,3,2025,6,g: HJV3,0.0
2419,楽園大山店,2025-05-22,ハッピージャグラーVIII,2627,905,1,2,-523,905.0,452.5,0.0,301.7,2025-05,22,3,2025,7,g: HJV3,0.0
2420,楽園大山店,2025-05-22,ハッピージャグラーVIII,2628,8125,37,28,2572,219.6,290.2,0.0,125.0,2025-05,22,3,2025,8,g: HJV3,0.5800000000000001
2421,楽園大山店,2025-05-22,マイジャグラーV,2630,3621,13,7,-285,278.5,517.3,5.68,181.0,2025-05,22,3,2025,0,b: MJV,0.0
2422,楽園大山店,2025-05-22,マイジャグラーV,2631,3845,10,11,-809,384.5,349.5,5.61,183.1,2025-05,22,3,2025,1,b: MJV,0.0
2423,楽園大山店,2025-05-22,マイジャグラーV,2632,2196,8,5,-285,274.5,439.2,6.1,168.9,2025-05,22,3,2025,2,b: MJV,0.0
2424,楽園大山店,2025-05-22,マイジャグラーV,2633,2646,6,8,-1095,441.0,330.8,6.22,189.0,2025-05,22,3,2025,3,b: MJV,0.0
2425,楽園大山店,2025-05-22,マイジャグラーV,2635,5310,19,18,-238,279.5,295.0,6.12,143.5,2025-05,22,3,2025,5,b: MJV,0.23
2426,楽園大山店,2025-05-22,マイジャグラーV,2636,1033,2,1,-809,516.5,1033.0,6.71,344.3,2025-05,22,3,2025,6,b: MJV,0.0
2427,楽園大山店,2025-05-22,マイジャグラーV,2637,6655,29,14,953,229.5,475.4,5.59,154.8,2025-05,22,3,2025,7,b: MJV,0.05
2428,楽園大山店,2025-05-22,マイジャグラーV,2638,2906,16,7,572,181.6,415.1,6.78,126.3,2025-05,22,3,2025,8,b: MJV,0.0
2429,楽園大山店,2025-05-22,マイジャグラーV,2650,4369,13,12,-904,336.1,364.1,5.93,174.8,2025-05,22,3,2025,0,c: MJV,0.0
2430,楽園大山店,2025-05-22,マイジャグラーV,2651,8790,39,32,2810,225.4,274.7,5.55,123.8,2025-05,22,3,2025,1,c: MJV,0.8500000000000001
2431,楽園大山店,2025-05-22,マイジャグラーV,2652,825,3,0,-333,275.0,0.0,6.36,275.0,2025-05,22,3,2025,2,c: MJV,0.0
2432,楽園大山店,2025-05-22,マイジャグラーV,2653,8135,33,21,572,246.5,387.4,5.78,150.6,2025-05,22,3,2025,3,c: MJV,0.07
2433,楽園大山店,2025-05-22,マイジャグラーV,2655,941,3,1,-333,313.7,941.0,6.09,235.2,2025-05,22,3,2025,5,c: MJV,0.0
2434,楽園大山店,2025-05-22,マイジャグラーV,2656,7552,24,23,-523,314.7,328.3,5.67,160.7,2025-05,22,3,2025,6,c: MJV,0.14
2435,楽園大山店,2025-05-22,マイジャグラーV,2657,1249,5,0,-381,249.8,0.0,6.31,249.8,2025-05,22,3,2025,7,c: MJV,0.0
2436,楽園大山店,2025-05-22,マイジャグラーV,2658,1748,2,0,-1476,874.0,0.0,5.66,874.0,2025-05,22,3,2025,8,c: MJV,0.0
2437,楽園大山店,2025-05-22,マイジャグラーV,2660,2295,5,7,-952,459.0,327.9,6.14,191.2,2025-05,22,3,2025,0,c: MJV,0.0
2438,楽園大山店,2025-05-22,マイジャグラーV,2661,5217,25,16,1381,208.7,326.1,5.9,127.2,2025-05,22,3,2025,1,c: MJV,0.38
2439,楽園大山店,2025-05-22,マイジャグラーV,2662,5907,22,17,-142,268.5,347.5,5.96,151.5,2025-05,22,3,2025,2,c: MJV,0.11
2440,楽園大山店,2025-05-22,マイジャグラーV,2663,3160,8,10,-952,395.0,316.0,6.05,175.6,2025-05,22,3,2025,3,c: MJV,0.0
2441,楽園大山店,2025-05-22,マイジャグラーV,2665,3368,7,4,-2142,481.1,842.0,6.23,306.2,2025-05,22,3,2025,5,c: MJV,0.0
2442,楽園大山店,2025-05-22,マイジャグラーV,2666,768,1,1,-714,768.0,768.0,6.87,384.0,2025-05,22,3,2025,6,c: MJV,0.0
2443,楽園大山店,2025-05-22,マイジャグラーV,2667,4561,23,8,1286,198.3,570.1,5.56,147.1,2025-05,22,3,2025,7,c: MJV,0.0
2444,楽園大山店,2025-05-22,マイジャグラーV,2668,3507,11,10,-476,318.8,350.7,5.83,167.0,2025-05,22,3,2025,8,c: MJV,0.0
2445,楽園大山店,2025-05-22,ファンキージャグラー2,2670,4111,21,5,524,195.8,822.2,6.07,158.1,2025-05,22,3,2025,0,f: FJ2,0.0
2446,楽園大山店,2025-05-22,ファンキージャグラー2,2671,2503,8,5,-571,312.9,500.6,5.95,192.5,2025-05,22,3,2025,1,f: FJ2,0.0
2447,楽園大山店,2025-05-22,ファンキージャグラー2,2672,6416,29,13,762,221.2,493.5,5.83,152.8,2025-05,22,3,2025,2,f: FJ2,0.04
2448,楽園大山店,2025-05-22,ファンキージャグラー2,2673,3178,7,10,-1190,454.0,317.8,6.03,186.9,2025-05,22,3,2025,3,f: FJ2,0.0
2449,楽園大山店,2025-05-22,ファンキージャグラー2,2675,3875,13,9,-619,298.1,430.6,5.95,176.1,2025-05,22,3,2025,5,f: FJ2,0.0
2450,楽園大山店,2025-05-22,ファンキージャグラー2,2676,2141,4,4,-1285,535.2,535.2,6.14,267.6,2025-05,22,3,2025,6,f: FJ2,0.0
2451,楽園大山店,2025-05-22,ファンキージャグラー2,2677,2331,11,3,286,211.9,777.0,5.72,166.5,2025-05,22,3,2025,7,f: FJ2,0.0
2452,楽園大山店,2025-05-22,ファンキージャグラー2,2678,1813,6,3,-381,302.2,604.3,5.84,201.4,2025-05,22,3,2025,8,f: FJ2,0.0
2453,楽園大山店,2025-05-22,ファンキージャグラー2,2680,3965,15,8,96,264.3,495.6,5.5,172.4,2025-05,22,3,2025,0,f: FJ2,0.0
2454,楽園大山店,2025-05-22,ファンキージャグラー2,2681,3125,12,6,96,260.4,520.8,5.49,173.6,2025-05,22,3,2025,1,f: FJ2,0.0
2455,楽園大山店,2025-05-22,ゴーゴージャグラー3,2682,9307,36,38,1191,258.5,244.9,5.98,125.8,2025-05,22,3,2025,2,a: GJ3,0.66
2456,楽園大山店,2025-05-22,ゴーゴージャグラー3,2683,1689,4,4,-809,422.2,422.2,6.39,211.1,2025-05,22,3,2025,3,a: GJ3,0.0
2457,楽園大山店,2025-05-22,ゴーゴージャグラー3,2685,6288,26,20,572,241.8,314.4,6.04,136.7,2025-05,22,3,2025,5,a: GJ3,0.19
2458,楽園大山店,2025-05-22,ゴーゴージャグラー3,2686,3819,17,15,1048,224.6,254.6,5.88,119.3,2025-05,22,3,2025,6,a: GJ3,0.0
2459,楽園大山店,2025-05-22,ゴーゴージャグラー3,2687,7826,34,31,1619,230.2,252.5,6.08,120.4,2025-05,22,3,2025,7,a: GJ3,0.55
2460,楽園大山店,2025-05-22,ゴーゴージャグラー3,2688,727,1,1,-381,727.0,727.0,5.2,363.5,2025-05,22,3,2025,8,a: GJ3,0.0
2461,楽園大山店,2025-05-22,ゴーゴージャグラー3,2700,557,2,0,-190,278.5,0.0,6.04,278.5,2025-05,22,3,2025,0,a: GJ3,0.0
2462,楽園大山店,2025-05-22,ゴーゴージャグラー3,2701,8383,30,38,524,279.4,220.6,6.16,123.3,2025-05,22,3,2025,1,a: GJ3,0.6
2463,楽園大山店,2025-05-22,ウルトラミラクルジャグラー,2702,692,1,1,-476,692.0,692.0,0.0,346.0,2025-05,22,3,2025,2,h: UMJ,0.0
2464,楽園大山店,2025-05-22,ウルトラミラクルジャグラー,2703,3632,15,8,286,242.1,454.0,0.0,157.9,2025-05,22,3,2025,3,h: UMJ,0.0
2465,楽園大山店,2025-05-22,ウルトラミラクルジャグラー,2705,3772,17,10,524,221.9,377.2,0.0,139.7,2025-05,22,3,2025,5,h: UMJ,0.0
2466,楽園大山店,2025-05-22,ミスタージャグラー,2800,9217,40,27,1619,230.4,341.4,0.0,137.6,2025-05,22,3,2025,0,i: MRJ,0.09000000000000001
2467,楽園大山店,2025-05-22,ミスタージャグラー,2801,3807,11,11,-619,346.1,346.1,0.0,173.0,2025-05,22,3,2025,1,i: MRJ,0.0
2468,楽園大山店,2025-05-22,ミスタージャグラー,2802,6990,23,24,-619,303.9,291.2,0.0,148.7,2025-05,22,3,2025,2,i: MRJ,0.16
2469,楽園大山店,2025-05-22,ミスタージャグラー,2803,5972,18,16,-619,331.8,373.2,0.0,175.6,2025-05,22,3,2025,3,i: MRJ,0.01
2470,楽園大山店,2025-05-22,アイムジャグラーEX-TP,2805,4753,15,14,-333,316.9,339.5,5.78,163.9,2025-05,22,3,2025,5,e: I'm,0.0
2471,楽園大山店,2025-05-22,アイムジャグラーEX-TP,2806,1045,3,1,-238,348.3,1045.0,5.38,261.2,2025-05,22,3,2025,6,e: I'm,0.0
2472,楽園大山店,2025-05-22,アイムジャグラーEX-TP,2807,3441,12,6,-714,286.8,573.5,6.26,191.2,2025-05,22,3,2025,7,e: I'm,0.0
2473,楽園大山店,2025-05-22,アイムジャグラーEX-TP,2808,2209,8,5,-95,276.1,441.8,5.88,169.9,2025-05,22,3,2025,8,e: I'm,0.0
2474,楽園大山店,2025-05-22,アイムジャグラーEX-TP,2810,1507,2,4,-809,753.5,376.8,5.69,251.2,2025-05,22,3,2025,0,e: I'm,0.0
2475,楽園大山店,2025-05-22,アイムジャグラーEX-TP,2811,6670,32,18,1524,208.4,370.6,6.18,133.4,2025-05,22,3,2025,1,e: I'm,0.11
2476,楽園大山店,2025-05-22,アイムジャグラーEX-TP,2812,6412,28,19,1191,229.0,337.5,5.99,136.4,2025-05,22,3,2025,2,e: I'm,0.21000000000000002
2477,楽園大山店,2025-05-22,マイジャグラーV,3001,5160,12,9,-2238,430.0,573.3,5.82,245.7,2025-05,22,3,2025,1,d: MJV,0.0
2478,楽園大山店,2025-05-22,マイジャグラーV,3002,7403,26,16,-904,284.7,462.7,5.87,176.3,2025-05,22,3,2025,2,d: MJV,0.0
2479,楽園大山店,2025-05-22,マイジャグラーV,3003,4168,13,6,-1047,320.6,694.7,5.73,219.4,2025-05,22,3,2025,3,d: MJV,0.0
2480,楽園大山店,2025-05-21,ハッピージャグラーVIII,2626,1548,2,3,-952,774.0,516.0,0.0,309.6,2025-05,21,2,2025,6,g: HJV3,0.0
2481,楽園大山店,2025-05-21,ハッピージャグラーVIII,2627,2937,8,7,-904,367.1,419.6,0.0,195.8,2025-05,21,2,2025,7,g: HJV3,0.0
2482,楽園大山店,2025-05-21,ハッピージャグラーVIII,2628,2041,5,4,-666,408.2,510.2,0.0,226.8,2025-05,21,2,2025,8,g: HJV3,0.0
2483,楽園大山店,2025-05-21,マイジャグラーV,2630,4079,14,9,-428,291.4,453.2,5.74,177.3,2025-05,21,2,2025,0,b: MJV,0.0
2484,楽園大山店,2025-05-21,マイジャグラーV,2631,3107,13,6,-48,239.0,517.8,6.01,163.5,2025-05,21,2,2025,1,b: MJV,0.0
2485,楽園大山店,2025-05-21,マイジャグラーV,2632,7993,39,22,1715,204.9,363.3,6.08,131.0,2025-05,21,2,2025,2,b: MJV,0.19
2486,楽園大山店,2025-05-21,マイジャグラーV,2633,5313,25,20,2048,212.5,265.6,5.59,118.1,2025-05,21,2,2025,3,b: MJV,0.8
2487,楽園大山店,2025-05-21,マイジャグラーV,2635,7955,33,33,1905,241.1,241.1,5.79,120.5,2025-05,21,2,2025,5,b: MJV,0.85
2488,楽園大山店,2025-05-21,マイジャグラーV,2636,4237,21,7,1048,201.8,605.3,5.58,151.3,2025-05,21,2,2025,6,b: MJV,0.0
2489,楽園大山店,2025-05-21,マイジャグラーV,2637,852,2,2,-333,426.0,426.0,5.91,213.0,2025-05,21,2,2025,7,b: MJV,0.0
2490,楽園大山店,2025-05-21,マイジャグラーV,2638,8429,36,23,1334,234.1,366.5,5.69,142.9,2025-05,21,2,2025,8,b: MJV,0.19
2491,楽園大山店,2025-05-21,マイジャグラーV,2650,3563,13,10,-285,274.1,356.3,6.11,154.9,2025-05,21,2,2025,0,c: MJV,0.0
2492,楽園大山店,2025-05-21,マイジャグラーV,2651,7256,24,34,715,302.3,213.4,5.75,125.1,2025-05,21,2,2025,1,c: MJV,0.8999999999999999
2493,楽園大山店,2025-05-21,マイジャグラーV,2652,3460,11,6,-1238,314.5,576.7,6.42,203.5,2025-05,21,2,2025,2,c: MJV,0.0
