,,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE
i: ゴーゴージャグラー3,827,20896,-3773,0.94,311.9,155.9,847.0,-471.0,0.815,211.8,169.4,1587.0,-843.0,0.823,317.4,198.4,324.0,-134.0,0.862,324.0,162.0,3281.0,-343.0,0.965,364.6,164.0,7262.0,-29.0,0.999,290.5,137.0,5851.0,-965.0,0.945,292.6,150.0,1744.0,-988.0,0.811,581.3,249.1
i: ゴーゴージャグラー3,828,17817,-4139,0.923,292.1,156.3,6868.0,-523.0,0.975,286.2,140.2,624.0,-52.0,0.972,,208.0,6323.0,-1640.0,0.914,243.2,150.5,94.0,-192.0,0.319,,,403.0,-471.0,0.61,,,714.0,-459.0,0.786,714.0,238.0,2791.0,-802.0,0.904,279.1,164.2
i: ゴーゴージャグラー3,829,6010,-1272,0.929,546.4,187.8,456.0,192.0,1.14,,152.0,584.0,-459.0,0.738,584.0,292.0,417.0,-145.0,0.884,417.0,208.5,151.0,-215.0,0.525,,,1278.0,-331.0,0.914,1278.0,213.0,1549.0,-52.0,0.989,309.8,154.9,1575.0,-262.0,0.945,525.0,175.0
i: ゴーゴージャグラー3,830,22873,1414,1.021,301.0,135.3,4990.0,2070.0,1.138,237.6,106.2,5764.0,-994.0,0.943,384.3,169.5,1524.0,262.0,1.057,381.0,138.5,163.0,-250.0,0.489,,,1685.0,-587.0,0.884,842.5,210.6,1597.0,-331.0,0.931,319.4,159.7,7150.0,1244.0,1.058,246.6,121.2
i: ゴーゴージャグラー3,831,11809,-1848,0.948,407.2,161.8,165.0,-180.0,0.636,,,1695.0,-320.0,0.937,565.0,169.5,2803.0,-901.0,0.893,400.4,175.2,914.0,-110.0,0.96,304.7,152.3,1934.0,-87.0,0.985,483.5,161.2,3559.0,221.0,1.021,355.9,136.9,739.0,-471.0,0.788,369.5,246.3
i: ゴーゴージャグラー3,832,12867,-709,0.982,321.7,146.2,416.0,169.0,1.135,,138.7,2107.0,-250.0,0.96,2107.0,210.7,539.0,-157.0,0.903,,539.0,794.0,52.0,1.022,264.7,132.3,1612.0,-808.0,0.833,322.4,179.1,763.0,-285.0,0.875,763.0,190.8,6636.0,570.0,1.029,221.2,120.7
i: ゴーゴージャグラー3,833,8615,-1669,0.935,506.8,183.3,499.0,-262.0,0.825,499.0,249.5,1269.0,-262.0,0.931,634.5,181.3,814.0,-448.0,0.817,271.3,203.5,775.0,87.0,1.037,775.0,155.0,1552.0,-517.0,0.889,517.3,194.0,1667.0,-401.0,0.92,555.7,208.4,2039.0,134.0,1.022,509.8,156.8
i: ゴーゴージャグラー3,834,23675,4394,1.062,315.7,127.3,2900.0,1453.0,1.167,362.5,120.8,4577.0,831.0,1.061,352.1,127.1,808.0,17.0,1.007,404.0,202.0,683.0,-157.0,0.923,341.5,170.8,6141.0,2116.0,1.115,267.0,113.7,3261.0,640.0,1.065,271.8,116.5,5305.0,-506.0,0.968,353.7,147.4
i: ゴーゴージャグラー3,835,9111,901,1.033,455.6,144.6,688.0,-459.0,0.778,344.0,229.3,2422.0,994.0,1.137,484.4,121.1,609.0,308.0,1.169,609.0,152.2,961.0,-134.0,0.954,480.5,160.2,236.0,-285.0,0.597,,,2392.0,-17.0,0.998,398.7,149.5,1803.0,494.0,1.091,450.8,128.8
i: ゴーゴージャグラー3,836,7042,-1775,0.916,370.6,171.8,952.0,180.0,1.063,317.3,136.0,1227.0,-983.0,0.733,306.8,245.4,690.0,-227.0,0.89,345.0,172.5,136.0,-169.0,0.586,,,2863.0,494.0,1.058,409.0,136.3,766.0,-587.0,0.745,383.0,255.3,408.0,-483.0,0.605,408.0,408.0
i: ゴーゴージャグラー3,837,9117,-935,0.966,364.7,157.2,547.0,-552.0,0.664,273.5,273.5,1018.0,-471.0,0.846,339.3,169.7,737.0,-238.0,0.892,737.0,245.7,235.0,-250.0,0.645,,,3031.0,99.0,1.011,336.8,137.8,1070.0,-320.0,0.9,267.5,178.3,2479.0,797.0,1.107,413.2,130.5
i: ゴーゴージャグラー3,838,12831,-361,0.991,442.4,158.4,571.0,-285.0,0.834,571.0,285.5,3648.0,430.0,1.039,364.8,135.1,205.0,-308.0,0.499,,,583.0,0.0,1.0,583.0,145.8,1282.0,-797.0,0.793,256.4,183.1,3411.0,1105.0,1.108,379.0,126.3,3131.0,-506.0,0.946,1043.7,223.6
i: ゴーゴージャグラー3,839,11386,1844,1.054,367.3,137.2,1186.0,-250.0,0.93,395.3,169.4,750.0,-459.0,0.796,375.0,250.0,1685.0,1291.0,1.255,561.7,105.3,151.0,-215.0,0.525,,,1901.0,-994.0,0.826,475.2,237.6,1028.0,-110.0,0.964,514.0,171.3,4685.0,2581.0,1.184,275.6,109.0
i: ゴーゴージャグラー3,840,7569,-546,0.976,244.2,137.6,3398.0,1384.0,1.136,169.9,97.1,279.0,-355.0,0.576,279.0,279.0,347.0,-355.0,0.659,347.0,347.0,303.0,-378.0,0.584,,,1870.0,-145.0,0.974,267.1,143.8,839.0,-180.0,0.928,839.0,209.8,533.0,-517.0,0.677,533.0,533.0
i: ゴーゴージャグラー3,841,9751,-1406,0.952,424.0,165.3,355.0,-424.0,0.602,,,3323.0,221.0,1.022,276.9,132.9,516.0,-110.0,0.929,258.0,172.0,137.0,-122.0,0.703,,,3043.0,227.0,1.025,608.6,144.9,1422.0,-983.0,0.77,711.0,284.4,955.0,-215.0,0.925,477.5,191.0
i: ゴーゴージャグラー3,842,8032,-174,0.993,382.5,151.5,2396.0,750.0,1.104,239.6,114.1,1518.0,-797.0,0.825,379.5,216.9,115.0,-180.0,0.478,,,368.0,-203.0,0.816,368.0,184.0,1722.0,872.0,1.169,1722.0,132.5,1267.0,-273.0,0.928,316.8,158.4,646.0,-343.0,0.823,646.0,323.0
i: ゴーゴージャグラー3,843,13669,-1051,0.974,471.3,168.8,790.0,-238.0,0.9,,263.3,776.0,-134.0,0.942,,194.0,4257.0,855.0,1.067,387.0,137.3,871.0,285.0,1.109,435.5,124.4,1176.0,-738.0,0.791,392.0,235.2,569.0,-122.0,0.929,,284.5,5230.0,-959.0,0.939,402.3,180.3
i: ゴーゴージャグラー3,844,10616,-577,0.982,366.1,153.9,1526.0,483.0,1.106,381.5,127.2,4075.0,1058.0,1.087,370.5,127.3,817.0,-471.0,0.808,272.3,204.2,154.0,62.0,1.134,,154.0,2477.0,-1128.0,0.848,353.9,206.4,894.0,-29.0,0.989,894.0,178.8,673.0,-552.0,0.727,224.3,224.3
i: ゴーゴージャグラー3,845,9218,46,1.002,460.9,158.9,684.0,-157.0,0.923,342.0,171.0,1247.0,-215.0,0.943,415.7,178.1,1425.0,-355.0,0.917,356.2,203.6,223.0,-308.0,0.54,,,2308.0,895.0,1.129,461.6,115.4,1453.0,-29.0,0.993,726.5,181.6,1878.0,215.0,1.038,469.5,156.5
i: ゴーゴージャグラー3,846,13578,-1453,0.964,357.3,152.6,6630.0,1337.0,1.067,288.3,120.5,961.0,-517.0,0.821,320.3,192.2,348.0,-413.0,0.604,348.0,348.0,2089.0,76.0,1.012,298.4,139.3,1511.0,-529.0,0.883,755.5,215.9,1508.0,-669.0,0.852,754.0,251.3,531.0,-738.0,0.537,,
i: ゴーゴージャグラー3,847,10206,-2418,0.921,340.2,173.0,260.0,-110.0,0.859,,260.0,813.0,-413.0,0.831,406.5,203.2,209.0,-320.0,0.49,,,579.0,-110.0,0.937,289.5,144.8,3033.0,-1035.0,0.886,379.1,178.4,3293.0,-401.0,0.959,253.3,156.8,2019.0,-29.0,0.995,403.8,168.2
i: ゴーゴージャグラー3,848,15303,-1884,0.959,364.4,161.1,535.0,-459.0,0.714,267.5,267.5,7307.0,1802.0,1.082,281.0,119.8,672.0,-552.0,0.726,336.0,336.0,941.0,110.0,1.039,313.7,134.4,1734.0,-1198.0,0.77,578.0,289.0,771.0,901.0,1.39,385.5,96.4,3343.0,-2488.0,0.752,835.8,371.4
total,,1242560,-33254,0.991,394.3,156.9,188317.0,6087.0,1.011,359.4,147.6,278502.0,1179.0,1.001,383.1,152.7,126613.0,-4655.0,0.988,411.1,163.2,112051.0,-3548.0,0.989,387.7,155.8,236087.0,-14541.0,0.979,434.8,163.4,141463.0,-6607.0,0.984,384.4,156.8,159527.0,-11169.0,0.977,407.0,163.4
