,,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE
date,,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 00:00:00
model_name,unit_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1,1,10,10,10,2718.0,5811.0,2096,31,26,,0,0.0,0.0,0.0,0.0,1,8,10,10,384.0,3525.0,2381,23,15,,0,0.0,0.0,0.0,0.0,1,3,6,10,-1759.0,-189.0,1334,24,21,,0,0.0,0.0,0.0,0.0,1,1,2,6,-3188.0,-2046.0,-190,10,7,,0,0.0,0.0,0.0,0.0,1,1,1,1,-3902.0,-2903.0,-1333,4,4,,0,0.0,0.0,0.0,0.0,1,2,1,1,-1711.0,-1808.0,-523,8,8,,0,0.0,0.0,0.0,0.0,1,2,5,1,-2473.0,-1047.0,-1047,1,0,,0,0.0,0.0,0.0,0.0,1,2,5,5,-2283.0,-95.0,-238,20,20,,0,0.0,0.0,0.0,0.0,1,5,4,6,-997.0,-761.0,238,27,22,,0,0.0,0.0,0.0,0.0,1,4,4,6,-1758.0,-141.0,-95,15,11,,0,0.0,0.0,0.0,0.0,1,8,3,3,-663.0,-1331.0,-904,4,9,,0,0.0,0.0,0.0,0.0,1,8,2,7,-282.0,-1284.0,858,17,13,,0,0.0,0.0,0.0,0.0,1,5,5,1,-1044.0,-1094.0,-1285,3,12,,0,0.0,0.0,0.0,0.0,1,7,7,3,-282.0,-332.0,-857,3,0,,0,0.0,0.0,0.0,0.0,1,8,10,9,2290.0,1525.0,1048,33,31,,0,0.0,0.0,0.0,0.0,1,10,9,5,3147.0,-46.0,-523,2,2,,0,0.0,0.0,0.0,0.0,1,10,8,10,2099.0,573.0,1000,21,15,,0,0.0,0.0,0.0,0.0,1,6,4,3,147.0,-950.0,-523,21,16,,0,0.0,0.0,0.0,0.0,1,6,8,7,480.0,1288.0,96,3,0,,0,0.0,0.0,0.0,0.0,1,6,10,2,-473.0,3097.0,-523,7,8,,0,0.0,0.0,0.0,0.0,1,6,10,9,288.0,2049.0,1715,31,24,,0,0.0,0.0,0.0,0.0,1,4,6,10,-1808.0,-618.0,1905,24,21,,0,0.0,0.0,0.0,0.0,1,3,1,1,-2236.0,-2713.0,-1571,4,8,,0,0.0,0.0,0.0,0.0,1,4,2,2,-1474.0,-1999.0,-952,11,17,,0,0.0,0.0,0.0,0.0,1,3,4,6,-2712.0,-809.0,-190,10,7,,0,0.0,0.0,0.0,0.0,1,7,5,5,-474.0,-1000.0,-857,4,2,,0,0.0,0.0,0.0,0.0,1,10,9,6,2050.0,1334.0,238,18,14,,0,0.0,0.0,0.0,0.0,1,9,9,3,1717.0,287.0,-381,3,2,,0,0.0,0.0,0.0,0.0,1,9,5,10,1194.0,-1522.0,1477,25,16,,0,0.0,0.0,0.0,0.0
ゴーゴージャグラー3,2,1,7,5,3,146.0,-761.0,-381,0,1,,0,0.0,0.0,0.0,0.0,1,6,9,5,-235.0,1811.0,-95,8,8,,0,0.0,0.0,0.0,0.0,1,6,10,8,-902.0,1383.0,-285,1,0,,0,0.0,0.0,0.0,0.0,1,6,9,10,621.0,1192.0,2191,30,22,,0,0.0,0.0,0.0,0.0,1,3,3,5,-2284.0,-1284.0,-523,1,0,,0,0.0,0.0,0.0,0.0,1,4,3,2,-1523.0,-1523.0,-476,16,7,,0,0.0,0.0,0.0,0.0,1,3,1,4,-1380.0,-1809.0,-285,1,1,,0,0.0,0.0,0.0,0.0,1,1,4,3,-2523.0,-286.0,-762,2,4,,0,0.0,0.0,0.0,0.0,1,3,6,3,-1856.0,-238.0,-762,1,3,,0,0.0,0.0,0.0,0.0,1,8,8,10,-1142.0,762.0,1238,19,8,,0,0.0,0.0,0.0,0.0,1,3,5,4,-3237.0,-809.0,-714,5,3,,0,0.0,0.0,0.0,0.0,1,3,1,6,-2427.0,-1523.0,238,6,2,,0,0.0,0.0,0.0,0.0,1,9,2,5,-141.0,-1856.0,-333,0,0,,0,0.0,0.0,0.0,0.0,1,10,4,1,1526.0,-1571.0,-1428,11,13,,0,0.0,0.0,0.0,0.0,1,9,7,6,2478.0,-1000.0,-95,15,6,,0,0.0,0.0,0.0,0.0,1,9,7,10,2192.0,-809.0,-48,26,19,,0,0.0,0.0,0.0,0.0,1,9,10,2,1478.0,1763.0,-857,7,9,,0,0.0,0.0,0.0,0.0,1,9,10,8,1859.0,3954.0,96,2,0,,0,0.0,0.0,0.0,0.0,1,7,10,10,1144.0,3382.0,2524,43,18,,0,0.0,0.0,0.0,0.0,1,3,6,10,-2522.0,477.0,1334,22,20,,0,0.0,0.0,0.0,0.0,1,1,2,3,-4760.0,-1619.0,-476,8,2,,0,0.0,0.0,0.0,0.0,1,1,3,3,-4046.0,-1619.0,-381,5,3,,0,0.0,0.0,0.0,0.0,1,1,3,7,-4141.0,-1857.0,-762,4,3,,0,0.0,0.0,0.0,0.0,1,1,1,4,-4331.0,-2237.0,-476,3,3,,0,0.0,0.0,0.0,0.0,1,1,1,2,-5521.0,-2665.0,-619,2,2,,0,0.0,0.0,0.0,0.0,1,1,1,3,-5283.0,-1808.0,-1142,5,4,,0,0.0,0.0,0.0,0.0,1,1,1,1,-4474.0,-1142.0,-904,3,1,,0,0.0,0.0,0.0,0.0,1,1,4,5,-4712.0,-1190.0,238,29,18,,0,0.0,0.0,0.0,0.0,1,1,1,5,-4807.0,-3094.0,-476,25,22,,0,0.0,0.0,0.0,0.0
ゴーゴージャグラー3,3,1,9,8,9,1193.0,239.0,477,23,15,,0,0.0,0.0,0.0,0.0,1,9,6,3,812.0,-476.0,-762,1,3,,0,0.0,0.0,0.0,0.0,1,10,9,9,3193.0,953.0,524,24,13,,0,0.0,0.0,0.0,0.0,1,9,5,5,2431.0,96.0,-238,7,5,,0,0.0,0.0,0.0,0.0,1,9,9,8,1955.0,1192.0,667,23,22,,0,0.0,0.0,0.0,0.0,1,9,8,4,2526.0,621.0,-333,3,2,,0,0.0,0.0,0.0,0.0,1,10,9,9,2669.0,2573.0,858,29,16,,0,0.0,0.0,0.0,0.0,1,9,8,8,1288.0,1477.0,96,29,23,,0,0.0,0.0,0.0,0.0,1,9,9,9,1764.0,667.0,1619,30,26,,0,0.0,0.0,0.0,0.0,1,6,7,5,-1569.0,286.0,-238,12,10,,0,0.0,0.0,0.0,0.0,1,5,9,4,-2045.0,334.0,-714,4,1,,0,0.0,0.0,0.0,0.0,1,4,7,9,-2331.0,525.0,1238,20,6,,0,0.0,0.0,0.0,0.0,1,2,7,7,-4664.0,-141.0,-190,4,1,,0,0.0,0.0,0.0,0.0,1,2,3,6,-4759.0,-1665.0,-523,6,5,,0,0.0,0.0,0.0,0.0,1,1,2,8,-4950.0,-1856.0,572,23,15,,0,0.0,0.0,0.0,0.0,1,1,1,1,-5426.0,-3428.0,-1714,8,7,,0,0.0,0.0,0.0,0.0,1,1,1,3,-4521.0,-2809.0,-714,3,6,,0,0.0,0.0,0.0,0.0,1,1,1,1,-3949.0,-2380.0,-1000,20,22,,0,0.0,0.0,0.0,0.0,1,2,1,1,-2520.0,-2094.0,-1095,6,7,,0,0.0,0.0,0.0,0.0,1,1,2,4,-2853.0,-903.0,-285,0,0,,0,0.0,0.0,0.0,0.0,1,4,4,1,-1615.0,-1427.0,-714,8,6,,0,0.0,0.0,0.0,0.0,1,5,5,6,-1758.0,-855.0,96,10,11,,0,0.0,0.0,0.0,0.0,1,2,7,6,-2758.0,-522.0,-809,7,4,,0,0.0,0.0,0.0,0.0,1,2,3,9,-2282.0,-1141.0,-142,19,17,,0,0.0,0.0,0.0,0.0,1,4,6,8,-2663.0,-46.0,429,12,3,,0,0.0,0.0,0.0,0.0,1,4,3,2,-3425.0,-1332.0,-1428,11,10,,0,0.0,0.0,0.0,0.0,1,4,4,8,-1711.0,-808.0,953,18,14,,0,0.0,0.0,0.0,0.0,1,5,1,2,-1521.0,-2094.0,-857,3,1,,0,0.0,0.0,0.0,0.0,1,6,4,1,-902.0,-1760.0,-904,14,16,,0,0.0,0.0,0.0,0.0
