,hall_name,date,model_name,unit_no,game,BB,RB,medals,BB_rate,RB_rate,Grape_rate,Total_rate,month,day,weekday,year,unit_last,area,5_more
18700,EXA FIRST,2024-12-27,マイジャグラーV,1005,8533,28,31,-194,304.8,275.3,5.74,144.6,2024-12,27,4,2024,5,a: ゴーゴージャグラー3,0.44
18701,EXA FIRST,2024-12-27,マイジャグラーV,1006,6637,34,17,1700,195.2,390.4,6.0,130.1,2024-12,27,4,2024,6,a: ゴーゴージャグラー3,0.18000000000000002
18702,EXA FIRST,2024-12-27,マイジャグラーV,1007,6903,35,26,2868,197.2,265.5,5.75,113.2,2024-12,27,4,2024,7,a: ゴーゴージャグラー3,0.85
18703,EXA FIRST,2024-12-27,マイジャグラーV,1008,6448,31,20,2215,208.0,322.4,5.54,126.4,2024-12,27,4,2024,8,a: ゴーゴージャグラー3,0.62
18704,EXA FIRST,2024-12-27,マイジャグラーV,1009,5864,31,13,1806,189.2,451.1,5.8,133.3,2024-12,27,4,2024,9,a: ゴーゴージャグラー3,0.15
18705,EXA FIRST,2024-12-27,マイジャグラーV,1010,7795,32,27,1182,243.6,288.7,5.77,132.1,2024-12,27,4,2024,0,a: ゴーゴージャグラー3,0.53
18706,EXA FIRST,2024-12-27,マイジャグラーV,1011,7398,33,18,1124,224.2,411.0,5.72,145.1,2024-12,27,4,2024,1,b: ゴーゴージャグラー3,0.09999999999999999
18707,EXA FIRST,2024-12-27,マイジャグラーV,1012,8224,34,32,1218,241.9,257.0,5.99,124.6,2024-12,27,4,2024,2,b: ゴーゴージャグラー3,0.66
18708,EXA FIRST,2024-12-27,マイジャグラーV,1013,7638,34,21,1209,224.6,363.7,5.81,138.9,2024-12,27,4,2024,3,b: ゴーゴージャグラー3,0.19999999999999998
18709,EXA FIRST,2024-12-27,マイジャグラーV,1014,3685,9,7,-1488,409.4,526.4,5.81,230.3,2024-12,27,4,2024,4,b: ゴーゴージャグラー3,0.0
18710,EXA FIRST,2024-12-27,マイジャグラーV,1015,7367,45,26,5135,163.7,283.3,5.53,103.8,2024-12,27,4,2024,5,b: ゴーゴージャグラー3,0.9600000000000001
18711,EXA FIRST,2024-12-27,マイジャグラーV,1016,2606,9,10,79,289.6,260.6,5.78,137.2,2024-12,27,4,2024,6,b: ゴーゴージャグラー3,0.0
18712,EXA FIRST,2024-12-27,マイジャグラーV,1017,3736,16,8,-121,233.5,467.0,6.22,155.7,2024-12,27,4,2024,7,b: ゴーゴージャグラー3,0.0
18713,EXA FIRST,2024-12-27,マイジャグラーV,1018,3778,14,11,-185,269.9,343.5,6.0,151.1,2024-12,27,4,2024,8,b: ゴーゴージャグラー3,0.0
18714,EXA FIRST,2024-12-27,マイジャグラーV,1019,7985,40,29,3456,199.6,275.3,5.57,115.7,2024-12,27,4,2024,9,b: ゴーゴージャグラー3,0.9
18715,EXA FIRST,2024-12-27,マイジャグラーV,1020,5357,22,19,394,243.5,281.9,6.15,130.7,2024-12,27,4,2024,0,b: ゴーゴージャグラー3,0.38
18716,EXA FIRST,2024-12-27,マイジャグラーV,1021,6523,25,22,359,260.9,296.5,5.87,138.8,2024-12,27,4,2024,1,c: マイジャグラーV,0.36
18717,EXA FIRST,2024-12-27,マイジャグラーV,1022,5803,25,19,1029,232.1,305.4,5.79,131.9,2024-12,27,4,2024,2,c: マイジャグラーV,0.44
18718,EXA FIRST,2024-12-27,マイジャグラーV,1023,1890,7,4,-226,270.0,472.5,5.97,171.8,2024-12,27,4,2024,3,c: マイジャグラーV,0.0
18719,EXA FIRST,2024-12-27,マイジャグラーV,1024,4094,21,6,1006,195.0,682.3,5.61,151.6,2024-12,27,4,2024,4,c: マイジャグラーV,0.0
18720,EXA FIRST,2024-12-27,マイジャグラーV,1025,5004,16,6,-1359,312.8,834.0,5.73,227.5,2024-12,27,4,2024,5,c: マイジャグラーV,0.0
18721,EXA FIRST,2024-12-27,マイジャグラーV,1026,2385,6,5,-1006,397.5,477.0,6.05,216.8,2024-12,27,4,2024,6,c: マイジャグラーV,0.0
18722,EXA FIRST,2024-12-27,マイジャグラーV,1027,7910,31,26,665,255.2,304.2,5.8,138.8,2024-12,27,4,2024,7,d: マイジャグラーV,0.36
18723,EXA FIRST,2024-12-27,マイジャグラーV,1028,4120,17,21,1476,242.4,196.2,5.59,108.4,2024-12,27,4,2024,8,d: マイジャグラーV,0.0
18724,EXA FIRST,2024-12-27,マイジャグラーV,1029,1067,3,1,-391,355.7,1067.0,5.64,266.8,2024-12,27,4,2024,9,d: マイジャグラーV,0.0
18725,EXA FIRST,2024-12-27,マイジャグラーV,1030,7322,31,27,1182,236.2,271.2,5.95,126.2,2024-12,27,4,2024,0,d: マイジャグラーV,0.5900000000000001
18726,EXA FIRST,2024-12-27,マイジャグラーV,1031,1739,4,4,-832,434.8,434.8,6.16,217.4,2024-12,27,4,2024,1,d: マイジャグラーV,0.0
18727,EXA FIRST,2024-12-27,マイジャグラーV,1032,5379,20,7,-1076,269.0,768.4,6.0,199.2,2024-12,27,4,2024,2,d: マイジャグラーV,0.0
18728,EXA FIRST,2024-12-27,マイジャグラーV,1033,7178,37,21,2285,194.0,341.8,5.91,123.8,2024-12,27,4,2024,3,e: マイジャグラーV,0.41
18729,EXA FIRST,2024-12-27,マイジャグラーV,1034,6704,25,13,-582,268.2,515.7,5.78,176.4,2024-12,27,4,2024,4,e: マイジャグラーV,0.01
18730,EXA FIRST,2024-12-27,マイジャグラーV,1035,5212,18,8,-1112,289.6,651.5,5.88,200.5,2024-12,27,4,2024,5,e: マイジャグラーV,0.0
18731,EXA FIRST,2024-12-27,マイジャグラーV,1036,1936,6,4,-415,322.7,484.0,5.74,193.6,2024-12,27,4,2024,6,e: マイジャグラーV,0.0
18732,EXA FIRST,2024-12-27,マイジャグラーV,1037,6248,24,29,1359,260.3,215.4,5.7,117.9,2024-12,27,4,2024,7,e: マイジャグラーV,0.9199999999999999
18733,EXA FIRST,2024-12-27,マイジャグラーV,1038,2482,8,5,-415,310.2,496.4,5.65,190.9,2024-12,27,4,2024,8,e: マイジャグラーV,0.0
18734,EXA FIRST,2024-12-27,マイジャグラーV,1039,6498,34,24,2906,191.1,270.8,5.75,112.0,2024-12,27,4,2024,9,e: マイジャグラーV,0.83
18735,EXA FIRST,2024-12-27,マイジャグラーV,1040,2944,7,8,-1018,420.6,368.0,5.83,196.3,2024-12,27,4,2024,0,e: マイジャグラーV,0.0
18736,EXA FIRST,2024-12-27,マイジャグラーV,1041,2368,6,4,-1265,394.7,592.0,6.42,236.8,2024-12,27,4,2024,1,e: マイジャグラーV,0.0
18737,EXA FIRST,2024-12-27,マイジャグラーV,1042,2961,7,7,-938,423.0,423.0,5.56,211.5,2024-12,27,4,2024,2,f: マイジャグラーV,0.0
18738,EXA FIRST,2024-12-27,マイジャグラーV,1043,4974,18,13,-368,276.3,382.6,5.89,160.5,2024-12,27,4,2024,3,f: マイジャグラーV,0.0
18739,EXA FIRST,2024-12-27,マイジャグラーV,1044,3909,15,11,135,260.6,355.4,5.73,150.3,2024-12,27,4,2024,4,f: マイジャグラーV,0.0
18740,EXA FIRST,2024-12-27,マイジャグラーV,1045,1805,5,6,-332,361.0,300.8,5.78,164.1,2024-12,27,4,2024,5,f: マイジャグラーV,0.0
18741,EXA FIRST,2024-12-27,マイジャグラーV,1046,8516,36,32,2250,236.6,266.1,5.55,125.2,2024-12,27,4,2024,6,f: マイジャグラーV,0.8500000000000001
18742,EXA FIRST,2024-12-27,マイジャグラーV,1047,2491,10,5,-38,249.1,498.2,5.8,166.1,2024-12,27,4,2024,7,f: マイジャグラーV,0.0
18743,EXA FIRST,2024-12-27,マイジャグラーV,1048,5243,19,17,-6,275.9,308.4,5.84,145.6,2024-12,27,4,2024,8,f: マイジャグラーV,0.27
18744,EXA FIRST,2024-12-27,マイジャグラーV,1049,5376,21,22,653,256.0,244.4,5.95,125.0,2024-12,27,4,2024,9,f: マイジャグラーV,0.6599999999999999
18745,EXA FIRST,2024-12-27,マイジャグラーV,1050,8136,23,27,-1253,353.7,301.3,5.71,162.7,2024-12,27,4,2024,0,f: マイジャグラーV,0.16
18746,EXA FIRST,2024-12-27,ファンキージャグラー2,1051,3707,12,5,-1182,308.9,741.4,6.04,218.1,2024-12,27,4,2024,1,g: ファンキージャグラー2,0.0
18747,EXA FIRST,2024-12-27,ファンキージャグラー2,1052,1214,2,3,-597,607.0,404.7,5.62,242.8,2024-12,27,4,2024,2,g: ファンキージャグラー2,0.0
18748,EXA FIRST,2024-12-27,ファンキージャグラー2,1053,6616,33,18,1900,200.5,367.6,5.8,129.7,2024-12,27,4,2024,3,g: ファンキージャグラー2,0.33
18749,EXA FIRST,2024-12-27,ファンキージャグラー2,1054,2191,6,8,-174,365.2,273.9,5.47,156.5,2024-12,27,4,2024,4,g: ファンキージャグラー2,0.0
18750,EXA FIRST,2024-12-27,ファンキージャグラー2,1055,2768,2,1,-2674,1384.0,2768.0,5.83,922.7,2024-12,27,4,2024,5,g: ファンキージャグラー2,0.0
18751,EXA FIRST,2024-12-27,ファンキージャグラー2,1056,5457,21,15,215,259.9,363.8,5.7,151.6,2024-12,27,4,2024,6,h: ファンキージャグラー2,0.25
18752,EXA FIRST,2024-12-27,ファンキージャグラー2,1057,632,3,0,-121,210.7,0.0,6.56,210.7,2024-12,27,4,2024,7,h: ファンキージャグラー2,0.0
18753,EXA FIRST,2024-12-27,ファンキージャグラー2,1058,6064,25,18,300,242.6,336.9,6.03,141.0,2024-12,27,4,2024,8,h: ファンキージャグラー2,0.13
18754,EXA FIRST,2024-12-27,ファンキージャグラー2,1059,3208,12,7,-274,267.3,458.3,5.89,168.8,2024-12,27,4,2024,9,h: ファンキージャグラー2,0.0
18755,EXA FIRST,2024-12-27,ファンキージャグラー2,1060,2108,5,3,-947,421.6,702.7,5.74,263.5,2024-12,27,4,2024,0,h: ファンキージャグラー2,0.0
18756,EXA FIRST,2024-12-27,ミスタージャグラー,1061,6644,22,23,38,302.0,288.9,0.0,147.6,2024-12,27,4,2024,1,i: ファンキージャグラー2,0.0
18757,EXA FIRST,2024-12-27,ミスタージャグラー,1062,5148,24,10,868,214.5,514.8,0.0,151.4,2024-12,27,4,2024,2,i: ファンキージャグラー2,0.0
18758,EXA FIRST,2024-12-27,ミスタージャグラー,1063,6396,31,22,1738,206.3,290.7,0.0,120.7,2024-12,27,4,2024,3,i: ファンキージャグラー2,0.0
18759,EXA FIRST,2024-12-27,ミスタージャグラー,1064,6403,21,24,-450,304.9,266.8,0.0,142.3,2024-12,27,4,2024,4,i: ファンキージャグラー2,0.0
18760,EXA FIRST,2024-12-27,ミスタージャグラー,1065,1930,6,3,-738,321.7,643.3,0.0,214.4,2024-12,27,4,2024,5,j: ファンキージャグラー2,0.0
18761,EXA FIRST,2024-12-27,ミスタージャグラー,1066,5389,13,19,-1535,414.5,283.6,0.0,168.4,2024-12,27,4,2024,6,j: ファンキージャグラー2,0.0
18762,EXA FIRST,2024-12-27,ミスタージャグラー,1067,2332,6,3,-1029,388.7,777.3,0.0,259.1,2024-12,27,4,2024,7,j: ファンキージャグラー2,0.0
18763,EXA FIRST,2024-12-27,マイジャグラーV,1069,7516,27,23,-21,278.4,326.8,5.74,150.3,2024-12,27,4,2024,9,k: マイジャグラーV,0.19999999999999998
18764,EXA FIRST,2024-12-27,マイジャグラーV,1070,462,1,0,-297,462.0,0.0,5.77,462.0,2024-12,27,4,2024,0,k: マイジャグラーV,0.0
18765,EXA FIRST,2024-12-27,マイジャグラーV,1071,6814,24,23,-112,283.9,296.3,5.86,145.0,2024-12,27,4,2024,1,k: マイジャグラーV,0.3
18766,EXA FIRST,2024-12-27,マイジャグラーV,1072,5775,23,24,1124,251.1,240.6,5.74,122.9,2024-12,27,4,2024,2,k: マイジャグラーV,0.79
18767,EXA FIRST,2024-12-27,マイジャグラーV,1073,7025,43,23,3941,163.4,305.4,6.01,106.4,2024-12,27,4,2024,3,k: マイジャグラーV,0.73
18768,EXA FIRST,2024-12-27,マイジャグラーV,1074,7703,30,25,535,256.8,308.1,5.82,140.1,2024-12,27,4,2024,4,k: マイジャグラーV,0.32999999999999996
18769,EXA FIRST,2024-12-27,マイジャグラーV,1075,1882,5,5,-579,376.4,376.4,5.92,188.2,2024-12,27,4,2024,5,k: マイジャグラーV,0.0
18770,EXA FIRST,2024-12-27,マイジャグラーV,1076,4515,11,12,-1771,410.5,376.2,6.07,196.3,2024-12,27,4,2024,6,k: マイジャグラーV,0.0
18771,EXA FIRST,2024-12-27,マイジャグラーV,1077,9009,35,31,1182,257.4,290.6,5.63,136.5,2024-12,27,4,2024,7,k: マイジャグラーV,0.55
18772,EXA FIRST,2024-12-27,マイジャグラーV,1078,3909,13,9,-644,300.7,434.3,5.85,177.7,2024-12,27,4,2024,8,k: マイジャグラーV,0.0
18773,EXA FIRST,2024-12-27,マイジャグラーV,1079,4165,22,5,500,189.3,833.0,6.21,154.3,2024-12,27,4,2024,9,k: マイジャグラーV,0.0
18774,EXA FIRST,2024-12-27,マイジャグラーV,1080,2426,8,1,-803,303.2,2426.0,5.77,269.6,2024-12,27,4,2024,0,k: マイジャグラーV,0.0
18775,EXA FIRST,2024-12-27,マイジャグラーV,1081,2349,4,7,-971,587.2,335.6,5.55,213.5,2024-12,27,4,2024,1,k: マイジャグラーV,0.0
18776,EXA FIRST,2024-12-27,マイジャグラーV,1082,3110,10,5,-712,311.0,622.0,5.73,207.3,2024-12,27,4,2024,2,k: マイジャグラーV,0.0
18777,EXA FIRST,2024-12-27,マイジャグラーV,1083,5142,23,7,-421,223.6,734.6,6.32,171.4,2024-12,27,4,2024,3,k: マイジャグラーV,0.0
18778,EXA FIRST,2024-12-27,マイジャグラーV,1084,2340,7,4,-585,334.3,585.0,5.64,212.7,2024-12,27,4,2024,4,k: マイジャグラーV,0.0
18779,EXA FIRST,2024-12-27,マイジャグラーV,1085,8287,34,29,1559,243.7,285.8,5.63,131.5,2024-12,27,4,2024,5,l: マイジャグラーV,0.64
18780,EXA FIRST,2024-12-27,マイジャグラーV,1086,2223,6,5,-774,370.5,444.6,5.98,202.1,2024-12,27,4,2024,6,l: マイジャグラーV,0.0
18781,EXA FIRST,2024-12-27,マイジャグラーV,1087,5591,27,10,721,207.1,559.1,5.93,151.1,2024-12,27,4,2024,7,l: マイジャグラーV,0.02
18782,EXA FIRST,2024-12-27,マイジャグラーV,1088,3616,14,8,9,258.3,452.0,5.67,164.4,2024-12,27,4,2024,8,l: マイジャグラーV,0.0
18783,EXA FIRST,2024-12-27,マイジャグラーV,1089,2320,4,3,-1453,580.0,773.3,5.78,331.4,2024-12,27,4,2024,9,l: マイジャグラーV,0.0
18784,EXA FIRST,2024-12-27,マイジャグラーV,1090,3216,9,9,-691,357.3,357.3,5.73,178.7,2024-12,27,4,2024,0,l: マイジャグラーV,0.0
18785,EXA FIRST,2024-12-27,マイジャグラーV,1091,5214,14,18,-959,372.4,289.7,5.75,162.9,2024-12,27,4,2024,1,l: マイジャグラーV,0.22
18786,EXA FIRST,2024-12-27,マイジャグラーV,1092,6723,26,18,209,258.6,373.5,5.72,152.8,2024-12,27,4,2024,2,l: マイジャグラーV,0.11
18787,EXA FIRST,2024-12-27,マイジャグラーV,1093,8772,43,23,2338,204.0,381.4,5.75,132.9,2024-12,27,4,2024,3,m: マイジャグラーV,0.24
18788,EXA FIRST,2024-12-27,マイジャグラーV,1094,1801,9,2,132,200.1,900.5,6.07,163.7,2024-12,27,4,2024,4,m: マイジャグラーV,0.0
18789,EXA FIRST,2024-12-27,マイジャグラーV,1095,1631,4,3,-650,407.8,543.7,5.77,233.0,2024-12,27,4,2024,5,m: マイジャグラーV,0.0
18790,EXA FIRST,2024-12-27,マイジャグラーV,1096,4979,19,12,-121,262.1,414.9,5.8,160.6,2024-12,27,4,2024,6,m: マイジャグラーV,0.0
18791,EXA FIRST,2024-12-27,マイジャグラーV,1097,7491,29,26,982,258.3,288.1,5.63,136.2,2024-12,27,4,2024,7,m: マイジャグラーV,0.55
18792,EXA FIRST,2024-12-27,マイジャグラーV,1098,491,1,0,-362,491.0,0.0,6.05,491.0,2024-12,27,4,2024,8,m: マイジャグラーV,0.0
18793,EXA FIRST,2024-12-27,マイジャグラーV,1099,6118,24,19,465,254.9,322.0,5.76,142.3,2024-12,27,4,2024,9,m: マイジャグラーV,0.29
18794,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1100,5543,20,15,-203,277.2,369.5,5.73,158.4,2024-12,27,4,2024,0,n: アイムジャグラーEX-TP,0.21000000000000002
18795,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1101,2029,6,3,-841,338.2,676.3,6.2,225.4,2024-12,27,4,2024,1,n: アイムジャグラーEX-TP,0.0
18796,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1102,3301,11,11,-862,300.1,300.1,6.79,150.0,2024-12,27,4,2024,2,n: アイムジャグラーEX-TP,0.0
18797,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1103,6621,17,18,-2144,389.5,367.8,5.9,189.2,2024-12,27,4,2024,3,n: アイムジャグラーEX-TP,0.03
18798,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1104,1393,1,4,-1053,1393.0,348.2,5.92,278.6,2024-12,27,4,2024,4,n: アイムジャグラーEX-TP,0.0
18799,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1105,7278,37,22,1559,196.7,330.8,6.33,123.4,2024-12,27,4,2024,5,n: アイムジャグラーEX-TP,0.060000000000000005
18800,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1106,4608,15,11,-1241,307.2,418.9,6.26,177.2,2024-12,27,4,2024,6,n: アイムジャグラーEX-TP,0.0
18801,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1107,4688,20,12,315,234.4,390.7,5.9,146.5,2024-12,27,4,2024,7,o: ミスタージャグラー,0.0
18802,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1108,5741,22,17,-203,261.0,337.7,6.06,147.2,2024-12,27,4,2024,8,o: ミスタージャグラー,0.09000000000000001
18803,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1109,2086,5,5,-1159,417.2,417.2,6.69,208.6,2024-12,27,4,2024,9,o: ミスタージャグラー,0.0
18804,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1110,2206,5,5,-1453,441.2,441.2,7.04,220.6,2024-12,27,4,2024,0,o: ミスタージャグラー,0.0
18805,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1111,4601,13,15,-1359,353.9,306.7,6.29,164.3,2024-12,27,4,2024,1,o: ミスタージャグラー,0.0
18806,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1112,2970,7,14,-609,424.3,212.1,5.99,141.4,2024-12,27,4,2024,2,o: ミスタージャグラー,0.0
18807,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1113,5104,26,16,1218,196.3,319.0,6.27,121.5,2024-12,27,4,2024,3,o: ミスタージャグラー,0.16
18808,EXA FIRST,2024-12-27,ウルトラミラクルジャグラー,1115,4690,14,9,-1841,335.0,521.1,0.0,203.9,2024-12,27,4,2024,5,p: ウルトラミラクルジャグラー,0.0
18809,EXA FIRST,2024-12-27,ウルトラミラクルジャグラー,1116,2950,11,6,-132,268.2,491.7,0.0,173.5,2024-12,27,4,2024,6,p: ウルトラミラクルジャグラー,0.0
18810,EXA FIRST,2024-12-27,ウルトラミラクルジャグラー,1117,5603,24,15,312,233.5,373.5,0.0,143.7,2024-12,27,4,2024,7,p: ウルトラミラクルジャグラー,0.0
18811,EXA FIRST,2024-12-27,ウルトラミラクルジャグラー,1118,5099,23,11,-215,221.7,463.5,0.0,150.0,2024-12,27,4,2024,8,p: ウルトラミラクルジャグラー,0.0
18812,EXA FIRST,2024-12-27,ウルトラミラクルジャグラー,1119,4701,23,14,1076,204.4,335.8,0.0,127.1,2024-12,27,4,2024,9,p: ウルトラミラクルジャグラー,0.0
18813,EXA FIRST,2024-12-27,ウルトラミラクルジャグラー,1120,7902,32,24,641,246.9,329.2,0.0,141.1,2024-12,27,4,2024,0,p: ウルトラミラクルジャグラー,0.0
18814,EXA FIRST,2024-12-27,ウルトラミラクルジャグラー,1121,8673,36,39,2268,240.9,222.4,0.0,115.6,2024-12,27,4,2024,1,p: ウルトラミラクルジャグラー,0.0
18815,EXA FIRST,2024-12-27,ウルトラミラクルジャグラー,1122,4931,24,9,1041,205.5,547.9,0.0,149.4,2024-12,27,4,2024,2,p: ウルトラミラクルジャグラー,0.0
18816,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1123,7058,31,27,1171,227.7,261.4,6.13,121.7,2024-12,27,4,2024,3,q: アイムジャグラーEX-TP,0.42000000000000004
18817,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1124,1794,8,3,-126,224.2,598.0,6.36,163.1,2024-12,27,4,2024,4,q: アイムジャグラーEX-TP,0.0
18818,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1125,5343,23,15,312,232.3,356.2,6.09,140.6,2024-12,27,4,2024,5,q: アイムジャグラーEX-TP,0.1
18819,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1126,8602,38,43,2868,226.4,200.0,5.91,106.2,2024-12,27,4,2024,6,q: アイムジャグラーEX-TP,0.96
18820,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1127,2478,8,13,215,309.8,190.6,5.85,118.0,2024-12,27,4,2024,7,q: アイムジャグラーEX-TP,0.0
18821,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1128,3038,9,9,-644,337.6,337.6,5.92,168.8,2024-12,27,4,2024,8,q: アイムジャグラーEX-TP,0.0
18822,EXA FIRST,2024-12-27,ゴーゴージャグラー3,1129,5698,16,20,-1500,356.1,284.9,6.23,158.3,2024-12,27,4,2024,9,q: アイムジャグラーEX-TP,0.060000000000000005
18823,EXA FIRST,2024-12-27,アイムジャグラーEX-TP,1130,5476,19,20,3,288.2,273.8,6.02,140.4,2024-12,27,4,2024,0,r: アイムジャグラーEX-TP,0.4
18824,EXA FIRST,2024-12-27,アイムジャグラーEX-TP,1131,6700,32,17,1824,209.4,394.1,5.8,136.7,2024-12,27,4,2024,1,r: アイムジャグラーEX-TP,0.16999999999999998
18825,EXA FIRST,2024-12-27,アイムジャグラーEX-TP,1132,2676,9,9,-191,297.3,297.3,6.1,148.7,2024-12,27,4,2024,2,r: アイムジャグラーEX-TP,0.0
18826,EXA FIRST,2024-12-27,アイムジャグラーEX-TP,1133,6221,23,17,-109,270.5,365.9,5.96,155.5,2024-12,27,4,2024,3,r: アイムジャグラーEX-TP,0.06
18827,EXA FIRST,2024-12-27,アイムジャグラーEX-TP,1134,3575,18,8,912,198.6,446.9,6.04,137.5,2024-12,27,4,2024,4,r: アイムジャグラーEX-TP,0.0
18828,EXA FIRST,2024-12-27,アイムジャグラーEX-TP,1135,1732,5,2,-544,346.4,866.0,5.72,247.4,2024-12,27,4,2024,5,r: アイムジャグラーEX-TP,0.0
18829,EXA FIRST,2024-12-27,アイムジャグラーEX-TP,1136,3261,9,8,-1018,362.3,407.6,6.11,191.8,2024-12,27,4,2024,6,r: アイムジャグラーEX-TP,0.0
18830,EXA FIRST,2024-12-27,ジャグラーガールズ,1137,4608,25,7,1076,184.3,658.3,0.0,144.0,2024-12,27,4,2024,7,s: ハッピージャグラーVIII,0.0
18831,EXA FIRST,2024-12-27,ジャグラーガールズ,1138,3299,15,6,268,219.9,549.8,0.0,157.1,2024-12,27,4,2024,8,s: ハッピージャグラーVIII,0.0
18832,EXA FIRST,2024-12-27,ジャグラーガールズ,1139,1364,5,1,-168,272.8,1364.0,0.0,227.3,2024-12,27,4,2024,9,s: ハッピージャグラーVIII,0.0
18833,EXA FIRST,2024-12-27,ジャグラーガールズ,1140,2568,5,8,-1300,513.6,321.0,0.0,197.5,2024-12,27,4,2024,0,s: ハッピージャグラーVIII,0.0
18834,EXA FIRST,2024-12-27,ジャグラーガールズ,1141,1880,5,6,-632,376.0,313.3,0.0,170.9,2024-12,27,4,2024,1,s: ハッピージャグラーVIII,0.0
18835,EXA FIRST,2024-12-27,ジャグラーガールズ,1142,2729,11,7,238,248.1,389.9,0.0,151.6,2024-12,27,4,2024,2,s: ハッピージャグラーVIII,0.0
18836,EXA FIRST,2024-12-27,ジャグラーガールズ,1143,4457,21,9,312,212.2,495.2,0.0,148.6,2024-12,27,4,2024,3,s: ハッピージャグラーVIII,0.0
18837,EXA FIRST,2024-12-27,ジャグラーガールズ,1145,1591,6,2,-344,265.2,795.5,0.0,198.9,2024-12,27,4,2024,5,t: ジャグラーガールズ,0.0
18838,EXA FIRST,2024-12-27,ジャグラーガールズ,1146,1271,3,2,-850,423.7,635.5,0.0,254.2,2024-12,27,4,2024,6,t: ジャグラーガールズ,0.0
18839,EXA FIRST,2024-12-27,ジャグラーガールズ,1147,4726,18,16,-156,262.6,295.4,0.0,139.0,2024-12,27,4,2024,7,t: ジャグラーガールズ,0.0
18840,EXA FIRST,2024-12-27,ジャグラーガールズ,1148,2778,8,9,-656,347.2,308.7,0.0,163.4,2024-12,27,4,2024,8,t: ジャグラーガールズ,0.0
18841,EXA FIRST,2024-12-27,ジャグラーガールズ,1149,1580,2,3,-1182,790.0,526.7,0.0,316.0,2024-12,27,4,2024,9,t: ジャグラーガールズ,0.0
18842,EXA FIRST,2024-12-27,ジャグラーガールズ,1150,2985,10,8,-374,298.5,373.1,0.0,165.8,2024-12,27,4,2024,0,t: ジャグラーガールズ,0.0
18843,EXA FIRST,2024-12-27,アイムジャグラーEX-TP,1151,1983,3,4,-1559,661.0,495.8,6.72,283.3,2024-12,27,4,2024,1,u: アイムジャグラーEX-TP,0.0
18844,EXA FIRST,2024-12-27,アイムジャグラーEX-TP,1152,7996,30,31,618,266.5,257.9,6.09,131.1,2024-12,27,4,2024,2,u: アイムジャグラーEX-TP,0.61
18845,EXA FIRST,2024-12-27,アイムジャグラーEX-TP,1153,4497,17,8,-591,264.5,562.1,6.16,179.9,2024-12,27,4,2024,3,u: アイムジャグラーEX-TP,0.0
18846,EXA FIRST,2024-12-27,アイムジャグラーEX-TP,1154,4824,15,13,-897,321.6,371.1,6.04,172.3,2024-12,27,4,2024,4,u: アイムジャグラーEX-TP,0.0
18847,EXA FIRST,2024-12-27,アイムジャグラーEX-TP,1155,3055,5,6,-2003,611.0,509.2,6.18,277.7,2024-12,27,4,2024,5,u: アイムジャグラーEX-TP,0.0
18848,EXA FIRST,2024-12-26,マイジャグラーV,1001,6755,25,18,-38,270.2,375.3,5.71,157.1,2024-12,26,3,2024,1,a: ゴーゴージャグラー3,0.09
18849,EXA FIRST,2024-12-26,マイジャグラーV,1002,2211,8,5,-291,276.4,442.2,6.0,170.1,2024-12,26,3,2024,2,a: ゴーゴージャグラー3,0.0
18850,EXA FIRST,2024-12-26,マイジャグラーV,1003,8367,39,51,4838,214.5,164.1,5.6,93.0,2024-12,26,3,2024,3,a: ゴーゴージャグラー3,1.0
18851,EXA FIRST,2024-12-26,マイジャグラーV,1004,4543,14,13,-971,324.5,349.5,6.05,168.3,2024-12,26,3,2024,4,a: ゴーゴージャグラー3,0.0
18852,EXA FIRST,2024-12-26,マイジャグラーV,1005,2471,8,6,-503,308.9,411.8,5.98,176.5,2024-12,26,3,2024,5,a: ゴーゴージャグラー3,0.0
18853,EXA FIRST,2024-12-26,マイジャグラーV,1006,3536,8,9,-1276,442.0,392.9,5.71,208.0,2024-12,26,3,2024,6,a: ゴーゴージャグラー3,0.0
18854,EXA FIRST,2024-12-26,マイジャグラーV,1007,5445,26,13,1724,209.4,418.8,5.36,139.6,2024-12,26,3,2024,7,a: ゴーゴージャグラー3,0.31
