,hall_name,date,model_name,unit_no,game,BB,RB,medals,BB_rate,RB_rate,Grape_rate,Total_rate,month,day,weekday,year,unit_last,area,5_more
4399,EXA FIRST,2025-04-02,ジャグラーガールズ,1147,3845,13,11,-297,295.8,349.5,0.0,160.2,2025-04,2,2,2025,7,t: ジャグラーガールズ,0.0
4400,EXA FIRST,2025-04-02,ジャグラーガールズ,1148,3036,7,9,-1029,433.7,337.3,0.0,189.8,2025-04,2,2,2025,8,t: ジャグラーガールズ,0.0
4401,EXA FIRST,2025-04-02,ジャグラーガールズ,1149,1325,4,2,-521,331.2,662.5,0.0,220.8,2025-04,2,2,2025,9,t: ジャグラーガールズ,0.0
4402,EXA FIRST,2025-04-02,ジャグラーガールズ,1150,725,2,1,-379,362.5,725.0,0.0,241.7,2025-04,2,2,2025,0,t: ジャグラーガールズ,0.0
4403,EXA FIRST,2025-04-02,アイムジャグラーEX-TP,1151,4378,13,13,-674,336.8,336.8,5.86,168.4,2025-04,2,2,2025,1,u: アイムジャグラーEX-TP,0.0
4404,EXA FIRST,2025-04-02,アイムジャグラーEX-TP,1152,1862,6,3,-338,310.3,620.7,5.7,206.9,2025-04,2,2,2025,2,u: アイムジャグラーEX-TP,0.0
4405,EXA FIRST,2025-04-02,アイムジャグラーEX-TP,1153,3497,11,11,-432,317.9,317.9,5.99,159.0,2025-04,2,2,2025,3,u: アイムジャグラーEX-TP,0.0
4406,EXA FIRST,2025-04-02,アイムジャグラーEX-TP,1154,1964,5,4,-803,392.8,491.0,6.13,218.2,2025-04,2,2,2025,4,u: アイムジャグラーEX-TP,0.0
4407,EXA FIRST,2025-04-02,アイムジャグラーEX-TP,1155,2596,8,4,-815,324.5,649.0,6.09,216.3,2025-04,2,2,2025,5,u: アイムジャグラーEX-TP,0.0
4408,EXA FIRST,2025-04-01,マイジャグラーV,1001,6879,24,24,344,286.6,286.6,5.6,143.3,2025-04,1,1,2025,1,a: ゴーゴージャグラー3,0.48
4409,EXA FIRST,2025-04-01,マイジャグラーV,1002,1441,5,3,-450,288.2,480.3,6.63,180.1,2025-04,1,1,2025,2,a: ゴーゴージャグラー3,0.0
4410,EXA FIRST,2025-04-01,マイジャグラーV,1003,7691,42,18,3306,183.1,427.3,5.53,128.2,2025-04,1,1,2025,3,a: ゴーゴージャグラー3,0.33
4411,EXA FIRST,2025-04-01,マイジャグラーV,1004,4512,19,11,226,237.5,410.2,5.89,150.4,2025-04,1,1,2025,4,a: ゴーゴージャグラー3,0.0
4412,EXA FIRST,2025-04-01,マイジャグラーV,1005,1852,9,1,-162,205.8,1852.0,6.42,185.2,2025-04,1,1,2025,5,a: ゴーゴージャグラー3,0.0
4413,EXA FIRST,2025-04-01,マイジャグラーV,1006,3912,13,10,-662,300.9,391.2,5.97,170.1,2025-04,1,1,2025,6,a: ゴーゴージャグラー3,0.0
4414,EXA FIRST,2025-04-01,マイジャグラーV,1007,3854,15,7,-15,256.9,550.6,5.56,175.2,2025-04,1,1,2025,7,a: ゴーゴージャグラー3,0.0
4415,EXA FIRST,2025-04-01,マイジャグラーV,1008,4801,16,8,-874,300.1,600.1,5.68,200.0,2025-04,1,1,2025,8,a: ゴーゴージャグラー3,0.0
4416,EXA FIRST,2025-04-01,マイジャグラーV,1009,6071,23,16,276,264.0,379.4,5.58,155.7,2025-04,1,1,2025,9,a: ゴーゴージャグラー3,0.13999999999999999
4417,EXA FIRST,2025-04-01,マイジャグラーV,1010,5913,26,18,1100,227.4,328.5,5.75,134.4,2025-04,1,1,2025,0,a: ゴーゴージャグラー3,0.36000000000000004
4418,EXA FIRST,2025-04-01,マイジャグラーV,1011,6678,22,23,-382,303.5,290.3,5.83,148.4,2025-04,1,1,2025,1,b: ゴーゴージャグラー3,0.29
4419,EXA FIRST,2025-04-01,マイジャグラーV,1012,7428,30,22,382,247.6,337.6,5.93,142.8,2025-04,1,1,2025,2,b: ゴーゴージャグラー3,0.17
4420,EXA FIRST,2025-04-01,マイジャグラーV,1013,4264,18,8,132,236.9,533.0,5.76,164.0,2025-04,1,1,2025,3,b: ゴーゴージャグラー3,0.0
4421,EXA FIRST,2025-04-01,マイジャグラーV,1014,4893,21,12,685,233.0,407.8,5.61,148.3,2025-04,1,1,2025,4,b: ゴーゴージャグラー3,0.0
4422,EXA FIRST,2025-04-01,マイジャグラーV,1015,6906,38,32,4044,181.7,215.8,5.82,98.7,2025-04,1,1,2025,5,b: ゴーゴージャグラー3,0.99
4423,EXA FIRST,2025-04-01,マイジャグラーV,1016,3774,11,4,-1406,343.1,943.5,5.81,251.6,2025-04,1,1,2025,6,b: ゴーゴージャグラー3,0.0
4424,EXA FIRST,2025-04-01,マイジャグラーV,1017,6197,30,19,1829,206.6,326.2,5.75,126.5,2025-04,1,1,2025,7,b: ゴーゴージャグラー3,0.48
4425,EXA FIRST,2025-04-01,マイジャグラーV,1018,7061,24,23,-326,294.2,307.0,5.81,150.2,2025-04,1,1,2025,8,b: ゴーゴージャグラー3,0.22
4426,EXA FIRST,2025-04-01,マイジャグラーV,1019,6705,25,18,371,268.2,372.5,5.5,155.9,2025-04,1,1,2025,9,b: ゴーゴージャグラー3,0.16
4427,EXA FIRST,2025-04-01,マイジャグラーV,1020,7673,34,24,1359,225.7,319.7,5.86,132.3,2025-04,1,1,2025,0,b: ゴーゴージャグラー3,0.37
4428,EXA FIRST,2025-04-01,マイジャグラーV,1021,3920,15,6,-218,261.3,653.3,5.6,186.7,2025-04,1,1,2025,1,c: マイジャグラーV,0.0
4429,EXA FIRST,2025-04-01,マイジャグラーV,1022,5858,23,12,-356,254.7,488.2,5.92,167.4,2025-04,1,1,2025,2,c: マイジャグラーV,0.01
4430,EXA FIRST,2025-04-01,マイジャグラーV,1023,5756,24,15,409,239.8,383.7,5.83,147.6,2025-04,1,1,2025,3,c: マイジャグラーV,0.11
4431,EXA FIRST,2025-04-01,マイジャグラーV,1024,2915,4,10,-1629,728.8,291.5,6.0,208.2,2025-04,1,1,2025,4,c: マイジャグラーV,0.0
4432,EXA FIRST,2025-04-01,マイジャグラーV,1025,4900,18,12,-338,272.2,408.3,5.86,163.3,2025-04,1,1,2025,5,c: マイジャグラーV,0.0
4433,EXA FIRST,2025-04-01,マイジャグラーV,1026,6947,33,26,2576,210.5,267.2,5.62,117.7,2025-04,1,1,2025,6,c: マイジャグラーV,0.8500000000000001
4434,EXA FIRST,2025-04-01,マイジャグラーV,1027,7330,26,16,-288,281.9,458.1,5.51,174.5,2025-04,1,1,2025,7,d: マイジャグラーV,0.02
4435,EXA FIRST,2025-04-01,マイジャグラーV,1028,3617,8,10,-1453,452.1,361.7,5.91,200.9,2025-04,1,1,2025,8,d: マイジャグラーV,0.0
4436,EXA FIRST,2025-04-01,マイジャグラーV,1029,4509,19,9,103,237.3,501.0,5.83,161.0,2025-04,1,1,2025,9,d: マイジャグラーV,0.0
4437,EXA FIRST,2025-04-01,マイジャグラーV,1030,3956,8,11,-1782,494.5,359.6,5.94,208.2,2025-04,1,1,2025,0,d: マイジャグラーV,0.0
4438,EXA FIRST,2025-04-01,マイジャグラーV,1031,7191,29,24,853,248.0,299.6,5.79,135.7,2025-04,1,1,2025,1,d: マイジャグラーV,0.42000000000000004
4439,EXA FIRST,2025-04-01,マイジャグラーV,1032,6108,24,26,1135,254.5,234.9,5.77,122.2,2025-04,1,1,2025,2,d: マイジャグラーV,0.82
4440,EXA FIRST,2025-04-01,マイジャグラーV,1033,5340,18,15,-9,296.7,356.0,5.44,161.8,2025-04,1,1,2025,3,e: マイジャグラーV,0.2
4441,EXA FIRST,2025-04-01,マイジャグラーV,1034,5635,32,14,2200,176.1,402.5,5.96,122.5,2025-04,1,1,2025,4,e: マイジャグラーV,0.27
4442,EXA FIRST,2025-04-01,マイジャグラーV,1035,4882,19,13,-124,256.9,375.5,5.99,152.6,2025-04,1,1,2025,5,e: マイジャグラーV,0.0
4443,EXA FIRST,2025-04-01,マイジャグラーV,1036,6916,23,24,-476,300.7,288.2,5.92,147.1,2025-04,1,1,2025,6,e: マイジャグラーV,0.28
4444,EXA FIRST,2025-04-01,マイジャグラーV,1037,7202,24,25,100,300.1,288.1,5.58,147.0,2025-04,1,1,2025,7,e: マイジャグラーV,0.44
4445,EXA FIRST,2025-04-01,マイジャグラーV,1038,5145,13,15,-1865,395.8,343.0,6.14,183.8,2025-04,1,1,2025,8,e: マイジャグラーV,0.03
4446,EXA FIRST,2025-04-01,マイジャグラーV,1039,7992,39,41,3926,204.9,194.9,5.79,99.9,2025-04,1,1,2025,9,e: マイジャグラーV,1.0
4447,EXA FIRST,2025-04-01,マイジャグラーV,1040,5484,20,16,112,274.2,342.8,5.65,152.3,2025-04,1,1,2025,0,e: マイジャグラーV,0.21000000000000002
4448,EXA FIRST,2025-04-01,マイジャグラーV,1041,5993,29,17,1606,206.7,352.5,5.77,130.3,2025-04,1,1,2025,1,e: マイジャグラーV,0.35000000000000003
4449,EXA FIRST,2025-04-01,マイジャグラーV,1042,7259,36,20,1968,201.6,363.0,5.84,129.6,2025-04,1,1,2025,2,f: マイジャグラーV,0.29000000000000004
4450,EXA FIRST,2025-04-01,マイジャグラーV,1043,8957,32,34,421,279.9,263.4,5.81,135.7,2025-04,1,1,2025,3,f: マイジャグラーV,0.5700000000000001
4451,EXA FIRST,2025-04-01,マイジャグラーV,1044,7553,31,21,853,243.6,359.7,5.66,145.2,2025-04,1,1,2025,4,f: マイジャグラーV,0.19
4452,EXA FIRST,2025-04-01,マイジャグラーV,1045,7182,24,32,453,299.2,224.4,5.77,128.2,2025-04,1,1,2025,5,f: マイジャグラーV,0.83
4453,EXA FIRST,2025-04-01,マイジャグラーV,1046,8466,35,31,1088,241.9,273.1,5.98,128.3,2025-04,1,1,2025,6,f: マイジャグラーV,0.55
4454,EXA FIRST,2025-04-01,マイジャグラーV,1047,8242,34,30,1324,242.4,274.7,5.82,128.8,2025-04,1,1,2025,7,f: マイジャグラーV,0.61
4455,EXA FIRST,2025-04-01,マイジャグラーV,1048,7431,25,32,465,297.2,232.2,5.74,130.4,2025-04,1,1,2025,8,f: マイジャグラーV,0.79
4456,EXA FIRST,2025-04-01,マイジャグラーV,1049,7724,25,21,-750,309.0,367.8,5.65,167.9,2025-04,1,1,2025,9,f: マイジャグラーV,0.05
4457,EXA FIRST,2025-04-01,マイジャグラーV,1050,6495,28,12,476,232.0,541.2,5.66,162.4,2025-04,1,1,2025,0,f: マイジャグラーV,0.02
4458,EXA FIRST,2025-04-01,ファンキージャグラー2,1051,6526,30,18,876,217.5,362.6,6.07,136.0,2025-04,1,1,2025,1,g: ファンキージャグラー2,0.09
4459,EXA FIRST,2025-04-01,ファンキージャグラー2,1052,7321,23,29,-571,318.3,252.4,5.98,140.8,2025-04,1,1,2025,2,g: ファンキージャグラー2,0.42000000000000004
4460,EXA FIRST,2025-04-01,ファンキージャグラー2,1053,2984,8,7,-903,373.0,426.3,5.8,198.9,2025-04,1,1,2025,3,g: ファンキージャグラー2,0.0
4461,EXA FIRST,2025-04-01,ファンキージャグラー2,1054,5774,20,11,-947,288.7,524.9,5.83,186.3,2025-04,1,1,2025,4,g: ファンキージャグラー2,0.01
4462,EXA FIRST,2025-04-01,ファンキージャグラー2,1055,3926,11,10,-959,356.9,392.6,5.76,187.0,2025-04,1,1,2025,5,g: ファンキージャグラー2,0.0
4463,EXA FIRST,2025-04-01,ファンキージャグラー2,1056,7650,31,18,500,246.8,425.0,5.64,156.1,2025-04,1,1,2025,6,h: ファンキージャグラー2,0.14
4464,EXA FIRST,2025-04-01,ファンキージャグラー2,1057,3089,11,10,-179,280.8,308.9,6.03,147.1,2025-04,1,1,2025,7,h: ファンキージャグラー2,0.0
4465,EXA FIRST,2025-04-01,ファンキージャグラー2,1058,5618,21,19,535,267.5,295.7,5.62,140.4,2025-04,1,1,2025,8,h: ファンキージャグラー2,0.62
4466,EXA FIRST,2025-04-01,ファンキージャグラー2,1059,2454,13,2,344,188.8,1227.0,5.97,163.6,2025-04,1,1,2025,9,h: ファンキージャグラー2,0.0
4467,EXA FIRST,2025-04-01,ファンキージャグラー2,1060,7381,34,22,1668,217.1,335.5,5.77,131.8,2025-04,1,1,2025,0,h: ファンキージャグラー2,0.43
4468,EXA FIRST,2025-04-01,ミスタージャグラー,1061,6038,16,22,-1382,377.4,274.5,0.0,158.9,2025-04,1,1,2025,1,i: ファンキージャグラー2,0.0
4469,EXA FIRST,2025-04-01,ミスタージャグラー,1062,1527,3,4,-574,509.0,381.8,0.0,218.1,2025-04,1,1,2025,2,i: ファンキージャグラー2,0.0
4470,EXA FIRST,2025-04-01,ミスタージャグラー,1063,1377,2,4,-785,688.5,344.2,0.0,229.5,2025-04,1,1,2025,3,i: ファンキージャグラー2,0.0
4471,EXA FIRST,2025-04-01,ミスタージャグラー,1064,6214,35,16,2709,177.5,388.4,0.0,121.8,2025-04,1,1,2025,4,i: ファンキージャグラー2,0.0
4472,EXA FIRST,2025-04-01,ミスタージャグラー,1065,6914,22,22,-874,314.3,314.3,0.0,157.1,2025-04,1,1,2025,5,j: ファンキージャグラー2,0.0
4473,EXA FIRST,2025-04-01,ミスタージャグラー,1066,5619,25,11,438,224.8,510.8,0.0,156.1,2025-04,1,1,2025,6,j: ファンキージャグラー2,0.0
4474,EXA FIRST,2025-04-01,ミスタージャグラー,1067,8177,31,27,788,263.8,302.9,0.0,141.0,2025-04,1,1,2025,7,j: ファンキージャグラー2,0.0
4475,EXA FIRST,2025-04-01,マイジャグラーV,1069,7434,29,29,1571,256.3,256.3,5.51,128.2,2025-04,1,1,2025,9,k: マイジャグラーV,0.8400000000000001
4476,EXA FIRST,2025-04-01,マイジャグラーV,1070,4302,15,9,-338,286.8,478.0,5.58,179.2,2025-04,1,1,2025,0,k: マイジャグラーV,0.0
4477,EXA FIRST,2025-04-01,マイジャグラーV,1071,1956,4,4,-950,489.0,489.0,5.81,244.5,2025-04,1,1,2025,1,k: マイジャグラーV,0.0
4478,EXA FIRST,2025-04-01,マイジャグラーV,1072,7879,37,34,3094,212.9,231.7,5.69,111.0,2025-04,1,1,2025,2,k: マイジャグラーV,0.96
4479,EXA FIRST,2025-04-01,マイジャグラーV,1073,6205,22,18,-338,282.0,344.7,5.85,155.1,2025-04,1,1,2025,3,k: マイジャグラーV,0.12
4480,EXA FIRST,2025-04-01,マイジャグラーV,1074,4328,16,8,-491,270.5,541.0,5.83,180.3,2025-04,1,1,2025,4,k: マイジャグラーV,0.0
4481,EXA FIRST,2025-04-01,マイジャグラーV,1075,3409,10,8,-932,340.9,426.1,5.93,189.4,2025-04,1,1,2025,5,k: マイジャグラーV,0.0
4482,EXA FIRST,2025-04-01,マイジャグラーV,1076,5890,22,13,-135,267.7,453.1,5.63,168.3,2025-04,1,1,2025,6,k: マイジャグラーV,0.03
4483,EXA FIRST,2025-04-01,マイジャグラーV,1077,5171,17,15,-603,304.2,344.7,5.85,161.6,2025-04,1,1,2025,7,k: マイジャグラーV,0.09999999999999999
4484,EXA FIRST,2025-04-01,マイジャグラーV,1078,6923,22,25,-868,314.7,276.9,6.07,147.3,2025-04,1,1,2025,8,k: マイジャグラーV,0.26
4485,EXA FIRST,2025-04-01,マイジャグラーV,1079,5402,22,10,124,245.5,540.2,5.64,168.8,2025-04,1,1,2025,9,k: マイジャグラーV,0.02
4486,EXA FIRST,2025-04-01,マイジャグラーV,1080,3858,10,7,-1488,385.8,551.1,5.85,226.9,2025-04,1,1,2025,0,k: マイジャグラーV,0.0
4487,EXA FIRST,2025-04-01,マイジャグラーV,1081,5215,24,15,1135,217.3,347.7,5.76,133.7,2025-04,1,1,2025,1,k: マイジャグラーV,0.32
4488,EXA FIRST,2025-04-01,マイジャグラーV,1082,1965,8,1,-191,245.6,1965.0,5.61,218.3,2025-04,1,1,2025,2,k: マイジャグラーV,0.0
4489,EXA FIRST,2025-04-01,マイジャグラーV,1083,7700,35,20,1315,220.0,385.0,5.79,140.0,2025-04,1,1,2025,3,k: マイジャグラーV,0.15000000000000002
4490,EXA FIRST,2025-04-01,マイジャグラーV,1084,4524,12,9,-1844,377.0,502.7,6.08,215.4,2025-04,1,1,2025,4,k: マイジャグラーV,0.0
4491,EXA FIRST,2025-04-01,マイジャグラーV,1085,2887,8,3,-1100,360.9,962.3,5.7,262.5,2025-04,1,1,2025,5,l: マイジャグラーV,0.0
4492,EXA FIRST,2025-04-01,マイジャグラーV,1086,9448,34,28,182,277.9,337.4,5.62,152.4,2025-04,1,1,2025,6,l: マイジャグラーV,0.17
4493,EXA FIRST,2025-04-01,マイジャグラーV,1087,4904,21,11,256,233.5,445.8,5.88,153.2,2025-04,1,1,2025,7,l: マイジャグラーV,0.0
4494,EXA FIRST,2025-04-01,マイジャグラーV,1088,6921,30,14,194,230.7,494.4,5.95,157.3,2025-04,1,1,2025,8,l: マイジャグラーV,0.01
4495,EXA FIRST,2025-04-01,マイジャグラーV,1089,3550,14,6,-203,253.6,591.7,5.78,177.5,2025-04,1,1,2025,9,l: マイジャグラーV,0.0
4496,EXA FIRST,2025-04-01,マイジャグラーV,1090,5850,21,18,-124,278.6,325.0,5.82,150.0,2025-04,1,1,2025,0,l: マイジャグラーV,0.19
4497,EXA FIRST,2025-04-01,マイジャグラーV,1091,8655,38,25,1668,227.8,346.2,5.66,137.4,2025-04,1,1,2025,1,l: マイジャグラーV,0.31
4498,EXA FIRST,2025-04-01,マイジャグラーV,1092,7582,22,28,-1100,344.6,270.8,5.9,151.6,2025-04,1,1,2025,2,l: マイジャグラーV,0.30000000000000004
4499,EXA FIRST,2025-04-01,マイジャグラーV,1093,6820,23,23,-497,296.5,296.5,5.94,148.3,2025-04,1,1,2025,3,m: マイジャグラーV,0.22999999999999998
4500,EXA FIRST,2025-04-01,マイジャグラーV,1094,3676,13,5,-579,282.8,735.2,5.66,204.2,2025-04,1,1,2025,4,m: マイジャグラーV,0.0
4501,EXA FIRST,2025-04-01,マイジャグラーV,1095,2509,9,4,-185,278.8,627.2,5.47,193.0,2025-04,1,1,2025,5,m: マイジャグラーV,0.0
4502,EXA FIRST,2025-04-01,マイジャグラーV,1096,6897,28,28,1068,246.3,246.3,5.95,123.2,2025-04,1,1,2025,6,m: マイジャグラーV,0.7
4503,EXA FIRST,2025-04-01,マイジャグラーV,1097,4710,12,17,-1076,392.5,277.1,5.86,162.4,2025-04,1,1,2025,7,m: マイジャグラーV,0.0
4504,EXA FIRST,2025-04-01,マイジャグラーV,1098,5514,20,13,-209,275.7,424.2,5.65,167.1,2025-04,1,1,2025,8,m: マイジャグラーV,0.05
4505,EXA FIRST,2025-04-01,マイジャグラーV,1099,5413,22,10,-135,246.0,541.3,5.82,169.2,2025-04,1,1,2025,9,m: マイジャグラーV,0.01
4506,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1100,7233,20,27,-1053,361.6,267.9,5.75,153.9,2025-04,1,1,2025,0,n: アイムジャグラーEX-TP,0.52
4507,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1101,1883,10,1,291,188.3,1883.0,5.77,171.2,2025-04,1,1,2025,1,n: アイムジャグラーEX-TP,0.0
4508,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1102,2628,8,6,-1076,328.5,438.0,6.68,187.7,2025-04,1,1,2025,2,n: アイムジャグラーEX-TP,0.0
4509,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1103,3001,9,10,-462,333.4,300.1,5.86,157.9,2025-04,1,1,2025,3,n: アイムジャグラーEX-TP,0.0
4510,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1104,7211,42,20,3376,171.7,360.6,5.86,116.3,2025-04,1,1,2025,4,n: アイムジャグラーEX-TP,0.51
4511,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1105,1529,3,4,-885,509.7,382.2,6.37,218.4,2025-04,1,1,2025,5,n: アイムジャグラーEX-TP,0.0
4512,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1106,6458,31,16,856,208.3,403.6,6.15,137.4,2025-04,1,1,2025,6,n: アイムジャグラーEX-TP,0.04
4513,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1107,4606,15,10,-1147,307.1,460.6,6.07,184.2,2025-04,1,1,2025,7,o: ミスタージャグラー,0.0
4514,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1108,2181,8,1,-632,272.6,2181.0,5.96,242.3,2025-04,1,1,2025,8,o: ミスタージャグラー,0.0
4515,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1109,7776,27,20,-1006,288.0,388.8,5.93,165.4,2025-04,1,1,2025,9,o: ミスタージャグラー,0.03
4516,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1110,565,1,0,-468,565.0,0.0,6.15,565.0,2025-04,1,1,2025,0,o: ミスタージャグラー,0.0
4517,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1111,6437,21,25,-732,306.5,257.5,6.2,139.9,2025-04,1,1,2025,1,o: ミスタージャグラー,0.2
4518,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1112,5275,19,15,-456,277.6,351.7,6.0,155.1,2025-04,1,1,2025,2,o: ミスタージャグラー,0.1
4519,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1113,4284,11,22,-618,389.5,194.7,6.13,129.8,2025-04,1,1,2025,3,o: ミスタージャグラー,0.0
4520,EXA FIRST,2025-04-01,ウルトラミラクルジャグラー,1115,5294,27,12,1476,196.1,441.2,0.0,135.7,2025-04,1,1,2025,5,p: ウルトラミラクルジャグラー,0.0
4521,EXA FIRST,2025-04-01,ウルトラミラクルジャグラー,1116,7475,38,17,1738,196.7,439.7,0.0,135.9,2025-04,1,1,2025,6,p: ウルトラミラクルジャグラー,0.0
4522,EXA FIRST,2025-04-01,ウルトラミラクルジャグラー,1117,3304,11,10,138,300.4,330.4,0.0,157.3,2025-04,1,1,2025,7,p: ウルトラミラクルジャグラー,0.0
4523,EXA FIRST,2025-04-01,ウルトラミラクルジャグラー,1118,2827,15,9,1065,188.5,314.1,0.0,117.8,2025-04,1,1,2025,8,p: ウルトラミラクルジャグラー,0.0
4524,EXA FIRST,2025-04-01,ウルトラミラクルジャグラー,1119,6151,23,15,-279,267.4,410.1,0.0,161.9,2025-04,1,1,2025,9,p: ウルトラミラクルジャグラー,0.0
4525,EXA FIRST,2025-04-01,ウルトラミラクルジャグラー,1120,2144,6,4,-768,357.3,536.0,0.0,214.4,2025-04,1,1,2025,0,p: ウルトラミラクルジャグラー,0.0
4526,EXA FIRST,2025-04-01,ウルトラミラクルジャグラー,1121,8801,51,25,3376,172.6,352.0,0.0,115.8,2025-04,1,1,2025,1,p: ウルトラミラクルジャグラー,0.0
4527,EXA FIRST,2025-04-01,ウルトラミラクルジャグラー,1122,3872,15,8,218,258.1,484.0,0.0,168.3,2025-04,1,1,2025,2,p: ウルトラミラクルジャグラー,0.0
4528,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1123,6049,23,20,-218,263.0,302.4,6.19,140.7,2025-04,1,1,2025,3,q: アイムジャグラーEX-TP,0.1
4529,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1124,7631,30,32,535,254.4,238.5,6.23,123.1,2025-04,1,1,2025,4,q: アイムジャグラーEX-TP,0.42
4530,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1125,3747,12,13,-491,312.2,288.2,6.03,149.9,2025-04,1,1,2025,5,q: アイムジャグラーEX-TP,0.0
4531,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1126,5257,18,18,-197,292.1,292.1,5.84,146.0,2025-04,1,1,2025,6,q: アイムジャグラーEX-TP,0.37
4532,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1127,6497,32,30,2976,203.0,216.6,5.74,104.8,2025-04,1,1,2025,7,q: アイムジャグラーEX-TP,0.95
4533,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1128,5721,32,15,1676,178.8,381.4,6.36,121.7,2025-04,1,1,2025,8,q: アイムジャグラーEX-TP,0.05
4534,EXA FIRST,2025-04-01,ゴーゴージャグラー3,1129,7412,34,23,1685,218.0,322.3,5.76,130.0,2025-04,1,1,2025,9,q: アイムジャグラーEX-TP,0.56
4535,EXA FIRST,2025-04-01,アイムジャグラーEX-TP,1130,6658,24,23,-124,277.4,289.5,6.18,141.7,2025-04,1,1,2025,0,r: アイムジャグラーEX-TP,0.27
4536,EXA FIRST,2025-04-01,アイムジャグラーEX-TP,1131,2472,11,6,244,224.7,412.0,6.16,145.4,2025-04,1,1,2025,1,r: アイムジャグラーEX-TP,0.0
4537,EXA FIRST,2025-04-01,アイムジャグラーEX-TP,1132,4431,13,15,-585,340.8,295.4,5.9,158.2,2025-04,1,1,2025,2,r: アイムジャグラーEX-TP,0.0
4538,EXA FIRST,2025-04-01,アイムジャグラーEX-TP,1133,4316,14,11,-712,308.3,392.4,6.03,172.6,2025-04,1,1,2025,3,r: アイムジャグラーEX-TP,0.0
4539,EXA FIRST,2025-04-01,アイムジャグラーEX-TP,1134,5351,29,19,2497,184.5,281.6,6.08,111.5,2025-04,1,1,2025,4,r: アイムジャグラーEX-TP,0.66
4540,EXA FIRST,2025-04-01,アイムジャグラーEX-TP,1135,4797,23,9,1147,208.6,533.0,5.7,149.9,2025-04,1,1,2025,5,r: アイムジャグラーEX-TP,0.0
4541,EXA FIRST,2025-04-01,アイムジャグラーEX-TP,1136,3777,16,6,85,236.1,629.5,5.9,171.7,2025-04,1,1,2025,6,r: アイムジャグラーEX-TP,0.0
4542,EXA FIRST,2025-04-01,ジャグラーガールズ,1137,5633,22,16,-91,256.0,352.1,0.0,148.2,2025-04,1,1,2025,7,s: ハッピージャグラーVIII,0.0
4543,EXA FIRST,2025-04-01,ジャグラーガールズ,1138,3973,18,8,626,220.7,496.6,0.0,152.8,2025-04,1,1,2025,8,s: ハッピージャグラーVIII,0.0
4544,EXA FIRST,2025-04-01,ジャグラーガールズ,1139,6559,29,23,1335,226.2,285.2,0.0,126.1,2025-04,1,1,2025,9,s: ハッピージャグラーVIII,0.0
4545,EXA FIRST,2025-04-01,ジャグラーガールズ,1140,1784,5,2,-544,356.8,892.0,0.0,254.9,2025-04,1,1,2025,0,s: ハッピージャグラーVIII,0.0
4546,EXA FIRST,2025-04-01,ジャグラーガールズ,1141,6916,26,30,818,266.0,230.5,0.0,123.5,2025-04,1,1,2025,1,s: ハッピージャグラーVIII,0.0
4547,EXA FIRST,2025-04-01,ジャグラーガールズ,1142,2845,9,7,-426,316.1,406.4,0.0,177.8,2025-04,1,1,2025,2,s: ハッピージャグラーVIII,0.0
4548,EXA FIRST,2025-04-01,ジャグラーガールズ,1143,7037,31,25,1579,227.0,281.5,0.0,125.7,2025-04,1,1,2025,3,s: ハッピージャグラーVIII,0.0
4549,EXA FIRST,2025-04-01,ジャグラーガールズ,1145,4482,14,12,-559,320.1,373.5,0.0,172.4,2025-04,1,1,2025,5,t: ジャグラーガールズ,0.0
4550,EXA FIRST,2025-04-01,ジャグラーガールズ,1146,3392,10,7,-1429,339.2,484.6,0.0,199.5,2025-04,1,1,2025,6,t: ジャグラーガールズ,0.0
4551,EXA FIRST,2025-04-01,ジャグラーガールズ,1147,6165,24,19,453,256.9,324.5,0.0,143.4,2025-04,1,1,2025,7,t: ジャグラーガールズ,0.0
4552,EXA FIRST,2025-04-01,ジャグラーガールズ,1148,2501,5,7,-979,500.2,357.3,0.0,208.4,2025-04,1,1,2025,8,t: ジャグラーガールズ,0.0
4553,EXA FIRST,2025-04-01,ジャグラーガールズ,1149,7403,45,34,5206,164.5,217.7,0.0,93.7,2025-04,1,1,2025,9,t: ジャグラーガールズ,0.0
4554,EXA FIRST,2025-04-01,ジャグラーガールズ,1150,8980,40,38,2532,224.5,236.3,0.0,115.1,2025-04,1,1,2025,0,t: ジャグラーガールズ,0.0
