,,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE
date,,total,total,total,total,total,total,total,2025-04-24 00:00:00,2025-04-24 00:00:00,2025-04-24 00:00:00,2025-04-24 00:00:00,2025-04-24 00:00:00,2025-04-24 00:00:00,2025-04-24 00:00:00,2025-03-24 00:00:00,2025-03-24 00:00:00,2025-03-24 00:00:00,2025-03-24 00:00:00,2025-03-24 00:00:00,2025-03-24 00:00:00,2025-03-24 00:00:00,2025-02-24 00:00:00,2025-02-24 00:00:00,2025-02-24 00:00:00,2025-02-24 00:00:00,2025-02-24 00:00:00,2025-02-24 00:00:00,2025-02-24 00:00:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2024-12-24 00:00:00,2024-12-24 00:00:00,2024-12-24 00:00:00,2024-12-24 00:00:00,2024-12-24 00:00:00,2024-12-24 00:00:00,2024-12-24 00:00:00,2024-11-24 00:00:00,2024-11-24 00:00:00,2024-11-24 00:00:00,2024-11-24 00:00:00,2024-11-24 00:00:00,2024-11-24 00:00:00,2024-11-24 00:00:00
area,unit_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p: ウルトラミラクルジャグラー,1119,15427,-1277,50,53,0.972,291.1,149.8,5137,771,21,21,1.05,244.6,122.3,1789,344,8,3,1.064,596.3,162.6,1219,-550,3,3,0.85,406.3,203.2,1699,-621,4,3,0.878,566.3,242.7,1972,-1006,3,9,0.83,219.1,164.3,3611,-215,11,14,0.98,257.9,144.4
p: ウルトラミラクルジャグラー,1120,17534,-144,67,56,0.997,313.1,142.6,711,-174,3,0,0.918,,237.0,4113,959,18,16,1.078,257.1,121.0,4568,418,18,17,1.031,268.7,130.5,1160,-285,3,4,0.918,290.0,165.7,2944,-503,11,7,0.943,420.6,163.6,4038,-559,14,12,0.954,336.5,155.3
p: ウルトラミラクルジャグラー,1121,11372,-1665,44,18,0.951,631.8,183.4,3105,556,16,4,1.06,776.2,155.2,556,-232,2,0,0.861,,278.0,713,-274,2,1,0.872,713.0,237.7,4130,-697,15,8,0.944,516.2,179.6,1868,-62,8,3,0.989,622.7,169.8,1000,-956,1,2,0.681,500.0,333.3
p: ウルトラミラクルジャグラー,1122,24746,-812,98,51,0.989,485.2,166.1,865,-668,1,1,0.743,865.0,432.5,4011,-444,15,6,0.963,668.5,191.0,7938,2109,42,15,1.089,529.2,139.3,2312,9,9,4,1.001,578.0,177.8,5364,-2162,11,16,0.866,335.2,198.7,4256,344,20,9,1.027,472.9,146.8
q: アイムジャグラーEX-TP,1123,28777,-382,114,92,0.996,312.8,139.7,3462,-556,11,9,0.946,384.7,173.1,6846,-265,26,26,0.987,263.3,131.7,6492,347,26,23,1.018,282.3,132.5,4901,100,22,14,1.007,350.1,136.1,3662,524,17,12,1.048,305.2,126.3,3414,-532,12,8,0.948,426.8,170.7
q: アイムジャグラーEX-TP,1124,11068,-1235,40,27,0.963,409.9,165.2,665,-456,1,1,0.771,665.0,332.5,307,115,2,0,1.125,,153.5,2532,-1359,6,6,0.821,422.0,211.0,1343,-815,2,3,0.798,447.7,268.6,1251,-338,3,6,0.91,208.5,139.0,4970,1618,26,11,1.109,451.8,134.3
q: アイムジャグラーEX-TP,1125,17730,2043,74,63,1.038,281.4,129.4,2962,1535,18,6,1.173,493.7,123.4,1214,-485,3,4,0.867,303.5,173.4,1948,-750,5,7,0.872,278.3,162.3,2020,-621,5,7,0.898,288.6,168.3,1419,-115,6,4,0.973,354.8,141.9,8167,2479,37,35,1.101,233.3,113.4
q: アイムジャグラーEX-TP,1126,15383,-1047,63,35,0.977,439.5,157.0,3925,618,18,11,1.052,356.8,135.3,2370,115,12,3,1.016,790.0,158.0,1774,-574,6,4,0.892,443.5,177.4,3664,-853,13,8,0.922,458.0,174.5,691,-462,1,2,0.777,345.5,230.3,2959,109,13,7,1.012,422.7,148.0
q: アイムジャグラーEX-TP,1127,17316,-167,65,52,0.997,333.0,148.0,1863,-509,6,3,0.909,621.0,207.0,5869,1476,29,19,1.084,308.9,122.3,2109,262,10,4,1.041,527.2,150.6,1945,-679,5,4,0.884,486.2,216.1,2205,-732,5,8,0.889,275.6,169.6,3325,15,10,14,1.002,237.5,138.5
q: アイムジャグラーEX-TP,1128,18887,2066,76,67,1.036,281.9,132.1,1345,-738,3,1,0.817,1345.0,336.2,830,-538,1,3,0.784,276.7,207.5,3245,668,16,10,1.069,324.5,124.8,5006,-44,18,18,0.997,278.1,139.1,300,-150,1,0,0.833,,300.0,8161,2868,37,35,1.117,233.2,113.3
q: アイムジャグラーEX-TP,1129,18752,49,74,58,1.001,323.3,142.1,4610,1288,21,19,1.093,242.6,115.2,521,-521,0,2,0.667,260.5,260.5,3395,-503,11,11,0.951,308.6,154.3,1910,-732,7,2,0.872,955.0,212.2,3138,-174,12,8,0.982,392.2,156.9,5178,691,23,16,1.044,323.6,132.8
r: アイムジャグラーEX-TP,1130,12802,-4136,35,30,0.892,426.7,197.0,462,-403,1,0,0.709,,462.0,1686,-1335,2,4,0.736,421.5,281.0,4593,-1218,14,12,0.912,382.8,176.7,1426,-1359,1,2,0.682,713.0,475.3,879,-403,2,1,0.847,879.0,293.0,3756,582,15,11,1.052,341.5,144.5
r: アイムジャグラーEX-TP,1131,14883,-3511,44,41,0.921,363.0,175.1,2951,-1312,6,9,0.852,327.9,196.7,1291,-638,3,3,0.835,430.3,215.2,2128,-497,7,6,0.922,354.7,163.7,2153,-109,8,7,0.983,307.6,143.5,2374,121,8,8,1.017,296.8,148.4,3986,-1076,12,8,0.91,498.2,199.3
r: アイムジャグラーEX-TP,1132,11338,-2016,35,30,0.941,377.9,174.4,1585,-326,5,4,0.931,396.2,176.1,416,-391,0,1,0.687,416.0,416.0,1194,-738,2,1,0.794,1194.0,398.0,5334,-391,17,17,0.976,313.8,156.9,777,-285,2,2,0.878,388.5,194.2,2032,115,9,5,1.019,406.4,145.1
r: アイムジャグラーEX-TP,1133,11197,-3155,31,29,0.906,386.1,186.6,4531,-526,17,7,0.961,647.3,188.8,298,-303,0,1,0.661,298.0,298.0,4636,-1041,11,19,0.925,244.0,154.5,619,-503,1,0,0.729,,619.0,567,-444,1,1,0.739,567.0,283.5,546,-338,1,1,0.794,546.0,273.0
r: アイムジャグラーEX-TP,1134,19196,83,77,42,1.001,457.0,161.3,635,-432,1,2,0.773,317.5,211.7,308,-132,1,0,0.857,,308.0,1886,-521,6,2,0.908,943.0,235.8,5677,-209,20,14,0.988,405.5,167.0,5339,924,25,13,1.058,410.7,140.5,5351,453,24,11,1.028,486.5,152.9
r: アイムジャグラーEX-TP,1135,22462,864,87,63,1.013,356.5,149.7,4124,676,19,9,1.055,458.2,147.3,6101,1241,23,28,1.068,217.9,119.6,6353,-485,23,14,0.975,453.8,171.7,4337,-532,16,9,0.959,481.9,173.5,149,-174,0,0,0.611,,,1398,138,6,3,1.033,466.0,155.3
r: アイムジャグラーEX-TP,1136,15226,-18,60,34,1.0,447.8,162.0,1024,356,6,0,1.116,,170.7,934,-15,4,2,0.995,467.0,155.7,672,-262,2,0,0.87,,336.0,2288,-26,10,3,0.996,762.7,176.0,4401,-456,16,9,0.965,489.0,176.0,5907,385,22,20,1.022,295.4,140.6
s: ハッピージャグラーVIII,1137,12856,-3086,38,38,0.92,338.3,169.2,1612,-538,5,2,0.889,806.0,230.3,1603,-674,3,4,0.86,400.8,229.0,5226,44,20,17,1.003,307.4,141.2,960,-432,2,3,0.85,320.0,192.0,423,-174,1,1,0.863,423.0,211.5,3032,-1312,7,11,0.856,275.6,168.4
s: ハッピージャグラーVIII,1138,14463,-864,52,43,0.98,336.3,152.2,2767,-715,8,7,0.914,395.3,184.5,3234,1112,17,9,1.115,359.3,124.4,3731,-171,13,14,0.985,266.5,138.2,770,-485,1,3,0.79,256.7,192.5,2635,-226,9,8,0.971,329.4,155.0,1326,-379,4,2,0.905,663.0,221.0
s: ハッピージャグラーVIII,1139,16162,458,64,52,1.009,310.8,139.3,1109,-479,3,2,0.856,554.5,221.8,1855,853,10,6,1.153,309.2,115.9,1629,-350,6,2,0.928,814.5,203.6,5773,579,24,21,1.033,274.9,128.3,595,-421,0,3,0.764,198.3,198.3,5201,276,21,18,1.018,288.9,133.4
s: ハッピージャグラーVIII,1140,15642,1434,66,48,1.031,325.9,137.2,889,-426,2,1,0.84,889.0,296.3,5528,1509,26,19,1.091,290.9,122.8,1467,-250,6,3,0.943,489.0,163.0,282,-332,0,0,0.608,,,2275,-226,7,9,0.967,252.8,142.2,5201,1159,25,16,1.074,325.1,126.9
s: ハッピージャグラーVIII,1141,15594,917,64,52,1.02,299.9,134.4,959,-897,1,2,0.688,479.5,319.7,3951,1265,20,14,1.107,282.2,116.2,4580,441,20,15,1.032,305.3,130.9,664,-374,1,1,0.812,664.0,332.0,2559,-409,7,8,0.947,319.9,170.6,2881,891,15,12,1.103,240.1,106.7
s: ハッピージャグラーVIII,1142,16685,-1684,56,54,0.966,309.0,151.7,1200,-638,3,0,0.823,,400.0,759,-144,3,1,0.937,759.0,189.8,6389,112,22,24,1.006,266.2,138.9,353,-303,1,0,0.714,,353.0,1353,-679,2,5,0.833,270.6,193.3,6631,-32,25,24,0.998,276.3,135.3
s: ハッピージャグラーVIII,1143,20362,1274,85,54,1.021,377.1,146.5,4384,971,20,10,1.074,438.4,146.1,836,-356,2,2,0.858,418.0,209.0,1915,-1606,2,4,0.72,478.8,319.2,6035,962,27,18,1.053,335.3,134.1,1337,191,6,2,1.048,668.5,167.1,5855,1112,28,18,1.063,325.3,127.3
t: ジャグラーガールズ,1145,9757,-2633,27,28,0.91,348.5,177.4,1811,-774,3,6,0.858,301.8,201.2,330,-274,0,1,0.723,330.0,330.0,3823,-300,14,10,0.974,382.3,159.3,563,-568,0,2,0.664,281.5,281.5,2144,-179,7,8,0.972,268.0,142.9,1086,-538,3,1,0.835,1086.0,271.5
t: ジャグラーガールズ,1146,17800,933,70,52,1.017,342.3,145.9,881,-491,2,2,0.814,440.5,220.2,3017,1524,15,13,1.168,232.1,107.8,2093,-568,7,3,0.91,697.7,209.3,5954,-156,20,23,0.991,258.9,138.5,3259,321,14,6,1.033,543.2,163.0,2596,303,12,5,1.039,519.2,152.7
t: ジャグラーガールズ,1147,15036,-2323,50,42,0.949,358.0,163.4,3398,-726,10,9,0.929,377.6,178.8,4167,-1171,9,17,0.906,245.1,160.3,3915,-218,15,10,0.981,391.5,156.6,278,-326,0,0,0.609,,,111,-179,0,0,0.462,,,3167,297,16,6,1.031,527.8,144.0
t: ジャグラーガールズ,1148,16763,591,63,54,1.012,310.4,143.3,1205,-421,3,3,0.884,401.7,200.8,2255,497,11,5,1.073,451.0,140.9,5455,1147,23,20,1.07,272.8,126.9,2096,-232,7,6,0.963,349.3,161.2,826,-285,2,3,0.885,275.3,165.2,4926,-115,17,17,0.992,289.8,144.9
t: ジャグラーガールズ,1149,14732,80,58,41,1.002,359.3,148.8,882,-162,3,1,0.939,882.0,220.5,3984,-676,12,11,0.943,362.2,173.2,4194,606,19,10,1.048,419.4,144.6,981,-785,1,3,0.733,327.0,245.2,3646,1465,19,15,1.134,243.1,107.2,1045,-368,4,1,0.883,1045.0,209.0
t: ジャグラーガールズ,1150,19675,-2693,65,64,0.954,307.4,152.5,3980,-626,14,14,0.948,284.3,142.1,4940,662,23,13,1.045,380.0,137.2,4410,-985,11,19,0.926,232.1,147.0,1056,-938,1,2,0.704,528.0,352.0,2868,-274,8,11,0.968,260.7,150.9,2421,-532,8,5,0.927,484.2,186.2
u: アイムジャグラーEX-TP,1151,10901,-2444,32,27,0.925,403.7,184.8,2534,-1288,5,4,0.831,633.5,281.6,533,-326,1,1,0.796,533.0,266.5,1459,-356,5,2,0.919,729.5,208.4,3619,432,13,16,1.04,226.2,124.8,699,-115,3,0,0.945,,233.0,2057,-791,5,4,0.872,514.2,228.6
u: アイムジャグラーEX-TP,1152,18094,-262,67,56,0.995,323.1,147.1,676,-315,2,0,0.845,,338.0,449,-268,1,1,0.801,449.0,224.5,2202,-432,7,6,0.935,367.0,169.4,7452,865,31,24,1.039,310.5,135.5,5898,209,21,23,1.012,256.4,134.0,1417,-321,5,2,0.924,708.5,202.4
u: アイムジャグラーEX-TP,1153,12420,-991,46,32,0.973,388.1,159.2,630,-744,0,0,0.606,,,950,-179,3,2,0.937,475.0,190.0,4151,1594,23,12,1.128,345.9,118.6,1822,-562,5,3,0.897,607.3,227.8,243,-309,0,0,0.576,,,4624,-791,15,15,0.943,308.3,154.1
u: アイムジャグラーEX-TP,1154,13660,-465,52,36,0.989,379.4,155.2,3613,-909,11,8,0.916,451.6,190.2,1807,79,8,3,1.015,602.3,164.3,1525,-85,6,4,0.981,381.2,152.5,1739,-285,6,5,0.945,347.8,158.1,1160,450,5,6,1.129,193.3,105.5,3816,285,16,10,1.025,381.6,146.8
u: アイムジャグラーEX-TP,1155,18192,-470,67,48,0.991,379.0,158.2,364,-526,0,0,0.518,,,1624,132,7,3,1.027,541.3,162.4,2634,-679,8,5,0.914,526.8,202.6,3897,-403,13,11,0.966,354.3,162.4,4877,1844,26,12,1.126,406.4,128.3,4796,-838,13,17,0.942,282.1,159.9
total,,2856173,-111382,10590,7859,0.987,363.4,154.8,472729,-37222,1731,1198,0.974,394.6,161.4,386917,2013,1494,1064,1.002,363.6,151.3,614057,-24351,2252,1752,0.987,350.5,153.4,475063,-13338,1776,1325,0.991,358.5,153.2,339027,-5707,1268,972,0.994,348.8,151.4,568380,-32777,2069,1548,0.981,367.2,157.1
