model_name,unit_no,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total
マイジャグラーV,1073,-3280,2625,-5887,-6492,3359,6259,-743,-1685,807,-1924,136,7516,-9043,2951,15263,-2767,1452,3318,-1288,2504,12894,295,-79,-585,641,2320,2291,5647,-964,2282,-212,37611
マイジャグラーV,1074,-1240,3238,2824,-2689,7482,2592,10035,8807,-4024,-426,4621,6244,-1196,1200,273,-1100,6289,-1803,1835,6711,-171,5029,-1032,4230,944,-1034,-5060,2992,1222,-6340,2259,52712
マイジャグラーV,1075,5321,-4631,-4374,9099,7686,-5329,-65,1184,-2362,7122,3134,1616,-3597,-595,312,3065,1841,-665,-708,-3209,7958,-242,6639,3056,4341,2953,-1592,3371,804,128,6779,49040
マイジャグラーV,1076,18497,-1072,8366,2035,9113,-1935,3224,961,-504,-2142,1244,3311,6980,-3695,-3079,-4444,2803,5374,-1209,477,11247,3779,-3071,-3685,4203,9318,-1786,-1675,-3278,698,2249,62304
マイジャグラーV,1077,8458,1870,6990,-1881,5425,1018,1524,4432,-2091,4589,11386,2915,9187,-3894,1637,-10500,6643,2024,2632,3409,-5499,-2673,-5471,2347,12837,13985,3246,-7187,6315,-2210,-3379,68084
マイジャグラーV,1078,9570,5109,-3953,-4668,2917,139,82,3147,14278,-453,10745,721,5633,4086,3611,3050,-281,-2992,-968,5672,1501,2131,3020,-2920,7201,3002,-1087,270,3783,-142,420,72624
マイジャグラーV,1079,6443,4174,8829,2338,-224,7557,-4179,4346,-965,120,11685,379,11194,4994,-11149,-1041,1295,-2669,7207,-4130,17264,-5008,135,-638,11585,8679,5356,-1479,33,-3089,4444,83486
マイジャグラーV,1080,4731,5121,1712,6159,-352,4711,3850,1706,-4393,5632,13060,6879,-1277,-5085,2893,-5248,-10531,2886,5418,-3971,3717,-2876,-2401,2997,10185,-2451,3738,6807,-72,429,-1401,52573
マイジャグラーV,1081,5915,5540,5371,1537,1159,-2702,-1752,-551,-747,-2331,1672,-3589,4961,6393,-2207,1014,10264,-1417,27,-830,-4340,1216,-3722,9878,-6232,15476,-1724,4948,845,6138,-6324,43886
マイジャグラーV,1082,15687,-282,8213,2530,857,-329,19,9484,78,-2291,-5002,-2732,-693,-3288,3562,6592,992,2284,-1126,-1155,3155,-2916,7373,-912,2655,4992,-1431,453,6208,458,1967,55402
マイジャグラーV,1083,5386,-2695,904,-1223,2247,-389,-1236,-3597,-5419,10289,6861,2882,4359,-2530,5253,-4164,-1335,-4362,6111,1097,-158,-2285,396,1514,9402,-1176,4693,601,-620,3491,-6745,27552
マイジャグラーV,1084,-2432,-2559,-3747,-1422,4343,2800,-363,-3399,-2675,1004,-4667,809,762,3124,-7136,-3686,4,-3101,-5405,5910,-4042,2596,1408,1109,-3341,-4641,1009,-1065,-323,-2012,-564,-31702
マイジャグラーV,1085,4217,-4278,-906,1600,6159,723,-6090,-58,-449,-2060,2291,5231,945,-1611,5378,-5986,5852,100,-3752,-4473,14458,-5724,-2356,5104,-4692,-6083,3787,-3449,-5708,-1332,-5120,-8282
マイジャグラーV,1086,11192,12014,-830,2453,5349,1560,-5765,6357,6615,8483,-1618,-3657,-5024,6329,-3011,579,6458,3124,3981,-1965,3139,6638,-1604,4204,-3023,9786,11000,500,912,2783,-4334,82625
マイジャグラーV,1087,5917,-4272,6010,-3259,-832,2553,2722,175,715,3935,1782,-1229,6711,11266,9746,1103,-1845,2322,-1713,4895,2013,-1077,300,3559,13720,7626,4097,3929,622,-2638,2397,81250
マイジャグラーV,1088,3061,5009,1147,2601,127,-10,2046,214,896,2240,4057,2724,-377,424,10144,-88,1766,5394,5976,-1769,5716,5228,1169,-1283,8862,-3158,-2185,5110,-1767,5351,2167,70792
マイジャグラーV,1089,6021,2210,-3690,-5024,5577,6108,-5221,-5767,17493,-2751,6292,-3362,-7474,-450,6404,1234,3824,7658,4873,-135,-1953,503,-1441,8265,18345,13559,5411,-3849,2465,4574,4832,84531
マイジャグラーV,1090,6617,-1165,5358,-4900,699,5253,-2763,-2940,9085,-2437,6638,-648,855,3142,8346,-1949,1421,562,9583,1573,320,-3231,6776,-4660,7800,2587,2800,3194,315,-4542,1126,54815
マイジャグラーV,1091,9577,-2536,694,5236,-2921,-2084,3835,6602,-947,1516,13973,3423,-5143,7297,3385,-420,2199,-3763,-2365,1399,-1124,-300,1937,-1899,8145,5148,1744,3950,-4514,-2624,7244,56664
マイジャグラーV,1092,11796,5234,-2754,674,4194,-1292,1120,2385,8586,-171,-2176,-802,-5081,-4895,4900,2471,398,3594,-409,1569,2188,-2048,1615,283,-4188,2689,2568,-1225,1274,-5289,-3980,23228
マイジャグラーV,1093,2399,386,5660,-4018,-936,-7824,28,3999,-1217,-2611,-3309,5341,-3813,-2883,-4168,2076,-287,4060,-1113,-841,809,-1492,-1962,3064,-6265,382,-701,5006,1452,5366,-1291,-4703
マイジャグラーV,1094,2804,1759,2604,2754,11226,-5773,1872,-2743,84,1170,4620,6505,-2798,-2157,9643,-6267,1913,7333,3079,535,1845,-3067,3497,534,-2702,5582,6711,1348,3547,5040,2812,63310
マイジャグラーV,1095,7379,3391,9196,624,6345,-2655,6388,287,6505,-3021,1573,1190,-190,2691,4156,8081,2372,-331,6785,1448,-4230,3294,-3345,4678,4021,5269,-1104,-709,-1477,1833,-458,69986
マイジャグラーV,1096,-2380,10914,-3394,5717,5777,-2286,-1716,948,-2012,3201,9034,-2381,-523,1409,8570,-2058,-1767,-810,-4129,2191,5138,441,-2511,-1648,7499,3370,1365,-1112,-369,4555,21,41054
マイジャグラーV,1097,3277,-4624,8726,-3300,-832,-965,227,-5189,-5777,11146,5095,3038,2873,-3262,8250,-2855,9464,-1425,-791,-1053,5192,-720,-2932,-1103,6300,5985,6739,-2474,-1525,-2698,7753,42540
マイジャグラーV,1098,9367,-3132,-1876,-3471,-1679,3596,-547,3731,-226,-2700,6813,-2584,4889,3744,-7637,-5292,6345,-5180,-4573,-558,12917,-1008,-262,-1710,6611,-3491,1214,1380,8153,465,5415,28714
マイジャグラーV,1099,-9678,4391,7352,-7159,-2145,-3494,4743,-3725,2084,3936,1617,-5089,3203,3389,-6684,-2475,-928,-5167,1634,1109,2940,-6792,-207,-2826,548,-7496,-4130,-5486,-2097,1125,3302,-34205
Total,,431113,93465,123804,48830,307448,80622,59575,119054,39918,63749,246890,171324,26946,61330,217179,-15554,159687,46241,54819,38182,238587,20441,31595,44755,314512,254271,158807,32933,63459,52919,125081,3711982
