model_name,unit_no,1,2,3,4,5,6,22,23,24,25,26,27,28,29,30,31,Total
SミスタージャグラーKK,1061,302.9,315.7,319.7,360.0,344.0,267.0,320.5,311.2,404.1,407.1,401.5,219.6,352.4,467.4,240.7,207.2,307.1
SミスタージャグラーKK,1062,451.5,381.0,487.9,328.5,295.6,441.0,419.8,317.6,262.4,229.4,333.0,252.1,276.3,311.9,222.3,337.5,308.7
SミスタージャグラーKK,1063,241.8,225.0,295.8,414.1,344.3,289.5,293.6,288.7,267.2,731.6,393.8,257.1,461.7,346.3,442.2,208.4,304.9
SミスタージャグラーKK,1064,377.9,434.9,286.2,335.3,200.3,381.3,227.6,305.8,294.2,342.8,270.7,319.5,320.8,380.4,336.4,341.0,305.1
SミスタージャグラーKK,1065,315.1,220.8,283.8,267.9,285.6,278.3,470.3,229.5,344.1,455.4,364.2,225.2,249.4,302.5,251.6,366.8,289.4
SミスタージャグラーKK,1066,299.8,305.6,359.9,360.4,331.3,622.0,253.2,256.9,353.1,567.1,322.4,268.9,410.9,326.7,348.2,287.9,320.9
SミスタージャグラーKK,1067,336.8,376.2,311.1,354.8,297.3,302.6,308.6,304.4,241.9,380.8,266.3,179.0,449.1,326.8,327.4,263.1,299.1
Total,,319.0,301.5,325.9,338.4,287.1,304.7,308.5,281.9,293.1,379.9,328.0,237.4,340.8,348.1,283.8,269.2,304.5
