model_name,unit_no,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total
ファンキージャグラー2,1051,-4152,2794,-5407,-1518,-4534,-6127,1645,-518,-5539,593,-897,-3650,-2459,-2979,-8271,-7810,6611,-4885,-737,-4597,-1577,-6508,517,-6934,4203,3828,-8502,-4280,-1887,-1781,1472,-73886
ファンキージャグラー2,1052,388,1035,899,-2971,4096,-3932,-4627,2604,-5048,-4548,15343,3241,-3544,-105,6243,-4530,-365,2692,3080,2253,1759,1585,-1178,-2323,383,-560,-657,1328,-1820,844,-3199,8366
ファンキージャグラー2,1053,-4557,-2276,2019,-999,-6069,7679,-207,4323,-2438,-3927,6563,1623,609,6605,4780,-1511,-86,8023,-1970,4930,-3794,777,-3743,394,-948,4945,416,889,-2223,-1556,4829,23100
ファンキージャグラー2,1054,1889,-4169,1041,1581,244,85,-4626,3824,-1057,-3464,1112,885,2459,-3690,8475,-1562,-439,-2160,-1228,5442,-1265,-4582,3062,-218,-4450,1673,3355,981,-603,-824,1668,3439
ファンキージャグラー2,1055,-5953,-4264,4538,-1994,-2187,-196,-3131,1758,-2266,2449,1572,166,-5182,6453,-561,1377,-847,-7157,-4057,4889,-4409,790,-129,2201,1868,-2703,-3140,-3228,-1706,1859,1683,-21507
ファンキージャグラー2,1056,1971,-7306,705,-7299,7493,-6207,2136,-1744,-5146,1047,-3392,1551,-2112,-5526,-1582,945,-3317,-98,1980,-2341,-8859,-3468,-88,-2907,-6468,-3246,-5109,-4596,-4674,376,1079,-66202
ファンキージャグラー2,1057,-3947,-3101,-44,-5088,3861,-641,414,-3423,-2680,2431,554,-5342,2770,-4061,-733,333,-442,-4489,1506,-2325,-4183,-193,-65,-2136,-1063,8153,-2590,-659,-3771,106,156,-30692
ファンキージャグラー2,1058,2845,-1912,-2353,-6051,7130,-3422,-476,-1964,-2629,-194,6623,-1060,-1439,2206,4181,-3864,1829,-1017,-2944,-3031,718,803,1022,1812,-872,925,1849,-2279,1263,336,-2850,-4815
ファンキージャグラー2,1059,2050,3626,-488,93,8100,839,-1496,-716,946,-3503,8679,2564,-349,-6005,736,-1337,-1963,1146,2881,-2726,4667,-1481,-4426,-5165,7074,5572,-806,-1007,-5354,-2858,-1525,7768
ファンキージャグラー2,1060,-2343,-1092,543,-1150,-1321,-3225,-379,-2983,-2104,3169,-6456,-771,876,2798,-2780,-1442,-6074,-1619,-1675,-2410,-839,-1559,-4372,-746,-8912,-7540,-6149,-5767,-724,-2309,-1115,-70470
ファンキージャグラー2,1061,-2233,-1305,703,-56,-1074,-1117,2833,844,-1365,-1106,385,-1997,-1703,-1224,1611,2029,-1961,162,661,-1832,-1850,-2027,-1374,1053,-3212,197,-715,-750,-650,138,-994,-17929
ファンキージャグラー2,1062,-1705,1115,353,-1797,2615,-667,-676,-61,506,1762,3126,-1324,1750,-906,3826,-683,-1347,-306,-258,-86,-1753,-2083,2285,-409,-300,-74,-171,656,256,-344,297,3597
ファンキージャグラー2,1063,1067,-377,2076,638,100,-1188,-1220,6339,-103,-594,2897,832,-512,-836,-956,-959,-641,739,2000,-694,2250,1394,-1076,1862,-1171,794,-109,-185,-626,1300,-921,12120
ファンキージャグラー2,1064,-141,-2185,-200,-1762,1267,-1438,-1579,-2050,2021,1318,-1850,-1495,505,126,247,-833,962,-253,-1362,-1927,1609,959,-306,-168,2953,-962,465,238,-1053,-621,2179,-5336
Total,,-14821,-19417,4385,-28373,19721,-19557,-11389,6233,-26902,-4567,34259,-4777,-8331,-7144,15216,-19847,-8080,-9222,-2123,-4455,-17526,-15593,-9871,-13684,-10915,11002,-21863,-18659,-23572,-5334,2759,-232447
