,,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE
date,,total,total,total,total,total,2025-05-06 00:00:00,2025-05-06 00:00:00,2025-05-06 00:00:00,2025-05-06 00:00:00,2025-05-06 00:00:00,2025-04-06 00:00:00,2025-04-06 00:00:00,2025-04-06 00:00:00,2025-04-06 00:00:00,2025-04-06 00:00:00,2025-03-06 00:00:00,2025-03-06 00:00:00,2025-03-06 00:00:00,2025-03-06 00:00:00,2025-03-06 00:00:00,2025-02-06 00:00:00,2025-02-06 00:00:00,2025-02-06 00:00:00,2025-02-06 00:00:00,2025-02-06 00:00:00,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-06 00:00:00,2024-12-06 00:00:00,2024-12-06 00:00:00,2024-12-06 00:00:00,2024-12-06 00:00:00,2024-12-06 00:00:00
area,unit_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h: ハッピージャグラーVIII,855,5448,-1895,0.884,495.3,201.8,770.0,-703.0,0.696,,770.0,1113.0,-52.0,0.984,371.0,159.0,600.0,52.0,1.029,,200.0,1124.0,-273.0,0.919,562.0,187.3,1397.0,-657.0,0.843,279.4,174.6,444.0,-262.0,0.803,444.0,222.0
i: ゴーゴージャグラー3,809,8124,-2413,0.901,624.9,219.6,175.0,-227.0,0.568,,,1229.0,-192.0,0.948,,204.8,686.0,-355.0,0.828,,343.0,407.0,-273.0,0.776,,407.0,5041.0,-1035.0,0.932,387.8,186.7,586.0,-331.0,0.812,,586.0
i: ゴーゴージャグラー3,810,22043,2547,1.039,297.9,128.9,8126.0,2488.0,1.102,262.1,112.9,6867.0,988.0,1.048,298.6,124.9,236.0,-203.0,0.713,236.0,236.0,1309.0,-587.0,0.851,327.2,187.0,2602.0,-517.0,0.934,371.7,173.5,2903.0,378.0,1.043,362.9,138.2
i: ゴーゴージャグラー3,811,15381,3965,1.086,256.4,118.3,6595.0,1779.0,1.09,212.7,108.1,1396.0,17.0,1.004,465.3,155.1,574.0,-110.0,0.936,574.0,191.3,61.0,-99.0,0.459,,,5372.0,2070.0,1.128,282.7,119.4,1383.0,308.0,1.074,230.5,115.2
i: ゴーゴージャグラー3,812,7694,-1210,0.948,366.4,160.3,626.0,145.0,1.077,313.0,125.2,969.0,-855.0,0.706,323.0,242.2,333.0,-110.0,0.89,333.0,166.5,2756.0,401.0,1.049,344.5,131.2,2645.0,-436.0,0.945,440.8,176.3,365.0,-355.0,0.676,365.0,365.0
i: ゴーゴージャグラー3,813,13492,-2071,0.949,321.2,153.3,5125.0,-657.0,0.957,284.7,142.4,3616.0,-994.0,0.908,401.8,172.2,552.0,-320.0,0.807,276.0,184.0,1595.0,517.0,1.108,159.5,99.7,1516.0,-762.0,0.832,1516.0,303.2,1088.0,145.0,1.044,544.0,155.4
i: ゴーゴージャグラー3,814,11912,2593,1.073,372.2,135.4,788.0,-134.0,0.943,788.0,197.0,1891.0,1012.0,1.178,270.1,105.1,972.0,-273.0,0.906,486.0,194.4,1230.0,-52.0,0.986,307.5,136.7,4582.0,1616.0,1.118,416.5,130.9,2449.0,424.0,1.058,349.9,144.1
i: ゴーゴージャグラー3,815,15522,320,1.007,323.4,143.7,1362.0,-564.0,0.862,681.0,227.0,4568.0,-145.0,0.989,268.7,138.4,2538.0,1651.0,1.217,362.6,105.8,138.0,-157.0,0.621,,,3271.0,-1686.0,0.828,467.3,233.6,3645.0,1221.0,1.112,243.0,117.6
i: ゴーゴージャグラー3,827,18242,-1884,0.966,304.0,145.9,1049.0,-541.0,0.828,,262.2,7544.0,459.0,1.02,260.1,127.9,1555.0,250.0,1.054,172.8,103.7,443.0,-564.0,0.576,,,5508.0,-81.0,0.995,500.7,157.4,2143.0,-1407.0,0.781,194.8,178.6
i: ゴーゴージャグラー3,828,24160,1843,1.025,291.1,132.0,3900.0,-151.0,0.987,325.0,144.4,4274.0,-506.0,0.961,251.4,147.4,5488.0,1000.0,1.061,322.8,124.7,1458.0,-738.0,0.831,364.5,208.3,7680.0,2674.0,1.116,264.8,112.9,1360.0,-436.0,0.893,340.0,170.0
i: ゴーゴージャグラー3,829,8239,-1627,0.934,392.3,171.6,3225.0,483.0,1.05,645.0,146.6,1293.0,-343.0,0.912,258.6,161.6,721.0,-355.0,0.836,240.3,180.2,1500.0,-610.0,0.864,300.0,187.5,745.0,-436.0,0.805,,372.5,755.0,-366.0,0.838,251.7,188.8
i: ゴーゴージャグラー3,830,16469,-953,0.981,392.1,153.9,2133.0,-727.0,0.886,304.7,177.8,6071.0,-1035.0,0.943,289.1,151.8,344.0,-331.0,0.679,172.0,172.0,1004.0,-552.0,0.817,,334.7,5582.0,2070.0,1.124,558.2,129.8,1335.0,-378.0,0.906,667.5,190.7
i: ゴーゴージャグラー3,831,18329,-1656,0.97,366.6,158.0,6622.0,227.0,1.011,367.9,144.0,6070.0,-1547.0,0.915,275.9,159.7,894.0,762.0,1.284,447.0,99.3,275.0,-273.0,0.669,,,1621.0,-645.0,0.867,540.3,202.6,2847.0,-180.0,0.979,569.4,189.8
i: ゴーゴージャグラー3,832,10345,-1883,0.939,470.2,172.4,1100.0,-366.0,0.889,275.0,183.3,2765.0,-703.0,0.915,276.5,153.6,426.0,76.0,1.059,426.0,142.0,492.0,-692.0,0.531,,,3487.0,-483.0,0.954,871.8,174.4,2075.0,285.0,1.046,691.7,159.6
i: ゴーゴージャグラー3,833,6401,-1843,0.904,320.0,164.1,230.0,-47.0,0.932,,230.0,1271.0,-820.0,0.785,254.2,181.6,1755.0,378.0,1.072,250.7,117.0,291.0,-378.0,0.567,,,2571.0,-866.0,0.888,321.4,171.4,283.0,-110.0,0.87,,283.0
i: ゴーゴージャグラー3,834,18311,1442,1.026,373.7,138.7,6727.0,1616.0,1.08,373.7,124.6,1074.0,-494.0,0.847,537.0,268.5,1137.0,87.0,1.026,568.5,142.1,1791.0,-564.0,0.895,255.9,149.2,4366.0,570.0,1.044,396.9,140.8,3216.0,227.0,1.024,357.3,139.8
i: ゴーゴージャグラー3,835,11935,-2694,0.925,265.2,155.0,310.0,-99.0,0.894,310.0,155.0,5653.0,203.0,1.012,194.9,120.3,75.0,-101.0,0.551,,,478.0,-331.0,0.769,478.0,239.0,4689.0,-1849.0,0.869,360.7,195.4,730.0,-517.0,0.764,730.0,365.0
i: ゴーゴージャグラー3,836,14517,-1791,0.959,345.6,156.1,4833.0,1058.0,1.073,345.2,127.2,1873.0,145.0,1.026,374.6,144.1,1186.0,-308.0,0.913,237.2,148.2,1650.0,-413.0,0.917,275.0,165.0,4614.0,-1802.0,0.87,384.5,192.2,361.0,-471.0,0.565,,
i: ゴーゴージャグラー3,837,15040,-994,0.978,283.8,140.6,715.0,-506.0,0.764,357.5,238.3,5035.0,1558.0,1.103,279.7,117.1,132.0,-145.0,0.634,,,1898.0,-971.0,0.829,316.3,172.5,5560.0,-680.0,0.959,252.7,139.0,1700.0,-250.0,0.951,340.0,170.0
i: ゴーゴージャグラー3,838,8988,-1262,0.953,449.4,169.6,5172.0,616.0,1.04,431.0,136.1,1297.0,-29.0,0.993,324.2,162.1,590.0,-238.0,0.866,295.0,196.7,424.0,-169.0,0.867,,424.0,951.0,-948.0,0.668,951.0,475.5,554.0,-494.0,0.703,554.0,554.0
i: ゴーゴージャグラー3,839,7697,-2744,0.881,699.7,233.2,445.0,-424.0,0.682,445.0,445.0,3019.0,-413.0,0.954,377.4,158.9,343.0,-215.0,0.791,,343.0,475.0,-355.0,0.751,,475.0,2357.0,-785.0,0.889,2357.0,294.6,1058.0,-552.0,0.826,1058.0,352.7
i: ゴーゴージャグラー3,840,9273,-540,0.981,386.4,157.2,938.0,-320.0,0.886,469.0,234.5,1124.0,-215.0,0.936,281.0,160.6,593.0,-331.0,0.814,296.5,197.7,1542.0,-17.0,0.996,514.0,154.2,4286.0,343.0,1.027,357.2,138.3,790.0,0.0,1.0,790.0,197.5
i: ゴーゴージャグラー3,841,11646,1780,1.051,375.7,137.0,2801.0,-657.0,0.922,350.1,155.6,1528.0,-424.0,0.908,764.0,191.0,113.0,-203.0,0.401,,,1176.0,1709.0,1.484,235.2,73.5,5314.0,1558.0,1.098,354.3,132.8,714.0,-203.0,0.905,714.0,238.0
i: ゴーゴージャグラー3,842,8635,-1053,0.959,359.8,166.1,1322.0,-890.0,0.776,264.4,220.3,793.0,-529.0,0.778,,396.5,182.0,-215.0,0.606,,,1253.0,-110.0,0.971,250.6,139.2,1316.0,-297.0,0.925,438.7,188.0,3769.0,988.0,1.087,342.6,134.6
i: ゴーゴージャグラー3,843,7636,-1222,0.947,545.4,177.6,425.0,-541.0,0.576,,,927.0,76.0,1.027,463.5,154.5,2942.0,1267.0,1.144,420.3,117.7,308.0,-262.0,0.716,308.0,308.0,2421.0,-1314.0,0.819,807.0,269.0,613.0,-448.0,0.756,613.0,306.5
i: ゴーゴージャグラー3,844,9826,-1023,0.965,427.2,161.1,1969.0,64.0,1.011,281.3,131.3,2685.0,-110.0,0.986,383.6,149.2,408.0,41.0,1.033,408.0,136.0,1273.0,-448.0,0.883,636.5,212.2,2166.0,-797.0,0.877,541.5,196.9,1325.0,227.0,1.057,662.5,165.6
i: ゴーゴージャグラー3,845,12019,-401,0.989,445.1,158.1,3831.0,529.0,1.046,191.6,109.5,3299.0,250.0,1.025,824.8,157.1,365.0,64.0,1.058,,182.5,984.0,587.0,1.199,,140.6,2370.0,-773.0,0.891,1185.0,263.3,1170.0,-1058.0,0.699,1170.0,585.0
i: ゴーゴージャグラー3,846,8144,-1198,0.951,428.6,166.2,1680.0,-320.0,0.937,336.0,152.7,812.0,-76.0,0.969,,203.0,2838.0,-29.0,0.997,283.8,141.9,428.0,192.0,1.15,428.0,107.0,2295.0,-831.0,0.879,765.0,229.5,91.0,-134.0,0.509,,
i: ゴーゴージャグラー3,847,8445,738,1.029,337.8,140.8,505.0,-227.0,0.85,505.0,252.5,807.0,-413.0,0.829,403.5,269.0,168.0,-110.0,0.782,168.0,168.0,1013.0,-634.0,0.791,1013.0,253.2,4031.0,1895.0,1.157,335.9,118.6,1921.0,227.0,1.039,240.1,120.1
i: ゴーゴージャグラー3,848,20332,-1476,0.976,299.0,144.2,3777.0,-81.0,0.993,419.7,145.3,6401.0,965.0,1.05,291.0,128.0,1282.0,-436.0,0.887,256.4,160.2,312.0,-273.0,0.708,,312.0,3795.0,-1058.0,0.907,345.0,172.5,4765.0,-593.0,0.959,226.9,140.1
total,,1291841,-48355,0.988,374.0,155.2,253387.0,-9315.0,0.988,356.4,152.5,288751.0,-1688.0,0.998,371.6,150.9,126289.0,-11631.0,0.969,360.8,159.7,160878.0,-10231.0,0.979,391.4,159.3,313131.0,-12634.0,0.987,384.7,157.3,149405.0,-2856.0,0.994,382.1,156.3
