,,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE,GAME_RANK,7RANK,3RANK,1RANK,7ROLLING,3ROLLING,MEDALS,BB,RB,RATE_MEDAL,GAME,RB_RATE,TOTAL_RATE,GRAPE_RATE,5MORE
date,,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-02 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-31 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-19 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00
model_name,unit_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイムジャグラーEX-TP,1025,15,10,14,18,71.0,2015.0,2082,28,8,1.147,4714,589.2,130.9,6.08,0.0,10,7,5,13,-2311.0,-649.0,821,22,20,1.051,5410,270.5,128.8,6.12,0.49,4,9,2,4,-1976.0,-2820.0,-888,17,18,0.946,5452,302.9,155.8,6.31,0.14,17,10,4,4,-1988.0,-1644.0,-582,15,8,0.955,4319,539.9,187.8,5.95,0.0,17,14,4,2,297.0,-1362.0,-1350,13,11,0.907,4816,437.8,200.7,5.92,0.0,10,14,9,14,1850.0,-312.0,288,13,5,1.034,2807,561.4,155.9,6.17,0.0,5,15,13,9,1486.0,556.0,-300,2,1,0.868,760,760.0,253.3,5.94,0.0,4,15,13,8,1310.0,-44.0,-300,5,3,0.936,1553,517.7,194.1,5.96,0.0,14,15,18,16,1334.0,1959.0,1156,20,13,1.089,4322,332.5,131.0,5.94,0.0,12,12,15,7,-769.0,1006.0,-900,15,7,0.931,4339,619.9,197.2,6.16,0.0,17,14,16,17,793.0,1830.0,1703,27,10,1.109,5227,522.7,141.3,5.82,0.05,11,14,8,10,122.0,-349.0,203,14,19,1.015,4444,233.9,134.7,5.82,0.0,14,14,8,13,651.0,-828.0,-76,14,6,0.993,3502,583.7,175.1,5.97,0.0,10,15,5,8,1142.0,-1699.0,-476,18,13,0.97,5281,406.2,170.4,5.94,0.03,7,15,14,11,444.0,-561.0,-276,4,2,0.921,1171,585.5,195.2,6.29,0.0,6,14,17,3,244.0,747.0,-947,3,2,0.804,1611,805.5,322.2,5.91,0.0,16,16,17,18,656.0,2426.0,662,21,11,1.046,4800,436.4,150.0,5.93,0.0,12,9,17,17,-2018.0,2179.0,1032,16,6,1.124,2764,460.7,125.6,6.45,0.0,15,2,12,15,-4032.0,-27.0,732,21,12,1.05,4915,409.6,148.9,5.83,0.0,12,1,6,13,-5299.0,-1235.0,415,13,7,1.046,3040,434.3,152.0,5.83,0.0,17,1,4,2,-6270.0,-2185.0,-1174,16,21,0.934,5941,282.9,160.6,6.07,0.18000000000000002,13,3,2,11,-4549.0,-3023.0,-476,19,17,0.972,5762,338.9,160.1,5.99,0.09,17,3,2,7,-3432.0,-3529.0,-535,13,9,0.953,3811,423.4,173.2,6.13,0.0,9,1,1,2,-3632.0,-3529.0,-2012,13,18,0.886,5894,327.4,190.1,5.96,0.03,12,3,3,5,-2555.0,-2073.0,-982,7,8,0.88,2736,342.0,182.4,6.41,0.0,3,10,9,6,-488.0,-544.0,-535,2,1,0.806,917,917.0,305.7,6.19,0.0,15,4,14,3,-1868.0,632.0,-556,14,12,0.959,4467,372.2,171.8,5.88,0.0,18,12,13,13,232.0,453.0,547,26,23,1.028,6594,286.7,134.6,6.21,0.33999999999999997,12,13,3,14,550.0,-1029.0,641,22,10,1.045,4771,477.1,149.1,6.13,0.0
アイムジャグラーEX-TP,1026,5,15,8,13,1732.0,-303.0,-147,6,4,0.968,1550,387.5,155.0,6.58,0.0,5,14,11,6,2167.0,697.0,-288,15,10,0.976,3977,397.7,159.1,6.31,0.0,5,17,15,10,3714.0,1364.0,132,23,18,1.007,6034,335.2,147.2,6.11,0.12000000000000001,6,17,18,18,2753.0,2264.0,853,9,4,1.16,1774,443.5,136.5,5.26,0.0,15,15,16,17,1306.0,1182.0,379,19,10,1.029,4370,437.0,150.7,6.13,0.0,15,15,14,17,2065.0,1091.0,1032,22,15,1.071,4866,324.4,131.5,6.1,0.0,2,13,14,10,698.0,1318.0,-229,1,1,0.818,419,419.0,209.5,6.93,0.0,8,13,16,14,698.0,718.0,288,9,2,1.052,1833,916.5,166.6,5.94,0.0,17,13,12,17,-478.0,-164.0,1259,24,12,1.089,4737,394.8,131.6,6.25,0.0,2,8,14,8,-2508.0,-285.0,-829,5,2,0.849,1828,914.0,261.1,6.23,0.0,7,9,11,9,-1944.0,209.0,-594,7,5,0.912,2260,452.0,188.3,6.27,0.0,10,12,12,15,-932.0,574.0,1138,18,15,1.093,4090,272.7,123.9,5.92,0.0,4,8,6,9,-2758.0,-1452.0,-335,3,3,0.893,1041,347.0,173.5,6.62,0.0,9,7,4,9,-2582.0,-1888.0,-229,19,17,0.985,5096,299.8,141.6,6.51,0.22,10,7,5,4,-2806.0,-1924.0,-888,5,2,0.857,2075,1037.5,296.4,5.7,0.0,5,10,13,4,-2289.0,-618.0,-771,4,3,0.838,1585,528.3,226.4,6.52,0.0,3,11,13,14,-1512.0,-535.0,-265,7,4,0.955,1975,493.8,179.5,6.1,0.0,16,6,11,13,-2879.0,-429.0,418,17,7,1.038,3652,521.7,152.2,6.2,0.0,12,4,7,4,-3832.0,-1300.0,-688,12,4,0.928,3176,794.0,198.5,6.44,0.0,7,9,9,9,-1918.0,-983.0,-159,4,6,0.967,1584,264.0,158.4,5.58,0.0,1,10,14,12,-2012.0,-818.0,-453,1,1,0.768,651,651.0,325.5,6.15,0.0,11,7,4,12,-3121.0,-1997.0,-371,18,18,0.977,5266,292.6,146.3,6.28,0.22,3,6,4,14,-2600.0,-2161.0,6,5,1,1.002,1121,1121.0,186.8,6.02,0.0,12,7,7,3,-2082.0,-941.0,-1632,18,19,0.915,6418,337.8,173.5,6.21,0.03,3,6,14,10,-1712.0,438.0,-535,2,1,0.801,896,896.0,298.7,6.33,0.0,16,4,8,16,-1148.0,-589.0,1226,25,15,1.077,5334,355.6,133.4,6.09,0.18000000000000002,1,3,3,8,-2189.0,-1665.0,-253,0,0,0.6,211,0.0,0.0,6.02,0.0,3,3,4,1,-2177.0,-888.0,-1562,2,4,0.733,1947,486.8,324.5,6.29,0.0,6,5,6,9,-1056.0,-588.0,150,16,7,1.013,3808,544.0,165.6,5.98,0.0
アイムジャグラーEX-TP,1027,17,18,18,17,7835.0,3391.0,1844,27,27,1.098,6241,231.1,115.6,6.04,0.85,3,18,15,11,5620.0,1765.0,265,14,9,1.028,3202,355.8,139.2,6.43,0.0,12,18,16,15,5208.0,1647.0,1282,32,24,1.06,7181,299.2,128.2,6.3,0.35000000000000003,3,18,16,15,3167.0,1253.0,218,7,4,1.046,1587,396.8,144.3,6.07,0.0,5,18,18,12,3473.0,4226.0,147,7,6,1.026,1910,318.3,146.9,5.78,0.0,7,16,18,16,2767.0,3708.0,888,12,3,1.146,2030,676.7,135.3,5.97,0.0,17,16,18,18,2735.0,2673.0,3191,32,24,1.18,5902,245.9,105.4,6.06,0.87,5,14,9,7,912.0,-1277.0,-371,5,3,0.922,1590,530.0,198.8,6.04,0.0,1,16,11,11,1759.0,-382.0,-147,1,0,0.859,347,0.0,347.0,5.79,0.0,6,16,11,10,1759.0,-794.0,-759,10,4,0.912,2890,722.5,206.4,6.33,0.0,3,16,14,13,1889.0,821.0,524,8,4,1.112,1557,389.2,129.8,6.02,0.0,1,16,15,5,2062.0,1665.0,-559,3,1,0.825,1065,1065.0,266.2,6.63,0.0,9,18,17,17,2192.0,2700.0,856,13,5,1.116,2461,492.2,136.7,5.9,0.0,14,17,17,15,2580.0,1697.0,1368,28,16,1.076,5985,374.1,136.0,6.03,0.13,14,18,16,15,1594.0,-300.0,476,12,5,1.062,2539,507.8,149.4,5.97,0.0,16,15,14,11,289.0,-79.0,-147,14,8,0.987,3681,460.1,167.3,6.03,0.0,1,14,14,9,-299.0,-361.0,-629,3,4,0.851,1405,351.2,200.7,6.28,0.0,8,15,15,16,901.0,1512.0,697,12,6,1.091,2556,426.0,142.0,5.72,0.0,13,14,16,11,-308.0,1197.0,-429,11,13,0.961,3708,285.2,154.5,6.0,0.0,13,17,17,16,2392.0,797.0,1244,19,9,1.109,3810,423.3,136.1,5.81,0.0,15,16,11,17,1024.0,-1182.0,382,14,9,1.038,3379,375.4,146.9,5.94,0.0,8,16,11,6,1939.0,-993.0,-829,16,11,0.942,4799,436.3,177.7,6.16,0.0,5,17,8,4,2715.0,-676.0,-735,3,1,0.797,1204,1204.0,301.0,6.6,0.0,6,17,18,13,4338.0,2330.0,571,24,10,1.035,5375,537.5,158.1,5.99,0.01,2,18,18,11,5638.0,1635.0,-512,1,2,0.768,736,368.0,245.3,6.49,0.0,13,18,18,18,6144.0,3444.0,2271,22,16,1.179,4234,264.6,111.4,5.72,0.0,9,16,15,13,3714.0,1120.0,-124,9,6,0.981,2210,368.3,147.3,6.72,0.0,13,14,15,16,1685.0,2132.0,1297,24,6,1.098,4397,732.8,146.6,6.05,0.0,11,12,18,8,370.0,2706.0,-53,15,14,0.996,4385,313.2,151.2,5.91,0.0
